"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
300	0.4011693	0.6654598	0.7668549	0.7837010	0.6450301	0.0388449	0.0345741	0.6212667	0.7197142	0.6631157
350	0.4024684	0.6595176	0.7791553	0.6554352	0.6410504	0.0344314	0.0400862	0.7153926	0.6811784	0.6441176
400	0.3534919	0.4789557	0.7453823	0.5887704	0.7553103	0.0237982	0.0549648	0.7203518	0.8700343	0.7082695
450	0.3437117	0.5098129	0.5624819	0.6906844	0.7604001	0.0363606	0.0301641	0.7450245	0.6565856	0.7040638
500	0.2846600	0.4774361	0.7529247	0.6328304	0.8464699	0.0223146	0.0302668	0.7935472	0.7614500	0.7222127
550	0.1789432	0.5655799	0.6187894	0.7898249	0.7628990	0.4889780	0.0385942	0.7031000	0.7702713	0.6267920
600	0.1380849	0.5286358	0.6526983	0.8712806	0.6430322	0.6261646	0.0840158	0.6593948	0.6894900	0.7434957
650	0.1214536	0.5782957	0.7052505	0.7443217	0.7586662	0.6756917	0.0421830	0.6047147	0.6999444	0.8305026
700	0.0823325	0.5834160	0.7293830	0.7477542	0.8815759	0.6463630	0.0469639	0.6768591	0.6798240	0.5937939
750	0.1412553	0.4683642	0.7199587	0.6493635	0.7710120	0.6040573	0.0626451	0.7162183	0.6327843	0.7367099
800	0.1056145	0.5883730	0.7959436	0.7492301	0.7350860	0.5530079	0.0343176	0.7266365	0.7371621	0.7585877
850	0.1215220	0.6975269	0.6835389	0.7308805	0.8904944	0.7036086	0.0402766	0.8903013	0.6507631	0.5946531
900	0.0779691	0.6090850	0.7528133	0.6609235	0.7130925	0.7374361	0.0203203	0.6761785	0.7371411	0.6860294
950	0.1319386	0.4771526	0.7412279	0.6679954	0.7672681	0.7007682	0.0430437	0.5982235	0.6552209	0.6137397
1000	0.0808251	0.4348316	0.6942844	0.5846019	0.6831019	0.6470630	0.0297375	0.6426554	0.7054879	0.6986359

0	0.0756835	0.5121285	0.6414600	0.5753156	0.7697730	0.7552225	0.0493923	0.6618527	0.8578448	0.7581850
50	0.0155041	0.5202195	0.6593217	0.6807498	0.6716100	0.6806048	0.0203983	0.2882200	0.7263785	0.8460544
100	0.0004686	0.5118736	0.7228164	0.7725698	0.7008389	0.5935419	0.1650543	0.1116584	0.7288743	0.6071743
150	0.0000000	0.4599289	0.5959110	0.6193044	0.7579372	0.7280353	0.4605815	0.0772726	0.7472264	0.7273712
200	0.0031854	0.5856045	0.7600332	0.6739135	0.9056231	0.7917748	0.5421492	0.0543037	0.6872161	0.7766154
250	0.0000773	0.4953273	0.7721768	0.5903845	0.6315714	0.7180079	0.5918475	0.0427185	0.7647244	0.7649665
300	0.0003571	0.5334896	0.7094346	0.6161521	0.6720649	0.7320479	0.5647006	0.0331432	0.5672326	0.8774282
350	0.0000569	0.4259359	0.6934266	0.6584470	0.8705902	0.6351724	0.5527183	0.0269979	0.6416109	0.6221099
400	0.0001126	0.6390900	0.7602544	0.8191353	0.7051395	0.7453568	0.6463491	0.0633930	0.5491755	0.7273895
450	0.0000835	0.5381575	0.7308080	0.7623504	0.7363926	0.7416544	0.7191756	0.0631244	0.6957979	0.8677568
500	0.0004667	0.4469213	0.7215336	0.6598293	0.7337244	0.6975665	0.6160025	0.0669538	0.7080866	0.7228261
550	0.1130720	0.5252061	0.6343319	0.6203797	0.6852101	0.6236764	0.4197703	0.4421532	0.7099882	0.7387102
600	0.0588180	0.6387736	0.6396375	0.6962132	0.7796391	0.6624656	0.1419422	0.6339412	0.7137343	0.7320296
650	0.0530724	0.4978787	0.8315285	0.5748369	0.7514206	0.6574594	0.0795506	0.8612582	0.7616718	0.7867654
700	0.1121377	0.4902318	0.7710574	0.6035367	0.8504105	0.7403222	0.1400273	0.5908247	0.6645526	0.6236012
750	0.0739189	0.4687284	0.6681301	0.6063586	0.7811363	0.6318895	0.0363071	0.7711159	0.6518103	0.6792003
800	0.1200883	0.4490959	0.7050252	0.6524370	0.8181459	0.6422484	0.0198694	0.7094640	0.7013787	0.6826148
850	0.1267674	0.5745299	0.7117750	0.7186228	0.7978720	0.6377006	0.0370289	0.7393628	0.8497113	0.7624721
900	0.1331597	0.6197359	0.7243988	0.6149816	0.7316158	0.7619081	0.0387799	0.6930887	0.7495144	0.6786093
950	0.0776830	0.5127312	0.6190158	0.8174866	0.6325987	0.7635936	0.0264147	0.6241815	0.7118677	0.7094746
1000	0.0682867	0.7001344	0.6620819	0.6952879	0.8684552	0.7065291	0.0500375	0.6957657	0.6691901	0.7351757

0	0.0833190	0.5229823	0.7725813	0.6623924	0.6784979	0.8027260	0.0333907	0.6534431	0.8755573	0.7813243
50	0.0495762	0.6724282	0.7519318	0.7414519	0.6937526	0.7189243	0.0284694	0.7381619	0.8062707	0.8038722
100	0.0408472	0.6402092	0.7447720	0.7646385	0.8070335	0.7100809	0.0499600	0.7309566	0.6602431	0.7051920
150	0.0337110	0.8687649	0.8014792	0.7087716	0.6492174	0.6573704	0.0178737	0.8030993	0.6579986	0.7110487
200	0.0240309	0.6986188	0.7186296	0.7906526	0.6779104	0.6830723	0.0706907	0.7514491	0.8030709	0.8190842
250	0.0613021	0.6589776	0.6580505	0.6487145	0.6779186	0.7385233	0.0533430	0.7590217	0.6487046	0.7561718
300	0.0501444	0.7291582	0.7251853	0.7188239	0.6804021	0.8168896	0.0381124	0.8965254	0.7098201	0.6852482
350	0.0704908	0.6246192	0.5607505	0.7754350	0.6589688	0.6835323	0.0428593	0.7255390	0.7798111	0.6661794
400	0.0325477	0.7694019	0.6754253	0.6998703	0.7968346	0.6630621	0.0507006	0.7090443	0.6395012	0.6847731
450	0.0192324	0.7525288	0.6330640	0.6476841	0.8120152	0.6375159	0.0209332	0.7275714	0.7349924	0.7614506
500	0.0293594	0.7058937	0.6834586	0.7388836	0.7039959	0.7539158	0.0382814	0.7202311	0.7556672	0.6485725
550	0.0548677	0.5478249	0.6226248	0.7133541	0.6634718	0.7121022	0.0374336	0.8356864	0.6108573	0.7582261
600	0.0686832	0.4705328	0.7044711	0.6832113	0.8906037	0.6206545	0.0627232	0.7437043	0.6010586	0.7277361
650	0.1034116	0.5437722	0.6606218	0.8810177	0.6273398	0.6416299	0.0373001	0.7932098	0.6440907	0.7081574
700	0.0805609	0.4031011	0.6206164	0.7291351	0.7042994	0.6147372	0.0403602	0.7442360	0.8509099	0.7511722
750	0.1024363	0.5186898	0.8091298	0.7611146	0.6496567	0.6726271	0.0456609	0.7878322	0.6984156	0.7638727
800	0.0554100	0.5822690	0.7354685	0.7478286	0.6876121	0.6141396	0.0643985	0.7385587	0.7254311	0.6125219
850	0.1192855	0.4939380	0.6983749	0.6510662	0.5988381	0.6346392	0.0353070	0.7241039	0.7557408	0.6636353
900	0.1060416	0.5407186	0.7587301	0.5338322	0.7131964	0.7418134	0.0638039	0.7096823	0.6625019	0.5910107
950	0.0818790	0.5118242	0.7240257	0.7397824	0.9037241	0.6989464	0.0559452	0.6989435	0.8595386	0.7394200
1000	0.1284846	0.4650589	0.6931983	0.8223912	0.7831871	0.7827227	0.0291031	0.6838980	0.7308354	0.7183422

0	0.0732044	0.4852626	0.7387537	0.5443016	0.7279051	0.7249902	0.0332238	0.7646124	0.8487567	0.7764390
50	0.0705044	0.6368443	0.5854998	0.6529190	0.5662413	0.3550982	0.0119106	0.6700098	0.4677164	0.6504825
100	0.1035409	0.6185264	0.6425176	0.6734143	0.4920485	0.3429388	0.0205984	0.6941285	0.3357074	0.6287905
150	0.0943084	0.6189252	0.7965337	0.7462383	0.4498335	0.2944234	0.0034634	0.6873489	0.4920834	0.6302228
200	0.1564992	0.5643038	0.6834565	0.7852395	0.4140491	0.3395336	0.0098314	0.7265365	0.3560924	0.7430695
250	0.0827313	0.5301442	0.7360583	0.7157833	0.4199097	0.2996393	0.0019943	0.8345558	0.4568355	0.8667115
300	0.1260351	0.3946709	0.6540908	0.5853828	0.4636548	0.2799619	0.0094010	0.7730889	0.3986770	0.6509131
350	0.0665279	0.6100111	0.8599873	0.7384601	0.4537525	0.3159234	0.0053242	0.7136444	0.3322858	0.6701510
400	0.0913910	0.4484177	0.8623391	0.6438792	0.4081147	0.1960672	0.0067250	0.7005513	0.5369901	0.8337410
450	0.0793602	0.6955216	0.7043130	0.6975491	0.5445465	0.2961834	0.0052241	0.6605066	0.4794890	0.7339702
500	0.0942288	0.4482676	0.5760374	0.7216008	0.5044996	0.2448338	0.0006353	0.7718249	0.4108746	0.8094444
550	0.0803246	0.4334253	0.7192559	0.6299458	0.5528904	0.6429385	0.0281798	0.8239455	0.6640526	0.7680569
600	0.0781467	0.4961286	0.7417727	0.6406044	0.5928135	0.6451883	0.0227069	0.7551708	0.6566898	0.7162493
650	0.1167192	0.5068640	0.7008670	0.7507900	0.6961821	0.7032442	0.0618883	0.6561937	0.6891872	0.7381907
700	0.0979528	0.4324427	0.6975164	0.7200235	0.6766828	0.6592886	0.0237422	0.6919332	0.6929221	0.7563715
750	0.0873010	0.5840192	0.6118635	0.6818104	0.6125103	0.7987728	0.0332598	0.8352904	0.7563730	0.7395708
800	0.0892998	0.4870101	0.6845187	0.8360330	0.7010490	0.7773252	0.0208136	0.6976166	0.8826399	0.8479503
850	0.0837975	0.5407434	0.7252380	0.6682117	0.7055327	0.7411876	0.0695071	0.7207256	0.6578315	0.6935601
900	0.0772522	0.5068406	0.6112036	0.7041608	0.8146968	0.6167730	0.0722948	0.6845007	0.6142479	0.6072169
950	0.0627143	0.4484725	0.6921772	0.6326413	0.6717769	0.7091496	0.0542529	0.5421031	0.7411069	0.7232813
1000	0.0553753	0.4390791	0.6697273	0.7346249	0.8334383	0.7014826	0.0575564	0.6620180	0.8200440	0.6730488
