YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000000	0.5331447	0.6214895	0.9597922	0.0404629	0.0138976	0.0391317	1.0521743	1.0554715	0.9311442
0.0338444	0.0000000	0.5755572	0.9002458	0.0492553	0.0013838	0.0468443	1.0812548	1.0606776	1.0608481
0.5130663	1.0021461	0.0000000	0.9694288	0.0490242	0.0102789	0.0384072	0.9986232	1.0484003	1.0348408
0.3664141	0.7905468	0.4131245	0.0000000	0.0380785	0.0125268	0.0589233	0.9982016	0.9822814	1.0549562
0.2178577	0.6302261	0.5560270	1.0876267	0.0000000	0.0118993	0.0766544	1.0471785	1.0412040	0.9949431
0.2215506	0.5323676	0.6321135	1.0095007	0.0317149	0.0000000	0.0473169	0.9853883	1.0987392	0.8610622
0.2561784	0.6444256	0.6454920	1.0147387	0.0253983	0.0078384	0.0000000	0.9146740	0.9868674	0.9524078
0.3327968	0.6563366	0.5485246	0.7048561	0.5972743	0.9963320	1.0574932	0.0000000	1.0085938	1.0238965
0.5635823	1.0314059	0.1413786	0.4302950	0.0405083	0.0022637	0.0573881	1.0302891	0.0000000	0.9528755
0.3846950	0.7122938	0.4240192	0.9039895	0.0399944	0.0143217	0.0495622	0.9750386	0.9729757	0.0000000
