"Time"	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
800	0.0203660	0.7774083	0.4935434	0.9616729	0.9381531	0.6570951	0.4585913	0.8382335	0.6142915	0.4546927
850	0.0160751	0.7328360	0.5216288	1.0224229	0.9678715	0.6699046	0.5682889	0.8395990	0.5962036	0.4842548
900	0.0198984	0.7742361	0.5505662	1.0600076	0.9660504	0.6179192	0.5141679	0.8598505	0.5385790	0.4081126
950	0.0201915	0.6985394	0.4962167	0.9021499	1.0102230	0.6012219	0.5536421	0.7271870	0.5735908	0.3991710
1000	0.0141853	0.6351076	0.4179622	0.9353965	1.0168928	0.5722983	0.5217456	0.8996531	0.6351318	0.4256758

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0249684	0.7649038	0.6828986	1.0622982	1.0057928	0.5279208	0.4719237	0.9191039	0.6042935	0.4071641
100	0.0151759	0.7609443	0.7859132	0.9260199	0.8892684	0.5310815	0.4742566	0.8740198	0.6109178	0.4008614
150	0.0229508	0.8465462	0.7626742	0.9838301	0.9258242	0.5113062	0.3941112	0.8794414	0.5850158	0.5251153
200	0.0269748	0.7519437	0.7282257	1.0760696	0.9620568	0.5009076	0.4356448	0.8158977	0.6218265	0.4393995
250	0.0286726	0.7478030	0.7787945	0.9398497	0.8959714	0.5468893	0.3904017	0.8473619	0.5847239	0.4576874
300	0.0117400	0.7736895	0.7569905	0.9905008	0.9380978	0.4986492	0.4073453	0.8458872	0.5286549	0.3672273
350	0.0125352	0.7880425	0.7325465	1.0201476	0.9945773	0.5280629	0.3867857	0.8881545	0.6722555	0.4054120
400	0.0162449	0.7398168	0.7041530	0.9486185	0.9885776	0.5249321	0.3728086	0.8959894	0.6675675	0.4421508
450	0.0290936	0.7805664	0.8309471	0.9465453	0.9974859	0.5429472	0.4368235	0.8898350	0.6749952	0.4374584
500	0.0332732	0.7439906	0.7895886	0.9464887	1.0157948	0.5012751	0.4341920	0.9179245	0.5814286	0.4319150
550	0.0161642	0.7490766	0.5340543	0.9859143	0.9955394	0.6331123	0.4329474	0.8638495	0.6037837	0.4275361
600	0.0082295	0.8032654	0.5605411	1.0002940	1.0140080	0.7344091	0.4941879	0.9022912	0.6141563	0.4182679
650	0.0177868	0.8644507	0.5001119	0.9976436	0.9329571	0.6538546	0.5104261	0.9795541	0.5559356	0.4121141
700	0.0218817	0.7525578	0.4638196	1.0166927	1.0396431	0.6300922	0.4489351	0.9734227	0.6352492	0.4025045
750	0.0212858	0.7323809	0.5238436	0.9631534	1.0935139	0.6503013	0.4699075	0.8551330	0.7061253	0.4347183
800	0.0125369	0.7879526	0.5654230	1.0583472	1.0979478	0.6747342	0.5255249	0.9467540	0.6212593	0.4511787
850	0.0130404	0.7307230	0.5134505	0.9580681	1.0723784	0.6107397	0.4724889	0.8088919	0.5892408	0.4676875
900	0.0182343	0.6672917	0.4413401	0.9449693	0.9992446	0.5930876	0.4880466	0.8475890	0.5300443	0.4398498
950	0.0190183	0.7402109	0.5066336	0.9241543	1.0309437	0.6772016	0.4738565	0.9131713	0.6150139	0.4073889
1000	0.0199485	0.8049071	0.4691659	0.9828218	1.1352174	0.6019402	0.4894589	0.7572264	0.6654402	0.4324357

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0085048	0.8029954	0.8677435	1.0246321	1.0081661	0.5679207	0.5503957	0.9130772	0.6128061	0.4298342
100	0.0043202	0.8862357	0.8860824	0.9928961	1.0143076	0.5147380	0.4881849	0.8551258	0.7157350	0.4386392
150	0.0023668	0.8586101	0.9282329	0.9754310	1.0232280	0.5845271	0.4209678	0.9077002	0.6082232	0.4148476
200	0.0012244	0.9336559	0.7941847	1.0901791	1.0479853	0.6326697	0.4061762	0.8944699	0.6743812	0.4818299
250	0.0039006	0.8820528	0.8781882	1.0149195	0.9552614	0.6300357	0.4600711	0.8388333	0.6065279	0.4876361
300	0.0007139	0.9576671	0.9337805	0.9322712	0.9700999	0.5706974	0.5039731	0.8551326	0.5269873	0.4447294
350	0.0026744	0.8625414	0.8575693	1.0162640	1.0197961	0.5076746	0.4530940	0.9113663	0.5870611	0.4402280
400	0.0028598	0.8873604	0.8785965	1.0654770	0.9522707	0.5261844	0.3475842	0.8628040	0.6314326	0.4206102
450	0.0014221	0.9403095	0.8344304	1.0123120	0.9640986	0.5880456	0.3529890	0.8855136	0.5439855	0.4183232
500	0.0023542	0.9917306	0.8997276	0.9625964	0.9507918	0.6215105	0.4442975	0.9016163	0.5386954	0.4652993
550	0.0137753	0.9439052	0.4996740	1.0192866	1.0249103	0.5985878	0.4622249	0.8306657	0.6318872	0.4196883
600	0.0077939	0.8871856	0.4905642	0.8913993	1.0185190	0.6736053	0.4982180	0.8366432	0.6126757	0.4697699
650	0.0083968	0.7580312	0.4761165	0.9723378	0.9822475	0.6534738	0.4846733	0.8980764	0.5811813	0.5057795
700	0.0155943	0.6790214	0.4280844	0.9104077	0.9731888	0.6870905	0.4725424	0.8819996	0.6885033	0.4544850
750	0.0286159	0.7309690	0.4775117	1.0309182	0.9759950	0.7109462	0.4924933	0.8263086	0.6286596	0.4256473
800	0.0200303	0.7369163	0.5023140	0.9927550	0.9775451	0.6728283	0.5230083	0.8507562	0.6501837	0.5106107
850	0.0190598	0.7503070	0.5463328	0.9969399	0.9775207	0.7149405	0.5472909	0.8885656	0.5866408	0.4377217
900	0.0228583	0.6889450	0.4866143	0.9797943	1.0068596	0.6839845	0.5309280	0.9685560	0.5827036	0.4024129
950	0.0096126	0.7025555	0.5204197	0.9938551	0.9655956	0.6793738	0.6266919	0.9336814	0.5653040	0.4573763
1000	0.0170531	0.7294984	0.5148294	1.0181315	0.9508902	0.6762466	0.6071676	0.8787140	0.6311137	0.3695991

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0040194	0.8016280	0.8033380	0.9900426	1.0651853	0.6333973	0.5236891	0.8743307	0.5358226	0.4246132
100	0.0000000	0.7273807	0.8686490	0.9990451	1.0018053	0.6630168	0.5570281	0.7897348	0.5684017	0.4605127
150	0.0007955	0.7089857	0.8458903	1.0276994	1.0172768	0.5624766	0.5177139	0.9013162	0.5909328	0.4870346
200	0.0033841	0.7845626	0.8950359	1.0004661	1.0495373	0.5927417	0.3971256	0.9694416	0.6008209	0.4724779
250	0.0005785	0.8561497	0.8509823	0.9609875	1.0711707	0.5928952	0.3863320	0.8556970	0.5854595	0.4160765
300	0.0026882	0.8898439	0.8989390	0.9946697	0.9655297	0.6744520	0.4347488	0.8355481	0.6834534	0.4141715
350	0.0016180	0.8921328	0.9018160	0.9453393	1.0521446	0.5640885	0.4798610	0.8541885	0.6278350	0.4391980
400	0.0015647	0.8281517	0.8755714	0.9166609	0.9750862	0.5981636	0.4224015	0.8671964	0.5482728	0.4762535
450	0.0004163	0.8068061	0.8199077	1.0053640	1.0213596	0.5684096	0.5315057	0.8648442	0.6266119	0.5181435
500	0.0031430	0.8277837	0.8551307	0.9839895	1.0114960	0.5630213	0.4883427	0.7971353	0.5424695	0.4782993
550	0.0125120	0.8491885	0.5351885	0.9738181	0.9765625	0.5704024	0.4823148	0.8390779	0.5092726	0.4459050
600	0.0123081	0.8169440	0.5326352	1.0295176	1.0201250	0.5521711	0.4836717	0.8515706	0.5226511	0.4233038
650	0.0255176	0.7860664	0.5048260	1.0058350	0.9738655	0.5391866	0.5362992	0.8418944	0.6176139	0.4317826
700	0.0311463	0.7195984	0.5167469	0.9713661	0.9771230	0.5637527	0.4768654	0.9295270	0.5984044	0.4330548
750	0.0220361	0.7017349	0.4987671	1.0381843	0.9923969	0.5654941	0.4199254	0.7914459	0.6524007	0.3938416
800	0.0303107	0.6922812	0.5797704	1.0158767	0.9839367	0.6787072	0.4275654	0.9746347	0.5928862	0.4668627
850	0.0254958	0.7778336	0.5579730	0.9710886	1.0250117	0.7717828	0.5069138	0.9826291	0.5912969	0.4281392
900	0.0291199	0.8015457	0.5786221	0.9383592	1.0509204	0.7203568	0.5766734	0.8823886	0.5527377	0.4167709
950	0.0212135	0.7421030	0.4568384	1.0596530	1.0287516	0.5896146	0.4953129	0.9413879	0.6302067	0.4148663
1000	0.0256347	0.7227807	0.5667152	0.9899767	1.0226203	0.5764093	0.4443491	0.8891311	0.6283502	0.4384125

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0189402	0.7465403	0.4172986	1.0822449	0.5493927	0.7390675	0.4669175	0.9003918	0.6799846	0.4117954
100	0.0154255	0.7663927	0.4782399	0.9716464	0.3355782	0.6514851	0.5297936	0.9667272	0.6314588	0.3253695
150	0.0188912	0.7091434	0.4571560	0.9612614	0.3083987	0.7226542	0.4884884	0.8991652	0.6783580	0.3245649
200	0.0238464	0.8023975	0.4693899	0.8619068	0.3407165	0.7127160	0.5757658	0.8696613	0.6396433	0.3208842
250	0.0235422	0.8420674	0.4068194	0.9980601	0.3270113	0.8009586	0.5979256	0.8124937	0.6305704	0.3133118
300	0.0180776	0.8385961	0.5338267	0.9728053	0.3286141	0.7630277	0.6217284	0.9291884	0.6328791	0.3332252
350	0.0215275	0.7901548	0.5215159	0.9008752	0.3235294	0.8467200	0.5943472	0.8517217	0.5989988	0.3570251
400	0.0165898	0.7834955	0.4286048	1.0386688	0.2890963	0.8748550	0.6047600	0.8519420	0.6321051	0.4180783
450	0.0111016	0.8174572	0.4301899	1.0262903	0.3059052	0.8217804	0.6488778	0.9872551	0.6803984	0.3115978
500	0.0154022	0.7664296	0.5442125	1.0027593	0.3060198	0.7489348	0.6257676	0.9869891	0.6157477	0.3110879
550	0.0129373	0.7402559	0.5134815	1.0330674	0.8878110	0.7061949	0.5693721	0.8165450	0.5971239	0.3992337
600	0.0280124	0.7651895	0.5650434	0.9854864	1.0499223	0.6051286	0.5800613	0.9565109	0.6983439	0.4399302
650	0.0202475	0.7189670	0.5184766	0.9964879	1.0227021	0.5556320	0.5101288	0.8268334	0.5985781	0.4518788
700	0.0257925	0.7257362	0.5449086	1.1307150	0.9706444	0.6077492	0.4743591	1.0555267	0.5660252	0.4788781
750	0.0266459	0.7352691	0.5304387	0.9490808	1.0400872	0.6581586	0.4813335	0.9118140	0.5520463	0.4563925
800	0.0329640	0.7802177	0.4909739	1.0158556	0.8987105	0.6232211	0.4804323	0.8410254	0.5966875	0.4752105
850	0.0307807	0.8218285	0.5278356	1.0129853	1.0078925	0.6651599	0.5283707	0.9071666	0.5677734	0.4483036
900	0.0185074	0.8222253	0.5110250	1.0357810	1.0675059	0.6909440	0.5854284	0.8993700	0.5570375	0.5059157
950	0.0142634	0.7485042	0.5525997	0.9688144	1.0523827	0.6392687	0.5165864	0.8633175	0.6018651	0.4828549
1000	0.0222804	0.7523586	0.5052327	1.0209763	1.1055720	0.6435029	0.4958440	0.8701689	0.5237292	0.4399824

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0230607	0.8292881	0.5000147	0.9813693	1.0226943	0.6202633	0.5113747	0.8869500	0.5539511	0.5131051
100	0.0088806	0.8582323	0.4815069	1.0194987	1.0356082	0.6191504	0.5246127	0.9458408	0.5214047	0.3970056
150	0.0055344	0.9623897	0.4848025	1.0398085	0.9990256	0.6087254	0.4760472	0.9707678	0.5518704	0.4566768
200	0.0025840	0.9697635	0.5711958	1.0277359	1.0734792	0.6767490	0.4577854	0.8080150	0.4745589	0.4227260
250	0.0082921	0.9320319	0.5418021	0.9656326	0.9880785	0.6594920	0.4546433	0.8980828	0.5847571	0.4309074
300	0.0031666	0.9745329	0.4908656	1.0422107	0.9507075	0.6712177	0.4880984	0.9250911	0.5718092	0.4224527
350	0.0029779	0.9767535	0.5535849	1.0178028	1.0637937	0.6570905	0.4636958	0.8964994	0.5303004	0.3874712
400	0.0001051	0.9488444	0.4740931	1.0044259	0.9714712	0.6683425	0.5015471	0.9592944	0.6307418	0.4003074
450	0.0003940	0.9037113	0.6248953	0.9693460	0.8622882	0.6178832	0.4494068	0.9145533	0.5408289	0.4544831
500	0.0076622	0.9803035	0.5562471	1.0241205	0.9553784	0.5835289	0.4854359	1.0162299	0.4711345	0.4157133
550	0.0081904	0.9689485	0.5357014	1.0763960	0.9209320	0.5456433	0.4136455	0.8438001	0.6060812	0.4523467
600	0.0048648	0.8831397	0.5187325	1.0243029	0.9295989	0.6753309	0.4171598	0.9041127	0.5523958	0.4591846
650	0.0142441	0.7198251	0.5126691	1.0257139	0.9933181	0.7991822	0.5179937	0.8633053	0.5754011	0.3634343
700	0.0180076	0.7127486	0.5130431	1.0505483	1.0054702	0.7181256	0.6543086	0.8056079	0.5710325	0.3581660
750	0.0213578	0.7287764	0.5776583	0.9859782	0.9562231	0.6653998	0.6752781	0.9322301	0.6449329	0.3856676
800	0.0255335	0.7337372	0.5117857	0.9730155	0.9079949	0.5775688	0.5541432	0.8535843	0.5583469	0.4126397
850	0.0246613	0.6948691	0.4831350	0.9616788	1.0634009	0.6567851	0.4817009	0.8970410	0.5944911	0.4641849
900	0.0201506	0.7204598	0.4756757	0.9677647	0.9857638	0.5878844	0.4596260	0.9440154	0.5901172	0.4523067
950	0.0156672	0.7068090	0.4387600	0.9067627	0.9937522	0.7178872	0.4929756	0.8800869	0.6045740	0.4604744
1000	0.0122916	0.7436819	0.4832902	1.0019859	1.1001390	0.6724569	0.5468165	0.9534127	0.6065751	0.4972064

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0049606	0.7469783	0.4977730	0.9576070	0.7957432	0.2275260	0.3746205	0.7966127	0.5701269	0.4660454
100	0.0092704	0.8333054	0.4385290	0.9112116	0.7295533	0.1795901	0.3151283	0.7873614	0.5659951	0.5103173
150	0.0024492	0.7119690	0.3932807	0.9590401	0.6514433	0.1666474	0.2627752	0.8429567	0.5833801	0.4876222
200	0.0171295	0.7491808	0.4169298	1.0468596	0.6542228	0.1601451	0.2015553	0.8450608	0.6017622	0.4576887
250	0.0208030	0.7355497	0.5156317	1.0367373	0.6397989	0.1676355	0.2389210	0.8306798	0.5067357	0.4379776
300	0.0178062	0.7018232	0.4748679	0.9649277	0.6491646	0.1979405	0.2359963	0.8292728	0.5467333	0.3882202
350	0.0219289	0.7193590	0.4592916	0.9373660	0.6343006	0.1876512	0.2062949	0.9279202	0.5689586	0.4335537
400	0.0138518	0.6956294	0.6213978	0.9695317	0.7211478	0.1670514	0.2370138	0.8431767	0.6383761	0.3992419
450	0.0100854	0.7001578	0.5362831	0.9754781	0.6785124	0.1475751	0.2731330	0.7897234	0.6415812	0.4350686
500	0.0171801	0.7920718	0.4850461	1.0252216	0.7481053	0.1874530	0.2506375	0.8935088	0.6272813	0.4646364
550	0.0271296	0.7665878	0.4616805	0.9997561	0.9230077	0.6759023	0.2668994	0.8854729	0.5655667	0.4693199
600	0.0279442	0.7462459	0.4697103	0.9991075	0.9400234	0.7719910	0.3718463	0.8815956	0.5949790	0.3578024
650	0.0306834	0.7848671	0.4920589	0.9550207	0.9865306	0.6709105	0.5502356	0.8304373	0.6298516	0.3820462
700	0.0215913	0.7867855	0.5122729	0.9689471	0.9351191	0.6540292	0.5414652	0.8361553	0.6621979	0.3811024
750	0.0257034	0.7571632	0.4969011	1.0753071	0.9842352	0.6505075	0.5436479	0.9221701	0.6195932	0.4404867
800	0.0066039	0.7949832	0.5211779	0.9933629	1.0345477	0.6621122	0.5444753	0.8827780	0.5692337	0.4615247
850	0.0075942	0.7579339	0.5557226	1.0046142	0.9746150	0.5838815	0.5028822	0.9289138	0.5528192	0.4336290
900	0.0090250	0.8173623	0.5523150	0.9933958	0.9846765	0.6133641	0.5037591	0.8246388	0.5510933	0.3983917
950	0.0147789	0.8103240	0.4589179	1.0482823	0.9946747	0.6487133	0.4733205	0.9380191	0.5801610	0.4078944
1000	0.0104216	0.8132052	0.4875462	1.0688236	1.0366336	0.6289678	0.4134286	0.9146696	0.5223895	0.3725825

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0103001	0.7422926	0.4812726	1.0809981	1.0478491	0.6892879	0.2332060	0.8737630	0.6126586	0.1959644
100	0.0032207	0.7663830	0.4848175	1.0027975	0.9807019	0.7895386	0.1271503	0.8555563	0.6957929	0.1130565
150	0.0055669	0.7888336	0.4614559	0.9580751	1.1007290	0.7694155	0.0610042	0.9120525	0.8001186	0.0669445
200	0.0038089	0.8528380	0.4565041	1.1238927	0.9754080	0.8625330	0.0584909	0.9384415	0.9731741	0.0649446
250	0.0043808	0.7200433	0.5007283	1.0060272	1.0175105	0.8263541	0.0359764	0.9513949	0.9686152	0.0598693
300	0.0008718	0.7315682	0.6115709	1.0567977	1.0063411	0.8265771	0.0396201	0.9498015	0.9519642	0.0591904
350	0.0028392	0.7074040	0.5333274	1.0603850	0.9908869	0.9004629	0.0290157	1.0009202	0.9719221	0.0548180
400	0.0034539	0.7673138	0.4685192	1.0471167	0.9403382	0.8805516	0.0472838	0.9974420	0.9171428	0.0369987
450	0.0023495	0.7322889	0.5181937	0.9972951	0.9993346	0.7577645	0.0418649	0.9217203	0.9147299	0.0531127
500	0.0015792	0.6956911	0.5548770	1.0657913	1.0145267	0.7869372	0.0255936	0.8764989	0.8619825	0.0602104
550	0.0160696	0.7310859	0.5883168	0.9620821	0.9751134	0.8387489	0.3813281	0.8779378	0.8178398	0.3280353
600	0.0252366	0.7346934	0.5095269	0.9302941	1.0406785	0.7504796	0.5066628	0.9199234	0.6981331	0.3617186
650	0.0356500	0.7036551	0.4991828	0.9901329	0.9858670	0.7356889	0.5737139	0.8870905	0.5430107	0.4004168
700	0.0285770	0.7680153	0.4647400	0.9597203	0.9924769	0.6873976	0.5394065	0.8185209	0.6110593	0.4590908
750	0.0280449	0.6972484	0.4638359	0.9881862	0.9643353	0.6294701	0.5229018	0.9881667	0.6656246	0.4750075
800	0.0216550	0.7947250	0.4665233	0.9745318	1.0174356	0.6293988	0.5145255	1.0056344	0.6119460	0.4059912
850	0.0192105	0.7771237	0.4634076	0.9974908	0.9823284	0.6724600	0.5025080	0.8352218	0.6832935	0.4883590
900	0.0246663	0.7377319	0.4771221	0.9892686	1.0210061	0.6287235	0.4668515	0.8096397	0.6291648	0.4422529
950	0.0146078	0.7325346	0.4574529	0.9484444	1.0195426	0.6007413	0.4846019	0.8877923	0.6168031	0.4292118
1000	0.0287915	0.8124103	0.4407567	1.0907950	1.0341036	0.6233551	0.5566290	0.8513515	0.5673229	0.4209224

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0213374	0.7272519	0.5040368	1.1291053	0.9656375	0.7140336	0.4991334	0.8881396	0.6619614	0.4655349
100	0.0179149	0.7529092	0.5549173	0.9512304	0.9341104	0.6943203	0.5194296	0.8501563	0.5510924	0.4497475
150	0.0131048	0.7535687	0.5110525	1.0046799	0.9864615	0.6288646	0.5730405	1.0044763	0.5286986	0.4265052
200	0.0335669	0.7591568	0.5234234	0.9827516	1.0004810	0.6245182	0.4968731	0.9591987	0.5970837	0.4729976
250	0.0263556	0.7449315	0.4723647	0.9727710	0.9711451	0.7063703	0.4461980	0.8503657	0.5126150	0.4405556
300	0.0113885	0.6992858	0.5321036	0.9837534	0.9066258	0.6696413	0.5334581	0.9209105	0.5138277	0.4839305
350	0.0192456	0.6916664	0.4395255	1.0749168	0.9809126	0.6699258	0.5744157	0.9345700	0.4974966	0.4997476
400	0.0316854	0.6904557	0.4408633	0.9667488	0.9974720	0.6251889	0.5925160	0.8157419	0.5457456	0.4463933
450	0.0161849	0.6912844	0.5154758	1.0882818	0.9977152	0.6824000	0.5706910	0.8569251	0.5243953	0.5017849
500	0.0255936	0.7073617	0.5546100	1.0416297	0.9014893	0.6958376	0.5558440	0.8747259	0.4962604	0.5172388
550	0.0250072	0.6909733	0.4386091	0.9164684	0.9117957	0.6037416	0.5425555	0.8329140	0.5525685	0.4676954
600	0.0159976	0.7388198	0.4952600	0.9674416	0.9370347	0.6141378	0.4858781	0.9140009	0.6255377	0.4374967
650	0.0168810	0.7226689	0.5937372	1.0111331	0.9665610	0.6793213	0.4692851	0.8555230	0.5916321	0.4246293
700	0.0192873	0.7747541	0.5739267	1.0280163	0.9928928	0.6894385	0.5331376	0.7670144	0.5375013	0.4611048
750	0.0136638	0.7945567	0.5879708	1.0113737	0.9741630	0.6150482	0.4808583	0.9447496	0.5590348	0.4085515
800	0.0065466	0.7664909	0.5231016	0.9880009	1.0254924	0.5908992	0.4639520	0.8839659	0.6257156	0.3915171
850	0.0091547	0.7581902	0.4381128	1.0155285	0.9976809	0.6378607	0.4695543	0.9018262	0.6284324	0.4250126
900	0.0145932	0.7445015	0.4938192	0.9762736	0.9689575	0.6500510	0.4820519	0.9098161	0.5822180	0.4039561
950	0.0286514	0.6308013	0.5077983	0.9933328	0.9454098	0.6378408	0.4589940	0.8600647	0.6757558	0.4083884
1000	0.0214198	0.6589973	0.5287384	1.0217176	0.9793510	0.6476553	0.4352022	0.9077705	0.5900891	0.4563786

0	0.0261518	0.7389703	0.5128127	0.9555503	1.0119684	0.6748206	0.5044580	0.9107595	0.5796392	0.4630941
50	0.0187839	0.6861526	0.4917882	0.9016803	0.8830787	0.5564722	0.4042653	0.8569436	0.5375678	0.2783960
100	0.0240997	0.7428190	0.4448576	0.9786972	0.9246765	0.6534750	0.4302357	0.8709256	0.6361981	0.1940005
150	0.0195257	0.7072943	0.5364882	0.9633941	1.0186295	0.7393612	0.5175449	0.7667092	0.7316325	0.1807611
200	0.0480287	0.7486076	0.5274698	1.0066795	0.9636748	0.7067712	0.5835776	0.8442111	0.7621672	0.1864967
250	0.0332459	0.8601831	0.5511587	0.9683365	0.9760910	0.6186687	0.4800298	0.8138267	0.8710669	0.1692236
300	0.0357538	0.7697425	0.5910342	1.0751064	1.0513653	0.6478034	0.4987516	0.9884419	0.8224392	0.2071674
350	0.0240964	0.8108088	0.5455742	1.0021382	1.0346375	0.6494276	0.5014638	0.9124213	0.7499166	0.1764315
400	0.0268074	0.6912783	0.5903218	0.9766996	0.9600450	0.5955418	0.4520897	0.9636264	0.7844899	0.1628686
450	0.0232114	0.7927859	0.5143439	0.8755283	1.0370335	0.6908796	0.4281584	0.9272155	0.6952252	0.1937929
500	0.0255587	0.7624189	0.4060524	0.9723176	1.0162151	0.6446799	0.5272009	0.9544889	0.7494541	0.1529410
550	0.0192645	0.7014221	0.5120268	0.9468153	0.9528232	0.6486625	0.5435381	0.9192806	0.8152449	0.3339598
600	0.0171255	0.7397849	0.4748505	0.9917655	1.0091985	0.6805205	0.5141127	0.9241148	0.7443555	0.3903990
650	0.0130814	0.7848992	0.4640071	0.9654639	0.9225381	0.6298618	0.5090081	0.9452126	0.5882527	0.4272858
700	0.0165755	0.7357920	0.4561393	0.9225663	0.9950658	0.6275472	0.5313868	0.8615389	0.6461545	0.4087757
750	0.0179552	0.7278742	0.3999804	0.9695977	1.1060958	0.6341306	0.5003765	0.9295746	0.5564464	0.4772892
800	0.0324679	0.7027370	0.3923907	1.0704287	1.1242553	0.6521520	0.4900524	0.8622374	0.5957207	0.4515867
850	0.0188030	0.7133462	0.4031048	1.0665484	1.0861596	0.6254500	0.5286974	0.8295934	0.5822755	0.4536840
900	0.0148637	0.7271086	0.4592825	1.0954217	0.9665587	0.6057006	0.5453667	0.8583832	0.5555141	0.4580357
950	0.0190818	0.7009516	0.5845944	1.1097350	1.0225100	0.6529400	0.5251347	0.9005180	0.5877398	0.5011793
1000	0.0163109	0.6904077	0.6228818	0.8971613	1.0320943	0.6731073	0.5064362	0.8845414	0.5492155	0.4639586
