YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0361783	0.0000000	0.7412053	0.2049873	0.3622931	0.4656631	0.7467088	0.0185322	0.1042170	0.0000000
0.0794597	0.2270098	0.6697577	0.0000000	0.3816100	0.4944744	0.8806645	0.0224063	0.0000000	0.4066376
0.0435703	0.2052399	0.7089358	0.0000000	0.4149687	0.5262481	0.7614091	0.0068245	0.0702705	0.0000000
0.0757865	0.3068737	0.7173342	0.2195758	0.3850184	0.4961261	0.7165378	0.0147575	0.0000000	0.0000000
