"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
900	0.7026622	0.4126945	0.9969677	0.5463390	0.1197933	0.3253112	0.8882340	0.9390514	0.0100262	0.1039094
950	0.6398337	0.4155993	0.8848440	0.4916116	0.1453023	0.3299452	0.7997108	1.0246198	0.0120311	0.0910532
1000	0.6664866	0.4407631	1.0008237	0.5547746	0.1032709	0.2609506	0.7531202	1.0286322	0.0156734	0.0848759

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.1925650	0.3776310	0.6680075	0.5498888	0.4626468	0.3779510	0.9192902	1.0307482	0.0345635	0.0953078
100	0.0609860	0.4000449	0.5979357	0.4622901	0.5542233	0.3461526	0.8701433	1.0787440	0.0379774	0.0892863
150	0.0238887	0.5574177	0.5116534	0.4182519	0.5373508	0.3079132	0.8362169	0.9815181	0.0279560	0.0746155
200	0.0219101	0.5325003	0.5822540	0.3909003	0.5386947	0.3298861	0.8471676	0.9498878	0.0211292	0.0750783
250	0.0147173	0.6168745	0.5566171	0.4000306	0.5289167	0.3178453	0.9230988	1.0533334	0.0226042	0.0682741
300	0.0254002	0.5995015	0.4777976	0.3875028	0.6042860	0.2468338	0.9457961	1.0217516	0.0163544	0.0853321
350	0.0103169	0.6379702	0.5481001	0.3714516	0.6202797	0.2945403	0.8780257	0.9381991	0.0180184	0.0872502
400	0.0149073	0.6333028	0.5938405	0.3988945	0.5956920	0.2873501	0.8650648	1.0941050	0.0129743	0.0857505
450	0.0117626	0.5744348	0.5618191	0.3505227	0.5524333	0.2911138	0.9371630	1.0460548	0.0092307	0.0878058
500	0.0112771	0.5952565	0.5429123	0.4172784	0.4958106	0.3433503	0.7772736	0.9845948	0.0220201	0.0665947
550	0.3927429	0.5684851	0.8324691	0.2095451	0.1507764	0.2987542	0.8613799	1.0330878	0.0262289	0.1111048
600	0.4692308	0.5268989	0.9021736	0.2316822	0.0591442	0.2857405	0.8294426	1.0556628	0.0184431	0.0870164
650	0.5620318	0.4185450	0.9933348	0.3966343	0.0360436	0.2710614	0.9129254	0.9194382	0.0193799	0.0760025
700	0.6756482	0.4455989	1.0294851	0.5454646	0.0593164	0.2727267	0.8684725	0.9328425	0.0202627	0.0943756
750	0.6981156	0.4310295	0.9739971	0.5781411	0.1138083	0.2845134	0.8130372	0.9810970	0.0182843	0.0729400
800	0.7049891	0.4268569	0.9469667	0.6165907	0.1450293	0.3379343	0.8575484	0.9171517	0.0053182	0.0850246
850	0.7304077	0.3978236	0.9541364	0.5002147	0.1816702	0.3314807	0.8170021	1.0386711	0.0122398	0.0776203
900	0.7007914	0.4304178	0.9864212	0.4438057	0.1039086	0.3483388	0.7277504	1.0536087	0.0234810	0.0912541
950	0.6440457	0.4562081	1.0139925	0.5039867	0.0800257	0.2868977	0.7624812	1.0115511	0.0218767	0.0752126
1000	0.6044429	0.4068772	0.9573646	0.4668589	0.0986976	0.3418981	0.8208831	0.9857933	0.0223242	0.0550019

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.7100098	0.4258433	0.9963653	0.2066180	0.5885097	0.1446744	0.8249557	1.0504675	0.0111924	0.0691147
100	0.7080438	0.4264319	1.0455606	0.1702133	0.7000135	0.1268931	0.8470140	0.9578051	0.0189341	0.0803253
150	0.7261730	0.4638794	1.0501535	0.1775549	0.6658915	0.1265137	0.7364438	1.0070351	0.0176695	0.0821315
200	0.6685901	0.3554601	1.0478201	0.1632170	0.6908127	0.1104193	0.8660199	1.0143426	0.0288534	0.0915100
250	0.7748162	0.4445185	1.0420598	0.1359111	0.7406021	0.1295423	0.8465558	1.0133807	0.0248896	0.0917105
300	0.7104086	0.3746295	1.0189856	0.1413252	0.7650033	0.1005090	0.8686840	0.9669562	0.0268922	0.0773611
350	0.7724495	0.3768685	0.9350286	0.1486952	0.6860362	0.1386475	0.8357082	1.0118081	0.0186226	0.0948562
400	0.7367148	0.3928624	0.9994053	0.1918757	0.7475755	0.1212416	0.7844620	1.0018955	0.0194046	0.0780893
450	0.7238494	0.3307880	1.0559324	0.1488219	0.7226180	0.1057152	0.7824260	1.0920448	0.0142849	0.0923342
500	0.8331892	0.3612521	1.0815898	0.1410295	0.7760135	0.0894826	0.7348107	1.0390274	0.0148927	0.0764463
550	0.7727087	0.3963688	1.0066924	0.2728040	0.2607835	0.2190073	0.7957657	0.9674627	0.0118951	0.0640616
600	0.7447769	0.3897521	0.9661513	0.3394170	0.1230861	0.2484094	0.8228978	0.9437939	0.0120434	0.0784197
650	0.7416047	0.3512492	0.9431166	0.3777927	0.0798431	0.2370424	0.7459079	0.9586603	0.0090179	0.0988497
700	0.7037108	0.4044709	0.9299519	0.4689562	0.0573890	0.3484697	0.8224921	0.9651581	0.0221138	0.0851184
750	0.7467161	0.4140326	0.9146494	0.6268086	0.0629407	0.3030010	0.8718800	1.0572605	0.0239671	0.0673549
800	0.6891917	0.4261875	0.8990043	0.6038412	0.1823549	0.2571216	0.8494610	1.0125992	0.0240529	0.0935132
850	0.6693774	0.4602678	0.9667455	0.4993436	0.1718109	0.3059641	0.7707240	1.0296048	0.0211631	0.0671048
900	0.7129613	0.4781345	0.9471360	0.4107752	0.1047014	0.2668086	0.8366523	1.0487894	0.0157160	0.0743549
950	0.6441179	0.4361090	1.0161371	0.5233646	0.0841039	0.2757391	0.8262023	1.0373804	0.0120630	0.0981397
1000	0.6482810	0.3611718	0.9614060	0.5968782	0.1005191	0.3574517	0.7999613	1.0892964	0.0203540	0.0903162

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.3728635	0.4065763	0.8294392	0.5353129	0.1258440	0.4283462	0.5977203	1.0801525	0.2729114	0.0766718
100	0.2432933	0.4060369	0.7860915	0.4654157	0.1544425	0.4698720	0.5032830	1.0019793	0.3517395	0.1087085
150	0.1874403	0.4340121	0.7173157	0.3199429	0.1100666	0.5434350	0.6222605	0.9511394	0.3939230	0.0933308
200	0.1635836	0.4562431	0.8036370	0.3968912	0.0726634	0.5068881	0.6414658	0.9055465	0.3855406	0.1099438
250	0.1645933	0.4615948	0.7419110	0.4408567	0.0647096	0.4476599	0.6070740	0.9443322	0.3807797	0.1079544
300	0.2202888	0.4684556	0.8505603	0.5017878	0.0649030	0.4029901	0.5701863	0.8925803	0.3948844	0.1092910
350	0.1416422	0.4726618	0.8584199	0.5084420	0.1025284	0.4368218	0.5838505	0.9299181	0.3735646	0.0791028
400	0.1396414	0.4631626	0.7170881	0.4119453	0.1225202	0.4960819	0.6768411	0.8918165	0.3583799	0.0959865
450	0.1659557	0.4810418	0.7752181	0.3537506	0.0772338	0.4704371	0.6326623	0.9549001	0.3924507	0.0906940
500	0.1803251	0.5355746	0.8212603	0.5070371	0.0639994	0.4517859	0.5873557	0.9109462	0.3856408	0.0893603
550	0.4373648	0.4791404	0.9763540	0.5112886	0.1081213	0.4439462	0.8536651	0.8379464	0.1451282	0.0796965
600	0.5631039	0.4444839	1.0564324	0.5249920	0.1188585	0.3730285	0.8550610	0.9420574	0.0602543	0.0705018
650	0.6029362	0.3950684	1.0125869	0.5395326	0.1305891	0.3507936	0.8285230	1.0966915	0.0324338	0.0766595
700	0.7181985	0.4067158	0.9171461	0.4584299	0.1370619	0.3069769	0.8309074	0.9285189	0.0217469	0.0766350
750	0.7102958	0.4138440	1.0588254	0.4435208	0.0685490	0.2721033	0.7840104	1.0408376	0.0113285	0.0998805
800	0.6828958	0.3763081	0.9788607	0.5610666	0.0624580	0.2921299	0.8360866	1.0484912	0.0162128	0.0876298
850	0.6551917	0.4440072	0.9486267	0.6086401	0.0901951	0.2926737	0.7810811	1.0059110	0.0241504	0.0546657
900	0.6685151	0.4191470	0.9682862	0.5272483	0.0999937	0.2780637	0.7509278	0.9605863	0.0198372	0.0732208
950	0.7051394	0.3935548	0.9211748	0.5280229	0.1090639	0.2992103	0.7951166	0.9947218	0.0247417	0.1001195
1000	0.7095611	0.4100020	0.9427295	0.5538074	0.1213604	0.3110796	0.8047778	1.0214886	0.0202738	0.0786316

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.7007007	0.3937220	1.0117090	0.4165327	0.3229048	0.4377105	0.4226144	0.9177686	0.6886475	0.0166120
100	0.7209540	0.3707682	1.0651790	0.3858945	0.2952652	0.5591156	0.3645422	0.7352633	0.8482751	0.0083549
150	0.7599538	0.3970358	1.0887631	0.3100886	0.3390817	0.6672142	0.3234880	0.6189102	0.9392370	0.0019968
200	0.6769853	0.3708294	1.1161140	0.3316855	0.3303869	0.6764125	0.3646821	0.7076672	0.8848575	0.0025873
250	0.7165388	0.3853476	1.0355705	0.3380889	0.3199864	0.6941992	0.3210002	0.7634733	0.9871951	0.0158683
300	0.7083792	0.4367555	1.0077003	0.3563423	0.3305250	0.7284492	0.3262407	0.7630959	1.0229652	0.0221429
350	0.7837839	0.3536256	0.9785780	0.3089025	0.2478813	0.7864311	0.2851464	0.8446405	0.9959222	0.0116648
400	0.6853467	0.4265443	0.9677083	0.3173859	0.2810129	0.7703192	0.3523921	0.8968461	0.9959122	0.0143459
450	0.7266353	0.3759599	0.9373949	0.3059299	0.3077691	0.8250772	0.3332477	0.8120763	1.0821054	0.0169216
500	0.7501557	0.4007856	0.9471637	0.3196489	0.2953563	0.7531468	0.3057331	0.8730799	1.1390921	0.0159987
550	0.7760808	0.3740067	1.0237328	0.3011033	0.1206026	0.6916304	0.7064156	0.8474332	0.4056128	0.0778259
600	0.7354567	0.3696475	1.0208977	0.4655384	0.0696881	0.5244467	0.8047638	0.9178856	0.1280585	0.0875672
650	0.7234016	0.4125117	1.0115673	0.4846812	0.1188876	0.4535737	0.7867699	0.9025034	0.0570960	0.0702392
700	0.7039369	0.3870829	1.0814317	0.5579956	0.1503971	0.4126528	0.8884677	0.9590645	0.0248620	0.0614203
750	0.7266923	0.4066359	0.9770264	0.6132476	0.0984896	0.3162670	0.8343249	0.9563054	0.0126680	0.0801498
800	0.7530622	0.4261701	1.0728034	0.5992367	0.1089388	0.2887659	0.8060295	0.9782864	0.0150199	0.0768528
850	0.7700516	0.4345121	1.0830562	0.5835293	0.1885717	0.2980132	0.8728445	0.9568149	0.0160411	0.0869108
900	0.7359042	0.3648397	1.1074704	0.5135174	0.1283948	0.3148551	0.7958679	0.8998207	0.0121349	0.0629215
950	0.5752663	0.3729924	1.1148336	0.4635251	0.1097913	0.3249751	0.7895724	0.9431951	0.0168616	0.0666643
1000	0.7441670	0.3245057	0.9850138	0.5356171	0.1293914	0.3241300	0.7593608	0.9266408	0.0302892	0.0562107

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.6444003	0.3662148	1.0288456	0.6673553	0.1519091	0.3176668	0.8905720	0.9812865	0.1064856	0.0922949
100	0.6655483	0.4642384	0.9708622	0.6600992	0.1775827	0.3371205	0.9125530	1.0745623	0.1586882	0.0893207
150	0.7075291	0.4329668	1.0247178	0.6567394	0.2110486	0.3329704	0.8260484	1.0033642	0.1658947	0.0745658
200	0.6836429	0.4358126	1.0360343	0.6631902	0.2431828	0.2842627	0.7878387	1.0061942	0.1784348	0.0946384
250	0.6535909	0.3709421	1.0007114	0.5599359	0.1663815	0.3405997	0.8123595	1.0166569	0.1776410	0.0967127
300	0.6836252	0.3987162	1.0271562	0.5518436	0.1620725	0.2689728	0.8348331	0.9398528	0.1724561	0.0782346
350	0.6917665	0.4472182	0.9574245	0.6192127	0.1066144	0.3043758	0.8377943	0.9103235	0.1447321	0.0824935
400	0.6909324	0.4208059	1.0190015	0.6023488	0.1380683	0.3112234	0.8211918	0.9735938	0.1334848	0.0767231
450	0.7187854	0.4653344	0.9811662	0.5752775	0.2004191	0.3355637	0.7948158	1.0635682	0.1660299	0.1014784
500	0.6109226	0.4029971	1.0048413	0.5964348	0.2251511	0.3461447	0.8504897	0.9975443	0.1702769	0.0821998
550	0.7563090	0.3578499	1.0629987	0.3844644	0.1641448	0.2575408	0.7944954	1.0435236	0.0379216	0.0938766
600	0.7299672	0.3994773	0.9970217	0.3900020	0.1165192	0.3109283	0.8137548	0.9531588	0.0190138	0.0761415
650	0.7692740	0.3634971	0.9006122	0.5043872	0.0660788	0.3032968	0.7723723	0.9697093	0.0089350	0.0754243
700	0.7156920	0.4102327	1.0174922	0.5613193	0.0665193	0.3860701	0.7897850	0.9160194	0.0248390	0.0702671
750	0.7222918	0.3851267	1.0169591	0.6431967	0.1134911	0.3487674	0.8741455	0.9564986	0.0192828	0.0794640
800	0.7658247	0.4271911	1.0075167	0.5771410	0.1244784	0.3699348	0.7441404	1.0921913	0.0134809	0.0854677
850	0.7641917	0.3615419	0.9980750	0.5734214	0.1503141	0.3666712	0.7961364	1.0122070	0.0193726	0.0675059
900	0.7403224	0.3805521	1.0569774	0.5331287	0.1251621	0.3179974	0.7475523	0.9315844	0.0124728	0.0699162
950	0.8244429	0.3659594	0.9665822	0.5461940	0.1632624	0.3367506	0.7486535	1.0245451	0.0050974	0.0883614
1000	0.7960713	0.3749166	0.9820650	0.4746285	0.1124675	0.3248750	0.7401322	0.9672827	0.0143433	0.0906290

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.6180458	0.3878121	1.0033263	0.3270564	0.5747000	0.1765712	0.8902798	1.0306337	0.6750731	0.0916793
100	0.5720352	0.4288127	0.9983399	0.2466093	0.6568725	0.1190327	0.8181362	0.7832670	0.8783350	0.0662385
150	0.6402368	0.4073566	0.9400204	0.2250342	0.7044778	0.1175821	0.8008308	0.5121597	0.9429859	0.0538697
200	0.6194176	0.4400908	0.9965545	0.1910200	0.6963201	0.1400153	0.8423771	0.4569389	0.9276605	0.0898111
250	0.6262622	0.4441070	1.0052280	0.1625167	0.6685210	0.1232403	0.8019966	0.3712240	0.9663565	0.0922955
300	0.6927237	0.4851670	1.0416934	0.2106059	0.7180001	0.1308868	0.8945176	0.3067232	0.9674416	0.0960096
350	0.6271149	0.4666033	0.9905966	0.1823552	0.6717455	0.1458251	0.9065267	0.3209509	0.9964740	0.0774388
400	0.6117155	0.3842902	1.0000172	0.1683549	0.6666330	0.1523370	0.8145957	0.3676147	1.0205187	0.0747660
450	0.6534165	0.4170442	1.0798309	0.1810374	0.6443522	0.1754807	0.8119250	0.3410638	1.0117619	0.0685340
500	0.7240721	0.3906156	1.0004656	0.2060596	0.6428149	0.1540525	0.8745392	0.3285158	0.9743678	0.0838984
550	0.7670041	0.3995288	1.0314542	0.2706504	0.2135905	0.2687172	0.9074898	0.4518772	0.3359202	0.0770019
600	0.7152136	0.3897309	0.9681601	0.3418558	0.0885952	0.3251322	0.8286381	0.7152071	0.1342491	0.0862855
650	0.7947516	0.3614855	1.0285956	0.5518256	0.0830748	0.3421263	0.7520990	0.9274980	0.0687416	0.0782561
700	0.7749982	0.4024687	1.0272795	0.5958331	0.1208538	0.3416444	0.7842554	1.0415686	0.0315619	0.0601097
750	0.8274350	0.3664318	1.0297265	0.5766388	0.1960255	0.3613902	0.8170445	0.9931835	0.0255707	0.0822190
800	0.8031060	0.3790200	0.9743677	0.4490203	0.1242653	0.2734771	0.8173198	0.9831462	0.0194073	0.0645987
850	0.7115643	0.3834618	0.9331451	0.4417784	0.1070080	0.2578312	0.8595004	0.9338956	0.0225306	0.0500664
900	0.7227851	0.4083777	0.9560743	0.5028369	0.0941367	0.2842986	0.8712581	0.9709072	0.0182698	0.0971339
950	0.7218573	0.4302002	0.9573616	0.5638838	0.0952606	0.2662925	0.8733123	1.0097221	0.0222569	0.0807570
1000	0.6577578	0.4148884	0.8940936	0.6083794	0.0934523	0.2721708	0.7131624	1.0096660	0.0150520	0.1095805

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.7254599	0.3159888	1.0128232	0.2989327	0.4110731	0.1842664	0.7803930	0.9855935	0.4930800	0.0885645
100	0.7836917	0.2544505	0.9876959	0.2366606	0.4527444	0.0842859	0.8300099	0.9051913	0.6498295	0.1028589
150	0.8847884	0.2262606	1.0377263	0.1820899	0.4475457	0.0537587	0.8350684	0.7576396	0.7040338	0.0927713
200	0.9111829	0.2126255	1.0514567	0.1691045	0.4788317	0.0477909	0.7572433	0.6659141	0.6344289	0.0754155
250	0.8240143	0.2298793	0.9684187	0.1492335	0.4718702	0.0574172	0.7856039	0.7288936	0.6629514	0.0661368
300	0.9361007	0.2351131	0.9877604	0.1528048	0.4754821	0.0629624	0.8203522	0.7012665	0.6610591	0.0917068
350	0.8904531	0.2223141	0.9376134	0.1832206	0.4697010	0.0521659	0.7763036	0.6464892	0.6682114	0.0988641
400	0.8691712	0.2340785	0.9772291	0.2286410	0.4802341	0.0427192	0.7116535	0.6080284	0.6623542	0.0870458
450	0.8996135	0.2051162	0.9737221	0.2290656	0.4826923	0.0572887	0.6488606	0.6098774	0.5710497	0.0547270
500	0.8616039	0.2084393	0.9389002	0.1930981	0.4952142	0.0563700	0.7122028	0.6253113	0.6400527	0.0632110
550	0.8615334	0.3790367	0.9378646	0.3564454	0.1743603	0.2836203	0.7248253	0.6923305	0.2198769	0.0812953
600	0.8186987	0.4022892	1.0463086	0.3752701	0.0941200	0.3028082	0.7813997	0.9167576	0.0981807	0.0844820
650	0.7600817	0.4153089	0.9975419	0.4682133	0.0560550	0.3217785	0.8412798	1.0577200	0.0413690	0.0823729
700	0.7158126	0.4206804	0.9530492	0.5335283	0.1114317	0.3358600	0.7426656	1.0356179	0.0276596	0.0731499
750	0.6985480	0.4369856	0.9890432	0.5564036	0.1091158	0.3664876	0.8404183	1.0789158	0.0256811	0.0718764
800	0.7219303	0.4412902	1.0163548	0.4405259	0.1315431	0.2718606	0.7506336	0.9691254	0.0136356	0.0750906
850	0.6636252	0.4603411	0.9783247	0.5892408	0.1076889	0.2759067	0.8077031	1.0114383	0.0070057	0.0605498
900	0.5992484	0.4771577	1.0258388	0.5251150	0.1051599	0.3732830	0.8485601	0.9805196	0.0113441	0.0884577
950	0.7026088	0.4118712	1.0162467	0.5440016	0.1283268	0.3184940	0.8408300	1.0738819	0.0098671	0.0808674
1000	0.7064808	0.4185014	0.9828520	0.5160324	0.1283503	0.3297968	0.7600421	1.0804953	0.0140312	0.0997335

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.4241870	0.4285934	0.9574973	0.3456902	0.2207301	0.3856174	0.2018990	0.4655734	0.0158485	0.0932697
100	0.3862716	0.4772438	0.8562198	0.2288478	0.1771087	0.6626715	0.0781414	0.3048129	0.0121602	0.1120957
150	0.3504719	0.5038444	0.9232915	0.1668772	0.1414406	0.7894166	0.0754764	0.2681379	0.0211578	0.1930333
200	0.3365075	0.4479940	1.0279211	0.1468228	0.1618875	0.8788655	0.0751589	0.2160468	0.0555938	0.3483905
250	0.3092260	0.4227737	1.0166794	0.1531865	0.1543721	0.9984266	0.0806809	0.1859410	0.1134053	0.3531140
300	0.3667110	0.4036445	1.1328124	0.1391649	0.1366668	0.9880702	0.0697579	0.2478212	0.1579904	0.4118227
350	0.3751309	0.3775571	1.0430072	0.2446569	0.1112462	1.0373295	0.1001767	0.2447303	0.2222845	0.5199751
400	0.3555803	0.4034325	1.0264759	0.2139567	0.1406499	0.9937119	0.0891341	0.2111339	0.3234028	0.5874781
450	0.3914719	0.3794441	1.0076422	0.2244752	0.1579418	0.9117204	0.1205200	0.2299176	0.4273475	0.4654189
500	0.4439329	0.3755785	0.9433087	0.1719194	0.1370391	0.8994903	0.0900750	0.2305382	0.3593748	0.3990172
550	0.6319419	0.3993146	0.9791533	0.4322552	0.0609578	0.8447205	0.6777649	0.6988405	0.2174709	0.2086824
600	0.6707337	0.4169408	0.9809004	0.5702251	0.0727869	0.6660863	0.7529633	0.9453829	0.1179444	0.1380614
650	0.7009505	0.3886756	1.0508405	0.5147731	0.1338774	0.4497576	0.8353582	0.9633428	0.0547595	0.1135273
700	0.6608621	0.3468728	1.0496507	0.5157625	0.1231874	0.3417717	0.8001779	0.9430197	0.0333129	0.0753908
750	0.7316730	0.4008883	1.0159105	0.5453797	0.1111256	0.2937855	0.7146790	1.0474045	0.0264052	0.0588955
800	0.6691231	0.4352183	1.0547686	0.5092456	0.1475106	0.3270314	0.8511201	1.0332934	0.0208469	0.0798358
850	0.7451647	0.3852141	1.0623721	0.4505278	0.1395831	0.3380794	0.8066429	1.0401683	0.0156029	0.0931254
900	0.7541100	0.3722918	1.0367077	0.5034560	0.0867043	0.4088310	0.8190831	1.0595178	0.0217977	0.0740883
950	0.6927044	0.4064473	1.0170764	0.6199166	0.0788287	0.3371456	0.8138930	0.9933012	0.0184355	0.0773518
1000	0.6877313	0.4071818	1.0595558	0.6397230	0.1309235	0.3485541	0.8307480	0.9918274	0.0047180	0.0739137

0	0.7305286	0.4679056	0.9701543	0.5766934	0.1111122	0.3062268	0.7822755	1.0077236	0.0108912	0.0791480
50	0.5008841	0.2868321	0.8940567	0.1142578	0.5453694	0.3025026	0.7566254	1.0574613	0.0277660	0.0129384
100	0.5064253	0.3124338	0.6991625	0.0546059	0.6572650	0.3067371	0.7947820	1.0461351	0.0175081	0.0043938
150	0.5150348	0.3248589	0.7310096	0.0300456	0.6649672	0.2953215	0.8007530	0.9485842	0.0167898	0.0013361
200	0.4898164	0.3780815	0.7291589	0.0306447	0.6925466	0.3035309	0.8338995	1.0640731	0.0215330	0.0018193
250	0.5091799	0.3563210	0.8035063	0.0355243	0.6449264	0.2998671	0.8265797	1.0476285	0.0245670	0.0016561
300	0.5177909	0.3892277	0.7588718	0.0515321	0.6630087	0.2933555	0.8720029	0.9883420	0.0268455	0.0003033
350	0.5536117	0.3896989	0.7818207	0.0375531	0.6936907	0.2835109	0.8390548	0.8952970	0.0126491	0.0006920
400	0.4783095	0.4237338	0.7716629	0.0341451	0.7222917	0.3014743	0.8414509	0.9896406	0.0265503	0.0001853
450	0.4633949	0.3096783	0.7861435	0.0369960	0.8322601	0.3317401	0.8892754	1.0273457	0.0154935	0.0021828
500	0.5703246	0.3149974	0.8278238	0.0247192	0.7515970	0.3162848	0.7306995	1.0087507	0.0191580	0.0028627
550	0.6782831	0.3588423	0.9282033	0.1520665	0.2278683	0.3008869	0.8398012	1.0725901	0.0137243	0.0583197
600	0.7094571	0.3862517	0.9176888	0.2440919	0.1172744	0.3554550	0.7710746	1.0108126	0.0131777	0.0635998
650	0.6638890	0.4312400	1.0452846	0.3670652	0.0560078	0.3327205	0.8260936	1.0029931	0.0173108	0.0827540
700	0.7645657	0.4416706	1.0289260	0.5154779	0.0661000	0.3327127	0.7853847	0.9675521	0.0226236	0.0869450
750	0.6934024	0.4029410	0.9402588	0.5951394	0.1008700	0.3502211	0.8198868	0.9879713	0.0165486	0.0939128
800	0.7407732	0.4194089	0.9333949	0.5685064	0.1468267	0.3327309	0.7826134	0.9439956	0.0217552	0.1036909
850	0.7058331	0.4842684	0.9224684	0.4797887	0.1595329	0.3675337	0.7383995	0.9674220	0.0293590	0.0784566
900	0.6804579	0.3958649	1.0000224	0.4362331	0.1144457	0.3104971	0.8216929	0.8693535	0.0155569	0.0981420
950	0.6665542	0.3926779	1.0267488	0.4506867	0.0883291	0.3870060	0.8357916	0.9310548	0.0213021	0.0945433
1000	0.8073472	0.3938659	1.0524036	0.4704924	0.0698424	0.3574290	0.7916517	0.9642273	0.0137528	0.0948651
