YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0227310	0.9856809	0.4129888	0.6260688	0.6875638	0.3779689	1.0000000	0.2655908	0.0187573	1.0000000
0.0164476	0.8512617	0.0749177	0.1466542	0.3701433	0.2046563	1.0000000	0.3354644	0.9377823	1.0000000
0.0194703	0.9998709	0.2297865	0.2848460	0.1923703	0.1321471	1.0000000	0.3796847	0.1914167	1.0000000
0.0219243	0.9999946	0.4324311	0.4484591	0.3152615	0.1828148	1.0000000	0.3499805	0.7580623	1.0000000
0.0219241	0.9999983	0.5659389	0.4120035	0.7592210	0.4475959	0.8392944	0.2070143	0.1927771	1.0000000
0.0227308	0.9856878	0.5919987	0.7756142	0.0974363	0.0936235	0.8648356	0.3201990	0.2139182	0.7690347
0.0219254	0.9999741	0.3072321	0.4093260	0.8844902	0.5856739	0.6413397	0.2881600	0.2341342	0.6863783
0.0132980	0.9999986	0.5147077	0.1149373	0.1037755	0.0966964	0.8216101	0.2757264	0.3508015	1.0000000
0.0127436	0.9195585	0.0763493	0.1125337	0.2625522	0.1623479	1.0000000	0.3650581	0.1109434	1.0000000
0.0140989	0.9999945	0.3826201	0.2304746	0.7175333	0.3779689	1.0000000	0.0851113	0.5839240	1.0000000
