YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0000000	0.9071975	0.9967002	0.0229770	0.2160726	0.4145581	0.5822480	0.0659288	0.9475372	1.0000000
1.0000000	0.0000001	0.9967152	0.0229301	0.2160726	0.4145581	0.5822475	0.0659288	0.9475372	1.0000000
0.9999964	0.0109058	0.0000018	0.0229300	0.2160726	0.4145581	0.9993709	0.0659288	0.9475372	1.0000000
0.0413816	0.9080679	0.9999979	0.0000006	0.2160726	0.4145581	0.5821389	0.0659288	0.9475372	1.0000000
0.0414551	0.9073186	0.9971554	0.0215419	0.0000000	0.4145581	0.5822328	0.0659288	0.9475372	1.0000000
1.0000000	0.9073184	0.9971553	0.0215419	0.0223361	0.0000000	0.5822328	0.0659288	0.9475372	1.0000000
0.0414671	0.9071976	0.9967004	0.0229765	0.2160726	0.4145581	0.0000000	0.0659288	0.9475372	1.0000000
0.9635546	0.9073186	0.9971554	0.0215420	0.0253710	0.0325483	0.5828616	0.0000000	0.9475372	1.0000000
0.0192701	0.8932009	0.9481737	0.0775656	0.5086387	0.9291882	0.0356340	1.0000000	0.0000000	1.0000000
0.0192776	0.8932232	0.9483594	0.0774071	0.5082781	0.9283911	0.0357251	0.9889827	0.0620862	0.0000000
