YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.4371313	0.1227591	0.2021856	0.2756296	1.0125876	0.0126734	0.4453128	0.9607874	0.0765825	0.6987548
0.9577902	0.0762403	0.1963214	0.2845368	1.0034421	0.0219317	0.4828599	0.9822572	0.0738555	0.5863323
0.9441745	0.0967326	0.0868733	0.2846932	0.9991441	0.0351767	0.4207133	0.9530021	0.0968176	0.6991869
0.8048224	0.2797634	0.6562460	0.1451673	1.0507895	0.0112625	0.3994574	0.9746774	0.0693772	0.6814088
0.9442321	0.1163909	0.1394744	0.4979637	0.5624731	0.0212300	0.4230062	1.0522546	0.0909313	0.6248741
1.0168619	0.0883390	0.2361366	0.2574251	0.9848738	0.0102136	0.3855409	0.9498969	0.0751419	0.6825127
0.9375237	0.1134390	0.2665726	0.2178716	1.0247997	0.0312566	0.2052722	1.0299379	0.0700544	0.5554642
0.8933141	0.1344347	0.2181352	0.2791439	0.9892786	0.0289363	0.4358869	0.5294575	0.0973812	0.6826759
0.9632634	0.1176357	0.1851230	0.2502106	1.0276147	0.0188407	0.4542406	0.9989041	0.0518469	0.7080763
0.9685828	0.1010074	0.1706848	0.2674007	0.9300472	0.1030521	0.4010468	0.9336642	0.0880405	0.3127084
