"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
750	0.6820174	0.0984988	0.0044001	1.0000000	0.9113685	0.3539747	0.9418165	0.9999999	0.9455807	1.0000000
800	0.7810999	0.0900509	0.0044001	1.0000000	0.9270037	0.3715336	0.9418165	0.9999999	0.9455807	1.0000000
850	0.8396465	0.0868930	0.0044001	1.0000000	0.9342803	0.3814601	0.9418165	0.9999999	0.9455807	1.0000000
900	0.8709955	0.0857320	0.0044001	1.0000000	0.9376128	0.3865306	0.9418165	0.9999999	0.9455807	1.0000000
950	0.8866904	0.0853098	0.0044001	1.0000000	0.9391328	0.3889840	0.9418165	0.9999999	0.9455807	1.0000000
1000	0.8941757	0.0851574	0.0044001	1.0000000	0.9398190	0.3901368	0.9418165	0.9999999	0.9455807	1.0000000

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.8528158	0.3744764	0.0044001	1.0000000	0.9331147	0.3921147	0.9571371	0.7830486	0.9455583	0.8359700
100	0.6510717	0.6784396	0.0044001	1.0000000	0.8660670	0.3854555	0.9705635	0.6597289	0.9450454	0.6772261
150	0.4484892	0.8367613	0.0044001	1.0000000	0.7996660	0.3595145	0.9735529	0.6148233	0.9425767	0.5984563
200	0.3165579	0.9055990	0.0044001	1.0000000	0.7656075	0.3294425	0.9719406	0.5987249	0.9385940	0.5644592
250	0.2445430	0.9332033	0.0044001	1.0000000	0.7557211	0.3093013	0.9697051	0.5929577	0.9346678	0.5504607
300	0.2087141	0.9437970	0.0044001	1.0000000	0.7553640	0.3002199	0.9680948	0.5908917	0.9317326	0.5447997
350	0.1918720	0.9477570	0.0044001	1.0000000	0.7567182	0.2975021	0.9671643	0.5901515	0.9298796	0.5425267
400	0.1842539	0.9492129	0.0044001	1.0000000	0.7575639	0.2971575	0.9666859	0.5898864	0.9288314	0.5416168
450	0.1809036	0.9497423	0.0044001	1.0000000	0.7578389	0.2973130	0.9664572	0.5897914	0.9282814	0.5412530
500	0.1794616	0.9499334	0.0044001	1.0000000	0.7578615	0.2974261	0.9663533	0.5897574	0.9280079	0.5411076
550	0.1825947	0.6605988	0.0044001	1.0000000	0.7295243	0.2915523	0.9085286	0.8066952	0.9287797	0.7050795
600	0.2194755	0.3566596	0.0044001	1.0000000	0.7477357	0.2771284	0.8918552	0.9300114	0.9312251	0.8638001
650	0.3272647	0.1983465	0.0044001	1.0000000	0.8093102	0.2838981	0.9061801	0.9749157	0.9340544	0.9425607
700	0.4905936	0.1295118	0.0044001	1.0000000	0.8690002	0.3117756	0.9217737	0.9910137	0.9372677	0.9765541
750	0.6471057	0.1019086	0.0044001	1.0000000	0.9065514	0.3426389	0.9317961	0.9967807	0.9402289	0.9905511
800	0.7597156	0.0913153	0.0044001	1.0000000	0.9252414	0.3652122	0.9371467	0.9988467	0.9424462	0.9962115
850	0.8279433	0.0873554	0.0044001	1.0000000	0.9336440	0.3783837	0.9397395	0.9995868	0.9438758	0.9984842
900	0.8650546	0.0858996	0.0044001	1.0000000	0.9373586	0.3851399	0.9409229	0.9998519	0.9447054	0.9993941
950	0.8838309	0.0853702	0.0044001	1.0000000	0.9390192	0.3883753	0.9414415	0.9999469	0.9451513	0.9997579
1000	0.8928527	0.0851790	0.0044001	1.0000000	0.9397654	0.3898730	0.9416621	0.9999809	0.9453776	0.9999033

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.9001865	0.0850732	0.0044001	0.9800887	0.9402560	0.3949221	0.9186587	0.5073811	0.9644779	0.8198866
100	0.9002645	0.0850725	0.0044001	0.9600385	0.9401654	0.3808163	0.7076850	0.2273641	0.9824777	0.6455776
150	0.9002971	0.0850723	0.0044001	0.9499583	0.9428208	0.2909977	0.4142368	0.1253988	0.9872005	0.5590843
200	0.9003106	0.0850722	0.0044001	0.9456761	0.9520819	0.1567018	0.2216382	0.0888448	0.9822657	0.5217537
250	0.9003161	0.0850722	0.0044001	0.9439793	0.9611812	0.0777251	0.1251843	0.0757494	0.9753447	0.5063826
300	0.9003183	0.0850722	0.0044001	0.9433296	0.9655686	0.0486485	0.0823853	0.0710582	0.9701949	0.5001665
350	0.9003192	0.0850722	0.0044001	0.9430852	0.9671891	0.0398688	0.0645992	0.0693776	0.9671382	0.4976707
400	0.9003196	0.0850722	0.0044001	0.9429942	0.9677377	0.0374229	0.0574972	0.0687756	0.9655256	0.4966715
450	0.9003197	0.0850722	0.0044001	0.9429605	0.9679180	0.0367602	0.0547350	0.0685599	0.9647345	0.4962720
500	0.9003198	0.0850722	0.0044001	0.9429480	0.9679767	0.0365806	0.0536799	0.0684827	0.9643649	0.4961124
550	0.9003198	0.0850722	0.0044001	0.9628548	0.9679979	0.0296500	0.0962667	0.5610726	0.8979791	0.6761620
600	0.9003198	0.0850722	0.0044001	0.9829032	0.9680117	0.0327298	0.3704561	0.8410804	0.8453785	0.8504455
650	0.9003198	0.0850722	0.0044001	0.9929829	0.9679784	0.1110705	0.6402714	0.9430425	0.8377215	0.9369286
700	0.9003198	0.0850722	0.0044001	0.9972648	0.9665626	0.2392637	0.8006804	0.9795953	0.8637344	0.9742552
750	0.9003198	0.0850722	0.0044001	0.9989615	0.9603174	0.3269068	0.8800261	0.9926903	0.8958198	0.9896246
800	0.9003198	0.0850722	0.0044001	0.9996112	0.9520554	0.3682695	0.9158621	0.9973813	0.9190135	0.9958401
850	0.9003198	0.0850722	0.0044001	0.9998556	0.9460404	0.3840818	0.9312130	0.9990619	0.9324774	0.9983356
900	0.9003198	0.0850722	0.0044001	0.9999466	0.9427867	0.3892228	0.9375689	0.9996639	0.9394458	0.9993347
950	0.9003198	0.0850722	0.0044001	0.9999803	0.9413024	0.3906612	0.9401395	0.9998795	0.9428119	0.9997341
1000	0.9003198	0.0850722	0.0044001	0.9999927	0.9406981	0.3910044	0.9411617	0.9999568	0.9443651	0.9998938

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.9001865	0.0850732	0.0044001	1.0000000	0.8370930	0.5214388	0.9587888	0.9999986	0.9458002	1.0000000
100	0.9002645	0.0850725	0.0044001	1.0000000	0.7570233	0.5846329	0.9777035	0.9999995	0.9472562	1.0000000
150	0.9002971	0.0850723	0.0044001	1.0000000	0.7252422	0.5899360	0.9881567	0.9999998	0.9492371	1.0000000
200	0.9003106	0.0850722	0.0044001	1.0000000	0.7143935	0.5850445	0.9929547	0.9999999	0.9508765	1.0000000
250	0.9003161	0.0850722	0.0044001	1.0000000	0.7109842	0.5815105	0.9949746	0.9999999	0.9519371	1.0000000
300	0.9003183	0.0850722	0.0044001	1.0000000	0.7099875	0.5798951	0.9957840	0.9999999	0.9525309	1.0000000
350	0.9003192	0.0850722	0.0044001	1.0000000	0.7097179	0.5792840	0.9960984	0.9999999	0.9528336	1.0000000
400	0.9003196	0.0850722	0.0044001	1.0000000	0.7096514	0.5790793	0.9962179	0.9999999	0.9529780	1.0000000
450	0.9003197	0.0850722	0.0044001	1.0000000	0.7096371	0.5790174	0.9962627	0.9999999	0.9530437	1.0000000
500	0.9003198	0.0850722	0.0044001	1.0000000	0.7096347	0.5790006	0.9962793	0.9999999	0.9530725	1.0000000
550	0.9003198	0.0850722	0.0044001	1.0000000	0.8120294	0.4281800	0.9792938	0.9999999	0.9528535	1.0000000
600	0.9003198	0.0850722	0.0044001	1.0000000	0.8929238	0.3672683	0.9603933	0.9999999	0.9515406	1.0000000
650	0.9003198	0.0850722	0.0044001	1.0000000	0.9262969	0.3717953	0.9499455	0.9999999	0.9496258	1.0000000
700	0.9003198	0.0850722	0.0044001	1.0000000	0.9372055	0.3825785	0.9451494	0.9999999	0.9479612	1.0000000
750	0.9003198	0.0850722	0.0044001	1.0000000	0.9399969	0.3883458	0.9431303	0.9999999	0.9468453	1.0000000
800	0.9003198	0.0850722	0.0044001	1.0000000	0.9404624	0.3904754	0.9423211	0.9999999	0.9462043	1.0000000
850	0.9003198	0.0850722	0.0044001	1.0000000	0.9404424	0.3910576	0.9420068	0.9999999	0.9458716	1.0000000
900	0.9003198	0.0850722	0.0044001	1.0000000	0.9403863	0.3911505	0.9418873	0.9999999	0.9457108	1.0000000
950	0.9003198	0.0850722	0.0044001	1.0000000	0.9403589	0.3911353	0.9418426	0.9999999	0.9456370	1.0000000
1000	0.9003198	0.0850722	0.0044001	1.0000000	0.9403505	0.3911141	0.9418260	0.9999999	0.9456044	1.0000000

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.9001865	0.0850731	0.0024703	0.8966286	0.9645732	0.3939308	0.9515618	0.9999987	0.9645103	0.9675158
100	0.9002645	0.0850725	0.0008966	0.7925364	0.9820690	0.4046313	0.9624368	0.9999995	0.9834195	0.9360785
150	0.9002971	0.0850722	0.0002822	0.7402037	0.9883987	0.4145265	0.9684459	0.9999998	0.9926938	0.9204791
200	0.9003107	0.0850721	0.0000830	0.7179725	0.9903413	0.4201903	0.9712040	0.9999999	0.9964918	0.9137464
250	0.9003162	0.0850721	0.0000235	0.7091637	0.9908727	0.4227919	0.9723651	1.0000000	0.9979266	0.9109741
300	0.9003185	0.0850721	0.0000065	0.7057902	0.9909974	0.4238490	0.9728304	1.0000000	0.9984452	0.9098530
350	0.9003194	0.0850721	0.0000018	0.7045214	0.9910182	0.4242463	0.9730111	1.0000000	0.9986276	0.9094029
400	0.9003198	0.0850721	0.0000005	0.7040490	0.9910176	0.4243877	0.9730798	1.0000000	0.9986905	0.9092227
450	0.9003199	0.0850721	0.0000002	0.7038740	0.9910147	0.4244360	0.9731055	1.0000000	0.9987119	0.9091506
500	0.9003200	0.0850721	0.0000001	0.7038094	0.9910128	0.4244519	0.9731150	1.0000000	0.9987191	0.9091219
550	0.9003200	0.0850721	0.0019299	0.8071571	0.9653601	0.4215124	0.9633539	1.0000000	0.9809426	0.9415945
600	0.9003200	0.0850721	0.0035036	0.9112405	0.9471487	0.4104446	0.9524922	1.0000000	0.9627444	0.9730272
650	0.9003200	0.0850721	0.0041179	0.9635699	0.9411793	0.4002491	0.9464880	1.0000000	0.9531984	0.9886248
700	0.9003200	0.0850722	0.0043172	0.9857999	0.9399159	0.3946051	0.9437319	0.9999999	0.9488485	0.9953568
750	0.9003199	0.0850722	0.0043766	0.9946084	0.9399287	0.3922151	0.9425715	0.9999999	0.9469584	0.9981287
800	0.9003199	0.0850722	0.0043936	0.9979817	0.9401207	0.3913838	0.9421065	0.9999999	0.9461541	0.9992497
850	0.9003199	0.0850722	0.0043983	0.9992504	0.9402508	0.3911463	0.9419259	0.9999999	0.9458165	0.9996998
900	0.9003198	0.0850722	0.0043996	0.9997228	0.9403133	0.3910953	0.9418572	0.9999999	0.9456765	0.9998800
950	0.9003198	0.0850722	0.0044000	0.9998978	0.9403383	0.3910907	0.9418315	0.9999999	0.9456192	0.9999520
1000	0.9003198	0.0850722	0.0044001	0.9999624	0.9403470	0.3910934	0.9418220	0.9999999	0.9455959	0.9999808

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.8213050	0.0850732	0.0044001	0.6616368	0.9400091	0.3917833	0.9573693	0.9818502	0.9647714	1.0000000
100	0.7268412	0.0850725	0.0044016	0.3209144	0.9380086	0.3947100	0.9745238	0.9715350	0.9839918	1.0000000
150	0.6701679	0.0850723	0.0045026	0.1496150	0.9330079	0.3971646	0.9838594	0.9677788	0.9934745	1.0000000
200	0.6419817	0.0850723	0.0094375	0.0768462	0.9141727	0.3962758	0.9880687	0.9664321	0.9973939	1.0000000
250	0.6291555	0.0851032	0.0898574	0.0480123	0.8535079	0.3854059	0.9898058	0.9655412	0.9988936	1.0000000
300	0.6232859	0.0909028	0.3547787	0.0369701	0.7558507	0.3540308	0.9903287	0.8846379	0.9994447	1.0000000
350	0.6098813	0.1574327	0.6256260	0.0328171	0.6675127	0.3058979	0.9881824	0.7268591	0.9996424	1.0000000
400	0.5436303	0.3070709	0.7838520	0.0312705	0.5931737	0.2565603	0.9821613	0.6532259	0.9997112	1.0000000
450	0.4211090	0.4574912	0.8564542	0.0306978	0.5241952	0.2115839	0.9750965	0.6253152	0.9997328	1.0000000
500	0.3000403	0.5614746	0.8862370	0.0304864	0.4705722	0.1727925	0.9695346	0.6150219	0.9997372	1.0000000
550	0.2525900	0.6001744	0.5807710	0.3687718	0.5684519	0.1521291	0.8956943	0.6224321	0.9807389	1.0000000
600	0.2540769	0.4629210	0.2227963	0.7094655	0.7033449	0.1833179	0.8195551	0.6475391	0.9561438	1.0000000
650	0.3003195	0.2795658	0.0743971	0.8807543	0.7833592	0.2262970	0.8006619	0.8048300	0.9375437	1.0000000
700	0.4131018	0.1697174	0.0251691	0.9535192	0.8463387	0.2660367	0.8381406	0.9263189	0.9282981	1.0000000
750	0.5630060	0.1190479	0.0103055	0.9823517	0.8923709	0.3070435	0.8822228	0.9735051	0.9282762	1.0000000
800	0.6961446	0.0981191	0.0060363	0.9933934	0.9186570	0.3420092	0.9117141	0.9905059	0.9326967	1.0000000
850	0.7882931	0.0899513	0.0048460	0.9975462	0.9310087	0.3654819	0.9277276	0.9965987	0.9374663	1.0000000
900	0.8430386	0.0868664	0.0045203	0.9990927	0.9363187	0.3787084	0.9355418	0.9987815	0.9409891	1.0000000
950	0.8725135	0.0857248	0.0044322	0.9996654	0.9385856	0.3853771	0.9391173	0.9995634	0.9431681	1.0000000
1000	0.8873448	0.0853078	0.0044086	0.9998768	0.9395742	0.3885287	0.9406848	0.9998436	0.9443801	1.0000000

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.6581231	0.0850732	0.0044001	1.0000000	0.9551706	0.3930425	0.9521680	0.9999986	0.9456984	1.0000000
100	0.3680808	0.0850725	0.0044001	1.0000000	0.9649742	0.4004589	0.9637173	0.9999995	0.9466090	1.0000000
150	0.1941000	0.0850723	0.0044001	1.0000000	0.9677052	0.4072186	0.9700993	0.9999998	0.9478516	1.0000000
200	0.1075770	0.0850722	0.0044001	1.0000000	0.9681284	0.4109457	0.9730285	0.9999999	0.9488877	1.0000000
250	0.0682079	0.0850722	0.0044001	1.0000000	0.9680582	0.4125614	0.9742616	0.9999999	0.9495621	1.0000000
300	0.0512002	0.0850722	0.0044001	1.0000000	0.9679550	0.4131690	0.9747557	0.9999999	0.9499415	1.0000000
350	0.0440977	0.0850722	0.0044001	1.0000000	0.9678925	0.4133757	0.9749476	0.9999999	0.9501356	1.0000000
400	0.0412014	0.0850722	0.0044001	1.0000000	0.9678624	0.4134405	0.9750206	0.9999999	0.9502285	1.0000000
450	0.0400410	0.0850722	0.0044001	1.0000000	0.9678495	0.4134593	0.9750479	0.9999999	0.9502708	1.0000000
500	0.0395822	0.0850722	0.0044001	1.0000000	0.9678444	0.4134644	0.9750580	0.9999999	0.9502893	1.0000000
550	0.2814672	0.0850722	0.0044001	1.0000000	0.9459310	0.4108162	0.9646909	0.9999999	0.9501480	1.0000000
600	0.5715182	0.0850722	0.0044001	1.0000000	0.9322844	0.4010003	0.9531549	0.9999999	0.9493089	1.0000000
650	0.7455045	0.0850722	0.0044001	1.0000000	0.9316494	0.3927785	0.9467780	0.9999999	0.9480985	1.0000000
700	0.8320303	0.0850722	0.0044001	1.0000000	0.9348254	0.3895019	0.9438507	0.9999999	0.9470559	1.0000000
750	0.8714007	0.0850722	0.0044001	1.0000000	0.9375436	0.3892032	0.9426183	0.9999999	0.9463617	1.0000000
800	0.8884090	0.0850722	0.0044001	1.0000000	0.9391024	0.3898089	0.9421245	0.9999999	0.9459648	1.0000000
850	0.8955117	0.0850722	0.0044001	1.0000000	0.9398452	0.3903978	0.9419327	0.9999999	0.9457596	1.0000000
900	0.8984081	0.0850722	0.0044001	1.0000000	0.9401601	0.3907654	0.9418597	0.9999999	0.9456606	1.0000000
950	0.8995686	0.0850722	0.0044001	1.0000000	0.9402825	0.3909538	0.9418324	0.9999999	0.9456152	1.0000000
1000	0.9000274	0.0850722	0.0044001	1.0000000	0.9403271	0.3910392	0.9418223	0.9999999	0.9455952	1.0000000

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.8906904	0.1418796	0.0044001	1.0000000	0.9356104	0.3908565	0.9417971	0.9999986	0.9455371	1.0000000
100	0.8328165	0.2015435	0.0044001	1.0000000	0.9132082	0.3872066	0.9418090	0.9999995	0.9455626	1.0000000
150	0.7463853	0.2326200	0.0044001	1.0000000	0.8867228	0.3774719	0.9418136	0.9999998	0.9455732	1.0000000
200	0.6704727	0.2461319	0.0044001	1.0000000	0.8681200	0.3656016	0.9418154	0.9999999	0.9455776	1.0000000
250	0.6187514	0.2515503	0.0044001	1.0000000	0.8584080	0.3560393	0.9418161	0.9999999	0.9455794	1.0000000
300	0.5882629	0.2536297	0.0044001	1.0000000	0.8543938	0.3501613	0.9418163	0.9999999	0.9455802	1.0000000
350	0.5718872	0.2544070	0.0044001	1.0000000	0.8530675	0.3472185	0.9418164	0.9999999	0.9455805	1.0000000
400	0.5636436	0.2546928	0.0044001	1.0000000	0.8527268	0.3459786	0.9418164	0.9999999	0.9455806	1.0000000
450	0.5596875	0.2547967	0.0044001	1.0000000	0.8526627	0.3455307	0.9418165	0.9999999	0.9455806	1.0000000
500	0.5578573	0.2548342	0.0044001	1.0000000	0.8526516	0.3453890	0.9418165	0.9999999	0.9455807	1.0000000
550	0.5650055	0.1980413	0.0044001	1.0000000	0.8569342	0.3455521	0.9418165	0.9999999	0.9455807	1.0000000
600	0.6158719	0.1383816	0.0044001	1.0000000	0.8776656	0.3490885	0.9418165	0.9999999	0.9455807	1.0000000
650	0.6985885	0.1073066	0.0044001	1.0000000	0.9027580	0.3584816	0.9418165	0.9999999	0.9455807	1.0000000
700	0.7761276	0.0937952	0.0044001	1.0000000	0.9208591	0.3698171	0.9418165	0.9999999	0.9455807	1.0000000
750	0.8312125	0.0883770	0.0044001	1.0000000	0.9310730	0.3789567	0.9418165	0.9999999	0.9455807	1.0000000
800	0.8645542	0.0862976	0.0044001	1.0000000	0.9361492	0.3847989	0.9418165	0.9999999	0.9455807	1.0000000
850	0.8827767	0.0855204	0.0044001	1.0000000	0.9385052	0.3880379	0.9418165	0.9999999	0.9455807	1.0000000
900	0.8920607	0.0852346	0.0044001	1.0000000	0.9395563	0.3896777	0.9418165	0.9999999	0.9455807	1.0000000
950	0.8965549	0.0851307	0.0044001	1.0000000	0.9400136	0.3904595	0.9418165	0.9999999	0.9455807	1.0000000
1000	0.8986475	0.0850932	0.0044001	1.0000000	0.9402092	0.3908172	0.9418165	0.9999999	0.9455807	1.0000000

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.8776273	0.2169215	0.0044001	1.0000000	0.8632562	0.3838871	0.9422160	0.9999986	0.9449567	0.6731132
100	0.7534088	0.3554029	0.0044001	1.0000000	0.7672929	0.3503930	0.9426939	0.9999995	0.9342041	0.3567609
150	0.5948865	0.4275320	0.0044001	1.0000000	0.7016176	0.3060995	0.9429561	0.9999998	0.8687985	0.1997847
200	0.4731286	0.4588936	0.0044001	1.0000000	0.6701639	0.2704339	0.9430761	0.9999999	0.7428624	0.1320336
250	0.3982294	0.4714697	0.0044001	1.0000000	0.6591221	0.2495842	0.9431265	0.9999999	0.6366944	0.1041368
300	0.3573684	0.4762960	0.0044001	1.0000000	0.6562505	0.2400185	0.9431467	0.9999999	0.5762614	0.0928551
350	0.3366885	0.4781002	0.0044001	1.0000000	0.6557824	0.2364190	0.9431546	0.9999999	0.5474772	0.0883255
400	0.3267501	0.4787635	0.0044001	1.0000000	0.6557992	0.2352899	0.9431575	0.9999999	0.5349234	0.0865122
450	0.3221528	0.4790047	0.0044001	1.0000000	0.6558400	0.2349971	0.9431587	0.9999999	0.5296965	0.0857871
500	0.3200879	0.4790917	0.0044001	1.0000000	0.6558500	0.2349352	0.9431591	0.9999999	0.5275743	0.0854973
550	0.3269726	0.3472746	0.0044001	1.0000000	0.7281986	0.2426945	0.9427403	0.9999999	0.5670381	0.4122683
600	0.3878715	0.2088039	0.0044001	1.0000000	0.8080415	0.2751023	0.9422744	0.9999999	0.7295432	0.7285744
650	0.5120761	0.1366785	0.0044001	1.0000000	0.8670118	0.3139371	0.9420169	0.9999999	0.8488794	0.8855321
700	0.6488067	0.1053183	0.0044001	1.0000000	0.9035526	0.3456323	0.9418986	0.9999999	0.9065310	0.9532758
750	0.7555215	0.0927427	0.0044001	1.0000000	0.9228236	0.3666698	0.9418488	0.9999999	0.9305967	0.9811697
800	0.8236804	0.0879165	0.0044001	1.0000000	0.9321736	0.3787708	0.9418289	0.9999999	0.9399851	0.9924502
850	0.8621494	0.0861124	0.0044001	1.0000000	0.9365895	0.3851169	0.9418212	0.9999999	0.9435210	0.9969793
900	0.8821541	0.0854491	0.0044001	1.0000000	0.9386517	0.3882706	0.9418182	0.9999999	0.9448278	0.9987925
950	0.8919729	0.0852079	0.0044001	1.0000000	0.9395999	0.3897892	0.9418171	0.9999999	0.9453062	0.9995175
1000	0.8965898	0.0851209	0.0044001	1.0000000	0.9400264	0.3905039	0.9418167	0.9999999	0.9454805	0.9998072

0	0.9000029	0.0850749	0.0044001	1.0000000	0.9403454	0.3910304	0.9417664	0.9999964	0.9454769	1.0000000
50	0.9001865	0.0850732	0.0044001	1.0000000	0.9369293	0.5821819	0.9455511	0.9999986	0.9454469	0.8833770
100	0.9002645	0.0850725	0.0044001	1.0000000	0.9280194	0.7008538	0.9497393	0.9999995	0.9447686	0.7705124
150	0.9002971	0.0850723	0.0044001	1.0000000	0.9222616	0.7360435	0.9520523	0.9999998	0.9433487	0.7145082
200	0.9003106	0.0850722	0.0044001	1.0000000	0.9197222	0.7447702	0.9531137	0.9999999	0.9417575	0.6903368
250	0.9003161	0.0850722	0.0044001	1.0000000	0.9187512	0.7467028	0.9535605	0.9999999	0.9404944	0.6803841
300	0.9003183	0.0850722	0.0044001	1.0000000	0.9184056	0.7470747	0.9537395	0.9999999	0.9396816	0.6763591
350	0.9003192	0.0850722	0.0044001	1.0000000	0.9182878	0.7471275	0.9538091	0.9999999	0.9392241	0.6747431
400	0.9003196	0.0850722	0.0044001	1.0000000	0.9182490	0.7471274	0.9538355	0.9999999	0.9389883	0.6740961
450	0.9003197	0.0850722	0.0044001	1.0000000	0.9182364	0.7471232	0.9538454	0.9999999	0.9388740	0.6738375
500	0.9003198	0.0850722	0.0044001	1.0000000	0.9182324	0.7471209	0.9538491	0.9999999	0.9388209	0.6737341
550	0.9003198	0.0850722	0.0044001	1.0000000	0.9192145	0.5533174	0.9500964	0.9999999	0.9393691	0.7903157
600	0.9003198	0.0850722	0.0044001	1.0000000	0.9249702	0.4326548	0.9459207	0.9999999	0.9414889	0.9031639
650	0.9003198	0.0850722	0.0044001	1.0000000	0.9323635	0.3976146	0.9436124	0.9999999	0.9434489	0.9591615
700	0.9003198	0.0850722	0.0044001	1.0000000	0.9371611	0.3904011	0.9425528	0.9999999	0.9445996	0.9833303
750	0.9003198	0.0850722	0.0044001	1.0000000	0.9393293	0.3899589	0.9421067	0.9999999	0.9451578	0.9932819
800	0.9003198	0.0850722	0.0044001	1.0000000	0.9400976	0.3905004	0.9419280	0.9999999	0.9454043	0.9973065
850	0.9003198	0.0850722	0.0044001	1.0000000	0.9403136	0.3908724	0.9418585	0.9999999	0.9455082	0.9989223
900	0.9003198	0.0850722	0.0044001	1.0000000	0.9403565	0.3910318	0.9418321	0.9999999	0.9455510	0.9995692
950	0.9003198	0.0850722	0.0044001	1.0000000	0.9403579	0.3910840	0.9418222	0.9999999	0.9455685	0.9998278
1000	0.9003198	0.0850722	0.0044001	1.0000000	0.9403541	0.3910966	0.9418186	0.9999999	0.9455756	0.9999312
