YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0688143	0.2828611	0.9182088	0.5891909	0.7998593	0.4523986	0.2635694	0.0279501	0.8652768	0.5704234
0.2048672	0.2056142	0.8611220	0.4726671	0.5159018	0.9628649	0.7018059	0.0490127	0.4612613	0.5765757
0.1141027	0.3341584	0.3426954	0.4434493	0.5849789	1.0158916	0.6690196	0.0442712	0.5520258	0.6236166
0.1299708	0.3483358	0.1720142	0.2352093	0.5494264	1.0174872	1.0136949	0.3874263	0.1678579	0.6995664
0.1132460	0.5689957	0.2379333	0.2540784	0.3302607	0.9500481	1.0090218	0.4607189	0.2036668	0.7219676
0.1171443	0.3242281	0.8939960	0.5721886	0.8533940	0.5201166	0.4470273	0.0263325	0.6394631	0.6002151
0.1295772	0.2822770	0.9004981	0.5840418	0.7603647	0.4739047	0.1729911	0.0184553	0.7500822	0.4913910
0.1186831	0.3185637	0.8512335	0.5165611	0.6209467	0.8911313	0.3774587	0.0099558	0.6795173	0.6450057
0.1001017	0.3293840	0.7932070	0.5084513	0.5953684	1.0637028	0.9335999	0.0799821	0.2949378	0.5627121
0.0981937	0.3408653	0.8165867	0.5152960	0.6410186	0.8726077	0.4309597	0.0212868	0.6420744	0.2278026
