"Time"	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
150	0.1193562	0.6453914	0.0666134	0.0332201	1.0045939	0.0509459	0.0473151	0.6864190	0.9264220	1.0161037
200	0.0733151	0.5625897	0.0535296	0.0354460	1.0389909	0.0763325	0.0383664	0.5597017	0.9350638	1.0097984
250	0.0379135	0.5503219	0.0351772	0.0258528	0.9988910	0.0488006	0.0476883	0.6800849	0.9743513	0.9766949
300	0.0324791	0.6205408	0.0273360	0.0125405	1.0248709	0.0474424	0.0408590	0.5612207	0.9635192	0.9968430
350	0.0332686	0.5446727	0.0214991	0.0255846	1.0725817	0.0391355	0.0568339	0.6143350	0.9765767	0.9110568
400	0.0257659	0.5856146	0.0224221	0.0345635	1.0733737	0.0393720	0.0365915	0.5817135	0.8983391	0.9939570
450	0.0274460	0.5724132	0.0281265	0.0166486	0.9821660	0.0301822	0.0579338	0.5817396	1.0028627	0.9498660
500	0.0411036	0.5537041	0.0321370	0.0394353	0.9693826	0.0541876	0.0565707	0.5659639	1.0575434	0.9739961
550	0.0503369	0.1566296	0.0518629	0.2858352	0.9203552	0.0446599	0.0279952	0.5798181	0.9562236	1.0712070
600	0.1880170	0.0750944	0.0555198	0.4801980	0.8810546	0.0486658	0.0608405	0.5342926	1.0162253	0.9947321
650	0.2783570	0.0823399	0.1017036	0.5088259	1.0212418	0.0541281	0.0694121	0.5386936	1.1000468	1.0122930
700	0.3739148	0.1718757	0.1477573	0.4223050	0.9862642	0.0552019	0.0550754	0.6242114	1.0104990	1.0830802
750	0.3459699	0.2451542	0.1788497	0.3890252	0.9843614	0.0698609	0.0639386	0.5991899	0.9392805	0.9768864
800	0.3437011	0.2615928	0.1490365	0.5094241	0.8989049	0.0738117	0.0300748	0.6027889	0.9672939	1.0148190
850	0.3496226	0.3334151	0.1449968	0.5522907	0.8668023	0.0539677	0.0504110	0.6631471	0.9500240	0.8722869
900	0.3991597	0.3020486	0.1119297	0.5421196	0.9096145	0.0544515	0.0433544	0.5585575	1.0536829	0.9427761
950	0.4564090	0.3085079	0.2046920	0.5626348	0.9827507	0.0320038	0.0671155	0.5710190	1.0115856	0.9709260
1000	0.4872756	0.3811602	0.2293196	0.5916899	0.9837089	0.0493998	0.0331272	0.5841489	0.9773445	0.8742498

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.6423036	0.4342636	0.6690222	0.4123203	0.9822211	0.0923346	0.0575333	0.5925604	0.9683335	0.6764674
100	0.8852968	0.7618475	0.7845441	0.3855738	1.0329889	0.1808733	0.0609082	0.6533600	0.9685737	0.4000731
150	0.8873624	0.9398115	0.9193719	0.4177601	0.9551457	0.3090831	0.0321435	0.5912487	1.0469943	0.3181144
200	0.9094954	0.9454539	0.9397180	0.4165399	0.9153332	0.3766129	0.0432604	0.5512969	1.0848804	0.2723159
250	0.9368412	0.8659099	0.9585744	0.5218580	0.8834900	0.4105361	0.0541567	0.5651946	1.0971376	0.2187018
300	0.9382976	0.8667000	0.9221424	0.5528289	0.7962640	0.4420196	0.0532820	0.5875328	1.0784217	0.1982712
350	0.8337829	0.8702935	0.9418527	0.7242687	0.7118451	0.4610134	0.0642971	0.5887206	1.0469053	0.1924652
400	0.7852479	0.8579066	0.8919854	0.8415619	0.7339587	0.4902510	0.0584198	0.6282528	1.0176696	0.1377292
450	0.8334880	0.8764094	1.0207435	0.9054721	0.7640478	0.5091607	0.0749737	0.6392873	1.0371239	0.1475084
500	0.9469747	0.8823057	0.9263364	0.8453384	0.7402722	0.4736647	0.0646920	0.6265523	0.9859387	0.1237212
550	0.7850233	0.9175628	0.5756104	0.8273648	0.7618209	0.5035517	0.0576461	0.6046464	0.9438149	0.1143034
600	0.7308740	0.8758845	0.5214394	0.7653275	0.7565538	0.4432091	0.0477446	0.6293175	0.9214448	0.1197515
650	0.6363803	0.8552135	0.4881268	0.6884433	0.7400153	0.3057979	0.0313411	0.6050304	1.0261825	0.1421599
700	0.5722239	0.8440812	0.3620880	0.5897982	0.7472166	0.2226063	0.0496990	0.6438399	1.0452156	0.2145739
750	0.5865922	0.7838122	0.2960459	0.7483628	0.7338183	0.1632192	0.0312085	0.6237407	1.0636074	0.2076363
800	0.6253912	0.7709641	0.3296866	0.8784913	0.8319118	0.1503521	0.0445300	0.6120839	1.0550927	0.2646090
850	0.6228022	0.6375030	0.4414888	0.7309451	0.8681806	0.1170671	0.0552371	0.6803079	1.0672821	0.2461851
900	0.6032519	0.6828397	0.3931220	0.5836550	0.8583098	0.1613762	0.0382777	0.5880805	0.9593830	0.2946567
950	0.5379520	0.6341176	0.3076267	0.5642082	0.8937045	0.1392655	0.0384961	0.5317386	1.0207539	0.2950032
1000	0.4928652	0.5903021	0.2797145	0.5647484	0.8951733	0.1202534	0.0501487	0.6390143	0.9981276	0.3260198

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.4396296	0.4157008	0.1469222	0.1171056	0.9831565	0.0815654	0.0041651	0.6013078	0.9905551	0.7840409
100	0.4160234	0.2748839	0.0893923	0.0634849	1.0397779	0.0665390	0.0010241	0.6040295	0.9978403	0.8924071
150	0.4322092	0.2414237	0.0329513	0.0513532	0.9801466	0.0334963	0.0010559	0.6182547	1.0068791	0.9671654
200	0.3880651	0.1492146	0.0258530	0.0565695	1.0230679	0.0382540	0.0022767	0.5666120	0.9651770	0.9019621
250	0.3434189	0.0763405	0.0255115	0.0542243	0.9509747	0.0423123	0.0000000	0.5862117	0.9673458	0.9540657
300	0.3078868	0.0716848	0.0352042	0.0755507	0.9585177	0.0323012	0.0004502	0.5663973	1.0901908	0.9489656
350	0.3072471	0.0801308	0.0339826	0.0414860	0.9732070	0.0280171	0.0028852	0.5866871	1.0352803	0.9260594
400	0.3691631	0.0811747	0.0309590	0.0569462	1.0456742	0.0163983	0.0022699	0.6362689	1.1074685	1.0411098
450	0.3532048	0.0533961	0.0324331	0.0466017	0.9792931	0.0545512	0.0000000	0.6544109	0.9856837	1.0398834
500	0.3475935	0.0403523	0.0449551	0.0636366	0.9799555	0.0452488	0.0016122	0.6359237	1.0826085	1.1105085
550	0.2056283	0.0365580	0.0502242	0.3609013	1.0488072	0.0391007	0.0370487	0.6273167	1.0341896	1.0972957
600	0.1657698	0.0802343	0.0699901	0.3534211	1.0734112	0.0476930	0.0741487	0.6167598	1.0058573	1.0978707
650	0.2175187	0.1063172	0.0756073	0.4926874	1.0148639	0.0686268	0.0333349	0.5203367	0.9882544	1.0373358
700	0.2792173	0.1365657	0.1066094	0.5033918	0.9401116	0.0604181	0.0409119	0.5835389	1.0037203	1.0025570
750	0.3072818	0.1783118	0.1240998	0.4733173	0.9809029	0.0522558	0.0382703	0.5771519	0.9534674	0.9368782
800	0.2975184	0.2182268	0.1000460	0.4280795	1.0152411	0.0607265	0.0475125	0.6470243	1.0139935	1.1080934
850	0.2825541	0.1805105	0.1183654	0.3248545	1.0148356	0.0475340	0.0545885	0.6490633	1.0650112	1.0500145
900	0.3112002	0.1456523	0.1072865	0.3768160	1.0236991	0.0536425	0.0617156	0.5965334	0.9755687	1.0616777
950	0.2693540	0.1906045	0.0975230	0.3785882	0.9696969	0.0620786	0.0306652	0.5835764	0.9261346	1.0439480
1000	0.3056377	0.1480262	0.0913897	0.4557434	0.9939124	0.0746070	0.0352264	0.5472701	0.9760094	0.9981810

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.7584687	0.2367832	0.1082949	0.2794099	0.9231234	0.1732574	0.0451139	0.6527829	1.0299921	0.9171806
100	0.9430881	0.2247047	0.0910135	0.2826612	0.9140016	0.2098427	0.0558524	0.7084739	1.0449242	0.9419138
150	0.9694788	0.1476881	0.0698341	0.2727294	0.9562475	0.2420354	0.0374756	0.5788869	1.0517017	0.9896145
200	0.9160971	0.1284991	0.0367038	0.2644238	0.8775554	0.1866121	0.0350484	0.6262690	1.0623382	0.9065874
250	0.9888189	0.0805136	0.0777127	0.3588561	0.8858544	0.2126349	0.0283251	0.6505974	0.9898853	0.9657094
300	0.9485934	0.0874725	0.0969346	0.3625080	0.8848909	0.2217724	0.0347424	0.6099698	1.0883612	0.9099417
350	1.0545025	0.1228105	0.0868348	0.3331529	0.7652432	0.2403433	0.0387099	0.7230946	0.9127379	0.9547203
400	0.9977589	0.1490398	0.0942144	0.3108382	0.8477171	0.2254465	0.0648847	0.6647790	0.8296603	0.9084591
450	1.0349910	0.1571330	0.0727639	0.3720055	0.8524043	0.2295466	0.0417793	0.5958181	0.9044988	0.9303411
500	0.9753436	0.1073008	0.0697776	0.3855255	0.8567896	0.2113811	0.0568827	0.6132055	0.9745646	0.9136212
550	0.6582348	0.1279028	0.1098400	0.3814583	0.8923579	0.1182292	0.0691170	0.5791877	0.8652611	0.9871345
600	0.4887154	0.1860844	0.1430080	0.4496309	0.9487022	0.0683661	0.0570546	0.5885667	0.9343896	0.9416832
650	0.4542450	0.2291776	0.1441035	0.4085057	0.9868604	0.0503620	0.0541457	0.5884446	1.0941202	0.9842891
700	0.4631367	0.2950269	0.1606438	0.4570530	0.9326921	0.0742231	0.0416122	0.5519993	1.0007366	0.9193200
750	0.4408210	0.3117256	0.1803512	0.5091437	1.0221533	0.0655209	0.0433996	0.5737669	0.9085416	0.9476801
800	0.4213463	0.3053021	0.1595061	0.5283951	1.0009208	0.0709857	0.0632475	0.7130379	0.9665508	0.8758302
850	0.4419930	0.3129778	0.2042799	0.5634590	0.9047789	0.0394646	0.0377920	0.5914598	0.9707208	0.8422957
900	0.4712833	0.3452285	0.1931083	0.5111197	0.9125861	0.0634366	0.0752150	0.6432041	1.0085165	0.8352522
950	0.4725382	0.4023693	0.2201621	0.6572407	0.9668478	0.0471599	0.0633520	0.6707169	1.0542545	0.7388226
1000	0.5267535	0.4909002	0.2326638	0.4091848	0.9516739	0.0707308	0.0561993	0.5571586	0.9450961	0.6395944

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.3528839	0.4717090	0.6917614	0.2896104	0.9470500	0.5316484	0.0122901	0.5641424	1.0525717	0.6940116
100	0.3467934	0.6962755	0.9076790	0.2590176	0.8410845	0.6865187	0.0099963	0.5266474	0.9931240	0.2798023
150	0.3306944	0.8046000	0.9183611	0.3132400	0.7854389	0.7162731	0.0081582	0.5406326	1.0052282	0.1538853
200	0.2681565	0.8773958	0.9363592	0.3254437	0.6200209	0.7795484	0.0043558	0.4838015	0.9685540	0.0781173
250	0.2916408	0.8915347	0.9968579	0.4128850	0.5844787	0.7892293	0.0029637	0.5458024	1.0416182	0.0596672
300	0.3515281	0.8655744	1.0167585	0.3922383	0.6345198	0.8254357	0.0046660	0.5437917	1.0671377	0.0429217
350	0.3234582	0.8589442	0.9919628	0.4591260	0.5892591	0.8444779	0.0053448	0.5040677	1.0511139	0.0453239
400	0.3652368	0.8712106	0.9997041	0.4513215	0.5556047	0.8363899	0.0005668	0.5523782	1.0348114	0.0506754
450	0.3536815	0.9433550	0.9751081	0.4486986	0.6202935	0.8283725	0.0005557	0.5494713	1.0765633	0.0480469
500	0.3597819	0.9099176	1.0073418	0.5042764	0.5814865	0.8138531	0.0000000	0.6307478	1.0949550	0.0433568
550	0.5160002	0.8974383	0.5513246	0.8354049	0.6540633	0.5453963	0.0337717	0.6034937	1.0436481	0.0453316
600	0.5772160	0.8897939	0.5551392	1.0603156	0.6354763	0.4372813	0.0341951	0.6706312	0.9942836	0.0759798
650	0.6846306	0.8660767	0.6038787	1.0309529	0.6668750	0.2842786	0.0442087	0.6587991	0.9881900	0.1275788
700	0.7615491	0.8978529	0.6623740	0.9480446	0.7499633	0.3275702	0.0872949	0.5906762	1.0254719	0.1747692
750	0.7285127	0.9032167	0.6072787	0.7265096	0.8140433	0.2735602	0.0701987	0.6325677	1.0362735	0.2253277
800	0.6938777	0.9133040	0.4196469	0.6384146	0.8365171	0.2663242	0.0623687	0.5651488	0.9913060	0.2789642
850	0.5691596	0.8201125	0.3490127	0.6159112	0.8128981	0.2504727	0.0350018	0.5505711	1.0373196	0.2285897
900	0.5732101	0.7456913	0.2817578	0.6222277	0.8429826	0.1559124	0.0618413	0.5478408	0.9623910	0.2515556
950	0.6093932	0.6675116	0.3306166	0.5663930	0.8785061	0.1321054	0.0421919	0.6611243	1.0168466	0.3412039
1000	0.5910006	0.6038517	0.2841596	0.5111330	0.8884607	0.1045663	0.0680792	0.5686394	1.0103129	0.4089828

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.4074195	0.4324982	0.1760507	0.5007617	1.0308255	0.0693037	0.0370958	0.5337307	0.9293511	0.9435301
100	0.4142525	0.4362253	0.1794448	0.4659376	1.0342868	0.0641312	0.0432297	0.5234945	0.9717579	0.9403959
150	0.3685142	0.4770670	0.1519768	0.4346876	1.0357856	0.0660739	0.0446411	0.5924369	0.9653548	0.8236858
200	0.3773611	0.4893419	0.1756026	0.4476909	1.0679919	0.0480189	0.0465028	0.6042627	1.0096255	0.7954181
250	0.3868345	0.4586311	0.1907553	0.3700307	1.0338942	0.0764357	0.0417773	0.6354673	1.0319722	0.8325425
300	0.4081415	0.4764184	0.1630636	0.4072752	0.9183504	0.0929249	0.0527525	0.6981686	1.0383828	0.7414586
350	0.3471190	0.5292291	0.1527289	0.4194314	0.8886196	0.0754744	0.0534212	0.6008991	1.0409830	0.6712232
400	0.3196966	0.5294470	0.1306519	0.4453594	0.8878270	0.0594891	0.0545500	0.6423345	1.0245659	0.8033263
450	0.3257785	0.3778141	0.1595446	0.4594144	0.8906590	0.0675992	0.0541848	0.5930717	1.0587400	1.0408135
500	0.3212273	0.4610171	0.1403468	0.4682293	0.9625661	0.0554972	0.0712300	0.6223962	0.9592125	0.9237947
550	0.3550349	0.4200474	0.1590571	0.4212870	0.9134645	0.0622004	0.0422681	0.6613501	1.0074055	0.8975832
600	0.3509497	0.3966986	0.1627524	0.4383147	0.9954949	0.0582934	0.0546545	0.6413419	0.9650820	0.8179830
650	0.3423931	0.2664331	0.1644818	0.4156925	0.9794682	0.0586826	0.0478296	0.6185066	1.0226015	0.9732555
700	0.3247548	0.3162154	0.1171727	0.3634734	0.9256195	0.0604069	0.0536639	0.5828633	0.9997333	1.0133769
750	0.3195225	0.2947264	0.1272879	0.3854918	0.9333591	0.0549149	0.0509758	0.5834735	0.9940854	0.9127310
800	0.3411117	0.3236713	0.1290963	0.4473485	0.9177574	0.0516355	0.0425823	0.6197421	0.9403002	0.9372544
850	0.4582313	0.3194364	0.1489119	0.5326573	0.9208703	0.0642007	0.0437622	0.5891890	0.9322307	0.8697863
900	0.4931434	0.3540135	0.1447845	0.5615638	1.0365817	0.0584221	0.0426461	0.6099388	0.9980074	0.8399500
950	0.4928871	0.3983940	0.2025671	0.5240701	1.0081253	0.0549456	0.0491902	0.6447810	0.9897529	0.9445498
1000	0.5048798	0.4134538	0.1951851	0.4457230	0.9901993	0.0519515	0.0419080	0.6410264	0.9903975	0.8059226

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.3766979	0.4063505	0.1011054	0.4972110	0.9597755	0.0783956	0.0637148	0.5480273	1.0234298	0.7757633
100	0.4035510	0.3641074	0.1048176	0.5017427	1.0437678	0.0738697	0.0492003	0.6337391	1.0277471	0.9082164
150	0.4472202	0.2729371	0.1037395	0.4395341	1.0221208	0.0635037	0.0389664	0.5989323	1.0251379	1.0069250
200	0.4702153	0.2678682	0.1737367	0.4475093	1.0294071	0.0407279	0.0395170	0.6228009	1.0530961	1.1359318
250	0.4106163	0.3153306	0.1492564	0.4228453	0.9465889	0.0459075	0.0686375	0.5639169	0.8880241	1.0239541
300	0.4142326	0.2380783	0.1474133	0.4543843	0.9480105	0.0713027	0.0395986	0.6075513	1.0400434	0.9481422
350	0.4171057	0.2361044	0.1704996	0.5146918	0.9252820	0.0493657	0.0584188	0.6100255	0.9922848	0.9069835
400	0.4767435	0.3345361	0.1689994	0.5318903	0.9073569	0.0675535	0.0528020	0.5506278	0.9777199	0.9070875
450	0.4928145	0.4271408	0.1964952	0.4875722	1.0375835	0.0727871	0.0586504	0.5297536	0.9981020	0.7825810
500	0.4088802	0.4869626	0.1362312	0.4260713	0.9749433	0.0700706	0.0577554	0.5747912	1.0534383	0.7444051
550	0.3799607	0.3908054	0.1379225	0.4597105	1.0255368	0.0682256	0.0630531	0.5694415	0.9903512	0.7895385
600	0.3975035	0.3152260	0.1467824	0.3788589	1.0022454	0.0643880	0.0655169	0.5922289	1.0165270	0.9248173
650	0.3910450	0.3611452	0.1409653	0.4002942	1.0017647	0.0846107	0.0502883	0.5879339	1.0077606	0.9468234
700	0.3854214	0.3058017	0.1274089	0.3816180	0.9517075	0.0654800	0.0409146	0.6487304	1.0200730	0.9149952
750	0.3930381	0.2326006	0.1515112	0.4277326	0.9349689	0.0511707	0.0301772	0.6547361	1.0136898	0.9957647
800	0.3594951	0.2681863	0.1598639	0.4707283	1.0039106	0.0490109	0.0231788	0.5971523	1.0222959	0.9258001
850	0.3349350	0.2652299	0.1440863	0.4653301	0.9637615	0.0501457	0.0625672	0.5936061	0.9859745	0.9562755
900	0.4114162	0.3003042	0.1841820	0.5415132	1.0028411	0.0633010	0.0430200	0.5776290	1.0929015	1.0202009
950	0.4200646	0.4280579	0.2092459	0.5651192	1.0001040	0.0708025	0.0591190	0.5522709	0.9861922	0.8050916
1000	0.4600460	0.4499649	0.2256863	0.4435468	0.9802514	0.0904575	0.0674337	0.5384045	0.9556705	0.8445180

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.3805413	0.7946637	0.1197415	0.3826931	0.8127944	0.2329473	0.0052120	0.5937015	0.9774310	0.9754636
100	0.4188775	0.8648975	0.1240882	0.4940135	0.6960172	0.2795600	0.0024227	0.6140882	1.0623674	1.0005600
150	0.4881698	0.9498155	0.1731551	0.6937700	0.6874676	0.2674270	0.0011224	0.6138726	1.0636166	0.9442250
200	0.6472136	0.9975032	0.2860718	0.8341649	0.5799603	0.2753610	0.0072851	0.6017012	1.0738901	0.7663915
250	0.6839857	1.0028817	0.3819818	0.8526741	0.5927488	0.3508978	0.0006242	0.6227969	1.0520679	0.5219577
300	0.6377050	0.9945719	0.4390065	0.8937412	0.5331186	0.3903269	0.0033121	0.5945861	1.0321303	0.3274196
350	0.6250580	0.9871644	0.4877524	0.8868545	0.5452594	0.4320952	0.0069840	0.6060429	0.9729020	0.2672328
400	0.7000065	0.9679962	0.4873493	0.9979763	0.5517663	0.4276934	0.0009374	0.6200712	1.0133452	0.1955507
450	0.7799415	0.8919754	0.5204050	0.9134540	0.5395237	0.4357429	0.0013090	0.6205948	1.0674080	0.1923014
500	0.7873034	0.8460967	0.5187052	0.9033712	0.5241934	0.4649002	0.0010834	0.6064406	1.0459338	0.1712448
550	0.6943350	0.8513113	0.5485267	0.8971434	0.6933493	0.2988339	0.0528781	0.6563388	1.1096375	0.1894427
600	0.6902862	0.8644135	0.5239591	0.8311005	0.8170530	0.2774353	0.0436896	0.6188150	1.0536493	0.2032997
650	0.6175807	0.8833102	0.4881577	0.8933302	0.8338680	0.2467671	0.0800676	0.5853845	1.0133216	0.1987868
700	0.6133198	0.7480368	0.4535312	0.8213693	0.8240447	0.1802957	0.0613197	0.5986549	0.9315686	0.2708331
750	0.6019356	0.7476429	0.4290395	0.7183896	0.8319842	0.1674064	0.0561390	0.6101845	0.9469891	0.2725632
800	0.6883692	0.7994560	0.4498781	0.6742721	0.8716862	0.2196213	0.0434623	0.5707486	1.0014560	0.2366545
850	0.5551759	0.6606197	0.4159123	0.6102113	0.8430070	0.1606637	0.0460993	0.5880146	1.0820065	0.2880445
900	0.5573221	0.7292106	0.3184197	0.4958326	0.9042428	0.1773631	0.0481824	0.6229888	1.0766101	0.2923767
950	0.5064576	0.7244386	0.2416607	0.4518670	0.8328186	0.1168009	0.0522262	0.6591543	0.9226065	0.3084170
1000	0.5300669	0.6203328	0.1838953	0.5400819	0.9093490	0.1334531	0.0438076	0.6008123	1.0453356	0.3842095

0	0.3697232	0.3327461	0.1709650	0.4700031	0.9899808	0.0901133	0.0521580	0.6014577	0.9805749	0.8371449
50	0.5841068	0.3547078	0.5011170	0.2319837	0.9845557	0.0588939	0.0711199	0.6097079	0.9920702	0.7906253
100	0.5824949	0.6504240	0.6602417	0.2372997	0.9754950	0.1901831	0.0222500	0.5770483	1.0158437	0.4346270
150	0.6485589	0.8394967	0.7581916	0.1794392	0.9102491	0.2437821	0.0385867	0.6635516	0.9810071	0.3409010
200	0.6329518	0.8876656	0.8130833	0.1577928	0.9007364	0.2934690	0.0566431	0.6867860	0.9393030	0.3310707
250	0.6132114	0.9081854	0.8555730	0.1954094	0.9392534	0.4164843	0.0291862	0.6227723	1.0214616	0.2590787
300	0.6100851	0.9359983	0.8578578	0.2316912	0.8251031	0.3964748	0.0292795	0.5521121	0.9776382	0.2060642
350	0.6814498	0.9168889	0.8782529	0.2937568	0.8873016	0.4373192	0.0510166	0.6268394	1.0651703	0.1995784
400	0.6968778	0.9567296	0.8391222	0.3139670	0.8088110	0.4535035	0.0530849	0.6380176	0.9950557	0.1653826
450	0.6439150	0.9355096	0.8998542	0.2523193	0.7603947	0.4569566	0.0659146	0.5879803	1.0137663	0.1342620
500	0.6520825	0.9656723	0.8035935	0.3553185	0.7672991	0.4765350	0.0528548	0.6652324	1.0238574	0.1644967
550	0.5181323	0.9838689	0.3827205	0.7438989	0.7819545	0.4035535	0.0656093	0.5829127	1.0419775	0.1598067
600	0.4695463	0.7772226	0.3222009	0.8054782	0.8293882	0.2302149	0.0429133	0.5252738	1.0018937	0.1773013
650	0.5218447	0.7161673	0.4010697	0.6962381	0.9112210	0.1468345	0.0407727	0.6091711	0.9774662	0.2257888
700	0.5723863	0.7044169	0.3330383	0.6335610	0.9226060	0.1869548	0.0481695	0.5752744	1.0626115	0.2995979
750	0.5507531	0.6577383	0.2788530	0.5832328	0.9950032	0.1441715	0.0498494	0.6378444	1.0132930	0.3278035
800	0.5442462	0.5483989	0.2760554	0.5998139	0.8683405	0.0870748	0.0342860	0.5715708	1.0364632	0.4674869
850	0.6214932	0.5145542	0.2528786	0.6610800	0.8857436	0.0751171	0.0409468	0.6009199	1.0589814	0.5469510
900	0.6070245	0.5292217	0.3178582	0.7601086	0.9675384	0.0746336	0.0393753	0.5913882	1.0057339	0.5491777
950	0.6221990	0.6101237	0.3960373	0.6496029	1.0153795	0.0567738	0.0319525	0.5606517	0.9270299	0.3886367
1000	0.5769431	0.6757281	0.2715320	0.5738182	0.9147298	0.0966807	0.0684285	0.5141457	0.9818787	0.3741084
