"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.0219251	0.9999809	0.3485405	0.4439422	0.6945857	0.3779689	1.0000000	0.2643046	0.4988439	1.0000000
50	0.0156613	0.9999820	0.3448517	0.3779130	0.6652287	0.2445396	1.0000000	0.2644973	0.6401679	1.0000000
100	0.0095846	0.9999820	0.3195813	0.2605916	0.4920244	0.1193433	1.0000000	0.2694794	0.7951179	1.0000000
150	0.0065879	0.9999752	0.2664647	0.1499763	0.2695396	0.0621784	1.0000000	0.2901751	0.8800886	1.0000000
200	0.0053126	0.9999385	0.1985066	0.0776505	0.1267222	0.0405146	1.0000000	0.3269484	0.9196077	1.0000000
250	0.0047982	0.9997120	0.1360260	0.0431525	0.0597802	0.0329759	1.0000000	0.3661441	0.9377489	1.0000000
300	0.0045988	0.9981111	0.0931786	0.0453728	0.0323811	0.0304747	1.0000000	0.3964284	0.9472271	1.0000000
350	0.0045449	0.9909424	0.0771295	0.0786108	0.0218264	0.0296692	1.0000000	0.4155730	0.9531528	1.0000000
400	0.0045973	0.9825271	0.0861835	0.1189814	0.0178827	0.0294148	1.0000000	0.4262384	0.9571551	1.0000000
450	0.0046825	0.9842895	0.1087496	0.1499924	0.0164361	0.0293355	1.0000000	0.4317114	0.9597939	1.0000000
500	0.0047014	0.9904046	0.1327360	0.1692248	0.0159123	0.0293111	1.0000000	0.4343674	0.9614315	1.0000000
550	0.0110235	0.9949157	0.1571859	0.2425080	0.0446206	0.1627329	1.0000000	0.4354041	0.8660135	1.0000000
600	0.0170801	0.9974796	0.1927277	0.2685783	0.2343274	0.2879269	1.0000000	0.4283908	0.7605142	1.0000000
650	0.0199972	0.9988201	0.2209068	0.2995790	0.4494054	0.3450912	1.0000000	0.3993805	0.6951201	1.0000000
700	0.0211962	0.9994499	0.2465771	0.3480380	0.5819849	0.3667547	1.0000000	0.3582222	0.6447098	1.0000000
750	0.0216583	0.9997338	0.2739613	0.3885794	0.6468636	0.3742934	1.0000000	0.3218044	0.5986106	1.0000000
800	0.0218303	0.9998636	0.2989150	0.4147310	0.6753450	0.3767945	1.0000000	0.2964765	0.5609212	1.0000000
850	0.0218927	0.9999243	0.3180193	0.4294474	0.6870929	0.3776001	1.0000000	0.2811672	0.5346560	1.0000000
900	0.0219146	0.9999532	0.3308817	0.4370608	0.6917423	0.3778545	1.0000000	0.2727186	0.5184108	1.0000000
950	0.0219220	0.9999671	0.3387807	0.4407786	0.6935281	0.3779337	1.0000000	0.2683452	0.5091279	1.0000000
1000	0.0219244	0.9999739	0.3433131	0.4425178	0.6941985	0.3779582	1.0000000	0.2661865	0.5040947	1.0000000

0	0.0219251	0.9999809	0.3485405	0.4439422	0.6945857	0.3779689	1.0000000	0.2643046	0.4988439	1.0000000
50	0.0219250	0.9999853	0.3514224	0.4985722	0.6680799	0.2556516	1.0000000	0.2644783	0.4988463	1.0000000
100	0.0219249	0.9999899	0.3678190	0.5648434	0.5136545	0.1408817	1.0000000	0.2689067	0.4989825	1.0000000
150	0.0219247	0.9999928	0.3909938	0.6052819	0.3090367	0.0884775	1.0000000	0.2871359	0.5003555	1.0000000
200	0.0219245	0.9999947	0.4110378	0.6263095	0.1681560	0.0686179	1.0000000	0.3200494	0.5059411	1.0000000
250	0.0219244	0.9999960	0.4249500	0.6387215	0.0966811	0.0617070	1.0000000	0.3565233	0.5196436	1.0000000
300	0.0219243	0.9999968	0.4341473	0.6523129	0.0652294	0.0594141	1.0000000	0.3861425	0.5424945	1.0000000
350	0.0219242	0.9999973	0.4415115	0.6721224	0.0523580	0.0586757	1.0000000	0.4058570	0.5701437	1.0000000
400	0.0219242	0.9999976	0.4491515	0.6946185	0.0473104	0.0584425	1.0000000	0.4173868	0.5962173	1.0000000
450	0.0219242	0.9999978	0.4572059	0.7138038	0.0453871	0.0583698	1.0000000	0.4235634	0.6166950	1.0000000
500	0.0219241	0.9999980	0.4646436	0.7271330	0.0446696	0.0583474	1.0000000	0.4266705	0.6307819	1.0000000
550	0.0219241	0.9999971	0.4690027	0.6902666	0.0800954	0.1806578	1.0000000	0.4278292	0.6395625	1.0000000
600	0.0219241	0.9999962	0.4613066	0.6018788	0.2694669	0.2954256	1.0000000	0.4196043	0.6435841	1.0000000
650	0.0219242	0.9999954	0.4388279	0.5265989	0.4701016	0.3478292	1.0000000	0.3903263	0.6372023	1.0000000
