"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
550	0.1100882	1.0120031	0.7592539	0.2605448	0.4012216	0.5528656	0.4841754	0.9646045	0.3920687	0.7214998
600	0.2719761	1.0451829	0.7364422	0.2726509	0.3917572	0.5294290	0.4863538	0.8915016	0.4331608	0.9602846
650	0.2823782	1.0062025	0.7994997	0.2475802	0.3645863	0.5967612	0.5063205	0.8816272	0.4037940	0.9919125
700	0.3143477	1.1117809	0.6939376	0.2442948	0.3181857	0.5600454	0.5155065	0.8225616	0.3790305	0.8951925
750	0.2701639	0.9539248	0.7356969	0.3118500	0.3308516	0.5563450	0.5493131	0.8410983	0.3797538	0.9815018
800	0.3440318	0.9350191	0.8102652	0.3008094	0.3649167	0.6214769	0.5702907	0.8936714	0.3717841	1.0241349
850	0.3788318	0.9622384	0.8275941	0.3344336	0.3897328	0.6126374	0.5402843	0.9196309	0.3681981	0.9447814
900	0.3996209	0.9342356	0.7741379	0.3013975	0.3563411	0.5967219	0.5616367	0.8422861	0.3667314	0.9677662
950	0.3645698	1.0256528	0.7522466	0.2547769	0.3933489	0.5792820	0.4588195	0.8524215	0.4513994	1.0087618
1000	0.3035276	0.9919345	0.7035281	0.2654377	0.3665821	0.6351492	0.5515794	0.9392989	0.3710567	1.0527579

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.3061865	0.9564562	0.6917140	0.1453242	0.4217476	0.7899552	0.6474013	0.6575565	0.3853573	1.0815166
100	0.3084063	0.9177804	0.5578182	0.0810357	0.4874170	0.9168133	0.6714608	0.4573696	0.4933516	0.9997105
150	0.3570582	0.9865087	0.4774489	0.0412941	0.4957467	0.9020412	0.7162443	0.2923700	0.5005085	1.0219625
200	0.3771459	0.9224697	0.3007554	0.0149511	0.5793710	0.9530385	0.8751243	0.2568972	0.6857491	1.1397692
250	0.4525616	0.9277537	0.1845135	0.0152672	0.5900326	0.9918612	0.9219640	0.2162203	0.6865657	1.0621742
300	0.5249628	0.9047921	0.1299606	0.0084948	0.6048413	1.1031685	0.8805957	0.1937390	0.7512096	1.0411825
350	0.5786651	0.6694205	0.0880351	0.0044128	0.6157172	1.0022519	0.9384036	0.2103375	0.7181210	1.0886551
400	0.6010726	0.4054719	0.0519152	0.0020862	0.6465916	0.9414766	0.9057291	0.2002706	0.6582919	1.0206614
450	0.5697002	0.2074904	0.0660108	0.0020234	0.6268699	0.9922789	0.9850111	0.1912644	0.7641807	1.0536220
500	0.5666715	0.0835314	0.1110334	0.0011162	0.6370807	0.9265907	0.8913502	0.1963321	0.7464905	1.0678627
550	0.5577977	0.1188679	0.0892740	0.0225398	0.6381995	1.0137604	0.9774582	0.3810363	0.7213561	1.0720295
600	0.5509257	0.1589955	0.1495354	0.0625709	0.6390648	0.9348140	0.8361463	0.6781471	0.7339347	1.0885967
650	0.5716886	0.4058679	0.2597594	0.0994395	0.6775910	0.8888294	0.6852622	0.8443222	0.6589154	1.0445667
700	0.4460181	0.6084514	0.3834981	0.0813929	0.6185172	0.7337386	0.6535914	0.9014250	0.5703788	1.0290755
750	0.3795735	0.7474938	0.3389315	0.0725779	0.5027546	0.7143406	0.5975388	1.0020084	0.6157759	0.9652544
800	0.3483111	0.8959372	0.3084427	0.1150291	0.4419537	0.6074397	0.5390380	0.9495503	0.6080327	0.9523595
850	0.3877458	0.9399643	0.4786564	0.1415531	0.3591718	0.6372741	0.4847194	0.9652251	0.5102310	1.0224466
900	0.3516732	0.9055541	0.4533321	0.1392164	0.3737606	0.6585686	0.4893255	0.8553339	0.4674935	1.0703990
950	0.3332399	0.9007199	0.5358394	0.1828627	0.3328887	0.6729207	0.4924213	0.8559827	0.4249551	0.9955186
1000	0.3992225	0.9218524	0.6514017	0.2916620	0.4430265	0.8026563	0.5051717	0.9735521	0.4305802	0.9905561

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.3569426	0.9753121	0.7990860	0.2413044	0.3896163	0.7369661	0.4800467	0.8588736	0.5212422	1.0311511
100	0.5236649	0.9756790	0.8232235	0.1497023	0.4887538	0.9192579	0.4839714	0.7632513	0.5390560	1.0587407
150	0.5189263	0.8925753	0.7245463	0.0774264	0.5204874	0.9666051	0.4918649	0.7363860	0.5740220	1.0173467
200	0.4769784	0.8825489	0.5732295	0.0588737	0.6101027	0.9603480	0.5416672	0.7310861	0.6270883	0.9422638
250	0.5029115	0.9407464	0.4232752	0.0494886	0.6729790	0.9154718	0.5674261	0.7510727	0.6491797	0.8720246
300	0.5900952	0.9999248	0.3107611	0.0382786	0.7071471	0.9082923	0.6507219	0.6746114	0.7755953	0.9661600
350	0.6864343	1.0626728	0.2242254	0.0216191	0.6318933	0.9428780	0.6419714	0.7252535	0.6465580	1.0066716
400	0.7047163	1.0007070	0.2290603	0.0357573	0.6401387	0.9746422	0.7044125	0.6535057	0.6647281	0.9886230
450	0.8188498	0.9323583	0.1914251	0.0492167	0.5780588	0.9419585	0.5908451	0.6977968	0.6524059	0.9576915
500	0.7971614	0.8798422	0.1739307	0.0414145	0.6224214	0.9740007	0.5763433	0.7114810	0.5462677	0.9826634
550	0.6439223	0.7882607	0.2259087	0.0561708	0.6082004	0.8894036	0.6180369	0.8222451	0.6201808	1.0195560
600	0.6076464	0.8521645	0.2556665	0.0672197	0.5728929	0.7366171	0.5438480	0.8811554	0.6709707	1.0450602
650	0.4975492	0.9748328	0.3583094	0.0928303	0.4841917	0.6337013	0.6184836	0.8905847	0.5994916	0.9040462
700	0.4700092	0.9750632	0.4429929	0.1617227	0.4084726	0.6571068	0.5828177	0.9304149	0.4414291	0.9175289
750	0.5055333	0.9853852	0.4821349	0.2473868	0.4103523	0.6560535	0.4786896	0.9471552	0.4456983	0.9955095
800	0.4555886	1.0155545	0.5526259	0.1991842	0.4942301	0.6539885	0.5785196	0.9246564	0.4685028	1.0093040
850	0.3826290	1.0521064	0.6483828	0.1872699	0.3755231	0.6745536	0.5744126	0.8441145	0.5147737	1.0787802
900	0.3026891	1.0451505	0.7641574	0.2432604	0.4392710	0.7206780	0.5960356	0.7633140	0.4813123	1.0582666
950	0.2441588	0.9531472	0.7418848	0.2076465	0.4242389	0.7269776	0.6340904	0.8692687	0.5514471	1.1066311
1000	0.1871964	0.9694783	0.6902696	0.1778092	0.5062094	0.7470654	0.5937587	0.9714000	0.5642540	1.0785758

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.2420218	1.0059888	0.7485948	0.1264677	0.4629476	0.6305827	0.4659906	0.8321646	0.4923465	0.9798912
100	0.2244563	0.9259382	0.7266119	0.0936762	0.3776037	0.6364018	0.5767820	0.6982817	0.4170146	0.9717152
150	0.2323824	0.9584389	0.6861082	0.0518619	0.4371052	0.6616593	0.5486775	0.6849750	0.4884926	0.9788158
200	0.2471674	1.0766073	0.6069643	0.0295510	0.4735412	0.6446113	0.5980753	0.6611135	0.5245761	1.0086300
250	0.2429794	1.0190812	0.5974938	0.0189315	0.4565975	0.6143779	0.6151175	0.6371744	0.4367482	0.9715408
300	0.2737693	1.0138818	0.5708266	0.0373070	0.4486638	0.7649841	0.6202125	0.5544684	0.5294101	1.0683426
350	0.3169581	0.9494300	0.5182110	0.0332425	0.3826823	0.6951747	0.7172553	0.5084515	0.4666221	1.0934596
400	0.3206601	0.8887814	0.4911078	0.0363035	0.3944100	0.7692752	0.7113759	0.5029772	0.4326641	1.0405910
450	0.4001357	0.9380485	0.4447685	0.0269052	0.4312322	0.6653402	0.6427631	0.5180011	0.5181415	1.0395150
500	0.4046504	1.0334552	0.4552319	0.0202154	0.4419423	0.6910594	0.6124047	0.5308656	0.5010765	1.0263477
550	0.4124588	0.9781880	0.3772134	0.0918545	0.4375465	0.6503922	0.6024863	0.6305389	0.5796399	0.9877468
600	0.3758586	0.9742281	0.3842224	0.1221889	0.3978112	0.6515535	0.6799077	0.7495219	0.4744144	0.9739918
650	0.4718137	1.0167377	0.5219253	0.2224406	0.3592432	0.6364902	0.5628893	0.8661730	0.5310207	1.0690013
700	0.3422895	0.9788579	0.6640571	0.2614505	0.3805518	0.7039400	0.5280184	0.8498222	0.5188271	1.0003529
750	0.3314771	1.0325055	0.7880136	0.2235516	0.3951091	0.7180289	0.4880065	0.7801484	0.5399413	0.9802950
800	0.2430046	0.9984093	0.7968309	0.2053323	0.4185701	0.5911805	0.5173363	0.8023009	0.4630846	0.9241808
850	0.2806060	0.9774369	0.7760690	0.2079525	0.4330182	0.6562487	0.5606517	0.9328318	0.3702941	1.0814033
900	0.3178698	0.9099212	0.7288459	0.1714970	0.4132969	0.6463512	0.4828694	0.8801147	0.4821078	0.9771848
950	0.2882119	0.8809076	0.7213573	0.1759889	0.4272993	0.5890577	0.5415306	0.8333772	0.4866094	0.9972737
1000	0.2892888	0.9447185	0.6788510	0.2030018	0.3822288	0.5634925	0.4581920	0.9253645	0.3625881	0.9197524

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.2363779	1.0077842	0.6402194	0.2151090	0.6098845	0.5704071	0.3217861	0.8407611	0.4360957	0.9419281
100	0.2323762	1.0063143	0.6459234	0.1256946	0.7233362	0.4425921	0.2011275	0.8041571	0.4427176	1.0404757
150	0.2459169	1.0398537	0.5967018	0.0729594	0.8239455	0.3000556	0.1221832	0.7579372	0.2528205	1.0405150
200	0.3256188	0.9642088	0.5194317	0.0728094	0.8478224	0.1940048	0.0966984	0.6483744	0.2313320	1.0759553
250	0.3798964	0.9810851	0.3714306	0.0391709	0.8693933	0.1073063	0.1064555	0.6091639	0.1662871	1.1852189
300	0.5183229	0.9972260	0.2642375	0.0352790	0.9760502	0.0803580	0.0857916	0.4398748	0.1165733	1.0515413
350	0.6817281	0.8384957	0.1878920	0.0252929	0.9287815	0.0502124	0.1421680	0.3371706	0.0778090	0.9796735
400	0.7643993	0.8051332	0.1645176	0.0219073	0.7711697	0.0623928	0.1165442	0.2109148	0.0520830	0.9352370
450	0.8255369	0.7974182	0.1450059	0.0274313	0.8240113	0.0923041	0.1600845	0.1290843	0.0497622	0.9147854
500	0.8118868	0.6328604	0.1443284	0.0392371	0.8707436	0.0889140	0.2049514	0.0788604	0.0494326	0.9276660
550	0.7598527	0.5711497	0.1453155	0.0372351	0.5894382	0.2231649	0.4780191	0.0725752	0.0687799	0.9266637
600	0.8738012	0.5418439	0.2139465	0.1107386	0.3432013	0.4190950	0.7327544	0.0890649	0.1386672	1.1090512
650	0.7899357	0.7218294	0.4605540	0.3105173	0.2564842	0.6675997	0.7892766	0.1709221	0.2431717	1.0816619
700	0.6301741	0.8456138	0.6509181	0.4260578	0.4278663	0.7517102	1.0536728	0.3938112	0.3995962	1.0517709
750	0.4083319	0.8759571	0.7551396	0.2527112	0.4246166	0.7814243	0.8680158	0.5765118	0.4981448	1.0034227
800	0.2879543	0.8801903	0.7210343	0.2046592	0.5171128	0.7675839	0.7455699	0.7757486	0.5117591	0.9950223
850	0.2558423	0.9816962	0.6908531	0.1558085	0.4906887	0.8334204	0.7182593	0.8245404	0.5158084	1.0389831
900	0.2584212	0.9312531	0.6109974	0.1482400	0.4444439	0.7564150	0.7311244	0.8879075	0.5876168	1.0407731
950	0.2273777	0.9009646	0.5855153	0.1685350	0.4808956	0.7967493	0.6552268	0.9274754	0.5531246	0.9289333
1000	0.1989959	0.8810642	0.6214047	0.1934684	0.4445902	0.7193432	0.5194037	0.9137231	0.5497562	0.9431834

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.4146400	1.0261435	0.7428876	0.1674403	0.3865235	0.6249709	0.4761653	0.9008097	0.4928255	0.9754806
100	0.5647636	1.0152444	0.6055115	0.1453853	0.3712651	0.7079587	0.4499113	0.8603484	0.6122750	0.9363542
150	0.6703037	0.9441595	0.4899838	0.1522414	0.4363054	0.7833051	0.4323994	0.9106768	0.5772400	0.9516106
200	0.6428131	1.0499635	0.5149514	0.1489935	0.4865328	0.7485915	0.4132012	0.9219418	0.6655513	1.0866122
250	0.6302867	0.9631620	0.5737370	0.1031084	0.4669793	0.7683404	0.4259613	0.9286387	0.6740193	1.0274337
300	0.6698532	0.9164276	0.5269078	0.1109309	0.4479591	0.7614875	0.3782904	0.9478599	0.6342987	1.0185440
350	0.7304878	0.9926903	0.5767124	0.0905378	0.4142010	0.7508967	0.4272676	1.0244589	0.6991158	0.9433101
400	0.6217042	1.0135281	0.4849815	0.1139463	0.4670237	0.7120195	0.4350163	0.9778554	0.7631658	1.0059541
450	0.7056832	0.9751596	0.4418317	0.1064073	0.4418416	0.7205995	0.4557571	1.0629460	0.6815879	0.9707126
500	0.6879939	0.9551034	0.5277994	0.1021131	0.4852911	0.7545937	0.3656336	1.0414115	0.7069245	1.0781871
550	0.5223027	0.9349341	0.4844716	0.1221984	0.4773040	0.6473972	0.3676174	1.0635180	0.6336894	1.0002178
600	0.3211512	0.9096276	0.5183611	0.1545871	0.4513048	0.5595583	0.4956660	1.1013523	0.5242705	0.9945049
650	0.3674416	0.9338373	0.5061493	0.2000311	0.3927138	0.6431007	0.6198761	1.0368536	0.4624063	0.9577908
700	0.3404915	0.9864107	0.6291979	0.2121416	0.4413788	0.6432239	0.4882305	0.9298910	0.4434567	0.9703070
750	0.3940935	0.9245410	0.6172655	0.2057369	0.3576299	0.6186247	0.5619030	0.9536970	0.4020350	1.0827016
800	0.4163757	0.9982894	0.6144195	0.2282972	0.3805313	0.6198970	0.6094773	0.9872693	0.4133944	1.1394414
850	0.3479834	1.0150383	0.7543165	0.2453335	0.3697592	0.6110151	0.5676569	0.8842136	0.4517990	0.9737784
900	0.3431940	0.9703026	0.7811747	0.2788121	0.3252246	0.6480306	0.6016342	0.8299892	0.4818793	0.9759175
950	0.2690077	1.0397480	0.7439745	0.3329040	0.3654705	0.6566727	0.5411185	0.8541608	0.4863983	1.0427804
1000	0.2480801	0.9893445	0.7997161	0.3320174	0.3747213	0.6717027	0.5133696	0.9996668	0.4486161	0.9058174

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.2666287	1.0616158	0.6347591	0.1984095	0.4644885	0.5566775	0.4525034	0.8687049	0.4989461	0.8499293
100	0.2266743	1.0256515	0.6729635	0.1429135	0.4828313	0.4917456	0.3731165	0.8462679	0.5426702	0.6305467
150	0.2469335	1.0314528	0.5770830	0.1647105	0.4752275	0.5019963	0.3633374	0.8486660	0.5591175	0.6502795
200	0.2675723	1.0150661	0.5810549	0.1582462	0.5567927	0.5422013	0.3630267	0.8615765	0.5974672	0.5635393
250	0.2661012	0.9852302	0.6219856	0.1557088	0.4713219	0.4667654	0.2996331	0.9203645	0.5286759	0.5819266
300	0.2125787	1.0549596	0.6169060	0.1422381	0.5194309	0.3459145	0.3465262	0.9478037	0.5277867	0.6493310
350	0.2514332	1.1049380	0.5535688	0.1620797	0.4891807	0.4420919	0.2954700	0.9545917	0.4439006	0.6445579
400	0.3435220	0.9756117	0.5905488	0.1572299	0.4711329	0.4385752	0.2580864	1.0426111	0.4107956	0.5382792
450	0.3591576	0.9408635	0.6338012	0.2163822	0.5697302	0.3927306	0.2486470	0.9129194	0.4208633	0.6662550
500	0.3575660	0.9218654	0.6934577	0.1962567	0.5393109	0.3564407	0.3090100	0.8801094	0.4983375	0.5632449
550	0.2949502	1.0757970	0.6818526	0.1454951	0.4321357	0.2959467	0.3531193	0.8575459	0.3980760	0.7473196
600	0.3190643	1.1146859	0.6702460	0.2285357	0.2315294	0.3787057	0.4803979	0.8484262	0.2464704	0.8708737
650	0.4341730	1.0627137	0.6866387	0.3978282	0.2221304	0.5029183	0.5574690	0.7137579	0.2518561	0.8803483
700	0.3806836	1.0284952	0.8106332	0.4255472	0.2262387	0.5264151	0.5366804	0.7110081	0.2969382	0.9874179
750	0.3910320	1.0467767	0.8012308	0.4615807	0.3227806	0.6070587	0.5887317	0.7410669	0.3756573	1.0053770
800	0.3527016	1.0687758	0.7309058	0.3478968	0.3426771	0.5478662	0.5571626	0.8046151	0.4021421	1.0998814
850	0.3753378	1.0067055	0.7212283	0.3518755	0.3409395	0.6167923	0.5531688	0.8880626	0.4238827	1.0211568
900	0.2790474	1.1235042	0.7791417	0.3360102	0.4448543	0.7432632	0.5559165	0.8834750	0.4008696	1.0231776
950	0.3252748	1.0720721	0.7616811	0.2270505	0.3930096	0.6444112	0.5385913	0.9003541	0.4838553	1.0116537
1000	0.3155354	1.0121023	0.7228217	0.2092264	0.3950923	0.5669123	0.4772963	0.9867707	0.4627144	0.9848620

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.1919449	1.0167880	0.7349671	0.1968223	0.6881315	0.6102492	0.5046763	0.9971071	0.5483482	0.9591931
100	0.1710744	1.0099205	0.7243497	0.1334695	0.8694469	0.6050435	0.5049157	0.9270398	0.5079861	0.8345846
150	0.2063628	1.1353983	0.5895613	0.0580719	0.9402570	0.6703718	0.5798251	0.9160123	0.4293253	0.9454397
200	0.3791402	1.0905589	0.4422314	0.0182171	0.8765082	0.6826316	0.4949242	0.8677174	0.4124960	0.9812792
250	0.4371148	0.9063297	0.2686250	0.0296850	0.9019348	0.6181255	0.5027683	0.7885635	0.4372632	0.9643990
300	0.5657154	0.9352443	0.2077035	0.0102887	0.9869758	0.6329667	0.5771323	0.8647362	0.4318841	0.9539710
350	0.6974458	1.0926821	0.1379660	0.0156168	0.9507318	0.6625427	0.4800417	0.9057977	0.4079787	0.8845576
400	0.7356888	1.0526473	0.1125539	0.0178366	0.9399654	0.7210699	0.4687445	0.8668172	0.4750936	0.9718570
450	0.7245095	1.0149397	0.0838081	0.0104538	0.9314686	0.6864381	0.5290335	1.0283972	0.4052581	1.0477282
500	0.7917785	0.9963634	0.0938808	0.0093441	0.9338242	0.6347511	0.6051138	0.9371042	0.5032171	0.9580299
550	0.8060413	0.7449148	0.1086660	0.0280129	0.8087751	0.6794868	0.5608100	0.8914104	0.4566539	1.0904724
600	0.7451078	0.4753932	0.1546597	0.0515247	0.5529393	0.7049112	0.5520107	0.9620599	0.4790605	1.0984806
650	0.6842155	0.5054349	0.2812922	0.0918574	0.4939530	0.6685245	0.4737709	0.9465933	0.4925361	1.0349416
700	0.6877115	0.7253794	0.4003548	0.1088355	0.5127787	0.6475032	0.4265854	0.8838555	0.5381296	0.9522506
750	0.5536851	0.8230642	0.3821112	0.1212830	0.3706886	0.6170839	0.4238610	0.7985747	0.5128091	0.9549912
800	0.4215574	0.9078890	0.4967887	0.1962691	0.4167553	0.5725794	0.5090671	0.8577338	0.5310785	1.0763295
850	0.3906996	1.0088735	0.5426554	0.2509670	0.3612571	0.6170305	0.5804985	0.9538974	0.4488578	1.0696926
900	0.4359463	0.9899191	0.6859698	0.2893409	0.3034330	0.6652947	0.5380137	0.9721311	0.4140762	1.0584310
950	0.3037094	1.0935363	0.6836718	0.2647914	0.3863246	0.6474990	0.4780042	0.9847610	0.4613760	0.9577538
1000	0.2444953	1.0279224	0.7001566	0.2184605	0.3984334	0.5986210	0.4847882	0.8802898	0.5424423	0.9396827

0	0.2670708	1.0001729	0.7799537	0.2742962	0.3973582	0.6424181	0.5712725	0.8966920	0.4438539	0.9933981
50	0.2168108	1.0266655	0.6602928	0.2034584	0.4222957	0.7438108	0.5214544	0.9347882	0.5993591	0.9911052
100	0.1703095	0.9138478	0.6392811	0.2195535	0.5086567	0.6427158	0.3403466	0.8484913	0.5551546	0.9625771
150	0.1895239	0.9680308	0.7216222	0.1648409	0.4402449	0.5198692	0.3063810	0.8064599	0.4421427	0.9151989
200	0.1435149	0.9384046	0.6238424	0.2220519	0.4248296	0.4523235	0.3007337	0.8677430	0.4126630	0.8932402
250	0.2189813	0.8410498	0.5649786	0.2487679	0.2755499	0.5076574	0.2861827	0.7724808	0.2522932	1.0114311
300	0.2536133	0.9028931	0.7425896	0.3614276	0.2615474	0.4485811	0.2377193	0.7498629	0.3203847	1.0992849
350	0.2667036	0.9240182	0.7393322	0.3973762	0.2753909	0.4184212	0.2428512	0.7625236	0.3151327	1.0888385
400	0.2769819	0.8614841	0.7754094	0.3862831	0.2272132	0.3929267	0.2774194	0.8006888	0.2536684	1.0165003
450	0.2562926	0.9185943	0.8322471	0.4120510	0.1978803	0.3632071	0.2523296	0.7395635	0.2441963	0.9885514
500	0.2065305	0.9488388	0.8735002	0.5150461	0.1851255	0.4116131	0.2893033	0.7459100	0.2286905	0.9345319
550	0.2382782	0.9300531	0.9770994	0.6224235	0.2273108	0.4649524	0.4440760	0.7398072	0.2564104	1.0650782
600	0.3161167	0.9431535	0.8871387	0.5371075	0.2193309	0.3917996	0.5410917	0.6632786	0.2864954	1.0103620
650	0.3227171	0.9675109	0.9475096	0.5224419	0.3038541	0.5539945	0.5429125	0.6272085	0.3076157	0.8869566
700	0.3694402	1.0263005	0.8991622	0.4567780	0.3202076	0.6178980	0.5950503	0.6943185	0.3624163	0.9479684
750	0.3485527	0.9593425	0.8751861	0.4004566	0.3197516	0.6641281	0.6477654	0.7539278	0.3928386	0.9553885
800	0.2883409	0.9823980	0.8691244	0.3682398	0.4423014	0.7894489	0.6038245	0.7927497	0.4643782	0.9456266
850	0.2571239	0.9051648	0.8896129	0.3158248	0.4563648	0.7311136	0.5875889	0.9281772	0.5402916	1.0374770
900	0.1728175	0.9624773	0.8025094	0.2731583	0.4769164	0.7327542	0.5903271	0.9801640	0.4758779	0.9718669
950	0.1849306	1.0601041	0.8162730	0.2017686	0.3967724	0.6068007	0.5131093	0.9673161	0.5758719	0.9375659
1000	0.1600363	0.9781669	0.8031996	0.2507697	0.3653604	0.6590920	0.5406738	0.9397856	0.5407652	0.9902490
