YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0954013	0.5649883	0.4659495	0.1038763	0.2253282	0.2305112	0.9985655	0.6918922	0.0011310	0.7094290
0.1141304	0.5218634	0.4569428	0.0495611	0.2476180	0.2758757	0.9699053	1.0040572	0.0004748	0.8850683
0.3721157	0.7483543	0.3969841	0.0000371	0.0317628	0.4839723	0.8349185	0.9131754	0.0002526	0.9478345
0.4448782	0.7542986	0.8106025	0.0000893	0.1094437	0.4265966	0.9253659	1.0797057	0.0011308	0.9866848
0.5902512	0.9408316	0.8288101	0.2818320	0.0625338	0.1703446	1.0000500	1.0495540	0.0002285	0.8278626
0.4067591	0.5962564	0.9142543	0.4468945	0.0578779	0.2413712	1.0165214	1.0522094	0.0030058	0.5556067
0.1721073	0.5902140	0.5210133	0.0000295	0.0006951	0.2248006	0.9671456	1.0619608	0.0003102	0.9965727
0.1160342	0.5086127	0.5468949	0.0943467	0.0010988	0.4181647	0.9286130	0.9060524	0.0004301	0.9935047
0.3632848	0.5622853	0.8252524	0.2211375	0.0055171	0.1865657	0.9625413	1.0631517	0.0004719	0.9440623
0.2162122	0.6014663	0.6897401	0.1197547	0.0019793	0.2606965	0.9636050	0.9809418	0.0011263	0.8130598
