YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.0000000	0.7466143	0.9907239	0.9422158	0.0840880	0.4974204	0.9811338	0.1362626	0.2226156	0.4930193
1.0127998	0.0000000	1.0744420	0.1967229	0.5806959	0.7795578	0.3797017	0.5935499	0.8371459	0.0894576
0.9305033	0.6459124	0.0000000	0.9463056	0.0365555	0.4704942	0.9809152	0.0385123	0.0021745	0.6177906
0.9976439	0.6954734	1.1465853	0.0000000	0.0736555	0.4536060	0.9004852	0.1231395	0.2271810	0.5726938
1.0334721	0.6408530	1.0151961	1.0402805	0.0000000	0.5398635	0.8562888	0.1776813	0.2809386	0.4809710
0.9486764	0.7152413	0.9768239	1.0176018	0.1029647	0.0000000	0.9106634	0.0916313	0.2386178	0.4790243
1.0503194	0.9315905	1.0158659	1.0152495	0.0720233	1.0376729	0.0000000	0.1267687	0.2537176	0.0643135
0.9846906	0.6612796	1.1030217	1.0762621	0.0335159	0.4351624	0.9123834	0.0000000	0.2431933	0.5957801
1.0430757	0.6519609	0.0343105	0.9906333	0.0256508	0.4392714	1.0070628	0.0489007	0.0000000	0.5601174
1.1188031	1.0092264	0.9834754	0.9890191	0.0984607	0.4435175	0.9361545	0.1458797	0.2359107	0.0000000
