"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
350	0.6265036	0.5166297	0.6139023	0.6871765	0.3626937	1.0005395	0.6413390	0.7768205	0.6825844	0.9243057
400	0.5814485	0.5244765	0.6134385	0.7137748	0.3311545	1.0221937	0.5956445	0.8363215	0.7464489	0.9886315
450	0.6529644	0.3905879	0.7015023	0.7985896	0.3978468	0.9751061	0.6332056	0.8641990	0.6590320	0.9469150
500	0.7191737	0.4379377	0.7084073	0.7815194	0.3824691	1.0187621	0.6174913	0.8096037	0.6155596	1.0570019
550	0.6478848	0.6943977	0.6638712	0.6941149	0.3842664	0.6528364	0.5654164	0.7680513	0.6838518	0.9819882
600	0.4845726	0.6567824	0.6991949	0.7180038	0.3101474	0.4174310	0.6072126	0.8971586	0.7159314	1.0273682
650	0.3792510	0.4950880	0.7423515	0.5792134	0.2671310	0.2951135	0.6761882	0.8719567	0.8168425	1.0068988
700	0.5308343	0.5227394	0.6436840	0.5095692	0.2253735	0.2579346	0.6374526	0.8648798	0.8771640	0.9922253
750	0.5766186	0.5539373	0.4997642	0.4079767	0.2189414	0.3342106	0.6474697	0.8373984	0.9125010	1.0324792
800	0.5303372	0.7399419	0.3429978	0.2858621	0.2034523	0.3635908	0.6489679	0.9162636	0.8955025	1.0531161
850	0.4441263	0.6996743	0.2037966	0.2410553	0.2450276	0.4003008	0.6063280	0.8505796	0.9443966	1.0073106
900	0.3614706	0.7202634	0.1375089	0.2690694	0.1990657	0.2816864	0.5997994	0.8589757	0.8286324	1.0189280
950	0.3550287	0.7624454	0.0963611	0.3073683	0.2060144	0.2427641	0.5781242	0.8305804	0.8276302	0.9519537
1000	0.3403831	0.6884489	0.0855733	0.3088467	0.2066235	0.1807782	0.6280102	0.8780924	0.7803917	0.9891533

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.4921800	0.7137052	0.5081731	0.2288408	0.1389605	0.2695136	0.6954146	0.8433284	0.8841681	1.0008927
100	0.4414289	0.6730002	0.6152328	0.1495342	0.1115458	0.2670650	0.6081893	0.8681546	0.9319831	0.9438659
150	0.4466030	0.5444278	0.7202471	0.1055843	0.1092918	0.1936791	0.6343201	0.8627752	0.8788880	0.9853100
200	0.4617624	0.5396333	0.7200719	0.0930772	0.1752660	0.2330310	0.6951532	0.9480863	0.8647821	0.9728637
250	0.5448050	0.5277258	0.7364595	0.0893058	0.1491722	0.2712011	0.7438969	0.9711820	0.8393638	0.9376117
300	0.6379557	0.5512717	0.7525854	0.1147551	0.1817567	0.3380766	0.6122474	0.9017735	0.8471866	1.0645864
350	0.5850517	0.6847048	0.8002641	0.1385916	0.1812277	0.3367978	0.6738601	0.8254349	0.8891644	1.0244013
400	0.4840058	0.6989049	0.6233110	0.1670278	0.2051438	0.2823872	0.6220164	0.9104067	0.9217290	1.0535250
450	0.4071735	0.5798948	0.7058613	0.2323824	0.1675668	0.2359109	0.6553443	0.9211971	0.9375218	0.9852300
500	0.4321124	0.4820500	0.7511406	0.2147418	0.1040508	0.1932495	0.6559641	0.9599688	0.7816059	1.0019246
550	0.5325941	0.5155799	0.3994139	0.1407374	0.1526292	0.2476486	0.6948969	0.9253006	0.8295759	0.9706041
600	0.6378906	0.7207966	0.2103275	0.1949452	0.1912149	0.3962671	0.7201814	0.8687690	0.9380595	1.0354761
650	0.5030057	0.7214166	0.1205973	0.1885999	0.1529762	0.3872141	0.6533920	0.8465106	0.9247989	1.1001112
700	0.4675268	0.6866392	0.0871874	0.1669605	0.1897361	0.3400454	0.6031699	0.9229861	0.7581523	1.0334570
750	0.4182855	0.7333754	0.0938782	0.1784734	0.2100862	0.3434849	0.6401677	0.8493766	0.9170080	1.0363534
800	0.4070377	0.7357037	0.1050799	0.1594903	0.1838003	0.2690662	0.6597339	0.8230327	0.9126546	1.0154369
850	0.5026580	0.6919120	0.0935464	0.1473346	0.1715071	0.2544527	0.6695910	0.8824468	0.8667227	1.0236826
900	0.4776872	0.7163778	0.0855772	0.0975801	0.1504954	0.2215408	0.6813086	0.8506301	0.9104611	1.0349256
950	0.3874859	0.7577794	0.0736226	0.0888891	0.1343496	0.2475110	0.6782088	0.9181370	0.9086562	0.9119782
1000	0.4214915	0.6086003	0.0926643	0.1257498	0.1579103	0.1956320	0.6477517	0.9566917	0.7302725	0.9765460

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.3881754	0.6902174	0.0965639	0.3761869	0.1296986	0.3152414	0.7128216	0.8317416	0.9045017	0.6519796
100	0.4689847	0.6298067	0.1301001	0.2340098	0.0753905	0.3070359	0.6885873	0.8702522	0.7896514	0.6158778
150	0.5072497	0.6205656	0.1084621	0.1233316	0.0742671	0.2438535	0.6567995	0.8018933	0.8954787	0.5470768
200	0.5930613	0.6562492	0.1315534	0.0961290	0.0680988	0.2362658	0.5668116	0.8443002	0.9191395	0.5684249
250	0.5138592	0.6351525	0.0817605	0.0890322	0.0735175	0.2383809	0.5976116	0.9330581	0.8796729	0.5928530
300	0.4969977	0.6216788	0.0739520	0.0933250	0.0582660	0.3306060	0.6303450	0.9628938	0.9373506	0.5166142
350	0.4653956	0.5122510	0.0673660	0.0966292	0.0414858	0.3647430	0.7851135	0.9186712	0.8603864	0.4906336
400	0.4948948	0.5586796	0.0896143	0.0620995	0.0351016	0.3412168	0.6928807	0.9380853	0.8287069	0.5206605
450	0.5955876	0.5375288	0.0797575	0.0656296	0.0485985	0.3154100	0.7463301	0.8741239	0.8910235	0.4793965
500	0.5829372	0.6251352	0.1030613	0.0953027	0.0550456	0.4331819	0.6358958	0.9448921	0.9243426	0.5475514
550	0.5102673	0.8690550	0.1063425	0.0537942	0.1311743	0.4999614	0.6358807	0.8708036	0.9799904	0.7982701
600	0.3463877	0.8143700	0.0992156	0.0349338	0.1635228	0.4325617	0.6818793	0.8323309	0.8760331	0.9124418
650	0.2864830	0.6840303	0.1019618	0.0954430	0.1752166	0.2844422	0.6906661	0.9277110	0.7527217	0.9886548
700	0.3728121	0.6489736	0.0688927	0.1263417	0.2267817	0.2341006	0.6827626	0.9340069	0.6784533	0.9503834
750	0.4119680	0.5944236	0.0627803	0.2536257	0.2654420	0.2245305	0.6147373	0.8598121	0.7220124	1.0493629
800	0.4676126	0.7182020	0.1015200	0.3927670	0.2476311	0.2588298	0.5924810	0.8527168	0.7876819	1.0446535
850	0.5085402	0.6633355	0.0889237	0.3528078	0.1981897	0.1993832	0.5823897	0.8750292	0.8115027	0.9979205
900	0.4909474	0.6805911	0.1018025	0.2678421	0.1628172	0.1893870	0.6243351	0.8183484	0.8307389	0.9357693
950	0.4323870	0.7374699	0.0777103	0.2082890	0.2006532	0.2453293	0.6518454	0.9067687	0.9470564	1.0811206
1000	0.3676054	0.6881426	0.0827448	0.1807786	0.1768445	0.2000492	0.6422884	0.9194572	0.8022717	1.0902143

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.4853265	0.6430687	0.1060556	0.3131310	0.2221445	0.1586572	0.6035827	0.4961146	0.8225682	0.9387275
100	0.5159170	0.6202308	0.1184160	0.3313541	0.2177154	0.0779500	0.5378753	0.4141015	0.8816676	0.9490660
150	0.4716272	0.7268845	0.1101430	0.3441970	0.2035351	0.0753176	0.4848832	0.3813031	0.9805098	1.0065868
200	0.4296301	0.7282607	0.1277440	0.3488506	0.2135086	0.0604389	0.4172046	0.3873796	0.9064764	1.0481282
250	0.4244366	0.7876785	0.1380315	0.3832492	0.2086347	0.0519898	0.3489960	0.3988968	0.9471158	1.0063841
300	0.4197291	0.7232164	0.1486517	0.4116109	0.1931698	0.0556730	0.3977154	0.3859954	0.8631528	1.0536541
350	0.4000362	0.6516963	0.1814514	0.4253372	0.1855176	0.0595649	0.4034346	0.3485838	0.8201035	0.9770402
400	0.4673076	0.6994964	0.2281352	0.3793646	0.2220499	0.0449018	0.3656615	0.3619311	0.8292666	0.9903836
450	0.5979692	0.6747131	0.1818933	0.3840760	0.2016421	0.0414082	0.3947891	0.3279650	0.8702068	1.0220735
500	0.4839787	0.6999919	0.1669273	0.3806148	0.2005164	0.0704672	0.3565831	0.2968018	0.9145595	0.9309155
550	0.3619242	0.6312285	0.1375420	0.2844375	0.1540911	0.0472590	0.3817457	0.7172099	0.8436105	1.0065322
600	0.4348821	0.6982609	0.1230577	0.1789910	0.1142222	0.0997372	0.5300305	0.8912077	0.8145537	1.0590001
650	0.4524526	0.6412188	0.0818861	0.1199492	0.1564103	0.1420088	0.6678894	0.9392726	0.7040969	1.0400908
700	0.5047409	0.6302647	0.0569615	0.1418312	0.2358003	0.2513550	0.6563155	0.9188085	0.7935548	0.9735225
750	0.6016263	0.7262058	0.0842066	0.1829436	0.2541548	0.3514056	0.6792711	0.9665664	0.8244928	0.9524674
800	0.5009027	0.7521657	0.0769574	0.2387468	0.2270549	0.4023316	0.6499910	0.9366668	0.9219790	0.9413227
850	0.3907175	0.6776335	0.0856867	0.3156585	0.1908410	0.3353758	0.6719108	0.9136880	0.8821290	0.9492349
900	0.3601622	0.6713372	0.0945407	0.2139733	0.1613464	0.2390416	0.6230375	0.8569935	0.7889006	1.0119678
950	0.3956892	0.6362569	0.0755624	0.2035535	0.2429358	0.1638590	0.7217430	0.8703870	0.7386063	0.9328512
1000	0.4688267	0.6842325	0.0877914	0.3317649	0.2504901	0.1700339	0.7264585	0.9075400	0.7207730	1.0100107

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.4307596	0.5272509	0.1048704	0.3691100	0.2667323	0.4956189	0.7597548	0.5582015	0.8060498	0.8874882
100	0.6028176	0.5492477	0.1035440	0.4243744	0.2737820	0.5725494	0.7377389	0.3586269	0.7495833	1.0224275
150	0.6696007	0.7013841	0.1535760	0.4447450	0.2417614	0.5973863	0.6564585	0.3112055	0.8294186	1.0140588
200	0.6940592	0.7140665	0.2212744	0.4469959	0.2250981	0.6904733	0.6950189	0.2485598	0.8762648	0.9331355
250	0.6237916	0.7433580	0.2349401	0.4644024	0.1716035	0.6607207	0.6728312	0.2925729	0.8530228	0.8521450
300	0.4739708	0.6302912	0.2255329	0.4495952	0.1719075	0.7058366	0.7363050	0.3035310	0.7603765	0.9350634
350	0.5304891	0.5759550	0.2248729	0.4833112	0.2502430	0.6926126	0.6418399	0.2701618	0.6643871	1.0152900
400	0.5875848	0.6373554	0.2218903	0.4938277	0.2443568	0.6729779	0.5856943	0.2490749	0.8007790	1.0148960
450	0.6542788	0.5981924	0.1922019	0.4679849	0.2415631	0.6703742	0.6564018	0.2547075	0.8198930	0.9747908
500	0.6073302	0.5731229	0.2717630	0.4663383	0.2216344	0.6819593	0.6134710	0.2149237	0.7629324	1.0200293
550	0.5955306	0.6265166	0.2033046	0.3669309	0.2186291	0.2887129	0.4426483	0.5774866	0.7823289	0.9579582
600	0.5599385	0.7341456	0.1690495	0.2723950	0.2878861	0.2033149	0.4548684	0.7179410	0.7846076	0.9984887
650	0.4487485	0.7695348	0.1293913	0.3293043	0.2564554	0.2274167	0.5164816	0.8191439	0.8127064	0.9531614
700	0.3894086	0.7116780	0.1064164	0.2879050	0.2778213	0.2478455	0.6838916	0.8726982	0.8157665	0.9413964
750	0.3521389	0.6960031	0.0890459	0.3441266	0.2744589	0.1817297	0.6176171	0.9762649	0.8103648	1.0435893
800	0.3749675	0.6361731	0.0859031	0.3525184	0.2438473	0.1709267	0.6332902	0.9204786	0.7436343	0.9778904
850	0.4512084	0.6484134	0.0979890	0.2954229	0.2717666	0.1837300	0.6201929	0.9429706	0.7265424	0.9690794
900	0.4900691	0.6612174	0.1163736	0.4173790	0.2899223	0.2512156	0.7033516	0.8951372	0.8049248	0.9312886
950	0.5201336	0.7833011	0.1176779	0.5014225	0.2627363	0.2929046	0.7349097	0.8550340	0.8464618	0.9190914
1000	0.5060892	0.8207658	0.2303086	0.3487681	0.2203062	0.3141150	0.6417885	0.8233165	0.8738059	1.0742208

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.5621854	0.7265771	0.1026600	0.1866929	0.1928323	0.5680032	0.6619048	0.8302827	0.8221901	0.9808803
100	0.4314216	0.8178128	0.0724015	0.1894559	0.2195717	0.7522618	0.5951966	0.7691286	0.7606700	0.9764881
150	0.4061718	0.7269427	0.0646567	0.1947552	0.2642550	0.7830549	0.6321559	0.7073138	0.6869507	1.1465046
200	0.4543246	0.6996290	0.0884951	0.2152158	0.2433589	0.7503314	0.5837154	0.7083502	0.5764669	1.0705840
250	0.4254298	0.7660216	0.0862323	0.2390004	0.3654344	0.7357567	0.6214699	0.7047038	0.5781576	1.0407043
300	0.5054379	0.7297464	0.0975930	0.4982872	0.4943655	0.8052438	0.5851404	0.7108979	0.7146962	0.9693399
350	0.4285930	0.7464271	0.2174738	0.7588019	0.5181495	0.8278670	0.5005419	0.6209699	0.7122869	0.9903283
400	0.4345898	0.6264618	0.4064904	0.8239648	0.4474215	0.8497915	0.5141423	0.7062539	0.5770978	1.0148880
450	0.4960228	0.6802085	0.5644045	0.7694557	0.4496888	0.8509545	0.5933651	0.6950290	0.6121243	0.9802739
500	0.4222603	0.5905603	0.7496850	0.8462991	0.4796109	0.8226991	0.6422040	0.7068101	0.6562149	1.0298677
550	0.5435521	0.5887373	0.8890865	0.9056133	0.5001431	0.4357378	0.5524502	0.8023773	0.6308556	1.0299950
600	0.5151081	0.5378267	0.9611883	0.8598254	0.4674454	0.3014673	0.5186384	0.7590523	0.8060633	1.0241344
650	0.5579039	0.4683161	0.8889562	0.8018172	0.3716079	0.3126117	0.5456025	0.8580487	0.8486103	0.9491987
700	0.6879782	0.5260266	0.8069245	0.8343638	0.1984927	0.3284154	0.6734635	0.9245899	0.9203401	1.0137024
750	0.7357807	0.7440932	0.7872877	0.6033978	0.1568549	0.4854394	0.6689618	0.9200090	0.9046716	1.0770926
800	0.5287730	0.7890449	0.5723023	0.3371039	0.1618327	0.5718076	0.5553900	0.9312992	0.9426321	1.0434209
850	0.4210661	0.7219327	0.3080335	0.1739071	0.1498536	0.3615683	0.5603453	0.8859695	0.8972324	1.0645106
900	0.4287091	0.5648699	0.1780939	0.1748471	0.1441606	0.2610516	0.6619233	0.8937560	0.7887058	1.0651028
950	0.5298469	0.5868461	0.1301898	0.1529227	0.1643566	0.2679718	0.6852744	0.9054585	0.8807349	1.0992413
1000	0.5466900	0.6680517	0.0965974	0.1977347	0.2087754	0.2132728	0.6664194	0.8927058	0.8493859	1.0449246

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.5283339	0.7057374	0.5290802	0.2187140	0.2961362	0.4508802	0.5717398	0.5191423	0.8620676	1.0569340
100	0.4678389	0.6710150	0.7461363	0.3280061	0.2507812	0.4740240	0.4878675	0.3682657	0.8984569	1.0254050
150	0.4695674	0.5238025	0.7992715	0.3953822	0.2206854	0.4763257	0.3952708	0.3520582	0.8348036	0.9328132
200	0.5720991	0.6156296	0.8430047	0.3401598	0.1777924	0.5328571	0.3617932	0.3282815	0.7767254	0.9603819
250	0.6367672	0.7326457	0.8418533	0.2484659	0.1912037	0.5371275	0.3511568	0.3403112	0.8456995	0.9820069
300	0.5065711	0.8254692	0.8434673	0.1638979	0.2257154	0.5188637	0.3719690	0.3766649	0.8946414	1.0270827
350	0.4283503	0.6565997	0.8270166	0.1798968	0.1794463	0.4670131	0.3868529	0.3620651	0.8471767	0.9642826
400	0.4293138	0.5353796	0.7974631	0.2251260	0.1527937	0.5367848	0.3819855	0.3620161	0.8378576	0.9799024
450	0.5359401	0.4828290	0.8425192	0.1951732	0.1823075	0.4913951	0.2991921	0.3723734	0.7149654	1.0621340
500	0.6933075	0.5546001	0.7485360	0.1473615	0.2948287	0.4991865	0.2948744	0.3591706	0.7652974	1.0439344
550	0.6076418	0.7537774	0.3546245	0.2990754	0.3126097	0.2843300	0.3743829	0.6131645	0.9236112	1.0618640
600	0.4321136	0.7638954	0.1589593	0.4061722	0.2228913	0.2278056	0.4779663	0.8295082	0.9740771	1.0015308
650	0.3962155	0.7352107	0.1465845	0.3109347	0.1664612	0.2268795	0.6708381	0.9067891	0.8496706	1.0025251
700	0.4370785	0.6506785	0.1231744	0.2055212	0.1844957	0.2278503	0.6186676	0.9858109	0.7678551	0.9868173
750	0.5210568	0.7444158	0.1031140	0.1751245	0.2485231	0.2479646	0.7132403	0.9164305	0.7461358	0.9864693
800	0.4924005	0.7118515	0.0755783	0.2092529	0.2934573	0.3186646	0.5928706	0.8927008	0.8120430	0.9649002
850	0.4807080	0.6455772	0.0818425	0.2628718	0.2295411	0.2960910	0.5906193	0.8716439	0.8737699	0.9348539
900	0.4558006	0.8311381	0.1121314	0.3180400	0.2002479	0.2719453	0.6822532	0.8636347	0.9259983	1.0183276
950	0.3196216	0.7681491	0.1261078	0.2382336	0.1938204	0.2520971	0.5385516	0.8178737	0.8310143	1.0046854
1000	0.3858953	0.6882273	0.0997905	0.1994875	0.1785672	0.1670074	0.6115830	0.8780097	0.7940477	1.0377788

0	0.4140202	0.6903553	0.0859464	0.3038380	0.2068541	0.2854021	0.5442298	0.9020887	0.8344515	1.0087282
50	0.1992189	0.6946629	0.1105667	0.2307413	0.1201218	0.6091509	0.7152313	0.9462908	0.7960481	0.9802931
100	0.1447906	0.6010142	0.1045116	0.1595601	0.1578164	0.6336646	0.6669541	0.8579004	0.5340840	0.9692938
150	0.1215152	0.5281878	0.0790044	0.1148458	0.2386540	0.5987175	0.6812858	0.8872248	0.4095167	0.9952057
200	0.1139387	0.6092154	0.0913446	0.2964528	0.4239677	0.6040085	0.5828197	0.8934300	0.4004456	0.9508776
250	0.1344661	0.5889510	0.0962694	0.5248627	0.5283011	0.6596243	0.5626974	0.9080106	0.3917454	0.9778850
300	0.1491947	0.5416756	0.1476592	0.6969668	0.5586108	0.6235595	0.6662941	0.9235434	0.4379326	1.0769930
350	0.1651254	0.5742321	0.3865943	0.7788804	0.5250072	0.5543115	0.6513043	1.0440325	0.4668920	1.0881319
400	0.1776126	0.5834995	0.5876324	0.9097284	0.5183051	0.5874077	0.6678981	0.9872384	0.4962751	0.9956189
450	0.1405147	0.4925215	0.7778442	0.8694404	0.5581417	0.6072342	0.6318262	0.9598093	0.4591863	1.0144298
500	0.1817667	0.3847604	0.8343224	0.9234960	0.5220227	0.6008390	0.6266779	0.9157841	0.3993834	0.8927616
550	0.5786306	0.3833923	0.8570839	0.8581283	0.7035405	0.2778902	0.6370119	0.8327710	0.5393013	0.9322261
600	0.8046868	0.5981638	0.8855655	0.9919489	0.6202055	0.2597862	0.6711040	0.8343123	0.8808246	0.9088448
650	0.7046845	0.7353895	0.9217234	1.0181386	0.4075297	0.4350249	0.6122055	0.7947119	0.9886711	0.8407956
700	0.4704906	0.7860820	0.9415853	0.7922341	0.2118940	0.4911307	0.6423689	0.8393318	0.9739354	0.9500976
750	0.4793125	0.5868774	0.9229725	0.6332338	0.2076894	0.4051174	0.6402776	0.9020304	0.9189634	0.9819696
800	0.4902304	0.5176289	0.6613101	0.3535802	0.1695126	0.3354258	0.6830450	0.8958016	0.7964644	0.9843478
850	0.5419881	0.6771331	0.4156288	0.2144838	0.1767583	0.3191118	0.6771849	0.9462254	0.8572260	1.0193577
900	0.5714076	0.6685987	0.2467418	0.2038258	0.2147854	0.3677962	0.6333765	0.9244066	0.8779193	0.9693214
950	0.5432840	0.7081905	0.1649644	0.2309416	0.1789991	0.4126257	0.6539799	0.8470331	0.8686647	0.9121675
1000	0.4526663	0.6717587	0.0855422	0.1316872	0.1846033	0.3887228	0.6510967	0.8841634	0.8440101	1.0324432
