YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0000000	0.0510250	0.0459962	0.7143308	0.7316054	0.8142245	0.0549947	0.7440726	0.0761443	0.7683721
0.7376472	0.0000000	0.0336049	0.5624564	0.7451698	0.8480309	0.0521470	0.7887798	0.0204438	0.7804302
0.2029068	0.8461526	0.0000000	0.5778983	0.6207971	0.5088450	0.5724040	0.7350870	0.0333288	0.9308671
0.7051568	0.0000814	0.6859077	0.0000000	0.5254102	0.7777307	0.0351301	0.9970368	0.0352253	0.7959368
0.7421874	0.0194374	0.0292215	0.5487869	0.0000000	0.7487925	0.0411603	0.7888786	0.0495752	0.8810747
0.7552514	0.0001131	0.8114249	0.0011615	0.0624878	0.0000000	0.0352062	0.9058720	0.0401080	0.9438623
0.7862336	0.0134229	0.0512924	0.6028726	0.7148711	0.7467718	0.0000000	0.7180383	0.0428057	0.5878221
0.8598359	0.0265989	0.0755385	0.5387918	0.5732508	0.6707867	0.0352293	0.0000000	0.0262207	0.8442837
0.7594465	0.0174035	0.0358209	0.6185273	0.6673133	0.7034202	0.0328521	0.7324930	0.0000000	0.9344028
0.7987937	0.0290823	0.0799591	0.7356976	0.6919988	0.7823190	0.6014394	0.2704157	0.7301623	0.0000000
