YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.1451552	1.0251194	0.0877123	0.2743282	0.9622090	0.2598431	0.6864630	0.7449126	0.7977274	1.0322865
0.3594073	0.4352574	0.0421787	0.1947083	0.9355585	0.1965082	0.9239083	0.5137124	0.7690307	1.0685987
0.2757515	1.0322502	0.0385708	0.2808938	0.8894758	0.2256482	0.5498277	0.8083773	0.8483418	1.0862076
0.2481447	0.8786607	0.0903833	0.1691554	0.9955205	0.2462102	0.5082612	0.7784318	0.8150418	1.0059952
0.2631333	1.0121320	0.0611738	0.2496894	0.5143868	0.2703654	0.6051858	0.6770894	0.9030852	1.0797495
0.3035790	1.0273536	0.0899722	0.2953127	0.6466295	0.1042513	0.6687753	0.8007791	0.8481450	1.0310594
0.2736250	0.9907617	0.3562820	0.7419015	0.8553418	0.2929711	0.3769946	0.7291474	0.7398591	1.0491573
0.2437705	0.6313020	0.0252630	0.1241219	0.9722824	0.2315028	1.0139918	0.2832573	0.7563165	1.0056625
0.7139062	0.9722637	0.0679636	0.2101878	0.9115039	0.2279843	0.6229715	0.6746756	0.4445215	1.0274904
0.6834944	1.0885042	0.0577049	0.2083174	0.8534231	0.2281952	0.6193171	0.7762914	0.6823588	0.4769683
