"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
700	0.0740659	0.7120280	0.0334426	0.6584785	0.5935621	0.5329445	0.6191736	0.7080243	0.5229932	0.7859288
750	0.1144413	0.6776520	0.0113961	0.6638692	0.6446349	0.5693892	0.5540185	0.7551119	0.5159823	0.6802596
800	0.0552706	0.7140350	0.0449437	0.7706530	0.6895166	0.5681973	0.7474538	0.6531254	0.5930895	0.7416805
850	0.0641109	0.7259139	0.0238537	0.7088998	0.5905955	0.5335356	0.5612951	0.7477388	0.6724498	0.7194061
900	0.0501154	0.7423162	0.0307894	0.9092704	0.5902940	0.6749178	0.5161255	0.7917621	0.5846284	0.9578718
950	0.0847929	0.6314740	0.0154870	0.7116024	0.5445881	0.6740221	0.6121958	0.6638226	0.4900846	0.6774814
1000	0.0459547	0.5903027	0.0260722	0.8280278	0.7671497	0.6665024	0.5972625	0.7564001	0.5543216	0.6668553

0	0.0581130	0.6230918	0.0446549	0.6672291	0.5970512	0.6398257	0.5779392	0.7104974	0.6433402	0.7505369
50	0.0509250	0.5445748	0.0128085	0.7206023	0.6552019	0.6560931	0.5792080	0.7869904	0.6296455	0.8077485
100	0.0628720	0.5735495	0.0123680	0.6868978	0.6449234	0.8178720	0.5691608	0.6811937	0.5442365	0.7985843
150	0.0598233	0.5398181	0.0140635	0.6685065	0.5152919	0.7664273	0.5742305	0.6893658	0.7323383	0.6685136
200	0.0604795	0.5103862	0.0207449	0.7565014	0.5874147	0.6386147	0.5977576	0.7168625	0.6847678	0.7559243
250	0.0997276	0.5180671	0.0156616	0.6640351	0.6053184	0.5866103	0.5159176	0.7261514	0.6512787	0.7962310
300	0.0782789	0.5233898	0.0201663	0.6598230	0.6289076	0.6480373	0.4962181	0.7175746	0.6914534	0.6382649
350	0.1107367	0.4825958	0.0130513	0.6749047	0.6897458	0.7371934	0.6056140	0.6442545	0.6445846	0.5477024
400	0.0630021	0.5372993	0.0230810	0.7449315	0.4719705	0.6355153	0.5767121	0.7240150	0.6841536	0.7308357
450	0.0433142	0.5815274	0.0367712	0.7236749	0.5832226	0.7444190	0.6557834	0.7358533	0.7300363	0.7800268
500	0.0950537	0.4978236	0.0131268	0.6653551	0.5110329	0.6673880	0.6054547	0.6477552	0.6035983	0.7246376
550	0.1173782	0.6322052	0.0060097	0.6459553	0.5587131	0.6953222	0.4812801	0.6243782	0.5611762	0.7280858
600	0.0853647	0.6904644	0.0181517	0.5959672	0.6890281	0.5269953	0.5836028	0.7249770	0.5772841	0.6893129
650	0.0602707	0.5793492	0.0177298	0.7303245	0.5675695	0.5789094	0.6605419	0.7293464	0.5758538	0.7005633
700	0.0609495	0.7403011	0.0168197	0.6754740	0.5694566	0.6202705	0.5563261	0.6357553	0.6888380	0.6566328
750	0.0505978	0.7594171	0.0186175	0.7498074	0.5568537	0.5575353	0.4757144	0.6407609	0.5126783	0.6579756
800	0.0640489	0.5207393	0.0298176	0.7628469	0.5118429	0.5205553	0.4883837	0.7457847	0.5704349	0.7012931
850	0.0500108	0.6807674	0.0233662	0.6388150	0.5211202	0.5966098	0.5813443	0.6736774	0.6641003	0.7073302
900	0.0835269	0.7732964	0.0377360	0.6638514	0.5001584	0.5350657	0.6741242	0.7735909	0.5150621	0.6586528
950	0.0473009	0.5489300	0.0220591	0.6643010	0.5852995	0.5141874	0.5650915	0.6525624	0.6024435	0.7620551
1000	0.0584553	0.7522231	0.0087119	0.6188861	0.5264049	0.5533858	0.5715138	0.7738135	0.4547542	0.7533711

0	0.0882454	0.5820787	0.0257750	0.7459184	0.5900291	0.5631194	0.5658236	0.7451622	0.6307523	0.8492507
50	0.0234661	0.6627158	0.0338317	0.6275180	0.6558522	0.4557172	0.5216097	0.6316096	0.6702612	0.7610472
100	0.0099021	0.6189166	0.0200438	0.6241562	0.5957674	0.5927341	0.5219471	0.6042462	0.6550016	0.5741021
150	0.0046280	0.6297546	0.0082579	0.6414162	0.5255284	0.6472085	0.5415542	0.6768865	0.5685363	0.6949531
200	0.0112518	0.7691286	0.0352041	0.6907803	0.7450148	0.5423947	0.5246805	0.6585421	0.5735889	0.6145564
250	0.0061837	0.7095358	0.0073320	0.7459589	0.5636603	0.4964761	0.5391094	0.7494911	0.5994111	0.6775412
300	0.0035655	0.6061930	0.0172028	0.6160375	0.6693780	0.5479814	0.5925981	0.6471046	0.5792053	0.7238491
350	0.0008299	0.5839077	0.0192130	0.8427172	0.6041837	0.6968812	0.4958787	0.7513609	0.4680370	0.7447672
400	0.0140906	0.7185603	0.0088156	0.7044818	0.6338603	0.5920200	0.7684473	0.6067119	0.5679251	0.7131676
450	0.0011495	0.6917447	0.0139688	0.6451616	0.5871046	0.6068449	0.5685216	0.6457429	0.4956082	0.6363862
500	0.0088774	0.6948111	0.0191735	0.7034144	0.5762784	0.6109925	0.4769763	0.6110518	0.4903500	0.6951871
550	0.0574787	0.6390155	0.0451769	0.7048050	0.6598587	0.6113026	0.6166703	0.7048171	0.5692463	0.7672627
600	0.0781215	0.7221120	0.0182412	0.6693406	0.5136861	0.5288038	0.4982116	0.6785630	0.5886553	0.5963661
650	0.0388213	0.5907804	0.0216932	0.6861183	0.5991273	0.5046599	0.4037062	0.7001670	0.5907462	0.6582766
700	0.0670253	0.8386323	0.0182778	0.7129961	0.6693662	0.5742905	0.4581743	0.6474265	0.6059532	0.6489474
750	0.0586507	0.5845321	0.0201728	0.5859214	0.5845825	0.6479391	0.6531393	0.6747508	0.5658494	0.5762935
800	0.0674354	0.8801187	0.0157154	0.7342464	0.6865932	0.4372302	0.5772709	0.6914259	0.6876905	0.7224677
850	0.0765145	0.6259545	0.0207048	0.7045609	0.6812301	0.4848095	0.5306642	0.6051536	0.5453810	0.7281863
900	0.0908908	0.6713220	0.0110493	0.6668025	0.6202536	0.5587615	0.4607936	0.6921140	0.5572421	0.7464683
950	0.1007880	0.6948927	0.0226464	0.7022501	0.6742097	0.5872101	0.5531449	0.9180747	0.4473575	0.6846779
1000	0.0549410	0.5242870	0.0071527	0.7698532	0.6440215	0.4792721	0.4334660	0.7817111	0.5437200	0.7760138

0	0.0425280	0.5773817	0.0233604	0.6093185	0.6970583	0.5104782	0.5663888	0.7642333	0.5234378	0.7841264
50	0.0551834	0.4836496	0.0138447	0.5306086	0.5457537	0.6895252	0.7285261	0.8023481	0.4581849	0.6927412
100	0.0598171	0.4415690	0.0349288	0.6909010	0.4904939	0.6953761	0.6428663	0.8661060	0.5504976	0.6318110
150	0.0547533	0.3555038	0.0267027	0.7617202	0.5698273	0.6098357	0.6165619	0.6822195	0.7014080	0.6954010
200	0.0955853	0.5576590	0.0122596	0.5649246	0.5154965	0.7406914	0.6532706	0.6215548	0.6933974	0.6978114
250	0.0828298	0.4112164	0.0286104	0.5892091	0.5586125	0.7122146	0.6422796	0.7442882	0.7308002	0.6886869
300	0.0682681	0.4724057	0.0234641	0.6806098	0.4594319	0.6815075	0.5856149	0.8651292	0.5014763	0.6070190
350	0.1190226	0.4913876	0.0145534	0.6056390	0.5579525	0.7548322	0.8054480	0.8166228	0.4291490	0.6843671
400	0.0586113	0.4886183	0.0097237	0.6424638	0.4489494	0.8609820	0.7231422	0.6478206	0.6405522	0.6369029
450	0.1365083	0.4985429	0.0249645	0.6530874	0.4595526	0.6877533	0.6707108	0.8249240	0.6696979	0.6089806
500	0.0830744	0.4376250	0.0187897	0.7871383	0.5119481	0.7122972	0.7293366	0.7043118	0.5873736	0.6803956
550	0.0699129	0.5820021	0.0153242	0.6781976	0.4234535	0.6018324	0.6011682	0.7258282	0.5341141	0.8497148
600	0.0574311	0.6522123	0.0190991	0.7252773	0.5248270	0.5333202	0.6328161	0.7436820	0.5984693	0.7499359
650	0.0502198	0.7462852	0.0241090	0.5983977	0.5835766	0.5466563	0.6416814	0.6823644	0.5418875	0.8021781
700	0.0440193	0.8815430	0.0293476	0.5690777	0.5845608	0.6318959	0.5780350	0.6375625	0.4732975	0.8409135
750	0.0524855	0.6209185	0.0182125	0.6132627	0.5769248	0.6051840	0.5241854	0.6976365	0.5171654	0.6731491
800	0.0843647	0.6751127	0.0090491	0.7185526	0.5800554	0.5265437	0.6304909	0.6899814	0.6080808	0.8701284
850	0.1047466	0.7341580	0.0163858	0.6846153	0.5265680	0.5530303	0.5837167	0.7285942	0.4834990	0.7059274
900	0.0907867	0.6651191	0.0065816	0.7787356	0.5591177	0.5701984	0.5414530	0.6910428	0.4609697	0.6950369
950	0.0810568	0.6092555	0.0177362	0.7874901	0.5435102	0.6726012	0.6822105	0.6613405	0.4711525	0.7993332
1000	0.0749479	0.6120615	0.0252457	0.6865258	0.6291803	0.5503682	0.5386566	0.7902616	0.6096056	0.8198686

0	0.0661070	0.6761347	0.0308389	0.6617556	0.6521195	0.4739291	0.5599177	0.6769839	0.6060150	0.7457716
50	0.0526811	0.6670727	0.0331625	0.5764929	0.4501133	0.5583213	0.5524640	0.7309709	0.5724173	0.5383441
100	0.0616577	0.7369270	0.0107129	0.6423022	0.7046755	0.6193380	0.7372307	0.6150629	0.7139708	0.5301283
150	0.0574817	0.7629694	0.0191256	0.7383813	0.6836631	0.5575757	0.5801079	0.7574350	0.5597868	0.4079037
200	0.0720897	0.5761978	0.0140835	0.6634452	0.6570533	0.6396424	0.8159600	0.5972735	0.6049088	0.5207967
250	0.0467881	0.6852471	0.0162134	0.7475246	0.6435633	0.6605974	0.6689895	0.6580312	0.6450820	0.4389126
300	0.0624171	0.6579532	0.0280286	0.7592297	0.5622288	0.6198392	0.7866048	0.8493282	0.4842922	0.4706910
350	0.0710256	0.7086138	0.0270066	0.6320850	0.7175184	0.5172412	0.7190492	0.6475869	0.5422960	0.3757950
400	0.0383125	0.5855227	0.0181988	0.6567630	0.6135868	0.7783805	0.8339338	0.7001689	0.5903752	0.4361189
450	0.0631382	0.5621516	0.0071698	0.6105995	0.6552070	0.6413735	0.6011982	0.8305108	0.5897547	0.4778201
500	0.0859082	0.7418588	0.0175607	0.7469460	0.6149024	0.5569539	0.6654384	0.7412395	0.5792912	0.4429776
550	0.0626686	0.7160472	0.0191344	0.6603194	0.5848277	0.4990238	0.7039395	0.6693401	0.4667639	0.6211203
600	0.1213554	0.5995651	0.0288631	0.6280148	0.5170589	0.6474758	0.6646470	0.7311084	0.5706183	0.7930611
650	0.0454126	0.6871244	0.0210765	0.6333261	0.6710554	0.5083200	0.6629125	0.7377375	0.6040014	0.7535224
700	0.0397621	0.6247516	0.0109500	0.5518028	0.6240668	0.6477654	0.6393903	0.7255801	0.5597069	0.7352104
750	0.0838714	0.6532617	0.0254319	0.7426815	0.5394749	0.4171766	0.6238607	0.8698991	0.4603377	0.6486810
800	0.0457446	0.5983436	0.0211936	0.6542559	0.4913586	0.5799876	0.5156364	0.7172672	0.5707182	0.6609210
850	0.0645524	0.6345192	0.0214326	0.7048869	0.5761919	0.4184408	0.6984702	0.7564834	0.5258627	0.8549359
900	0.0657159	0.7797131	0.0163563	0.5823681	0.7305551	0.4938780	0.5799393	0.6471703	0.5287944	0.7114490
950	0.0699014	0.6630413	0.0085201	0.7453611	0.6414585	0.6364565	0.4825884	0.7340956	0.4600446	0.6348838
1000	0.0337461	0.7278312	0.0287232	0.7727189	0.7042022	0.5788084	0.5517719	0.8436579	0.5213824	0.6426012

0	0.0749687	0.6324839	0.0255392	0.7870528	0.5969479	0.6232602	0.6363369	0.7078143	0.6065277	0.8173388
50	0.0149875	0.7430677	0.0248507	0.5989168	0.5634505	0.6391000	0.5008145	0.3576531	0.5125270	0.7308773
100	0.0052916	0.5794286	0.0298223	0.7979982	0.6279838	0.7867068	0.5207552	0.1531885	0.6515497	0.7358530
150	0.0001025	0.6295826	0.0201610	0.6660048	0.6771856	0.5677037	0.1815364	0.1941248	0.5693730	0.7700256
200	0.0000702	0.6394323	0.0184873	0.6312157	0.5264883	0.4483176	0.0873174	0.1253948	0.6598556	0.6504451
250	0.0009552	0.7186488	0.0290623	0.7809700	0.6476088	0.3349594	0.1075515	0.1205845	0.4735297	0.6997859
300	0.0000602	0.7154873	0.0340841	0.8120031	0.6995515	0.2139022	0.0481395	0.1782440	0.5783201	0.6784380
350	0.0001601	0.5882410	0.0286971	0.7496886	0.7179391	0.2370735	0.0307927	0.1056095	0.6022080	0.6891762
400	0.0010185	0.7054290	0.0252519	0.7678359	0.6519150	0.1814699	0.0363695	0.1317292	0.6308048	0.6074690
450	0.0007186	0.7051413	0.0184180	0.8285961	0.6251909	0.1726573	0.0431115	0.1656164	0.5764129	0.7534126
500	0.0005192	0.7162657	0.0327808	0.7970589	0.6908207	0.1526896	0.0290391	0.1578669	0.6148610	0.6768806
550	0.0404796	0.6482729	0.0104350	0.7306293	0.6832256	0.1537889	0.0957234	0.5188970	0.6703179	0.5063707
600	0.0837750	0.6986418	0.0152825	0.7001662	0.7214917	0.1846900	0.2831163	0.7460552	0.5660263	0.7598283
650	0.0608609	0.6139014	0.0275770	0.6567425	0.7161411	0.4004365	0.3759080	0.6784762	0.5522600	0.6144084
700	0.0541794	0.6516353	0.0167356	0.6579480	0.6903783	0.5058450	0.4630359	0.7791876	0.4600535	0.6095607
750	0.0464558	0.6069226	0.0373535	0.6791476	0.6629887	0.3784857	0.4849794	0.6311608	0.4455197	0.6876737
800	0.0577400	0.7092316	0.0389160	0.8201289	0.5652062	0.4837000	0.5450246	0.7710544	0.4486240	0.7486195
850	0.0557894	0.6093347	0.0055011	0.7882894	0.6181293	0.3861518	0.5534288	0.8390289	0.5501038	0.7243971
900	0.0460451	0.6717732	0.0160630	0.7383566	0.5334085	0.7169659	0.6125761	0.6913400	0.5250985	0.5903753
950	0.0509933	0.7712382	0.0141813	0.6277820	0.6751234	0.6119241	0.6073668	0.6780275	0.5050689	0.7988834
1000	0.0670861	0.6911075	0.0128313	0.7729837	0.5928907	0.4473879	0.5806834	0.7910955	0.5927520	0.7030130

0	0.0692267	0.5802288	0.0291949	0.6754917	0.5532494	0.5592315	0.4905320	0.7599847	0.7103205	1.0000000
50	0.0188042	0.4711713	0.0228181	0.6933627	0.5377036	0.4949568	0.4974404	0.5375327	0.5236038	0.7183474
100	0.0048911	0.6294171	0.0119320	0.7010504	0.5990511	0.5878198	0.4854870	0.5852798	0.5846732	0.7387009
150	0.0008326	0.5918606	0.0287338	0.6217135	0.6115541	0.6088833	0.4052187	0.5832890	0.5592048	0.6405124
200	0.0021182	0.5473701	0.0303890	0.6894717	0.7129618	0.6202127	0.5634021	0.5971991	0.5463722	0.7231343
250	0.0039830	0.6433147	0.0127076	0.6253200	0.5889783	0.5533458	0.4802013	0.6237937	0.6048664	0.5232287
300	0.0003795	0.7354171	0.0352820	0.5720425	0.4524343	0.5228112	0.5126975	0.6270950	0.4753494	0.6235844
350	0.0003096	0.7385433	0.0290724	0.7532574	0.5261330	0.6397825	0.4255983	0.6004412	0.4489810	0.7082906
400	0.0011904	0.7542275	0.0167478	0.6279754	0.6059500	0.5150241	0.4916347	0.5306475	0.4950739	0.8201064
450	0.0010865	0.6913278	0.0336382	0.6837037	0.6925647	0.6760939	0.4647408	0.5611091	0.6052904	0.8053472
500	0.0003100	0.6679383	0.0118416	0.7993981	0.6809417	0.4769455	0.4983929	0.5886541	0.5601761	0.7957991
550	0.0408266	0.6507620	0.0268951	0.7355204	0.6524684	0.5577754	0.4785999	0.7646709	0.5467526	0.7517181
600	0.0362403	0.6553701	0.0343598	0.6779163	0.6151046	0.4773444	0.4591909	0.6956467	0.6170780	0.7726892
650	0.0444279	0.8012010	0.0128590	0.6532200	0.6222910	0.4974433	0.5912723	0.8605916	0.5587393	0.6962532
700	0.0605968	0.6852652	0.0119428	0.6709133	0.5681755	0.6246466	0.6564375	0.7603378	0.5231953	0.6448338
750	0.0657633	0.6381105	0.0107141	0.6326904	0.5610372	0.6611839	0.5485520	0.6558237	0.4751957	0.7428857
800	0.1131530	0.6576532	0.0428624	0.7048159	0.5955827	0.5294804	0.6721266	0.6395229	0.6298110	0.6838788
850	0.0438857	0.5102627	0.0145082	0.7107114	0.6630818	0.5850631	0.6681210	0.7026514	0.6577119	0.7063159
900	0.0718069	0.7158338	0.0093450	0.7295157	0.5470346	0.5480764	0.5657027	0.6054828	0.5937164	0.5915953
950	0.0848361	0.6438943	0.0302304	0.7807974	0.5737761	0.5178170	0.7439761	0.6876052	0.6009257	0.6554051
1000	0.0731871	0.6970894	0.0316925	0.7647769	0.6562947	0.5448250	0.5358646	0.5874611	0.5273560	0.6711157

0	0.0467581	0.5705953	0.0226660	0.7266175	0.6271911	0.5518897	0.5603859	0.7462170	0.6165623	0.7922801
50	0.0515248	0.5395839	0.0131454	0.6453352	0.4648658	0.7052549	0.5639436	0.7639696	0.5093109	0.7203188
100	0.0517874	0.5913995	0.0128502	0.6509951	0.5811551	0.6448230	0.5350760	0.6847820	0.5545584	0.7863241
150	0.0585879	0.5990953	0.0188348	0.7061407	0.5705088	0.4825974	0.5133130	0.8120684	0.5450866	0.7850701
200	0.0753122	0.5940920	0.0176568	0.6270372	0.6131780	0.7177002	0.5455859	0.6075434	0.4059766	0.7046692
250	0.0661698	0.6989732	0.0195741	0.7838150	0.6726692	0.5879304	0.6429305	0.7484738	0.5041861	0.7245098
300	0.0467779	0.7140502	0.0338762	0.6869904	0.6635040	0.6437940	0.4574253	0.8499853	0.5285613	0.7392679
350	0.0873029	0.6295106	0.0140012	0.5859321	0.5980392	0.6385342	0.5733500	0.5896021	0.5616231	0.6247198
400	0.0827166	0.8239661	0.0154055	0.6917774	0.5878643	0.6295142	0.6347860	0.6741715	0.5554500	0.6708100
450	0.0474746	0.6050065	0.0233386	0.8001984	0.7797769	0.5070095	0.5914341	0.7312447	0.5808561	0.8243049
500	0.0572834	0.6628784	0.0363121	0.8410893	0.7555825	0.6951597	0.6193733	0.7800582	0.5720144	0.8272695
550	0.0410325	0.6121698	0.0351940	0.6884176	0.5502470	0.5086590	0.6148393	0.8504477	0.4769531	0.8529761
600	0.0250430	0.6343820	0.0404433	0.7011432	0.4732193	0.5939503	0.6419762	0.8344226	0.5405234	0.6568593
650	0.0911343	0.6762708	0.0268992	0.6626193	0.5531949	0.5245687	0.5742541	0.7658278	0.6033911	0.8030537
700	0.0674385	0.6403572	0.0373470	0.6267205	0.5873179	0.5653692	0.6548405	0.8215871	0.5591309	0.6998677
750	0.1035434	0.6741772	0.0444532	0.6718995	0.6256782	0.5144708	0.5700846	0.8080377	0.5192825	0.4905169
800	0.0725369	0.6694089	0.0219620	0.6259836	0.5640921	0.5465188	0.6390846	0.7885536	0.6188296	0.6984672
850	0.0724303	0.6769233	0.0229740	0.7349504	0.6794105	0.5538113	0.4205609	0.7237972	0.5801201	0.7724636
900	0.0484738	0.7371785	0.0264853	0.7487158	0.5291103	0.5584804	0.6186274	0.7802927	0.5356674	0.8498851
950	0.0608436	0.6834223	0.0220546	0.6593728	0.5039247	0.5903218	0.6500535	0.6980824	0.6064690	0.8929892
1000	0.0465437	0.6309571	0.0238095	0.5649199	0.6635587	0.6163273	0.5427096	0.7097647	0.5173170	0.6484614
