"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.9367507	0.0760021	0.6879213	0.6907784	0.7307284	0.5417425	0.3852728	0.8247923	0.6563461	0.0258758
100	0.9367507	0.0760021	0.6851267	0.6832619	0.7150787	0.5204989	0.3498018	0.8024754	0.4024231	0.0135743
150	0.9367507	0.0760023	0.6818267	0.6774378	0.7218488	0.4983127	0.3560437	0.7384297	0.2914847	0.0063519
200	0.9367506	0.0760026	0.6805494	0.6777180	0.7361254	0.4903300	0.3832643	0.6800745	0.2460289	0.0028295
250	0.9367503	0.0760028	0.6814377	0.6816163	0.7446358	0.4970352	0.4124984	0.6418082	0.2275731	0.0012544
300	0.9367501	0.0760028	0.6830077	0.6849089	0.7430877	0.5109850	0.4345629	0.6201718	0.2200821	0.0005839
350	0.9367501	0.0760027	0.6837854	0.6852282	0.7340029	0.5252767	0.4483869	0.6088962	0.2170386	0.0003070
400	0.9367501	0.0760027	0.6831510	0.6824989	0.7220295	0.5365412	0.4561153	0.6033107	0.2158010	0.0001951
450	0.9367502	0.0760027	0.6813009	0.6779262	0.7107961	0.5441840	0.4601285	0.6006373	0.2152974	0.0001508
500	0.9367502	0.0760028	0.6788225	0.6729174	0.7020173	0.5488783	0.4621116	0.5993889	0.2150924	0.0001340
550	0.9367500	0.0760030	0.6768744	0.6705335	0.7222222	0.5567058	0.5552073	0.4757509	0.5470733	0.0107378
600	0.9367499	0.0760033	0.6776414	0.6750017	0.7325721	0.5844161	0.6668113	0.4259125	0.8038357	0.0232138
650	0.9367497	0.0760033	0.6790972	0.6778462	0.7166094	0.6198236	0.6930413	0.5113416	0.9135521	0.0305235
700	0.9367496	0.0760033	0.6781624	0.6731829	0.6877058	0.6408037	0.6388200	0.6188090	0.9565846	0.0340649
750	0.9367496	0.0760033	0.6742264	0.6627141	0.6650375	0.6396521	0.5689227	0.6994691	0.9729723	0.0356764
800	0.9367495	0.0760036	0.6691781	0.6525449	0.6594121	0.6229337	0.5167056	0.7492930	0.9790821	0.0364623
850	0.9367492	0.0760042	0.6655702	0.6480184	0.6698346	0.6012083	0.4850693	0.7770135	0.9812817	0.0369235
900	0.9367488	0.0760047	0.6648666	0.6504351	0.6888715	0.5818335	0.4677523	0.7914401	0.9820057	0.0372207
950	0.9367484	0.0760049	0.6669651	0.6576289	0.7090385	0.5675911	0.4588040	0.7985934	0.9821937	0.0373756
1000	0.9367481	0.0760049	0.6707931	0.6664610	0.7259282	0.5583314	0.4543600	0.8020040	0.9822204	0.0373902

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.9367507	0.0760021	0.6883453	0.7997290	0.7420969	0.6426053	0.2866043	0.8051588	0.9836345	0.0277823
100	0.9367507	0.0760021	0.6855443	0.8796369	0.6711423	0.7305214	0.2039310	0.8054986	0.9871751	0.0177261
150	0.9367507	0.0760023	0.6755359	0.9067695	0.5924160	0.7648301	0.1852613	0.8065478	0.9914029	0.0118870
200	0.9367505	0.0760032	0.6598320	0.9108868	0.5420283	0.7746731	0.1815739	0.8081773	0.9945269	0.0092325
250	0.9367497	0.0760049	0.6437168	0.9081909	0.5173986	0.7768509	0.1806139	0.8099041	0.9963579	0.0083712
300	0.9367482	0.0760071	0.6309152	0.9049974	0.5071600	0.7770852	0.1801180	0.8113545	0.9972641	0.0083946
350	0.9367462	0.0760095	0.6223221	0.9028767	0.5033928	0.7769321	0.1797592	0.8123921	0.9976183	0.0087720
400	0.9367440	0.0760116	0.6171978	0.9017466	0.5021807	0.7767510	0.1795049	0.8130432	0.9976811	0.0092142
450	0.9367420	0.0760132	0.6144010	0.9012205	0.5018817	0.7766089	0.1793421	0.8134008	0.9976137	0.0095892
500	0.9367403	0.0760143	0.6129799	0.9010018	0.5018725	0.7765101	0.1792500	0.8135646	0.9975076	0.0098595
550	0.9367391	0.0760149	0.6125246	0.7423400	0.5228308	0.6438788	0.3414010	0.8136070	0.9968986	0.0189498
600	0.9367383	0.0760152	0.6168450	0.6385671	0.6133626	0.5527291	0.4232964	0.8133883	0.9938994	0.0294968
650	0.9367380	0.0760145	0.6307588	0.6310594	0.6998851	0.5335038	0.4418526	0.8125222	0.9895475	0.0354690
700	0.9367385	0.0760125	0.6495616	0.6546259	0.7445798	0.5354357	0.4457294	0.8109748	0.9858212	0.0378757
750	0.9367401	0.0760097	0.6661601	0.6756034	0.7600281	0.5395494	0.4470936	0.8091470	0.9834984	0.0383191
800	0.9367425	0.0760070	0.6775143	0.6873621	0.7629386	0.5423066	0.4481036	0.8074975	0.9824230	0.0379534
850	0.9367450	0.0760049	0.6840165	0.6924106	0.7620942	0.5439089	0.4489550	0.8062839	0.9821336	0.0374112
900	0.9367472	0.0760035	0.6872351	0.6940180	0.7606788	0.5448734	0.4495882	0.8055400	0.9822190	0.0369535
950	0.9367487	0.0760027	0.6886047	0.6942179	0.7595102	0.5454886	0.4499890	0.8051687	0.9824215	0.0366417
1000	0.9367497	0.0760023	0.6890668	0.6939719	0.7586782	0.5458832	0.4501995	0.8050372	0.9826169	0.0364559

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.5743137	0.0760015	0.7430284	0.8252271	0.7571558	0.5463771	0.4493172	0.8138898	0.9828966	0.0361483
100	0.2964216	0.0759988	0.8132764	0.9264877	0.7573198	0.5458133	0.4449190	0.8252921	0.9830854	0.0350978
150	0.1958946	0.0759956	0.8588477	0.9673051	0.7579320	0.5441392	0.4397957	0.8328196	0.9836035	0.0336634
200	0.1659033	0.0759932	0.8833948	0.9822442	0.7593997	0.5417284	0.4360504	0.8370296	0.9843375	0.0324502
250	0.1577210	0.0759917	0.8955332	0.9876034	0.7615692	0.5393638	0.4337992	0.8392893	0.9850605	0.0316280
300	0.1556001	0.0759909	0.9012878	0.9895298	0.7639112	0.5375083	0.4325446	0.8405324	0.9856374	0.0311347
350	0.1550682	0.0759906	0.9039822	0.9902344	0.7659661	0.5362368	0.4318490	0.8412542	0.9860403	0.0308602
400	0.1549377	0.0759904	0.9052615	0.9905020	0.7675331	0.5354322	0.4314500	0.8416947	0.9862975	0.0307147
450	0.1549063	0.0759903	0.9058914	0.9906101	0.7686196	0.5349432	0.4312109	0.8419707	0.9864515	0.0306399
500	0.1548988	0.0759902	0.9062176	0.9906575	0.7693276	0.5346497	0.4310634	0.8421441	0.9865396	0.0306022
550	0.5173386	0.0759903	0.8524266	0.8605308	0.7697712	0.5344988	0.4318686	0.8336040	0.9865859	0.0306451
600	0.7952337	0.0759912	0.7831580	0.7612656	0.7699683	0.5349104	0.4359809	0.8224354	0.9865545	0.0310998
650	0.8957615	0.0759931	0.7382129	0.7212707	0.7695944	0.5364681	0.4409309	0.8150812	0.9863313	0.0320396
700	0.9257521	0.0759954	0.7139703	0.7064793	0.7683026	0.5387858	0.4446265	0.8110128	0.9858752	0.0331789
750	0.9339328	0.0759976	0.7018777	0.7007814	0.7662670	0.5410779	0.4468684	0.8088630	0.9852710	0.0342106
800	0.9360519	0.0759993	0.6959709	0.6981691	0.7640213	0.5428786	0.4481197	0.8076764	0.9846533	0.0349864
850	0.9365823	0.0760003	0.6929998	0.6966176	0.7620315	0.5441110	0.4488224	0.8069477	0.9841233	0.0355029
900	0.9367116	0.0760010	0.6913966	0.6955212	0.7605062	0.5448925	0.4492470	0.8064494	0.9837217	0.0358214
950	0.9367423	0.0760014	0.6904569	0.6947148	0.7594430	0.5453749	0.4495288	0.8060886	0.9834432	0.0360097
1000	0.9367493	0.0760016	0.6898697	0.6941369	0.7587422	0.5456765	0.4497279	0.8058259	0.9832613	0.0361197

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.5196372	0.0760019	0.6990313	0.7694932	0.7473840	0.6105667	0.4459412	0.8452858	0.9828901	0.0362980
100	0.1998228	0.0760012	0.7111506	0.8257178	0.6985598	0.6782415	0.4267546	0.8974617	0.9829526	0.0360403
150	0.0841301	0.0760003	0.7141155	0.8414219	0.6384131	0.7106442	0.4053499	0.9317112	0.9830888	0.0356840
200	0.0496139	0.0759998	0.7091056	0.8387075	0.5956933	0.7206386	0.3904349	0.9503699	0.9832717	0.0354429
250	0.0401968	0.0759998	0.7008943	0.8312608	0.5737736	0.7211714	0.3819570	0.9596741	0.9834205	0.0354176
300	0.0377557	0.0760003	0.6933127	0.8250702	0.5655762	0.7190624	0.3776096	0.9640809	0.9834755	0.0355777
350	0.0371433	0.0760009	0.6879673	0.8214919	0.5640628	0.7169359	0.3755080	0.9660980	0.9834289	0.0358298
400	0.0369930	0.0760016	0.6848664	0.8199576	0.5649561	0.7154465	0.3745301	0.9669964	0.9833123	0.0360842
450	0.0369568	0.0760021	0.6833755	0.8195633	0.5662804	0.7145532	0.3740884	0.9673851	0.9831701	0.0362881
500	0.0369481	0.0760024	0.6828225	0.8196507	0.5673553	0.7140637	0.3738944	0.9675462	0.9830378	0.0364266
550	0.4540593	0.0760027	0.6703043	0.7173101	0.5790164	0.6424449	0.3772357	0.9274827	0.9829319	0.0365582
600	0.7738728	0.0760038	0.6567313	0.6480184	0.6339205	0.5677401	0.3936542	0.8753658	0.9828135	0.0369254
650	0.8895646	0.0760052	0.6547884	0.6409985	0.7000759	0.5341192	0.4142262	0.8411150	0.9826050	0.0374332
700	0.9240797	0.0760060	0.6621724	0.6588191	0.7450724	0.5267386	0.4301810	0.8224031	0.9823385	0.0377442
750	0.9334960	0.0760057	0.6724417	0.6777020	0.7658399	0.5299426	0.4400316	0.8130079	0.9821391	0.0377053
800	0.9359372	0.0760048	0.6811041	0.6898816	0.7711653	0.5353380	0.4453900	0.8085053	0.9820949	0.0374108
850	0.9365502	0.0760037	0.6866626	0.6955613	0.7695359	0.5398118	0.4480899	0.8064249	0.9821988	0.0370351
900	0.9367013	0.0760029	0.6894548	0.6971324	0.7660069	0.5427822	0.4493778	0.8055156	0.9823844	0.0367047
950	0.9367384	0.0760023	0.6904251	0.6967507	0.7627827	0.5445321	0.4499565	0.8051651	0.9825817	0.0364706
1000	0.9367476	0.0760020	0.6904451	0.6957523	0.7604741	0.5454820	0.4501906	0.8050725	0.9827464	0.0363320

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.9404610	0.0505185	0.7463113	0.8045658	0.6390815	0.5468179	0.4490806	0.8160700	0.9837704	0.0261576
100	0.9577454	0.0237218	0.8180145	0.8842437	0.5441032	0.5466055	0.4435880	0.8305563	0.9879035	0.0140777
150	0.9771184	0.0098038	0.8616525	0.9110773	0.5056543	0.5447688	0.4370539	0.8408065	0.9927265	0.0068784
200	0.9897140	0.0037958	0.8833855	0.9182260	0.4928312	0.5418081	0.4319927	0.8473188	0.9961719	0.0033026
250	0.9959273	0.0014141	0.8932379	0.9197909	0.4897887	0.5387288	0.4286337	0.8513472	0.9981329	0.0016701
300	0.9985256	0.0005140	0.8975053	0.9201000	0.4901510	0.5361566	0.4265312	0.8537841	0.9991225	0.0009593
350	0.9995002	0.0001839	0.8993417	0.9202358	0.4914378	0.5342625	0.4252558	0.8552145	0.9995894	0.0006587
400	0.9998387	0.0000652	0.9001623	0.9203855	0.4927324	0.5329739	0.4245039	0.8560260	0.9998015	0.0005340
450	0.9999499	0.0000231	0.9005611	0.9205411	0.4937566	0.5321441	0.4240740	0.8564711	0.9998958	0.0004829
500	0.9999849	0.0000083	0.9007773	0.9206775	0.4944814	0.5316320	0.4238356	0.8567081	0.9999372	0.0004620
550	0.9979647	0.0254834	0.8305328	0.7631210	0.6154176	0.5308940	0.4247578	0.8464639	0.9997063	0.0092691
600	0.9847607	0.0522755	0.7520121	0.6824532	0.7128068	0.5308378	0.4295907	0.8329439	0.9977369	0.0201615
650	0.9663656	0.0661932	0.7121750	0.6767520	0.7522731	0.5324173	0.4355161	0.8235687	0.9942034	0.0274179
700	0.9521418	0.0722027	0.6970375	0.6856690	0.7651882	0.5351057	0.4401935	0.8175966	0.9905666	0.0316811
750	0.9438782	0.0745861	0.6924890	0.6924681	0.7677774	0.5379295	0.4434065	0.8136289	0.9876742	0.0340084
800	0.9398001	0.0754872	0.6914411	0.6956162	0.7667315	0.5403153	0.4455876	0.8108584	0.9856945	0.0351883
850	0.9379845	0.0758179	0.6911859	0.6964564	0.7647369	0.5421289	0.4471048	0.8089021	0.9844736	0.0357460
900	0.9372302	0.0759368	0.6909422	0.6962121	0.7628024	0.5434441	0.4481699	0.8075529	0.9837779	0.0359966
950	0.9369317	0.0759790	0.6906014	0.6955951	0.7612281	0.5443784	0.4489050	0.8066593	0.9834042	0.0361090
1000	0.9368176	0.0759938	0.6902216	0.6949423	0.7600401	0.5450322	0.4493953	0.8060934	0.9832108	0.0361638

0	0.9367505	0.0760021	0.6882844	0.6925018	0.7570151	0.5464553	0.4503130	0.8050925	0.9828488	0.0363665
50	0.8349079	0.0505209	0.6884787	0.6926909	0.7579094	0.5359163	0.3125465	0.8497322	0.9837261	0.0266987
100	0.7678142	0.0237271	0.6888796	0.6937255	0.7718431	0.4850933	0.2320330	0.9077065	0.9876601	0.0153625
150	0.7535313	0.0098108	0.6910401	0.6995572	0.8099288	0.4226293	0.2029953	0.9458273	0.9922778	0.0087013
