"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
400	0.6543842	0.3372921	0.2461424	0.4034994	0.2579454	0.0019724	0.2276938	0.0086065	0.0600829	1.0605409
450	0.5971034	0.2909304	0.2640475	0.3765496	0.2951400	0.0075663	0.2255445	0.0011347	0.0564341	0.8942583
500	0.5511545	0.2630882	0.3023994	0.3030792	0.2553965	0.0078684	0.2199772	0.0070242	0.1064337	1.0096458
550	0.4341983	0.3045553	0.3218523	0.3186681	0.4641009	0.0128371	0.5750407	0.0333426	0.1243483	1.0193561
600	0.3543282	0.3617535	0.4375991	0.1984330	0.8253795	0.0169945	0.9660844	0.0602434	0.1592847	0.9958311
650	0.2971455	0.4054160	0.7188815	0.1099712	0.9167228	0.0481232	0.9993663	0.0567925	0.1222714	1.0066993
700	0.3996047	0.5143571	0.7749106	0.0480786	0.9951516	0.0359750	1.1137439	0.0520811	0.0867940	1.0612182
750	0.4604590	0.6794508	0.8893377	0.0474960	1.0943470	0.0324808	1.0248163	0.0333604	0.0470806	1.0305447
800	0.5972975	0.7759272	0.9660075	0.0848055	1.0631285	0.0471879	1.0144600	0.0147343	0.0194439	1.0153517
850	0.6653710	0.7487371	0.9325911	0.1012585	0.9626209	0.0219354	1.0295752	0.0128425	0.0205851	0.9785868
900	0.6935699	0.7756185	0.9156136	0.1199331	0.9436174	0.0284382	1.0656591	0.0294782	0.0197314	0.9823341
950	0.6171021	0.7810486	0.8676946	0.1228588	0.9863073	0.0425294	0.9602548	0.0120970	0.0116921	1.0065063
1000	0.5965311	0.8601107	0.8185773	0.1067683	0.9250485	0.0348667	1.0323154	0.0119760	0.0204151	1.0409264

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.5943660	0.7410553	0.9888080	0.1185116	0.9860013	0.0480262	0.9458861	0.0045287	0.0306332	1.0391056
100	0.5358526	0.7586831	0.9977058	0.1286049	0.9501011	0.0409315	0.8519741	0.0075743	0.0211662	1.0667542
150	0.6467663	0.7994779	0.9253466	0.1290942	0.9222993	0.0226026	0.8505109	0.0030186	0.0123275	1.0184482
200	0.6460667	0.8746636	0.9642977	0.1250178	0.9221080	0.0339973	0.8591955	0.0023322	0.0024691	1.0937885
250	0.7060269	0.8797844	0.9548185	0.1554716	1.0113183	0.0298002	0.8456925	0.0119075	0.0090328	0.9968580
300	0.6349544	0.8419703	0.9286884	0.1160848	0.9619392	0.0253759	0.8646671	0.0088503	0.0053846	0.8576904
350	0.7250870	0.8100682	0.8821843	0.1603909	0.9474594	0.0325725	0.8869971	0.0099748	0.0019624	0.9289567
400	0.6250201	0.7075462	0.8148041	0.1994819	0.9225908	0.0326170	0.8736541	0.0083782	0.0060461	1.0755638
450	0.6232105	0.7320731	0.8213767	0.2040829	0.9773768	0.0193731	0.9743050	0.0035137	0.0080029	1.0363147
500	0.5726685	0.7267032	0.7963174	0.1786227	0.9824996	0.0359860	1.0047560	0.0033348	0.0002209	0.9882014
550	0.5407376	0.7213568	0.8438969	0.1089078	0.9728309	0.0354870	0.9401455	0.0009677	0.0054230	0.9626865
600	0.6553415	0.7744185	0.8984321	0.1083591	0.9387568	0.0416387	0.9782653	0.0027826	0.0098188	1.0796492
650	0.6547814	0.8320567	0.8979978	0.1147240	0.9362832	0.0415324	1.0409424	0.0027888	0.0031121	1.0505561
700	0.6679403	0.8593009	1.0249551	0.1231127	0.9426528	0.0346585	1.0573618	0.0044361	0.0098383	1.0836411
750	0.6943912	0.8888054	0.9789942	0.1078599	0.9807855	0.0406613	1.1523100	0.0066515	0.0161353	1.0492731
800	0.7014865	0.8535181	0.8183492	0.1259448	1.0530411	0.0295765	0.9527804	0.0042954	0.0150086	1.0183158
850	0.7397384	0.9339229	0.8028919	0.1318828	0.9511050	0.0369146	0.9716464	0.0023416	0.0183905	1.1088138
900	0.6770918	0.8037640	0.8033015	0.1723903	0.8980904	0.0322604	1.0714466	0.0045244	0.0139873	1.0285105
950	0.6295373	0.7244617	0.7668212	0.1181620	0.9181611	0.0207450	1.0400195	0.0000796	0.0115406	1.1034732
1000	0.6373094	0.7780019	0.8412481	0.1482058	0.9670733	0.0391730	0.9461197	0.0068103	0.0094645	0.9960355

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.6552636	0.7773412	0.6480441	0.0729109	1.0365430	0.0278420	1.0499081	0.0037757	0.0239144	0.9096249
100	0.7265970	0.6465459	0.4700933	0.1252500	1.0471645	0.0404975	1.0412557	0.0025162	0.0151579	0.7623422
150	0.7670729	0.5238171	0.2707026	0.1708217	0.9711481	0.0227387	1.0559677	0.0028288	0.0114169	0.6866411
200	0.7542152	0.4083769	0.2002766	0.1367440	0.9620980	0.0346325	1.0040882	0.0006383	0.0213089	0.6425873
250	0.6198787	0.3646257	0.1651014	0.1910515	0.9219519	0.0349915	0.9696604	0.0092498	0.0661902	0.6564447
300	0.5804753	0.3067251	0.1685174	0.1414638	0.9779136	0.0231229	0.9259739	0.0024909	0.1069600	0.6993996
350	0.5516204	0.2613368	0.1889681	0.0850990	0.9839899	0.0271057	1.0291547	0.0176584	0.1715076	0.8393718
400	0.5277840	0.2768090	0.2126020	0.0955701	1.0206371	0.0236700	0.9545597	0.0941164	0.2347769	0.7554486
450	0.4589758	0.3005828	0.1887188	0.0850082	0.9178524	0.0347329	0.9539644	0.2596103	0.3013913	0.7023399
500	0.4961614	0.2390532	0.2294374	0.0867392	0.9987979	0.0284996	0.7147194	0.3995056	0.3227074	0.7710748
550	0.4111564	0.2735541	0.4616020	0.1266021	1.0164178	0.0207089	0.5741000	0.5844650	0.3255720	0.8516719
600	0.3656224	0.3548621	0.7166424	0.1437348	1.0483630	0.0159885	0.4269979	0.5826098	0.2579274	0.9235132
650	0.3362515	0.5171893	0.8078544	0.1923762	0.9933678	0.0462864	0.2668634	0.4175807	0.1486677	0.9929504
700	0.4162225	0.6121499	0.7811693	0.2061759	0.9591174	0.0412007	0.5353209	0.2832146	0.1003641	1.0315068
750	0.4028237	0.6448753	0.7596148	0.1749621	0.9867525	0.0378616	0.6670807	0.1470256	0.0588774	1.0609135
800	0.4474052	0.7160247	0.8251333	0.1819813	0.9959884	0.0454199	0.7614358	0.0564468	0.0456062	0.9796632
850	0.5403078	0.8086272	0.8299131	0.1467495	1.0240834	0.0526773	0.8958143	0.0255596	0.0315608	0.9526679
900	0.6552792	0.7324790	0.8569137	0.1131462	1.0089873	0.0345434	0.9293563	0.0218068	0.0243130	0.9552869
950	0.5728849	0.7047635	0.8476975	0.1072725	1.0205636	0.0637274	0.9375434	0.0114473	0.0237677	1.0142161
1000	0.5271256	0.6607023	0.7923012	0.1332640	0.9536210	0.0328876	1.0144905	0.0108598	0.0169966	1.0270831

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.5583480	0.8373315	0.8478302	0.1451963	1.0233860	0.0376106	1.0229056	0.0063462	0.0218246	1.0101606
100	0.5933371	0.8002538	0.6691205	0.0976546	1.0471945	0.0403550	0.9816582	0.0000000	0.0261770	1.0008023
150	0.6057273	0.7176515	0.5945237	0.0961972	1.0301644	0.0490254	0.8886914	0.0058835	0.0121618	0.9114112
200	0.5373054	0.6565036	0.5498489	0.1015685	0.9531411	0.0261617	0.8624257	0.0097509	0.0195588	0.9328698
250	0.5285018	0.5801182	0.5395249	0.1096221	0.9353877	0.0453629	0.9240024	0.0009207	0.0379712	0.9294113
300	0.5809271	0.5327671	0.5098956	0.0864562	1.0409552	0.0215628	0.9859391	0.0011488	0.0098375	0.9446482
350	0.5137741	0.5776702	0.5614136	0.0883497	1.0029000	0.0321501	1.0332890	0.0014160	0.0146350	0.9311760
400	0.5365598	0.6078553	0.5383476	0.0733300	1.0122364	0.0273186	0.9808648	0.0071493	0.0123581	0.9629982
450	0.4991248	0.6130773	0.5381147	0.0625233	1.0268825	0.0382401	1.0455454	0.0060077	0.0206368	0.9104164
500	0.4480097	0.5980930	0.5377055	0.0891893	1.0180017	0.0312640	1.0396913	0.0085289	0.0255337	0.9842611
550	0.5064999	0.6943824	0.7454855	0.0687027	0.9549483	0.0389264	1.0812992	0.0113482	0.0193933	1.0302474
600	0.6189810	0.7370271	0.8761111	0.0640761	1.0460884	0.0264025	0.9507876	0.0019083	0.0082949	0.9202422
650	0.5465697	0.7343584	0.9942425	0.0885913	0.9865338	0.0366043	1.0588016	0.0052475	0.0145620	1.0280224
700	0.6189169	0.7852605	0.9551950	0.1131781	0.9468874	0.0281626	1.0170638	0.0110163	0.0123550	0.9874387
750	0.5203110	0.7688909	0.9299651	0.0969657	0.9314819	0.0135960	1.0683102	0.0005567	0.0150641	1.0508092
800	0.5668170	0.7072484	0.9795576	0.0965801	0.9451245	0.0153977	1.0911086	0.0088120	0.0172400	1.0329307
850	0.5787683	0.6904100	0.9540599	0.0506275	0.8854104	0.0319368	1.0928090	0.0049740	0.0199161	0.9758310
900	0.5770098	0.7176812	0.8995559	0.0718734	0.8991636	0.0168220	1.0136388	0.0002652	0.0055360	1.0225690
950	0.6243636	0.7817466	0.9136454	0.0614369	0.8856569	0.0331696	1.0518038	0.0045957	0.0167149	1.0516911
1000	0.5948740	0.7399273	0.9205687	0.0764635	1.0085376	0.0210265	1.0454283	0.0059599	0.0109984	0.9733648

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.6538161	0.7727795	0.7224566	0.3840328	1.0787032	0.0272955	0.9376253	0.0129177	0.0299245	0.5557085
100	0.6508933	0.7090051	0.4430125	0.5482206	1.0582572	0.0239301	0.9528304	0.0120038	0.0377715	0.2377609
150	0.6635476	0.5063450	0.2471543	0.6899206	0.9300611	0.0239918	1.0582371	0.0047463	0.1333226	0.1093736
200	0.6044865	0.4091582	0.1938448	0.7153583	0.8962975	0.0334670	1.0622121	0.1562946	0.4476080	0.0621043
250	0.4090537	0.3129266	0.1445593	0.6570162	1.0189897	0.0337161	0.8715690	0.5837120	0.6556819	0.0307023
300	0.3630345	0.2891758	0.1342836	0.7183741	0.9571652	0.0432841	0.5474120	0.7489980	0.8950067	0.0329107
350	0.3414758	0.2315676	0.1528019	0.7610993	0.9400969	0.0400858	0.2705329	0.8203706	0.9606962	0.0162821
400	0.3380043	0.1935416	0.1389880	0.8302147	0.9902307	0.0311442	0.2097220	0.8763916	0.9111306	0.0079289
450	0.2299459	0.2103505	0.1577176	0.9263592	0.9102022	0.0949365	0.1272240	0.9184022	1.0725178	0.0062120
500	0.2348300	0.1749208	0.1287847	0.8986074	0.8307765	0.2118046	0.1640618	1.0767280	1.0371908	0.0105657
550	0.1809493	0.2085105	0.1408358	0.6182521	0.6388129	0.1693924	0.1308578	0.9011051	0.9243571	0.3964074
600	0.1957604	0.2037505	0.1634614	0.4700123	0.6105108	0.2366958	0.1202623	1.0203338	0.8382278	0.7707776
650	0.1554600	0.1853320	0.1579422	0.3719915	0.5504545	0.3106048	0.1101354	1.0439901	0.6229373	0.8270013
700	0.1427544	0.1843463	0.2473531	0.4134317	0.4090737	0.4377619	0.0932524	1.0557269	0.5921612	0.9432706
750	0.1509233	0.2494606	0.2746755	0.3886745	0.2782640	0.3073289	0.1532965	0.9479154	0.4219078	0.9003451
800	0.2626022	0.3011588	0.2619295	0.3633114	0.3063413	0.1657938	0.1843690	0.8186672	0.3045303	0.8931503
850	0.2904715	0.3279284	0.3378817	0.3463433	0.4763886	0.0926815	0.2302132	0.5929486	0.1904696	0.9079755
900	0.2527161	0.3532924	0.4091628	0.3183415	0.6865669	0.0591249	0.3733242	0.3227971	0.1309390	1.0048549
950	0.3120822	0.3191302	0.3587781	0.2081623	0.8227781	0.0507496	0.6144539	0.1798286	0.0681666	1.0229717
1000	0.3537178	0.3572200	0.5848610	0.1309530	0.8689768	0.0329712	0.8856541	0.0979485	0.1117599	0.9793205

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.5768249	0.7648156	0.9404587	0.1036619	0.9818040	0.0270730	0.9724104	0.0054824	0.0134249	0.7391924
100	0.5989471	0.7538975	0.9822766	0.1195330	1.0689553	0.0479755	0.9616396	0.0040548	0.0159032	0.4417217
150	0.5922153	0.8390326	0.9779712	0.0901704	0.9631465	0.0488748	1.0298630	0.0043094	0.0249314	0.3376477
200	0.6818623	0.7745417	1.0088458	0.0759871	1.0144678	0.0384944	0.9540154	0.0068761	0.0466921	0.2775628
250	0.6555885	0.8131108	0.9396172	0.0712292	0.9773680	0.0196893	0.8991908	0.0048168	0.0804938	0.2621143
300	0.6099463	0.9396578	0.9675061	0.0922783	0.9739094	0.0293743	0.9872246	0.0114811	0.0681491	0.2419598
350	0.6296167	0.8754657	0.9514805	0.1064765	0.9606555	0.0256136	1.0542658	0.0185020	0.0982535	0.2565903
400	0.7006381	0.8620477	0.8925454	0.1318158	1.0167346	0.0335816	1.0395738	0.0075600	0.0896505	0.2849555
450	0.6427600	0.8240750	0.8413526	0.1694640	0.9731884	0.0545490	0.8725458	0.0051150	0.0778393	0.2862485
500	0.7090785	0.7628143	0.8517066	0.1801424	1.0499039	0.0381084	1.0532987	0.0139233	0.0866880	0.3038894
550	0.6385208	0.7955877	0.8535845	0.1349889	1.0247780	0.0375811	1.0724808	0.0132928	0.0775414	0.5854838
600	0.6708518	0.7070244	0.8001733	0.1179206	1.0309926	0.0412456	0.9639800	0.0091259	0.0380648	0.8492250
650	0.5500673	0.7170252	0.8653262	0.1292165	0.9827211	0.0573041	1.0843984	0.0046685	0.0242695	0.9428865
700	0.5757236	0.8239132	0.9588421	0.0746934	1.0648188	0.0375570	1.0278855	0.0185697	0.0268448	0.9499998
750	0.6179352	0.8426525	1.0054559	0.1151471	0.9660124	0.0240806	0.9878912	0.0160546	0.0177984	0.9090270
800	0.5946581	0.9613844	1.0330730	0.1106283	0.9533486	0.0285221	0.9926680	0.0053770	0.0138802	0.9676699
850	0.6916799	0.9294084	0.9732933	0.1309927	0.9435090	0.0412183	1.0374740	0.0068574	0.0028170	0.9521032
900	0.6194384	0.8886951	0.9216526	0.1230627	0.9618132	0.0308190	0.9612589	0.0129185	0.0233524	0.9902929
950	0.6028084	0.7248431	0.9191027	0.1128614	0.9901549	0.0305485	1.0035771	0.0003432	0.0279428	0.9879035
1000	0.5625741	0.7753329	0.9247178	0.0999121	1.0338138	0.0180041	0.9673526	0.0089920	0.0172892	1.0915389

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.6844324	0.6681658	0.6574565	0.1042541	1.0155953	0.0189535	0.8258369	0.0135680	0.0157255	0.9011742
100	0.8709058	0.8721835	0.5131028	0.0924059	1.0878876	0.0027832	0.6576650	0.0190862	0.0071921	0.8924727
150	1.0760408	0.9073860	0.4116512	0.1425656	1.0299674	0.0000000	0.6327769	0.0405271	0.0011108	0.9096557
200	0.9577567	0.7714012	0.3554742	0.1588856	1.0681596	0.0000000	0.5965007	0.0268607	0.0012253	0.9474521
250	0.9424209	0.7586176	0.3155729	0.1839988	1.0670306	0.0001557	0.5757746	0.0424867	0.0024293	0.8690097
300	0.9513323	0.8058085	0.2663669	0.2341187	1.0473327	0.0000830	0.6116025	0.0403066	0.0009571	0.8556395
350	0.9220498	0.7549235	0.2285658	0.2264454	1.1347988	0.0003645	0.5327348	0.0275767	0.0004245	0.8912395
400	0.8788039	0.7245546	0.2581343	0.2130228	1.0354971	0.0013799	0.5836111	0.0428085	0.0014106	0.7960233
450	0.9248678	0.7458430	0.2601216	0.1896890	1.0026233	0.0011614	0.4299379	0.0411393	0.0012006	0.8637534
500	0.7955612	0.7121998	0.2444996	0.1887547	0.8966927	0.0027138	0.5962747	0.0461371	0.0015072	0.9343506
550	0.7905763	0.6577192	0.4548680	0.2549806	0.9879062	0.0267709	0.7209402	0.0462329	0.0073754	0.9767639
600	0.6094339	0.5418146	0.5184526	0.2167936	0.8892986	0.0317503	0.9462555	0.0299335	0.0135440	1.0432371
650	0.6420617	0.5091985	0.6276303	0.1493495	1.0176018	0.0388354	0.9267505	0.0189286	0.0227829	1.0948438
700	0.4971359	0.6463146	0.8154004	0.1178601	0.9940601	0.0369326	0.9157756	0.0109576	0.0362224	0.9919569
750	0.5300224	0.7949080	0.9823352	0.1035411	1.0035179	0.0318163	1.0151769	0.0012399	0.0264029	1.0103365
800	0.4816887	0.8256339	0.9872843	0.1027682	0.9743524	0.0363862	0.9889038	0.0041042	0.0210411	1.0639061
850	0.5465715	0.7776229	1.0827080	0.0880618	1.0118315	0.0338915	0.9431453	0.0044262	0.0306579	1.1095970
900	0.6204287	0.8085408	1.0429741	0.0797143	1.0530194	0.0286075	0.9296545	0.0113116	0.0240016	1.1026375
950	0.6204104	0.8404431	1.0435732	0.0658794	0.9457105	0.0311749	0.9489488	0.0062697	0.0239169	0.9615709
1000	0.6930182	0.8214565	0.8827818	0.1006449	0.8361363	0.0362673	0.9819210	0.0074513	0.0321492	0.9880933

0	0.6525165	0.8373810	0.8970754	0.0957246	0.9301863	0.0310132	1.0742064	0.0047237	0.0369693	0.9973002
50	0.7130267	0.7593752	0.9101194	0.1072542	1.0194380	0.0451269	0.9414152	0.0035959	0.0079934	0.9634143
100	0.7077811	0.7312034	1.0173255	0.0963560	1.0231988	0.0340022	1.0805497	0.0073247	0.0213292	0.9641995
150	0.6243000	0.8176103	0.9147278	0.0486503	0.9744606	0.0206708	1.0732943	0.0129574	0.0298573	0.9481009
200	0.6641082	0.8718302	1.1125517	0.0266414	0.9931123	0.0462140	1.0117793	0.0055440	0.0171601	0.9997883
250	0.6643966	0.8541276	1.0821855	0.0395566	0.9901042	0.0489348	1.0809128	0.0023181	0.0113897	1.0522959
300	0.6708884	0.9106604	0.9766706	0.0493199	1.0445907	0.0404398	0.9305032	0.0038698	0.0148650	1.0411097
350	0.6604560	0.7792780	0.9554177	0.0405555	0.9598313	0.0624341	0.9955520	0.0116473	0.0117636	1.0488298
400	0.7159916	0.8511721	0.9974105	0.0543693	0.9635218	0.0266236	0.9950293	0.0077324	0.0146759	1.0645071
450	0.7021977	0.8544779	1.0529106	0.0342060	1.0229772	0.0144755	1.0128080	0.0077597	0.0152993	0.9733811
500	0.7064608	0.8468166	1.0048096	0.0629456	1.1551639	0.0175184	0.9688275	0.0040831	0.0157966	1.0128263
550	0.7474116	0.7415299	1.0089544	0.1085915	1.0956228	0.0289174	1.0453523	0.0064312	0.0176238	0.8998843
600	0.6209459	0.8299454	0.8866244	0.1401036	1.0131012	0.0339763	1.0364356	0.0064070	0.0229994	0.9843104
650	0.6607604	0.8454556	0.8330113	0.1144774	1.0677746	0.0319957	1.0680292	0.0028007	0.0078664	0.9376059
700	0.6209196	0.7610287	0.9471631	0.1213918	1.0674482	0.0466266	1.0409365	0.0012619	0.0048627	0.8793060
750	0.6919133	0.7606685	0.9153912	0.1069312	1.0205050	0.0424838	1.0791406	0.0027752	0.0073973	0.9626104
800	0.6793013	0.7738300	0.9303436	0.1428296	0.9503435	0.0276545	0.9616007	0.0051145	0.0064101	1.0142435
850	0.7119362	0.7743929	0.8953882	0.1278179	0.9907085	0.0319053	0.9937576	0.0069927	0.0249749	0.9130457
900	0.6502174	0.7751672	0.9178720	0.1351621	0.9956019	0.0210939	0.8947722	0.0024871	0.0340573	0.9962329
950	0.6223366	0.8397901	0.9878789	0.1427937	0.9506859	0.0351476	1.0208580	0.0093390	0.0188238	0.9645830
1000	0.5851036	0.7617246	1.0008921	0.1009434	1.0617365	0.0203994	0.9466575	0.0062948	0.0058168	0.9906935
