YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.0000020	0.0556224	0.4334465	0.7656461	0.9994996	0.0122689	0.9374263	0.9328086	0.6958685	0.6503898
0.0720413	0.0000016	0.4334465	0.7656461	0.9994996	0.0122689	0.9374261	0.9328084	0.6958685	0.6503904
0.1266053	0.0453942	0.0000000	0.7700769	0.9968357	0.0297955	0.5811110	0.5874773	0.4182631	0.8815858
0.1266533	0.0453956	0.9998218	0.0000006	0.9995043	0.0122062	0.9420850	0.9477720	0.7381915	0.6133144
0.1328745	0.0495521	0.3544124	0.9953043	0.0000085	0.0123397	0.9323431	0.9178487	0.6631925	0.6793259
0.1421380	0.0556267	0.4335017	0.7654930	0.9999970	0.0000055	0.9374267	0.9328118	0.6958821	0.6503842
0.1420942	0.0556085	0.4334251	0.7655277	0.9999750	0.9997979	0.0000019	0.9327775	0.6958289	0.6504621
0.1420878	0.0556054	0.4334106	0.7655351	0.9999701	0.9997770	0.0025158	0.0000003	0.6958193	0.6504732
0.1418430	0.0554422	0.4317238	0.7698018	0.9999940	0.9999726	0.0025142	0.0322333	0.0000062	0.9999983
0.2155464	0.1024639	0.8375384	0.1799299	0.9994635	0.0126754	0.9103749	0.8651079	0.5861295	0.0000001
