YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.5935882	0.2157015	0.8450454	0.2594706	0.5513988	0.3850364	0.5990282	0.6894324	0.0878555	1.0468721
0.3987774	0.2068924	0.6490180	0.3058606	0.4990457	0.8718723	0.6968278	1.0258686	0.1563214	0.4957912
0.3243207	0.0823130	0.8459150	0.5055932	0.2002175	0.3282853	0.5648824	1.0040417	0.0868085	1.0932227
0.4676275	0.3256366	0.9918482	0.1818066	0.5180676	0.8324051	0.6339993	1.0404069	0.0268883	0.9961526
0.5743441	0.3717214	0.8999387	0.0386170	0.5966758	0.3027025	0.4463634	0.9229376	0.1223670	0.8317963
0.3753234	0.1614024	0.9269559	0.2774626	0.4276776	0.5108538	0.5871564	0.9883213	0.0846275	0.8443701
0.4607414	0.5795920	0.8762802	0.2843308	0.4165515	0.1736051	0.4916535	0.9773842	0.0246746	1.1053714
0.6327070	0.4428575	0.8948443	0.2540070	0.4757649	0.6261476	0.5885290	0.7022649	0.0931422	0.6434703
0.5344561	0.3745137	0.9984539	0.1812441	0.4475528	0.1813523	0.3606512	0.8551346	0.0273456	1.0302811
0.4356016	0.2104687	0.9517301	0.2228557	0.3579081	0.2858543	0.3299895	0.9939659	0.0454496	0.7556673
