YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0000000	0.0962367	0.0221466	0.6996667	0.5308040	1.0458489	1.0403023	0.9450535	0.0682586	0.1093246
0.0326039	0.0000000	0.0484556	0.6884128	0.4842880	0.9447409	0.9491480	1.0536011	0.0507617	0.1052255
0.0162844	0.0608850	0.0000000	0.7483230	0.6231429	1.0379252	0.9060122	0.9948218	0.0686376	0.1134837
0.5856871	0.6146259	1.0476810	0.0000000	0.5196135	0.9434798	0.9890848	0.8644715	0.0888063	0.1337459
0.0395872	0.0839758	0.0214149	0.9902181	0.0000000	1.0549414	1.0212991	0.9723271	0.0502014	0.0832384
0.0268306	0.0638416	0.0247151	0.9794743	0.0216545	0.0000000	1.0749752	0.9852588	0.0746128	0.1080306
0.0275226	0.0384130	0.0284832	1.1115387	0.0350405	0.0245535	0.0000000	0.8827411	0.0450311	0.1442303
0.0452580	0.1004025	0.0298479	0.7119849	0.5666369	0.9077217	0.9541124	0.0000000	0.1785589	0.1572216
0.0340960	0.1137381	0.0570958	0.6698479	0.5811160	0.8761658	1.0233265	0.9863239	0.0000000	0.1111327
0.0365702	0.0730872	0.0397301	0.7203665	0.6258602	0.9969794	0.9580817	0.9691288	0.0577666	0.0000000
