YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.0566367	0.0271241	0.0028638	0.5342432	0.3424975	0.8258656	0.2002673	0.4150092	0.7327017
0.7276060	0.0000000	0.3362399	0.5397766	0.5975864	0.2501054	0.7494889	0.1986459	0.0835670	0.7344436
0.7851451	0.0128487	0.0000000	0.3913751	0.5131317	0.3162599	0.7007661	0.1695271	0.1533440	0.8472159
0.7398243	0.0128706	0.0101706	0.0000000	0.5062704	0.2787127	0.8740567	0.1424826	0.0892658	0.7380613
0.0207097	0.8294343	0.3784178	0.5761800	0.0000000	0.2942784	0.7280630	0.2668051	0.4772561	0.8036892
0.0133694	0.6116077	0.3476500	0.4229246	0.0079829	0.0000000	0.7184107	0.2600945	0.5386891	0.7609015
0.0157173	0.6764172	0.1460172	0.4115701	0.6794502	0.8660704	0.0000000	0.4406144	0.7320347	0.6614252
0.0238947	0.6766842	0.2206766	0.2090428	0.6168638	0.3400249	0.5952341	0.0000000	0.4734829	0.7314209
0.0170970	0.7914536	0.3314841	0.4897485	0.5000138	0.3040016	0.7471345	0.1992737	0.0000000	0.7020370
0.0434838	0.7909063	0.2418643	0.3589453	0.5523029	0.3437553	0.7324052	0.1799393	0.3312211	0.0000000
