YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0348788	0.0000000	0.3387507	0.3332249	0.1568836	0.6803997	0.0000000	0.4853801	0.7365440	0.7220351
0.4295068	0.0000000	0.2873936	0.3915625	0.2007626	0.7848238	0.7226501	0.0000000	0.7403213	0.6445704
0.4932874	0.0777307	0.0000000	0.5357794	0.0000000	0.8354960	0.7569710	0.5309364	0.6569578	0.6031292
0.3265252	0.0824423	0.0000000	0.5039161	0.0745113	0.9232463	0.0000000	0.5708909	0.6812238	0.6259230
0.0186802	0.0829432	0.3388504	0.2690690	0.1077275	0.6486928	0.0000000	0.0000000	0.7480384	0.8433050
