"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.0219250	0.9999808	0.3484544	0.4439096	0.6945856	0.3779689	1.0000000	0.2643049	0.4988449	1.0000000
50	0.0075067	0.9999831	0.3383467	0.2859500	0.5801503	0.1339441	1.0000000	0.2652952	0.7776337	1.0000000
100	0.0049937	0.9999802	0.2972631	0.1509689	0.2796083	0.0607064	1.0000000	0.2786737	0.8826787	1.0000000
150	0.0045558	0.9999624	0.2307061	0.0669130	0.0942981	0.0387260	1.0000000	0.3149443	0.9226090	1.0000000
200	0.0044798	0.9998698	0.1603009	0.0308333	0.0360668	0.0321292	1.0000000	0.3601529	0.9387937	1.0000000
250	0.0044683	0.9992503	0.1056325	0.0282579	0.0211282	0.0301493	1.0000000	0.3954353	0.9470179	1.0000000
300	0.0044787	0.9949618	0.0763336	0.0638865	0.0172108	0.0295551	1.0000000	0.4164573	0.9526128	1.0000000
350	0.0045478	0.9816002	0.0759031	0.1152044	0.0161009	0.0293768	1.0000000	0.4272841	0.9567398	1.0000000
400	0.0046921	0.9793143	0.0963334	0.1520155	0.0157687	0.0293233	1.0000000	0.4324393	0.9595722	1.0000000
450	0.0047469	0.9892201	0.1226554	0.1721378	0.0156669	0.0293072	1.0000000	0.4347859	0.9613395	1.0000000
500	0.0046792	0.9955627	0.1450929	0.1819538	0.0156355	0.0293024	1.0000000	0.4358235	0.9623578	1.0000000
550	0.0192169	0.9979506	0.1750565	0.3068337	0.1386684	0.2733257	1.0000000	0.4351294	0.7729390	1.0000000
600	0.0216032	0.9991439	0.2113386	0.2810333	0.4527484	0.3465630	1.0000000	0.4142915	0.6995113	1.0000000
650	0.0219399	0.9996344	0.2349405	0.3400337	0.6119594	0.3685433	1.0000000	0.3679346	0.6549920	1.0000000
700	0.0219601	0.9998188	0.2616185	0.3900121	0.6675338	0.3751401	1.0000000	0.3248583	0.6087894	1.0000000
750	0.0219461	0.9999007	0.2890595	0.4182644	0.6858156	0.3771199	1.0000000	0.2963744	0.5668185	1.0000000
800	0.0219358	0.9999410	0.3113993	0.4322997	0.6917723	0.3777141	1.0000000	0.2802513	0.5371297	1.0000000
850	0.0219303	0.9999609	0.3268852	0.4388322	0.6936943	0.3778925	1.0000000	0.2718884	0.5192218	1.0000000
900	0.0219276	0.9999707	0.3365356	0.4417477	0.6943066	0.3779460	1.0000000	0.2677922	0.5093167	1.0000000
950	0.0219263	0.9999756	0.3421164	0.4430089	0.6944991	0.3779621	1.0000000	0.2658669	0.5040957	1.0000000
1000	0.0219257	0.9999781	0.3451693	0.4435402	0.6945590	0.3779669	1.0000000	0.2649900	0.5014260	1.0000000

0	0.0219250	0.9999808	0.3484544	0.4439096	0.6945856	0.3779689	1.0000000	0.2643049	0.4988449	1.0000000
50	0.0219249	0.9999903	0.3565205	0.5655942	0.5917896	0.1542666	1.0000000	0.2651971	0.4988540	1.0000000
100	0.0219247	0.9999931	0.3800793	0.6126302	0.3232196	0.0871281	1.0000000	0.2770284	0.4992988	1.0000000
150	0.0219245	0.9999949	0.4036720	0.6310831	0.1422574	0.0669783	1.0000000	0.3090071	0.5024544	1.0000000
200	0.0219244	0.9999961	0.4205392	0.6396847	0.0746253	0.0609308	1.0000000	0.3502589	0.5126754	1.0000000
250	0.0219243	0.9999969	0.4311684	0.6490165	0.0535903	0.0591158	1.0000000	0.3844726	0.5334324	1.0000000
300	0.0219242	0.9999973	0.4385067	0.6671468	0.0471603	0.0585711	1.0000000	0.4062859	0.5620462	1.0000000
350	0.0219242	0.9999976	0.4456002	0.6919987	0.0451643	0.0584076	1.0000000	0.4182512	0.5908013	1.0000000
400	0.0219241	0.9999978	0.4536108	0.7139244	0.0445401	0.0583586	1.0000000	0.4242594	0.6137778	1.0000000
450	0.0219241	0.9999980	0.4616456	0.7283985	0.0443453	0.0583438	1.0000000	0.4271080	0.6294682	1.0000000
500	0.0219241	0.9999981	0.4684379	0.7364642	0.0442849	0.0583394	1.0000000	0.4284032	0.6390825	1.0000000
550	0.0219241	0.9999961	0.4689600	0.6266506	0.1849588	0.2820404	1.0000000	0.4272141	0.6444700	1.0000000
600	0.0219242	0.9999955	0.4523946	0.5213574	0.4770767	0.3491785	1.0000000	0.4043678	0.6438914	1.0000000
650	0.0219242	0.9999947	0.4236458	0.4743482	0.6198229	0.3693282	1.0000000	0.3597251	0.6264100	1.0000000
700	0.0219243	0.9999929	0.3958746	0.4557748	0.6699472	0.3753757	1.0000000	0.3197648	0.5924060	1.0000000
750	0.0219244	0.9999903	0.3755670	0.4485182	0.6865686	0.3771906	1.0000000	0.2936211	0.5576967	1.0000000
800	0.0219245	0.9999875	0.3628931	0.4456904	0.6920095	0.3777354	1.0000000	0.2788720	0.5323706	1.0000000
850	0.0219246	0.9999850	0.3557351	0.4445900	0.6937689	0.3778988	1.0000000	0.2712305	0.5168509	1.0000000
900	0.0219248	0.9999831	0.3519555	0.4441628	0.6943299	0.3779479	1.0000000	0.2674892	0.5081661	1.0000000
950	0.0219249	0.9999820	0.3500530	0.4439979	0.6945063	0.3779626	1.0000000	0.2657311	0.5035456	1.0000000
1000	0.0219249	0.9999813	0.3491290	0.4439349	0.6945613	0.3779670	1.0000000	0.2649304	0.5011658	1.0000000

