YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.2814632	0.7052781	0.2523837	0.4284309	0.4943194	0.3380038	0.2417124	0.0005771	0.0470340	1.0316976
0.1860233	0.5530178	0.2674724	0.5006893	0.5902043	0.1008420	0.4427194	0.0084291	0.0635528	1.1173779
0.4922936	1.0340510	0.0008574	0.1360478	0.7032299	0.2541853	0.0003822	0.1738023	0.0861646	0.9702925
0.2234725	0.7751959	0.1227094	0.3758088	0.8129632	0.0760492	0.3855844	0.0011638	0.0802360	0.9274965
0.4866682	0.4058645	0.3874095	0.2300607	0.4852522	0.3047156	0.2299960	0.0963260	0.0841616	0.8127351
0.3782216	0.9817680	0.0598511	0.3166297	0.3764902	0.6613998	0.2188645	0.3301952	0.5245970	0.2930881
0.3101492	0.6672016	0.2698380	0.3818174	0.3973608	0.2996532	0.5898223	0.0561424	0.0779566	0.9911593
0.3924865	0.8114499	0.0660622	0.3578562	0.2797825	0.8192309	0.0326979	0.5179103	0.0601257	0.9843093
0.1929763	0.8285804	0.1376577	0.4337806	0.9046144	0.1255563	0.6393132	0.0025915	0.0799845	0.8323988
0.4044859	0.6129849	0.1200517	0.3068502	0.8118056	0.0889616	0.1391261	0.0488291	0.1689942	0.6335297
