"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	0.9809390	0.8367059	0.3711592	0.1434571	0.1343891	0.0920377	0.8662749	0.8729233	0.3920736	1.0000000
50	0.9809164	0.8408847	0.3715980	0.1525490	0.1695627	0.0910998	0.9475997	0.8683657	0.4230768	0.4698198
100	0.9810758	0.8431215	0.3857581	0.1765934	0.1771492	0.0890968	0.9515852	0.8111446	0.5242227	0.3731655
150	0.9813270	0.8489483	0.4132269	0.1959140	0.1761147	0.0876346	0.9378586	0.6420125	0.6307373	0.3555449
200	0.9818218	0.8594034	0.4386393	0.2048024	0.1735678	0.0871243	0.9188999	0.4381255	0.7018911	0.3523326
250	0.9826065	0.8708236	0.4541628	0.2067347	0.1720824	0.0873666	0.9054734	0.2997075	0.7397743	0.3517470
300	0.9834961	0.8799455	0.4608782	0.2062259	0.1720588	0.0879473	0.8991678	0.2280528	0.7574395	0.3516403
350	0.9842772	0.8858337	0.4628111	0.2059292	0.1729756	0.0885266	0.8969295	0.1948171	0.7649168	0.3516208
400	0.9848493	0.8890722	0.4633400	0.2066268	0.1741700	0.0889558	0.8961685	0.1801690	0.7678106	0.3516172
450	0.9852165	0.8907016	0.4641802	0.2080697	0.1752180	0.0892286	0.8956464	0.1739626	0.7688196	0.3516166
500	0.9854328	0.8916080	0.4656919	0.2097380	0.1759788	0.0893937	0.8950130	0.1714524	0.7691183	0.3516165
550	0.9855065	0.8887690	0.4662308	0.1999989	0.1408974	0.0907848	0.7962243	0.1760706	0.7015303	0.8817967
600	0.9854550	0.8875417	0.4547072	0.1753452	0.1343989	0.0934762	0.8076900	0.2423844	0.5636348	0.9784510
650	0.9853565	0.8843319	0.4302433	0.1581645	0.1370305	0.0951399	0.8267463	0.4175048	0.4694889	0.9960715
700	0.9851359	0.8772246	0.4063363	0.1519178	0.1405307	0.0954017	0.8436270	0.6218056	0.4210622	0.9992838
750	0.9846927	0.8674824	0.3919498	0.1516909	0.1419518	0.0948239	0.8530246	0.7597267	0.3993245	0.9998694
800	0.9840364	0.8581981	0.3866272	0.1527485	0.1413588	0.0940558	0.8561519	0.8295616	0.3908937	0.9999762
850	0.9833019	0.8516271	0.3856829	0.1528180	0.1398519	0.0934513	0.8565493	0.8601769	0.3884895	0.9999957
900	0.9826552	0.8479318	0.3852555	0.1516708	0.1383477	0.0930776	0.8568078	0.8720865	0.3884508	0.9999992
950	0.9821851	0.8459823	0.3838153	0.1499380	0.1372319	0.0928625	0.8578350	0.8758405	0.3890804	0.9999999
1000	0.9818785	0.8446128	0.3814645	0.1482345	0.1365002	0.0927154	0.8594673	0.8763854	0.3897310	1.0000000

0	0.9809390	0.8367059	0.3711592	0.1434571	0.1343891	0.0920377	0.8662749	0.8729233	0.3920736	1.0000000
50	0.9816873	0.8799031	0.3700506	0.1425069	0.1296968	0.0846451	0.8975229	0.3070186	0.4074366	0.6972351
100	0.9835684	0.8952927	0.3676788	0.1375221	0.1191093	0.0812275	0.9017959	0.1784678	0.4518889	0.6420397
150	0.9850025	0.9001692	0.3600568	0.1279273	0.1103798	0.0795462	0.9055222	0.1399617	0.4951538	0.6319773
200	0.9857625	0.9000214	0.3460288	0.1177157	0.1049574	0.0786363	0.9120545	0.1192961	0.5232823	0.6301429
250	0.9860336	0.8963797	0.3289487	0.1095895	0.1018070	0.0780059	0.9198298	0.1053191	0.5383557	0.6298085
300	0.9859667	0.8901159	0.3128962	0.1039692	0.0998156	0.0774584	0.9268441	0.0965713	0.5458072	0.6297475
350	0.9856541	0.8823792	0.3000556	0.1002455	0.0983318	0.0769590	0.9322183	0.0916204	0.5495900	0.6297364
400	0.9851719	0.8744320	0.2906567	0.0977060	0.0970956	0.0765264	0.9360148	0.0889467	0.5518184	0.6297344
450	0.9845987	0.8672323	0.2839683	0.0958586	0.0960485	0.0761763	0.9386516	0.0874570	0.5534277	0.6297340
500	0.9840094	0.8612307	0.2791273	0.0944378	0.0951903	0.0759073	0.9405333	0.0865285	0.5547569	0.6297339
550	0.9821966	0.7886518	0.2755240	0.0935914	0.0984285	0.0828369	0.9249677	0.4272196	0.5306317	0.9324988
600	0.9778912	0.7588830	0.2738659	0.0956360	0.1071941	0.0855984	0.9245255	0.5504482	0.4803237	0.9876942
