YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.1172152	0.2646983	0.1975778	0.9514110	0.8379296	0.0259853	0.9994095	0.2461422	1.0000000	1.0000000
0.4989599	0.4184582	0.2221369	0.7177464	0.9826939	0.0678134	0.9185116	0.1000015	1.0000000	0.9993309
0.1173911	0.2701244	0.2027023	0.9078072	0.8422717	0.1452409	0.8125644	0.1944841	1.0000000	1.0000000
0.0152441	0.3404652	0.1320198	0.5218835	0.6580412	0.0481506	0.8065461	0.1640755	0.9988752	1.0000000
0.1122705	0.3237485	0.1986986	0.9512547	0.9804294	0.0751801	0.9978495	0.2461422	1.0000000	0.9452270
0.0013814	0.1526377	0.1045487	0.8773312	0.7049865	0.1885036	0.9934855	0.2461422	1.0000000	1.0000000
0.1268576	0.4173212	0.2053624	0.8735322	0.4230047	0.2768792	0.4508029	0.7985599	0.4218104	1.0000000
0.2562322	0.2831814	0.2152122	0.7614505	0.9797088	0.0713901	0.9979848	0.2461422	1.0000000	1.0000000
0.3453758	0.5041777	0.1885251	0.9197255	0.8673537	0.0779019	0.8097724	0.2461422	1.0000000	0.9429631
0.5296862	0.3874245	0.1894671	0.9026198	0.5795632	0.1315732	0.7345879	0.4557767	0.6242049	0.7546971
