YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0000000	0.0470971	0.0098235	0.4843430	0.3846930	0.7378844	0.6589775	0.7563178	0.0501577	0.0604318
0.0165353	0.0000000	0.0330328	0.4557211	0.3132810	0.7454735	0.7095870	0.7776225	0.0278726	0.0433834
0.0096459	0.0348693	0.0000000	0.4781364	0.4009357	0.6428429	0.6259320	0.6652842	0.0342692	0.0935202
0.5429665	0.3502384	0.7083133	0.0000000	0.3089830	0.7059223	0.7012467	0.6787799	0.0597816	0.0880150
0.0279149	0.0698459	0.0131792	0.7613662	0.0000000	0.7966120	0.6851998	0.8640170	0.0434776	0.0485946
0.0107647	0.0993920	0.0289821	0.5871562	0.0393054	0.0000000	0.6919730	0.7141044	0.0478103	0.0655942
0.0232703	0.0427420	0.0443985	0.8312007	0.0181876	0.0203938	0.0000000	0.6296682	0.0254672	0.0929862
0.0167158	0.0780746	0.0211151	0.4347496	0.4437989	0.6162677	0.6701239	0.0000000	0.1083658	0.1267634
0.0375223	0.0935433	0.0581032	0.3993547	0.4296538	0.5310292	0.7997936	0.8973600	0.0000000	0.1210386
0.0169334	0.0493181	0.0216236	0.4634299	0.4818875	0.5811482	0.6628297	0.7920589	0.0424869	0.0000000
