YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.1149979	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.0881592	0.2996543	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.2267697	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4310605	0.0230412	0.0935283	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534851	0.0460752	0.0467923	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0935430	0.1738522	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0936820	0.8243900	0.5000076	1.0000000	0.0003503	1.0000000
0.1387106	0.4614303	0.2157360	0.0460772	0.0935845	0.3477036	1.0000000	0.5000000	0.0003503	1.0000000
0.2299893	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0001756	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0032583	0.5000013
