YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000000	0.4121395	0.8025008	0.0545302	0.8604429	0.7873489	0.8809571	0.5822934	0.2415426	0.2671051
1.1371166	0.0000000	0.7726169	0.0887146	0.6727870	0.6157181	0.6929165	0.1691763	0.0236220	0.0194710
1.0320954	0.0245809	0.0000000	0.0845874	0.8176741	0.7053700	0.6944979	0.1919737	0.0479616	0.0057433
0.8104282	0.4985897	0.8003906	0.0000000	0.8398400	0.7244964	0.7322596	0.4212633	0.2849091	0.2991852
0.9398630	0.4622630	0.7966128	1.1191195	0.0000000	0.7270053	0.6704945	0.3174843	0.0363511	0.0044044
1.1027427	0.0103284	0.0073106	0.6946273	0.0555185	0.0000000	0.7454349	0.2661215	0.0243315	0.0111684
0.9132611	0.0249463	0.0099032	0.7577579	0.0444105	0.0491367	0.0000000	0.2466440	0.0418870	0.0130504
1.0310352	0.1775865	0.1870077	0.3728395	0.1312776	0.2260720	0.0485770	0.0000000	0.0494494	0.0613526
0.9964829	0.4427792	0.8123978	0.0833124	0.8355407	0.7326739	0.8237965	0.4005417	0.0000000	0.3226665
0.8082835	0.4616831	0.8113703	0.1003867	0.7953104	0.6940577	0.7040014	0.2635126	0.0264792	0.0000000
