YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000000	0.2825469	0.2707530	0.7308646	0.1195160	0.5519128	0.6548156	0.2944696	0.0000000	0.1978111
0.0000000	0.3788005	0.3132279	0.6005760	0.1062547	0.4593219	0.6169801	0.3234755	0.8354941	0.0000000
0.0422398	0.0000000	0.5125906	0.0000000	0.0486648	0.5337812	0.6804159	0.3505946	0.1476052	0.6537834
0.7711028	0.2493816	0.3522761	0.6920609	0.0980875	0.4898615	0.7925269	0.6650665	0.0000000	0.0000000
