"Time"	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
850	0.9502935	0.8763929	0.8633283	0.4220625	0.4027358	0.6823397	0.6518584	0.0874082	0.9681738	0.0227549
900	0.8763969	0.8586361	0.7725298	0.5298718	0.3604568	0.6323857	0.6833642	0.1058193	0.9967328	0.0201194
950	0.9684813	0.8211838	0.8438269	0.6377447	0.3744124	0.6329579	0.6407490	0.0985539	1.0399976	0.0359733
1000	1.0448940	0.8751003	0.7150293	0.6223933	0.3626167	0.7090429	0.6216526	0.0918956	0.9537146	0.0285856

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	1.0310768	0.9375776	0.8582894	0.1797252	0.4781187	0.6519715	0.7129505	0.1143884	0.9473981	0.0310420
100	1.1312156	0.9532125	1.0187978	0.1446749	0.4619012	0.7078523	0.6092276	0.1452693	1.0151629	0.0385036
150	0.9932138	0.8447613	1.0749414	0.1101118	0.3988873	0.6524874	0.7308489	0.1355417	0.9646777	0.0059896
200	1.0135907	0.8420077	1.0043590	0.1386617	0.3397104	0.6485949	0.6076726	0.1091611	1.0390383	0.0389042
250	0.9828686	0.9217542	0.9907689	0.2191451	0.3810937	0.6995608	0.6546265	0.0840749	0.9302675	0.0455985
300	1.0225557	0.9629757	1.0083704	0.1860910	0.3962128	0.7418968	0.7370959	0.0768288	1.0028013	0.0237957
350	1.0085884	0.8967885	1.0015936	0.1275279	0.4262594	0.6327770	0.6894388	0.1157022	1.0009650	0.0340464
400	0.9948269	0.9545617	0.9877809	0.1118691	0.3792682	0.6387063	0.6588070	0.1385233	0.9869290	0.0259830
450	1.0632453	0.9256873	1.0248892	0.1574265	0.4021106	0.6261850	0.5659973	0.1459941	0.9716826	0.0269508
500	0.9114310	0.9276595	1.0457150	0.1447197	0.3048037	0.7016274	0.6106723	0.1001044	0.9602720	0.0431102
550	0.9466500	0.8716503	0.9394251	0.4163472	0.3452788	0.6650248	0.6633823	0.1040556	0.9390346	0.0308717
600	1.0062024	0.9023194	0.9643227	0.3132531	0.4477971	0.6883975	0.6953852	0.1022973	1.0897839	0.0303966
650	1.0013413	0.9071670	0.9438887	0.3112305	0.4367924	0.6697244	0.6550328	0.1226792	1.1399809	0.0249426
700	0.9768037	0.8932432	0.8988614	0.3332872	0.4155142	0.5936717	0.6126724	0.1260452	1.0461500	0.0203002
750	1.0279634	0.8256722	0.9059665	0.4011345	0.3777376	0.6180542	0.5454492	0.1020863	1.0199855	0.0475626
800	1.0136668	0.8753042	0.8745784	0.4259199	0.3016096	0.6138483	0.6040954	0.0816320	1.0910559	0.0238114
850	1.0432402	0.8865139	0.8442760	0.5476536	0.2856607	0.7233214	0.6247422	0.0864014	1.0127998	0.0270108
900	0.9628632	0.8903582	0.8078276	0.6604159	0.4147417	0.7326901	0.6944050	0.0995823	0.9694216	0.0534821
950	1.0339238	0.8067302	0.7055028	0.5198138	0.4696115	0.7364723	0.7243016	0.1047690	1.1079188	0.0513260
1000	1.0020143	0.8132279	0.7930791	0.3808912	0.4970117	0.7638878	0.6488205	0.1354432	1.0121426	0.0439558

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	0.5489752	0.8331812	0.7264240	0.1931858	0.7773948	0.7071938	0.6213709	0.3654766	0.9064753	0.0483332
100	0.4800208	0.6646721	0.6974927	0.0673593	0.9358640	0.6657606	0.5056954	0.5058037	0.8329964	0.0393563
150	0.3727318	0.4965637	0.7069878	0.0272327	1.0464588	0.7242466	0.4042832	0.5780790	0.8414699	0.0654799
200	0.4619541	0.3329165	0.6953252	0.0144240	0.9236469	0.7468889	0.3238928	0.5995623	0.8219611	0.0526191
250	0.4249105	0.3380013	0.7094758	0.0135582	0.9110181	0.8186035	0.2812502	0.5617772	0.8983269	0.0391965
300	0.4380824	0.3953413	0.6557206	0.0054856	0.8900319	0.8910183	0.3076334	0.5930444	0.9292683	0.0224416
350	0.4485014	0.3493119	0.7554890	0.0027595	0.9689444	0.8662759	0.3025489	0.5484931	0.8881982	0.0391860
400	0.3589090	0.3420985	0.7405340	0.0013171	0.9250378	0.7969484	0.2738534	0.5551193	0.8791817	0.0550190
450	0.4067790	0.4014897	0.8711662	0.0161942	0.9867883	0.8122753	0.2672778	0.5540141	0.8828248	0.0302099
500	0.3518210	0.4592981	0.6809044	0.0084453	0.9806555	0.8231773	0.2563482	0.5537260	0.8425057	0.0384122
550	0.7840112	0.4245646	0.9059756	0.0196837	0.7745983	0.8434394	0.2678324	0.4079918	0.8891683	0.0420869
600	0.9304189	0.6602693	0.9655667	0.0356204	0.6460302	0.8813039	0.3077206	0.2917492	0.9768345	0.0341206
650	0.9561958	0.7500039	0.9660905	0.1125003	0.6343679	0.9122506	0.3312229	0.2673184	0.9749333	0.0407651
700	1.0275553	0.8736282	0.9273812	0.0908051	0.6593992	0.8696401	0.3564307	0.2453828	0.9718154	0.0332210
750	1.0071576	0.8347526	0.9115089	0.1049247	0.6124579	0.9333261	0.3640654	0.2490915	1.0131863	0.0190280
800	0.9234672	0.8622940	1.0522041	0.1108715	0.5802189	0.8754610	0.3681661	0.2911112	0.9692772	0.0096260
850	0.9528809	0.9784943	1.0218915	0.1399087	0.6001737	0.7753868	0.4057260	0.2188289	0.9805901	0.0238354
900	1.0442780	0.9651413	0.9396685	0.1808402	0.4948856	0.8310222	0.4454645	0.2091111	1.0595201	0.0139714
950	0.9924157	0.9354980	1.0055921	0.1824805	0.5151459	0.8171091	0.4551623	0.1773622	1.0597040	0.0163061
1000	0.9782290	0.9027606	1.0133354	0.1964438	0.5508036	0.7871281	0.5360683	0.1569748	1.0572622	0.0322676

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	0.7869101	0.9353343	0.4385371	0.2546563	0.4162431	0.6697827	0.6059058	0.0867787	1.0221220	0.0592537
100	0.7830672	0.7808788	0.3435474	0.2470917	0.3328019	0.6205469	0.6805152	0.0712865	1.0301672	0.0861195
150	0.7803846	0.7119829	0.3856521	0.3041603	0.2997669	0.5727693	0.7165604	0.0739362	1.0426032	0.1458663
200	0.7945712	0.6873662	0.3499512	0.3066595	0.2885155	0.6093294	0.6392889	0.0625430	1.0240804	0.1682282
250	0.7694646	0.6233760	0.3194392	0.2934549	0.3249025	0.6188049	0.7767584	0.0508314	0.9508183	0.1944196
300	0.8001806	0.5432833	0.2979431	0.3787625	0.2871982	0.6534232	0.7458516	0.0399457	0.9432803	0.2673593
350	0.7944999	0.5974519	0.3581877	0.2948119	0.3736967	0.6017085	0.8461698	0.0834397	1.0314262	0.3077297
400	0.7839693	0.5827702	0.3374236	0.2309041	0.3503719	0.6024517	0.8083901	0.0988069	1.0142066	0.2201145
450	0.7429015	0.6165071	0.3517355	0.2420822	0.2958964	0.5429993	0.7043675	0.0873344	1.0692039	0.2549611
500	0.7599559	0.6018652	0.3210963	0.3309984	0.2895939	0.6387592	0.6281551	0.0721229	1.0059392	0.2528966
550	0.8564755	0.4493611	0.7387447	0.6404976	0.2614138	0.6094325	0.8069607	0.0439821	0.9631459	0.2048626
600	0.9364287	0.6706997	0.8444573	0.7774088	0.2845733	0.6544897	0.7799524	0.0496228	0.9385377	0.0957723
650	1.0198184	0.7959857	0.7862106	0.6472891	0.3823586	0.6927330	0.7500927	0.0611538	0.9551796	0.0355517
700	1.0418032	0.8357566	0.7034856	0.4257022	0.4508848	0.6760896	0.6842310	0.1206799	0.9453351	0.0406391
750	1.0460944	0.8394814	0.8245628	0.3660399	0.4329667	0.7379063	0.7080553	0.1492179	0.9302851	0.0558622
800	1.0015658	0.8356845	0.7970514	0.3453616	0.5134685	0.6628444	0.6186427	0.1176621	0.9969678	0.0534334
850	1.0514690	0.9467644	0.9122283	0.2703190	0.5280069	0.6725533	0.5585996	0.1514903	0.9948480	0.0578822
900	1.0747524	0.9794497	0.9395299	0.2250410	0.5376591	0.7483958	0.5707013	0.1717012	0.9673298	0.0412562
950	1.0314718	0.9260189	0.9828364	0.1436413	0.4916517	0.6646149	0.6373241	0.1864010	1.0442804	0.0406704
1000	1.0383403	0.9275499	0.9698212	0.2248741	0.3518858	0.6267127	0.5221656	0.1539135	1.0720892	0.0205246

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	0.4993391	0.9255207	0.6222642	0.2072062	0.6584686	0.6831688	0.5973965	0.1235460	0.9042215	0.0358376
100	0.3997738	0.6811508	0.5898134	0.1400848	0.6532644	0.6820671	0.5936893	0.1720161	0.9805241	0.0675473
150	0.4063549	0.4196784	0.5970571	0.1295745	0.6268854	0.6212632	0.6018792	0.1790411	0.9672433	0.0535252
200	0.3547973	0.3709550	0.6425299	0.1093830	0.6321382	0.6173519	0.5500879	0.2443271	0.9831982	0.0810719
250	0.3311226	0.2709837	0.6218234	0.0961578	0.6684193	0.5569304	0.5528076	0.2302515	0.9445678	0.0603498
300	0.3398937	0.2072188	0.6154589	0.0944925	0.6421463	0.6002451	0.5365893	0.2066050	0.9783610	0.0709973
350	0.3748937	0.1586339	0.5618067	0.0834566	0.6819417	0.6267175	0.5158153	0.1985560	0.9847966	0.0805105
400	0.3720175	0.1982563	0.5914805	0.0812061	0.6730887	0.6866661	0.5043560	0.1983466	1.0264987	0.0846117
450	0.3390026	0.1906491	0.6003787	0.0696162	0.7276404	0.7502274	0.4925127	0.2357505	0.9025599	0.0909730
500	0.3180723	0.1899009	0.6603132	0.0796940	0.6875975	0.7050381	0.5034820	0.1942807	0.9934947	0.0676534
550	0.7713796	0.3482780	0.9623515	0.1073298	0.5691733	0.7174345	0.5167189	0.1751639	1.0034823	0.0532433
600	0.8465905	0.5674062	0.9572152	0.1414524	0.5908208	0.8161404	0.5489826	0.1752928	0.9803732	0.0403940
650	1.0027388	0.7696748	0.9807121	0.1259204	0.5652889	0.7583161	0.4803198	0.1838993	0.9936104	0.0455399
700	0.9966370	0.8100757	1.1021532	0.1307746	0.5045358	0.7419380	0.5622098	0.1950934	0.9365522	0.0325354
750	0.9148365	0.9375465	1.0091240	0.1656201	0.4628663	0.8324292	0.4995638	0.1705622	0.9023378	0.0309067
800	0.9432707	0.9948631	1.0248659	0.2165800	0.5173000	0.7073781	0.5360899	0.1159077	0.9694789	0.0315209
850	0.9818453	1.0073208	1.0048142	0.1515877	0.4867666	0.7427759	0.5145954	0.1501724	1.0501583	0.0262690
900	1.0552512	1.0046000	0.9786332	0.2232130	0.3899148	0.6649836	0.5636203	0.1547563	1.0534286	0.0141576
950	0.9602786	0.9467760	0.9549681	0.2782463	0.3982855	0.6880494	0.5186064	0.1369169	1.0064193	0.0142765
1000	0.9964078	1.0200298	0.9122498	0.4037787	0.4074428	0.7037900	0.5254000	0.0926067	1.0263575	0.0117321

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	1.0471303	0.9504889	0.4020729	0.3476825	0.3629773	0.5137418	0.6470530	0.1141630	1.0149930	0.0476866
100	0.9515664	0.9160184	0.3518126	0.4539743	0.2331495	0.4241195	0.6046951	0.1164092	1.0243352	0.0634275
150	1.0854071	0.7012873	0.3137385	0.6903318	0.1910334	0.3479916	0.6485968	0.0864685	1.0165062	0.1398194
200	0.9990514	0.5269868	0.2435575	0.9092775	0.1226579	0.3696056	0.6793224	0.0598031	1.0101191	0.1895329
250	0.9921329	0.4393797	0.1360810	0.9848755	0.0996386	0.4245468	0.7614815	0.0254445	0.9546695	0.2694596
300	0.9309532	0.3182775	0.1478564	1.0134038	0.1535389	0.4445422	0.8217498	0.0146843	0.9767796	0.4394701
350	0.9418376	0.1704249	0.1470563	1.0387389	0.1822987	0.4347302	0.8314921	0.0213998	0.9635166	0.6398170
400	1.0185089	0.1155685	0.1298909	0.9901007	0.1874745	0.4459470	0.8806835	0.0274715	0.9371314	0.7283211
450	1.0399921	0.0803872	0.1539489	0.9255574	0.1564779	0.4130415	0.9307532	0.0383064	0.8564992	0.7725325
500	0.9905915	0.0937981	0.1461452	0.9704719	0.1084115	0.3972428	0.8609056	0.0272162	0.7470633	0.7220785
550	1.0375447	0.2323572	0.4623189	0.9502789	0.1820400	0.6365168	0.8456737	0.0253387	0.6619036	0.3966075
600	1.0469942	0.4994539	0.4384868	0.8822441	0.2924809	0.7169169	0.7530838	0.0329279	0.8583789	0.1470174
650	0.9072400	0.6619321	0.5120677	0.6627089	0.4387311	0.7795411	0.8398887	0.0385807	0.9784407	0.1032884
700	0.9565266	0.5903509	0.6332697	0.3504695	0.4870963	0.8092356	0.8872144	0.0865025	0.9491658	0.1113103
750	1.0276123	0.6531321	0.7222387	0.2210693	0.5344669	0.6971847	0.7613375	0.1356268	1.0776593	0.0788578
800	0.9481346	0.6968870	0.9403182	0.1509726	0.5509063	0.6530126	0.6779205	0.1708006	1.0591834	0.0463653
850	1.0913523	0.7657320	0.9295374	0.2187410	0.3792499	0.5566426	0.6842177	0.1631499	1.0354174	0.0463102
900	1.0859698	0.8156373	0.9256591	0.3682738	0.2754578	0.6032236	0.5978104	0.1458306	0.9925288	0.0489222
950	1.1133172	0.9323312	0.9399227	0.5958078	0.3113074	0.6751031	0.5450451	0.1093301	1.0869819	0.0316323
1000	0.9310652	0.9214324	0.8650271	0.8615620	0.3430380	0.7195394	0.6254333	0.0496065	1.0739296	0.0284603

0	0.9475766	0.8918563	0.8830855	0.4602248	0.4782944	0.6740092	0.6331312	0.1136632	1.0495288	0.0469470
50	1.0114864	0.8911318	0.2588040	0.2701873	0.4768123	0.6271869	0.5279681	0.3646045	0.8926258	0.0405725
100	0.9970853	0.6777086	0.0914305	0.2230978	0.3629134	0.5862861	0.4469821	0.4845512	0.9782733	0.1895191
150	0.8954181	0.3110478	0.1003586	0.3307396	0.3473248	0.6068523	0.4159406	0.4683447	0.9654344	0.5643728
200	1.1043109	0.1642675	0.1156031	0.3353094	0.3436501	0.6337832	0.3026861	0.4890043	0.8965162	0.7959590
250	1.0384945	0.1105906	0.0696982	0.4890512	0.2717304	0.6501970	0.2666915	0.4906675	0.8951865	0.7496537
300	1.0136915	0.0642892	0.0812129	0.6963595	0.2798404	0.7110934	0.2647745	0.4703666	0.8448021	0.8827566
350	0.9909658	0.0505736	0.0963180	0.7445960	0.3649791	0.6932088	0.3088943	0.4168577	0.7315905	0.9940176
400	1.0882725	0.0626124	0.0878413	0.7079490	0.3218304	0.7074801	0.2960094	0.4397098	0.5798712	0.8870366
450	1.0714338	0.0487895	0.0954998	0.5749660	0.3131918	0.7197392	0.3047186	0.3920549	0.6177636	0.9043866
500	0.9838188	0.0351035	0.1018157	0.5519532	0.2826209	0.7150613	0.3933963	0.4316829	0.5736510	0.8421597
550	0.9905217	0.2619475	0.8520585	0.7098753	0.3618265	0.8124019	0.3779258	0.1500299	0.5832146	0.4635433
600	0.9309565	0.6176663	0.8200210	0.5503470	0.4648001	0.7610838	0.4391307	0.1214979	0.7916897	0.1289570
650	1.0759933	0.8121597	0.7320467	0.3352556	0.4198248	0.8113673	0.5290901	0.1264621	0.8782717	0.0522418
700	1.0655261	0.8602795	0.8648703	0.2961757	0.4428990	0.8164302	0.5997828	0.1131206	0.9890583	0.0314444
750	1.0548136	0.8947596	0.8658747	0.2213951	0.4674916	0.7978479	0.5653561	0.1600517	1.0496695	0.0422158
800	1.1063276	0.9293355	0.9710400	0.2371872	0.5089381	0.7290573	0.6026016	0.1936893	0.9966590	0.0309002
850	0.9649285	0.9471299	0.9896945	0.2165013	0.4766370	0.7078124	0.6164656	0.1605259	0.9782316	0.0423031
900	1.0553853	0.8260819	0.9656849	0.2384708	0.4461721	0.7022682	0.5755358	0.1422063	1.0072718	0.0406448
950	0.9898106	0.8901151	0.9147604	0.2766785	0.4570664	0.7116628	0.5915410	0.1002451	0.9986227	0.0266136
1000	1.0082401	0.9984513	0.9743285	0.3089924	0.5182654	0.7827382	0.5565072	0.1444937	0.9917067	0.0366966
