YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.7868062	0.1919933	0.0005189	0.9544781	0.9192139	1.0000000	0.2657321	0.7466780	0.8667085	0.9617885
0.8016519	0.2657541	0.0003673	0.9879047	0.9618623	1.0000000	0.0705457	0.8221415	0.9097601	0.9618906
1.0000000	0.0000015	0.0005143	0.9544765	0.9192139	1.0000000	0.2685911	0.5761225	0.9137722	0.9617871
1.0000000	0.0000015	0.0005652	0.9896436	0.9579646	0.9013228	0.2862979	0.7033120	0.8721010	0.9994523
0.8039320	0.3089071	0.0900255	0.9898290	0.9537634	1.0000000	0.2143048	0.4754978	0.9018523	0.9618722
0.8820974	0.1110511	0.0004037	0.9544555	0.9183570	0.9889614	0.2662731	0.8412256	0.8667070	0.9617852
0.9822918	0.0028504	0.0900680	0.9774346	0.9015832	0.5775376	0.2414713	0.7583109	0.8720801	0.9993004
1.0000000	0.0000015	0.0007471	0.9553061	0.9537325	1.0000000	0.2086067	0.8831455	0.8858946	0.9990901
0.9630653	0.1042534	0.0002758	0.9553234	0.9544492	0.7877099	0.2999597	0.4356449	0.8782527	0.9618735
0.6070580	0.3899185	0.0431844	0.9865638	0.9486730	1.0000000	0.0686687	0.9246154	0.9073869	0.9618603
