YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0000000	0.0710365	0.0060929	0.9858418	0.9698962	0.4121536	0.8953287	1.1013770	1.0268484	1.0196234
1.0666754	0.0000000	0.0080102	0.9084179	1.0610741	0.3822491	0.9864868	0.9495293	0.9603036	1.0209079
0.9625433	0.0932715	0.0000000	0.9361009	0.9765972	0.3444797	0.8509020	1.0271773	0.9573594	0.9358780
0.2195344	0.7388481	0.9995625	0.0000000	0.1731784	0.0463165	0.7472107	0.6810402	0.9777515	1.0199751
0.9548280	0.0789087	0.0038909	1.1271886	0.0000000	0.0360515	1.0585838	1.0947622	1.0274192	1.0393271
0.8423707	0.0845105	0.0023560	1.0094695	0.9457535	0.0000000	0.9827929	1.0045560	0.9369103	0.9834858
0.9746075	0.0911415	0.0020611	0.9907452	1.1364435	0.0275469	0.0000000	0.9989175	0.9208218	0.9183976
0.9425017	0.0932481	0.0009482	1.0682725	0.9946923	0.0218272	0.0564368	0.0000000	0.9318192	0.8987116
0.9534378	0.0839004	0.0116759	0.8976724	0.9255599	0.3739223	1.0256871	0.9904897	0.0000000	0.9138984
0.8847990	0.1044621	0.0006985	0.9260927	0.9911478	0.3995893	1.0610249	0.8964410	0.5574028	0.0000000
