YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.0000020	0.3858710	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.6523212	0.0000017	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2221817	0.9999818	0.0000000	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2222115	0.9999722	0.0107372	0.0000009	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2221347	0.9999890	0.0107402	0.0014618	0.0000037	0.7060201	0.9726111	0.9967351	1.0000000	0.9999594
0.4479512	0.3858659	0.8193089	0.6994461	1.0000000	0.0000050	0.9726111	0.9967351	1.0000000	0.0897586
0.2283021	0.3877404	0.8173662	0.6954404	0.9877422	0.4411373	0.0000034	0.9967351	1.0000000	0.0909341
0.2285816	0.3875396	0.8174421	0.6955132	0.9877947	0.4411197	0.0405030	0.0000017	1.0000000	0.0909046
0.2284305	0.3876669	0.8173928	0.6954661	0.9877634	0.4411040	0.0668910	0.0321933	0.0000009	0.0909236
0.4479461	0.3858710	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0000042
