"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
200	0.7739277	0.4360705	0.3532722	0.0646588	0.9499175	0.4932720	0.2592255	0.7763196	0.1221637	0.7331295
250	0.7570923	0.4619785	0.3255261	0.0646581	0.9664521	0.4302651	0.1742819	0.8281425	0.1102192	0.7262815
300	0.7641497	0.4833059	0.3137604	0.0646575	0.9764649	0.3969068	0.1350699	0.8535483	0.1057009	0.7237778
350	0.7799888	0.4907415	0.3088785	0.0646570	0.9815756	0.3785631	0.1176423	0.8656572	0.1045605	0.7228740
400	0.7922450	0.4871342	0.3068788	0.0646568	0.9838635	0.3674731	0.1100319	0.8713292	0.1041729	0.7225497
450	0.7966252	0.4797825	0.3060660	0.0646566	0.9848496	0.3605094	0.1067323	0.8739562	0.1034911	0.7224336
500	0.7948417	0.4743102	0.3057372	0.0646565	0.9853808	0.3564643	0.1053040	0.8751611	0.1025223	0.7223922
550	0.7696412	0.5563425	0.5147319	0.0646565	0.9857456	0.3575182	0.1058543	0.6698312	0.1040574	0.8273310
600	0.7836322	0.6467909	0.7493600	0.0646565	0.9849458	0.3801312	0.1199500	0.3995636	0.1184428	0.9252741
650	0.8252832	0.6829270	0.8818842	0.0646565	0.9802891	0.4336649	0.1886313	0.2192097	0.1423879	0.9710039
700	0.8590402	0.6765173	0.9448286	0.0646566	0.9701572	0.5156077	0.3715549	0.1195641	0.1657720	0.9892401
750	0.8745840	0.6542577	0.9725712	0.0646569	0.9561045	0.6142904	0.6104110	0.0695742	0.1826379	0.9960878
800	0.8754321	0.6349636	0.9843356	0.0646573	0.9419421	0.7109739	0.7940416	0.0456242	0.1922036	0.9985914
850	0.8691397	0.6254156	0.9892169	0.0646578	0.9308222	0.7904640	0.9001764	0.0339293	0.1968109	0.9994953
900	0.8623529	0.6244219	0.9912164	0.0646582	0.9234916	0.8479335	0.9533704	0.0277750	0.1993731	0.9998196
950	0.8584739	0.6277126	0.9920290	0.0646586	0.9188601	0.8861542	0.9781962	0.0242831	0.2016955	0.9999356
1000	0.8577300	0.6314138	0.9923577	0.0646589	0.9154871	0.9103032	0.9893996	0.0222353	0.2042055	0.9999770

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8939376	0.6292644	0.9925789	0.0646597	0.9046616	0.9455867	0.9985223	0.0192005	0.2092672	0.9667905
100	0.9317637	0.6103795	0.9925791	0.0646597	0.9053906	0.9447185	0.9985651	0.0188195	0.2055903	0.9357976
150	0.9516228	0.5833890	0.9925791	0.0646596	0.9085312	0.9432782	0.9986216	0.0186157	0.1977543	0.9213271
200	0.9584985	0.5608333	0.9925792	0.0646595	0.9148963	0.9419804	0.9986718	0.0183869	0.1879913	0.9155566
250	0.9589347	0.5469721	0.9925792	0.0646593	0.9232512	0.9413570	0.9987203	0.0180351	0.1790799	0.9133897
300	0.9571933	0.5404865	0.9925792	0.0646590	0.9315331	0.9415681	0.9987772	0.0176032	0.1725543	0.9125975
350	0.9553796	0.5385090	0.9925793	0.0646586	0.9382594	0.9424473	0.9988433	0.0171797	0.1685855	0.9123115
400	0.9541897	0.5386100	0.9925793	0.0646583	0.9429347	0.9436727	0.9989114	0.0168283	0.1665966	0.9122089
450	0.9536211	0.5393131	0.9925794	0.0646581	0.9457657	0.9449368	0.9989730	0.0165719	0.1658393	0.9121722
500	0.9534499	0.5399486	0.9925795	0.0646579	0.9472506	0.9460372	0.9990227	0.0164037	0.1657024	0.9121591
550	0.8994095	0.5452721	0.9925795	0.0646579	0.9478780	0.9471226	0.9990541	0.0166740	0.1662982	0.9453639
600	0.8430867	0.5745123	0.9925795	0.0646578	0.9475380	0.9491670	0.9990483	0.0170073	0.1703283	0.9763552
650	0.8261780	0.6152584	0.9925795	0.0646578	0.9448932	0.9517104	0.9990201	0.0171786	0.1799078	0.9908250
700	0.8356541	0.6433130	0.9925796	0.0646579	0.9383822	0.9534819	0.9989894	0.0173852	0.1930963	0.9965953
750	0.8515437	0.6514550	0.9925795	0.0646581	0.9281857	0.9538243	0.9989535	0.0177775	0.2049643	0.9987621
800	0.8627131	0.6464969	0.9925795	0.0646584	0.9169536	0.9528597	0.9988993	0.0183271	0.2120032	0.9995543
850	0.8667639	0.6379212	0.9925795	0.0646589	0.9080327	0.9511318	0.9988219	0.0188809	0.2140451	0.9998403
900	0.8657985	0.6316213	0.9925794	0.0646593	0.9031499	0.9492676	0.9987317	0.0192945	0.2130487	0.9999429
950	0.8629881	0.6291919	0.9925793	0.0646596	0.9018535	0.9477375	0.9986475	0.0195180	0.2111913	0.9999796
1000	0.8606280	0.6296078	0.9925793	0.0646597	0.9025547	0.9467378	0.9985848	0.0195896	0.2098041	0.9999927

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8604142	0.6326150	0.9925789	0.0646597	0.9046324	0.9457371	0.7120744	0.0195677	0.2097803	1.0000000
100	0.8605833	0.6326522	0.9925791	0.0646597	0.9046113	0.9457913	0.4046432	0.0195621	0.2098834	1.0000000
150	0.8606846	0.6325759	0.9925791	0.0646597	0.9045363	0.9458203	0.2384142	0.0195623	0.2099385	1.0000000
200	0.8607085	0.6324836	0.9925792	0.0646597	0.9044703	0.9458303	0.1623564	0.0195647	0.2099471	1.0000000
250	0.8606864	0.6324267	0.9925792	0.0646597	0.9044381	0.9458306	0.1298726	0.0195666	0.2099310	1.0000000
300	0.8606539	0.6324121	0.9925792	0.0646597	0.9044353	0.9458284	0.1164577	0.0195673	0.2099115	1.0000000
350	0.8606316	0.6324233	0.9925792	0.0646597	0.9044468	0.9458273	0.1110150	0.0195670	0.2098996	1.0000000
400	0.8606243	0.6324409	0.9925792	0.0646597	0.9044591	0.9458279	0.1088282	0.0195663	0.2098966	1.0000000
450	0.8606271	0.6324534	0.9925792	0.0646597	0.9044660	0.9458294	0.1079543	0.0195658	0.2098992	1.0000000
500	0.8606331	0.6324577	0.9925792	0.0646597	0.9044672	0.9458309	0.1076062	0.0195656	0.2099030	1.0000000
550	0.8606379	0.6324563	0.9925792	0.0646597	0.9044652	0.9458318	0.3939092	0.0195655	0.2099057	1.0000000
600	0.8606398	0.6324531	0.9925792	0.0646597	0.9044627	0.9458321	0.7012886	0.0195656	0.2099066	1.0000000
650	0.8606396	0.6324504	0.9925792	0.0646597	0.9044610	0.9458321	0.8674974	0.0195657	0.2099063	1.0000000
700	0.8606385	0.6324493	0.9925792	0.0646597	0.9044606	0.9458319	0.9435473	0.0195658	0.2099056	1.0000000
750	0.8606375	0.6324494	0.9925792	0.0646597	0.9044608	0.9458318	0.9760279	0.0195658	0.2099051	1.0000000
800	0.8606371	0.6324500	0.9925792	0.0646597	0.9044613	0.9458317	0.9894415	0.0195657	0.2099048	1.0000000
850	0.8606370	0.6324505	0.9925792	0.0646597	0.9044616	0.9458318	0.9948837	0.0195657	0.2099049	1.0000000
900	0.8606372	0.6324508	0.9925792	0.0646597	0.9044618	0.9458318	0.9970703	0.0195657	0.2099050	1.0000000
950	0.8606374	0.6324508	0.9925792	0.0646597	0.9044617	0.9458318	0.9979441	0.0195657	0.2099051	1.0000000
1000	0.8606375	0.6324507	0.9925792	0.0646597	0.9044616	0.9458319	0.9982922	0.0195657	0.2099052	1.0000000

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8604142	0.6326150	0.9925789	0.0646598	0.8649538	0.9020882	0.7937752	0.0210505	0.4449291	1.0000000
100	0.8605833	0.6326522	0.9925790	0.0646638	0.6605055	0.8444987	0.5738452	0.0337494	0.6729350	1.0000000
150	0.8606846	0.6325759	0.9925782	0.0647043	0.4437480	0.7915852	0.4534165	0.0586213	0.7803408	1.0000000
200	0.8607085	0.6324836	0.9925704	0.0649969	0.3096771	0.7346391	0.3926814	0.0878254	0.8219430	1.0000000
250	0.8606865	0.6324267	0.9925219	0.0662856	0.2428750	0.6745103	0.3545347	0.1173359	0.8363775	1.0000000
300	0.8606539	0.6324123	0.9923374	0.0693267	0.2130458	0.6164672	0.3203039	0.1461422	0.8407614	1.0000000
350	0.8606317	0.6324240	0.9919071	0.0734439	0.2006447	0.5642336	0.2843584	0.1733433	0.8416222	1.0000000
400	0.8606246	0.6324429	0.9912416	0.0771370	0.1958287	0.5194728	0.2478648	0.1976391	0.8412899	1.0000000
450	0.8606280	0.6324571	0.9904913	0.0796262	0.1941554	0.4826304	0.2141155	0.2179717	0.8405821	1.0000000
500	0.8606350	0.6324636	0.9898247	0.0809884	0.1937355	0.4534246	0.1856664	0.2339673	0.8397973	1.0000000
550	0.8606410	0.6324641	0.9893330	0.0812943	0.2091835	0.4747633	0.2608780	0.2402193	0.5934716	1.0000000
600	0.8606442	0.6324621	0.9891411	0.0769252	0.3306118	0.5162103	0.3576933	0.2100434	0.3566158	1.0000000
650	0.8606450	0.6324595	0.9895828	0.0705677	0.5466027	0.5582475	0.4604795	0.1541004	0.2473459	1.0000000
700	0.8606444	0.6324568	0.9904655	0.0669751	0.7302412	0.6118870	0.6013597	0.1029671	0.2074428	1.0000000
750	0.8606431	0.6324541	0.9913063	0.0654868	0.8373154	0.6781863	0.7494441	0.0678449	0.1963167	1.0000000
800	0.8606414	0.6324518	0.9918919	0.0649415	0.8878991	0.7473642	0.8615780	0.0467328	0.1958158	1.0000000
850	0.8606398	0.6324504	0.9922353	0.0647531	0.9078753	0.8084824	0.9294289	0.0347828	0.1986035	1.0000000
900	0.8606385	0.6324500	0.9924161	0.0646899	0.9136308	0.8558463	0.9653494	0.0281464	0.2018245	1.0000000
950	0.8606377	0.6324501	0.9925049	0.0646691	0.9136162	0.8892088	0.9829742	0.0244513	0.2045027	1.0000000
1000	0.8606374	0.6324504	0.9925463	0.0646624	0.9117539	0.9111925	0.9912781	0.0223712	0.2064477	1.0000000

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8487568	0.6337932	0.9925789	0.0646597	0.9048831	0.8674358	0.8709741	0.0196498	0.2054163	0.7968612
100	0.8363867	0.6405751	0.9925791	0.0646597	0.9105369	0.7715513	0.7340785	0.0200341	0.1791426	0.6072809
150	0.8316847	0.6499505	0.9925791	0.0646594	0.9281816	0.7123840	0.6600363	0.0200931	0.1434124	0.5187668
200	0.8325013	0.6568797	0.9925792	0.0646588	0.9505013	0.6822374	0.6261616	0.0194178	0.1172041	0.4834690
250	0.8352650	0.6596775	0.9925793	0.0646581	0.9681487	0.6688078	0.6117418	0.0184025	0.1027480	0.4702147
300	0.8376134	0.6594276	0.9925794	0.0646574	0.9789996	0.6639256	0.6058556	0.0174767	0.0958456	0.4653689
350	0.8387429	0.6579713	0.9925795	0.0646570	0.9848025	0.6629672	0.6035299	0.0168031	0.0927889	0.4636194
400	0.8388493	0.6566401	0.9925796	0.0646567	0.9876634	0.6635257	0.6026408	0.0163707	0.0914804	0.4629917
450	0.8384675	0.6559515	0.9925797	0.0646565	0.9890056	0.6644662	0.6023147	0.0161131	0.0909271	0.4627672
500	0.8380439	0.6558443	0.9925798	0.0646564	0.9896157	0.6653300	0.6022023	0.0159665	0.0906981	0.4626869
550	0.8494513	0.6548445	0.9925798	0.0646564	0.9898212	0.7446235	0.7297782	0.0158733	0.0949568	0.6657971
600	0.8619982	0.6483026	0.9925798	0.0646564	0.9880463	0.8413246	0.8667350	0.0158323	0.1225396	0.8553672
650	0.8670135	0.6389815	0.9925798	0.0646564	0.9793775	0.9006289	0.9407896	0.0160724	0.1590218	0.9438777
700	0.8663245	0.6319601	0.9925798	0.0646566	0.9624978	0.9304932	0.9746517	0.0166737	0.1846437	0.9791741
750	0.8633883	0.6290585	0.9925798	0.0646571	0.9432616	0.9436903	0.9890640	0.0174290	0.1980151	0.9924280
800	0.8607845	0.6293231	0.9925798	0.0646577	0.9276834	0.9485805	0.9949485	0.0181046	0.2041044	0.9972737
850	0.8595392	0.6308924	0.9925797	0.0646583	0.9174800	0.9497257	0.9972686	0.0186040	0.2069231	0.9990231
900	0.8594864	0.6323244	0.9925796	0.0646588	0.9115187	0.9494004	0.9981452	0.0189405	0.2084400	0.9996508
950	0.8599952	0.6330301	0.9925795	0.0646591	0.9081559	0.9486411	0.9984547	0.0191630	0.2093538	0.9998753
1000	0.8605212	0.6330809	0.9925794	0.0646594	0.9062442	0.9478674	0.9985495	0.0193127	0.2098652	0.9999555

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8604142	0.6326150	0.9925789	0.0646597	0.9046945	0.7062850	0.9968507	0.0608399	0.2086602	1.0000000
100	0.8605833	0.6326522	0.9925791	0.0646597	0.9063720	0.4088854	0.9703253	0.1168832	0.1996557	1.0000000
150	0.8606846	0.6325759	0.9925791	0.0646596	0.9140261	0.2212746	0.8921015	0.1556798	0.1780144	1.0000000
200	0.8607085	0.6324836	0.9925792	0.0646593	0.9298735	0.1222409	0.7900926	0.1766054	0.1482652	1.0000000
250	0.8606864	0.6324267	0.9925792	0.0646587	0.9496717	0.0740702	0.7032586	0.1857569	0.1206646	1.0000000
300	0.8606539	0.6324121	0.9925793	0.0646581	0.9669769	0.0517230	0.6456468	0.1888015	0.1013262	1.0000000
350	0.8606316	0.6324233	0.9925794	0.0646574	0.9788580	0.0416955	0.6135194	0.1892946	0.0900636	1.0000000
400	0.8606243	0.6324409	0.9925795	0.0646570	0.9858532	0.0373243	0.5981078	0.1889823	0.0842267	1.0000000
450	0.8606271	0.6324534	0.9925796	0.0646567	0.9895980	0.0354753	0.5918804	0.1885552	0.0814167	1.0000000
500	0.8606331	0.6324577	0.9925797	0.0646565	0.9914863	0.0347211	0.5900044	0.1882194	0.0801282	1.0000000
550	0.8606379	0.6324563	0.9925798	0.0646564	0.9923473	0.1959947	0.6024623	0.1468778	0.0840757	1.0000000
600	0.8606398	0.6324531	0.9925798	0.0646563	0.9912269	0.4174425	0.6819053	0.0929017	0.1107782	1.0000000
650	0.8606396	0.6324504	0.9925798	0.0646563	0.9843825	0.5928120	0.7982348	0.0575328	0.1455662	1.0000000
700	0.8606385	0.6324493	0.9925799	0.0646565	0.9704013	0.7205262	0.8910204	0.0386451	0.1721514	1.0000000
750	0.8606375	0.6324494	0.9925798	0.0646568	0.9530503	0.8083889	0.9460817	0.0293586	0.1887100	1.0000000
800	0.8606371	0.6324500	0.9925798	0.0646574	0.9371204	0.8650169	0.9742037	0.0248090	0.1982034	1.0000000
850	0.8606370	0.6324505	0.9925797	0.0646579	0.9249956	0.8994629	0.9874948	0.0224849	0.2034750	1.0000000
900	0.8606372	0.6324508	0.9925796	0.0646584	0.9167941	0.9195651	0.9935390	0.0212332	0.2063714	1.0000000
950	0.8606374	0.6324508	0.9925795	0.0646589	0.9116469	0.9310106	0.9962471	0.0205307	0.2079587	1.0000000
1000	0.8606375	0.6324507	0.9925794	0.0646592	0.9085676	0.9374549	0.9974620	0.0201268	0.2088289	1.0000000

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8870994	0.6299425	0.9930254	0.0390897	0.6813886	0.9303143	0.9936006	0.0958351	0.2098034	1.0000000
100	0.9169727	0.6148460	0.9950339	0.0160098	0.4708848	0.8444006	0.9116930	0.1962916	0.2086158	1.0000000
150	0.9317267	0.5932943	0.9972118	0.0059044	0.3729557	0.7258843	0.7265708	0.2641839	0.2028734	1.0000000
200	0.9353356	0.5756870	0.9986372	0.0023612	0.3357533	0.6255207	0.5450296	0.3030342	0.1928472	1.0000000
250	0.9336207	0.5656639	0.9993830	0.0013393	0.3243438	0.5573324	0.4189564	0.3236243	0.1817595	1.0000000
300	0.9306249	0.5619826	0.9997316	0.0011056	0.3226872	0.5163428	0.3442786	0.3338440	0.1724304	1.0000000
350	0.9283070	0.5619170	0.9998849	0.0010576	0.3240636	0.4936014	0.3036352	0.3385328	0.1659598	1.0000000
400	0.9271250	0.5631557	0.9999500	0.0010350	0.3258733	0.4817104	0.2826822	0.3404766	0.1621169	1.0000000
450	0.9268063	0.5643806	0.9999771	0.0010121	0.3272908	0.4757711	0.2723414	0.3411742	0.1601248	1.0000000
500	0.9269185	0.5651266	0.9999883	0.0009912	0.3281998	0.4729017	0.2674515	0.3413669	0.1592078	1.0000000
550	0.8894435	0.5689793	0.9999076	0.0264226	0.5637080	0.4758180	0.2743587	0.2655016	0.1588057	1.0000000
600	0.8499372	0.5897170	0.9989877	0.0491058	0.7856017	0.5082242	0.3527256	0.1654609	0.1598953	1.0000000
650	0.8371885	0.6185740	0.9971793	0.0590751	0.8884204	0.5780741	0.5282876	0.0981588	0.1657931	1.0000000
700	0.8429109	0.6388446	0.9953835	0.0627655	0.9258195	0.6670801	0.7189353	0.0603212	0.1767722	1.0000000
750	0.8537516	0.6453050	0.9941024	0.0640356	0.9337264	0.7521956	0.8537767	0.0407062	0.1890715	1.0000000
800	0.8617265	0.6423522	0.9933429	0.0644568	0.9294503	0.8199105	0.9293743	0.0308744	0.1987587	1.0000000
850	0.8648010	0.6365158	0.9929411	0.0645939	0.9217741	0.8675117	0.9668501	0.0259104	0.2044171	1.0000000
900	0.8642813	0.6320521	0.9927440	0.0646382	0.9150774	0.8983584	0.9842566	0.0232868	0.2068607	1.0000000
950	0.8623684	0.6302379	0.9926521	0.0646525	0.9107593	0.9174055	0.9920864	0.0218002	0.2076385	1.0000000
1000	0.8607028	0.6304451	0.9926107	0.0646572	0.9084762	0.9289044	0.9955727	0.0209031	0.2079479	1.0000000

0	0.8602678	0.6323640	0.9925786	0.0646597	0.9045162	0.9456606	0.9985115	0.0195822	0.2096745	1.0000000
50	0.8535428	0.5377054	0.9925789	0.0646598	0.8544881	0.9456105	0.9985016	0.0212709	0.5017078	0.9865014
100	0.8027261	0.4440951	0.9925790	0.0646655	0.6157046	0.9419809	0.9979949	0.0330211	0.7849490	0.9739039
150	0.7138969	0.4199023	0.9925777	0.0647373	0.3851636	0.9294722	0.9949354	0.0481630	0.9186938	0.9680221
200	0.6483550	0.4466205	0.9925619	0.0654414	0.2518523	0.9143210	0.9880447	0.0566231	0.9709047	0.9656766
250	0.6391666	0.4842532	0.9924333	0.0694713	0.1885004	0.9037467	0.9803534	0.0588794	0.9895474	0.9647958
300	0.6664209	0.5054023	0.9918175	0.0807795	0.1611050	0.8967213	0.9749498	0.0599553	0.9958735	0.9644738
350	0.6971270	0.5053990	0.9900931	0.0976452	0.1498777	0.8893053	0.9712951	0.0629879	0.9979521	0.9643576
400	0.7130329	0.4934912	0.9870145	0.1136051	0.1454342	0.8795029	0.9671393	0.0679726	0.9986185	0.9643158
450	0.7122458	0.4815337	0.9831473	0.1248152	0.1437194	0.8681027	0.9610645	0.0733203	0.9988259	0.9643009
500	0.7024872	0.4763064	0.9794187	0.1313145	0.1430706	0.8574006	0.9533763	0.0775459	0.9988874	0.9642956
550	0.7068460	0.5830738	0.9764707	0.1333515	0.1550067	0.8491732	0.9456876	0.0790055	0.6861881	0.9777922
600	0.7635789	0.6873208	0.9751890	0.1150639	0.2632663	0.8428555	0.9417563	0.0723408	0.4013622	0.9903892
650	0.8285772	0.7125506	0.9776092	0.0884062	0.4775332	0.8395215	0.9469505	0.0589305	0.2861397	0.9962707
700	0.8692064	0.6885616	0.9823296	0.0738001	0.6677230	0.8440293	0.9596585	0.0458654	0.2487384	0.9986161
750	0.8832691	0.6540746	0.9865938	0.0678815	0.7816282	0.8572751	0.9731456	0.0364717	0.2329230	0.9994968
800	0.8797381	0.6299547	0.9894304	0.0657471	0.8409222	0.8752572	0.9833532	0.0303962	0.2213812	0.9998188
850	0.8694742	0.6206541	0.9910353	0.0650186	0.8725267	0.8934507	0.9898600	0.0264443	0.2124573	0.9999351
900	0.8606760	0.6219922	0.9918587	0.0647769	0.8906687	0.9091840	0.9936718	0.0237938	0.2072539	0.9999768
950	0.8566594	0.6274926	0.9922547	0.0646978	0.9009787	0.9215113	0.9958286	0.0220269	0.2056919	0.9999917
1000	0.8567038	0.6323144	0.9924368	0.0646720	0.9059292	0.9304696	0.9970374	0.0209092	0.2064765	0.9999970
