YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.3011705	0.8274746	0.5649223	1.0138226	0.4099247	0.4115243	0.1428154	0.1568969	1.0429068	1.0334162
0.9008928	0.4910962	0.4906033	0.9445081	0.4736332	0.4095184	0.1068323	0.1493713	1.0292222	1.0179646
0.4783592	0.9224573	0.2730709	1.0433926	0.4529218	0.4294653	0.0654286	0.0829976	0.9978845	1.0159539
0.9648635	0.4785631	0.9222253	0.5029382	0.3568690	0.4989082	0.1849724	0.2184204	0.9994135	1.0544652
0.5266707	0.9332500	0.5524725	0.8965890	0.2900900	0.7328162	0.1128423	0.1952653	0.9819689	1.0045556
0.5679361	0.9472170	0.4693138	0.9926631	0.3787750	0.2887487	0.2200332	0.2064835	1.0094527	0.9016839
0.6481569	0.9237796	0.5175909	1.1010150	0.4593602	0.2944850	0.0792786	0.1624536	1.0108529	1.0826416
0.5198919	0.9344948	0.5074618	1.0321445	0.4851752	0.3366123	0.0713190	0.0878540	0.9605668	0.9372163
0.6279132	0.9440244	0.5083518	1.0778599	0.4619269	0.3843097	0.7198078	0.7402048	0.2031666	1.0033020
0.4794066	1.0083216	0.4708506	1.0623709	0.4297373	0.5131122	0.1612446	0.1803147	0.9202941	0.4797397
