YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.5408868	0.9230889	0.7647555	0.1535146	0.1311834	0.9790999	1.0462176	0.8853823	0.4471956	0.9610838
0.9065850	0.4271152	0.7423975	0.1131758	0.1641453	0.9897606	0.9911972	0.4190902	0.8265013	1.0601574
0.8161004	0.2986274	0.4020230	0.1539801	0.1236238	0.9676882	0.9215005	0.4174225	0.8641033	1.0272908
0.9677489	1.0104040	0.9288709	0.0691927	0.1365023	1.0172354	0.9868034	0.7685998	0.5267279	0.9166351
1.0692281	0.9685231	0.7686203	0.1045439	0.1159678	1.0520758	0.9599979	0.7700262	0.5230703	1.0274372
0.0732601	0.0688267	0.2980180	0.3733828	0.4192134	0.4789811	0.9709746	0.3832280	0.8499438	0.9728095
1.0287168	0.9733788	0.7433850	0.2132049	0.1643026	0.9806210	0.4758013	0.6760543	0.4398318	0.9846673
1.0220197	1.0135840	0.7416643	0.1341897	0.1424536	0.9169927	0.9164922	0.3999345	0.5341095	1.0532728
1.0010419	0.9054370	0.7949355	0.1266471	0.1689710	0.8999166	0.9268077	0.9179432	0.2975886	1.1646217
0.9760336	0.9292265	0.8445588	0.1428326	0.1459978	0.9153827	0.5076799	0.8708726	0.2756544	0.5222168
