YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	1.0000000	0.9925799	0.0646562	0.9942819	0.0000001	0.9993721	0.0143212	0.0743294	1.0000000
0.0000001	0.0000000	0.9925799	0.0646562	0.9942821	0.9999999	0.9993720	0.0143213	0.0743293	1.0000000
0.0000000	1.0000000	0.0000011	0.0646562	0.9942748	1.0000000	0.9993722	0.0143212	0.0743326	1.0000000
0.0000001	1.0000000	0.9925799	0.0646562	0.9942622	1.0000000	1.0000000	0.0000003	0.0743388	1.0000000
0.0000001	1.0000000	0.9925799	0.0646561	1.0000000	0.9999999	0.9993721	0.0143212	0.0000000	1.0000000
0.0000001	1.0000000	0.9925799	0.0646562	0.9942821	0.9999999	0.9993720	0.0143213	0.0743293	0.0000000
0.0495674	0.0000000	0.9925799	0.0646562	0.9942822	0.0000001	0.9993716	0.0143216	0.0743293	1.0000000
0.0495684	0.0000000	0.9925799	0.0646562	0.9942820	0.9995238	0.9993710	0.0143218	0.0743293	0.0000000
0.8606368	0.6324498	0.9925799	0.0646561	1.0000000	0.0000001	0.9993721	0.0143212	0.0000000	1.0000000
0.8606368	0.6324498	0.9925799	0.0646562	0.9942822	0.0000001	0.9991737	0.0158178	0.0743293	0.0000000
