YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0925686	0.2874644	0.2103790	0.9066511	0.9610651	0.0887838	0.9973811	0.2461422	1.0000000	1.0000000
0.1570592	0.1398611	0.2030229	0.8621336	0.6599090	0.2011888	0.9929333	0.2461422	1.0000000	1.0000000
0.0449816	0.1959889	0.1306055	0.8915755	0.8349752	0.1476845	0.9951401	0.2461422	1.0000000	1.0000000
0.7848125	0.3895989	0.3229858	0.4525019	0.9885802	0.0591549	0.9983957	0.2461422	1.0000000	1.0000000
0.1768967	0.2853467	0.2082969	0.8177085	0.4797868	0.0897091	0.9973411	0.2461422	1.0000000	1.0000000
0.1414675	0.2748641	0.1983370	0.9096202	0.9943029	0.0471372	0.9987817	0.2461422	1.0000000	1.0000000
0.2362827	0.2991579	0.2218048	0.7328901	0.2691253	0.3474290	0.4931905	0.2461422	1.0000000	1.0000000
0.1425729	0.2752089	0.1987177	0.9054698	0.9538304	0.0939826	0.9997577	0.1231430	1.0000000	1.0000000
0.1476232	0.2768418	0.2002820	0.8885878	0.8160142	0.1545352	0.7799149	0.7543031	0.5000000	1.0000000
0.1425474	0.2752050	0.1986900	0.9058433	0.9958483	0.0943929	0.9971791	0.2461422	1.0000000	0.5001727
