"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W

0	0.9325550	0.9963310	0.3504050	0.0644590	0.9968029	0.8434553	0.6039256	0.6378676	0.6080972	0.0692930
50	0.9396652	0.9963361	0.7365912	0.0644588	0.9988212	0.2960606	0.6051830	0.6395437	0.5894015	0.0692892
100	0.9420990	0.9963469	0.8546491	0.0644584	0.9977927	0.1051641	0.6143792	0.6535994	0.5551542	0.0692812
150	0.9429325	0.9963370	0.8907395	0.0644588	0.9912037	0.0385555	0.6281721	0.6761188	0.5329157	0.0692891
200	0.9432170	0.9962921	0.9017726	0.0644606	0.9874617	0.0152617	0.6405096	0.6955983	0.5214426	0.0693226
250	0.9433119	0.9962441	0.9051463	0.0644624	0.9861534	0.0070658	0.6493145	0.7082811	0.5159939	0.0693575
300	0.9433412	0.9962113	0.9061788	0.0644635	0.9857102	0.0041447	0.6548040	0.7153678	0.5135160	0.0693807
350	0.9433486	0.9961931	0.9064954	0.0644642	0.9855603	0.0030798	0.6579190	0.7189812	0.5124215	0.0693932
400	0.9433494	0.9961842	0.9065928	0.0644644	0.9855096	0.0026783	0.6595676	0.7207168	0.5119490	0.0693991
450	0.9433486	0.9961802	0.9066230	0.0644646	0.9854925	0.0025202	0.6603950	0.7215164	0.5117488	0.0694017
500	0.9433478	0.9961785	0.9066325	0.0644646	0.9854867	0.0024550	0.6607933	0.7218734	0.5116653	0.0694028
550	0.9362209	0.9937741	0.5204998	0.0645496	0.5255790	0.4687559	0.6607980	0.7217549	0.5151443	0.0712913
600	0.9335570	0.9880346	0.4028286	0.0647198	0.7937322	0.6312826	0.6586623	0.7181186	0.5297706	0.0757495
650	0.9323407	0.9899601	0.3673565	0.0646550	0.9212771	0.6909242	0.6523789	0.7073505	0.5520355	0.0740214
700	0.9319344	0.9929682	0.3565451	0.0645607	0.9680993	0.7198918	0.6424540	0.6908286	0.5735289	0.0716691
750	0.9319648	0.9947548	0.3529948	0.0645058	0.9850142	0.7429962	0.6314453	0.6735138	0.5890299	0.0703607
800	0.9321333	0.9956241	0.3516466	0.0644796	0.9913203	0.7659680	0.6218176	0.6594744	0.5983245	0.0697562
850	0.9322944	0.9960169	0.3510436	0.0644681	0.9938946	0.7876133	0.6146876	0.6499419	0.6033054	0.0694942
900	0.9324076	0.9961889	0.3507412	0.0644631	0.9951123	0.8057846	0.6100035	0.6442195	0.6058038	0.0693829
950	0.9324763	0.9962641	0.3505819	0.0644610	0.9957810	0.8195169	0.6071872	0.6410656	0.6070120	0.0693354
1000	0.9325145	0.9962979	0.3504971	0.0644600	0.9961849	0.8290527	0.6056027	0.6394258	0.6075864	0.0693142

0	0.9325550	0.9963310	0.3504050	0.0644590	0.9968029	0.8434553	0.6039256	0.6378676	0.6080972	0.0692930
50	0.9325552	0.9963315	0.7259843	0.0644590	0.9968136	0.8390654	0.6462369	0.7038510	0.2841803	0.0212074
100	0.9325553	0.9963317	0.8407996	0.0644590	0.9966992	0.7910798	0.7158237	0.8510099	0.1399811	0.0076471
150	0.9325553	0.9963303	0.8758990	0.0644591	0.9959561	0.6891165	0.7592761	0.9434240	0.0779967	0.0038241
200	0.9325552	0.9963226	0.8866290	0.0644594	0.9935719	0.5797312	0.7820515	0.9805479	0.0521347	0.0027511
250	0.9325545	0.9962983	0.8899094	0.0644603	0.9879663	0.4972732	0.7926779	0.9931650	0.0414730	0.0024638
300	0.9325522	0.9962408	0.8909129	0.0644625	0.9779088	0.4457398	0.7971971	0.9972287	0.0371056	0.0024178
350	0.9325467	0.9961333	0.8912213	0.0644666	0.9644185	0.4167908	0.7989983	0.9985346	0.0353260	0.0024677
400	0.9325361	0.9959740	0.8913185	0.0644725	0.9506785	0.4016029	0.7996856	0.9989644	0.0346050	0.0025701
450	0.9325196	0.9957838	0.8913526	0.0644794	0.9395085	0.3940181	0.7999410	0.9991109	0.0343145	0.0026978
500	0.9324979	0.9955958	0.8913685	0.0644860	0.9318367	0.3903734	0.8000344	0.9991627	0.0341982	0.0028244
550	0.9324739	0.9954375	0.5159033	0.0644915	0.9271746	0.3889316	0.7954296	0.9832579	0.3433346	0.0510498
600	0.9324507	0.9953210	0.4011537	0.0644954	0.9251545	0.3958893	0.7640391	0.8983768	0.4684046	0.0647004
650	0.9324311	0.9952563	0.3660994	0.0644974	0.9291155	0.4291925	0.7194395	0.8011544	0.5304807	0.0685713
700	0.9324172	0.9952823	0.3553989	0.0644962	0.9429950	0.4950791	0.6798217	0.7325262	0.5662314	0.0696274
750	0.9324129	0.9954323	0.3521288	0.0644906	0.9615209	0.5799914	0.6501993	0.6903490	0.5867855	0.0698174
800	0.9324215	0.9956614	0.3511111	0.0644823	0.9766293	0.6624707	0.6304137	0.6657667	0.5978109	0.0697331
850	0.9324416	0.9958870	0.3507670	0.0644742	0.9860612	0.7282480	0.6183098	0.6520830	0.6033214	0.0695934
900	0.9324676	0.9960607	0.3506237	0.0644681	0.9912377	0.7742151	0.6113987	0.6448329	0.6059300	0.0694765
950	0.9324930	0.9961759	0.3505454	0.0644642	0.9939344	0.8036722	0.6076645	0.6411695	0.6071208	0.0693978
1000	0.9325140	0.9962455	0.3504947	0.0644618	0.9953217	0.8214710	0.6057352	0.6393919	0.6076544	0.0693504

0	0.9325550	0.9963310	0.3504050	0.0644590	0.9968029	0.8434553	0.6039256	0.6378676	0.6080972	0.0692930
