YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.1094841	0.5559333	0.5970281	0.9447938	0.0389110	0.0134989	0.0418779	1.0000000	1.0000000	1.0000000
0.0707307	0.2779668	0.5970280	0.9447937	0.0389111	0.0134989	0.0418779	1.0000000	1.0000000	1.0000000
0.4620310	0.9000290	0.2985148	0.9448105	0.0388947	0.0134989	0.0418779	1.0000000	1.0000000	1.0000000
0.2652904	0.6223444	0.5364327	0.4723986	0.0389076	0.0134989	0.0418779	1.0000000	1.0000000	1.0000000
0.2179180	0.5540636	0.5989854	0.9655365	0.0194560	0.0134853	0.0418779	1.0000000	1.0000000	1.0000000
0.2189670	0.5559313	0.5970306	0.9448237	0.0388814	0.0067508	0.0418779	1.0000000	1.0000000	1.0000000
0.2189679	0.5559332	0.5970282	0.9447956	0.0389092	0.0134859	0.0209414	1.0000000	1.0000000	1.0000000
0.2189680	0.5559336	0.5970276	0.9447878	0.0389176	0.0147895	0.1571171	0.5000000	1.0000000	1.0000000
0.3873350	0.7917066	0.3980730	0.8530166	0.0389002	0.0134989	0.0418779	1.0000000	0.5000000	1.0000000
0.2965314	0.6658083	0.4998682	0.9447988	0.0389061	0.0134989	0.0418779	1.0000000	1.0000000	0.5000000
