"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
650	0.4792140	0.2653157	0.2590128	0.3163145	0.9718229	0.2568176	0.5696989	0.8428021	0.8967793	0.0254800
700	0.4799157	0.1272922	0.1859305	0.3388905	0.9337753	0.3176870	0.7415115	0.9853345	0.9640820	0.0359757
750	0.5296637	0.0780294	0.1947457	0.3570076	0.9382495	0.3660785	0.7833679	0.9460409	0.9754630	0.0459022
800	0.5507515	0.0653526	0.1659564	0.3911998	1.0934857	0.3313781	0.8557269	0.8742661	1.1034032	0.0557261
850	0.5751971	0.0376070	0.2274110	0.3408786	1.0003231	0.3733527	0.9291880	0.9891503	0.9501843	0.0573137
900	0.4976843	0.0455296	0.2532389	0.3960264	0.9665883	0.3537840	0.8597322	1.0935326	1.0506770	0.0650502
950	0.5031106	0.0364676	0.2775012	0.3830712	1.0045392	0.3276929	0.8840711	1.0567767	1.0504419	0.0586381
1000	0.4941313	0.0376541	0.2812299	0.3882799	1.0071776	0.3099585	0.9212268	0.9422898	1.0324642	0.0370891

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5423729	0.0234131	0.2529819	0.2670693	0.8014792	0.2783187	0.9336316	0.9341412	1.0066971	0.0193662
100	0.4827955	0.0198582	0.2511075	0.2436905	0.7802032	0.4306880	0.9513000	1.0122275	1.0222396	0.0031279
150	0.5465299	0.0389848	0.2715544	0.3027970	0.7746723	0.5153768	0.9286577	0.8843401	1.0053334	0.0026273
200	0.4907783	0.0228207	0.2548661	0.3149388	0.8091251	0.5220426	0.9046772	0.8915615	0.9025447	0.0050831
250	0.5737935	0.0328507	0.2539662	0.1839246	0.7143699	0.4602663	0.9319071	0.9446845	0.9459283	0.0058992
300	0.5628523	0.0485736	0.2424989	0.2514616	0.6733139	0.5061597	0.8879668	0.9443464	0.8975185	0.0001736
350	0.6090860	0.0382540	0.2436809	0.2719512	0.6556449	0.5560959	0.8573448	0.9583422	0.9666366	0.0000441
400	0.5730209	0.0383550	0.2404318	0.2310713	0.5753603	0.5305266	0.9460789	0.9544326	1.0126015	0.0004738
450	0.6086253	0.0504363	0.2833167	0.3103010	0.6397897	0.5567616	0.9589516	0.9886045	0.9925806	0.0007083
500	0.4989131	0.0545236	0.2689014	0.3168220	0.6624017	0.5792078	0.9147671	0.9525769	0.9736412	0.0005757
550	0.4787848	0.0588209	0.2156328	0.3872805	0.7209646	0.5268912	0.9028243	0.9902036	1.0530303	0.0243565
600	0.4276887	0.0468260	0.2334887	0.4365724	0.7689526	0.5052283	0.9137032	0.9948717	0.9091223	0.0306889
650	0.4990167	0.0422233	0.2207186	0.5316063	0.7829820	0.4955972	1.0262021	0.9237490	0.9616696	0.0315338
700	0.4865049	0.0296281	0.2398631	0.4401387	0.8462182	0.4517173	0.9627219	0.9288787	1.0118058	0.0334832
750	0.5810514	0.0384913	0.2271271	0.5006484	0.8004698	0.3643991	0.9623279	0.9651977	1.0828899	0.0184260
800	0.5203233	0.0626335	0.1984488	0.4547085	0.9641322	0.3263701	0.9026321	0.8956257	1.0431190	0.0393484
850	0.5308615	0.0523221	0.2329716	0.3584717	1.0500356	0.4152036	0.8310109	0.9025630	1.0822961	0.0345297
900	0.5167193	0.0497453	0.2506210	0.3442515	0.7964785	0.3667218	0.9163224	1.0220462	0.9939337	0.0377034
950	0.4824785	0.0451154	0.2736604	0.4172590	0.9116318	0.3425161	0.8585902	0.9902954	1.0379909	0.0326058
1000	0.5553247	0.0397914	0.2381092	0.3611698	0.9363600	0.3921567	0.9343331	0.9867088	1.1107557	0.0501686

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.4361620	0.0396609	0.2248316	0.1782317	1.0407709	0.3152999	0.9112967	0.8763986	0.9605536	0.0512464
100	0.4806488	0.0594969	0.3745162	0.0799957	1.0244170	0.2976136	0.9928136	0.8776961	0.9950270	0.0408918
150	0.5211869	0.0705787	0.5139435	0.0486779	1.0284046	0.3244718	0.9831907	0.8569231	1.0586417	0.0124661
200	0.5511130	0.0673929	0.6770074	0.0357246	1.0372054	0.3807605	0.9373667	0.9422748	1.0330475	0.0056497
250	0.5380947	0.1561881	0.8269622	0.0645448	0.9723519	0.2865065	0.9335059	1.0401343	1.0700366	0.0018193
300	0.5661918	0.3058420	0.7998597	0.0636627	0.8827156	0.3249476	1.0296427	0.9176077	1.1263729	0.0000000
350	0.5022371	0.4009232	0.7615071	0.0671815	0.9941308	0.3142889	1.0163626	0.8888362	1.1080870	0.0003050
400	0.5858555	0.4775779	0.7660565	0.0671674	0.8957718	0.3332773	1.0296187	1.0122525	1.0587875	0.0000784
450	0.6127482	0.4986859	0.7754272	0.0339226	0.8473002	0.3494640	1.0275970	0.9467535	1.0477736	0.0023562
500	0.6111266	0.4723610	0.8644381	0.0246872	0.9210158	0.3795418	0.9544263	0.9561259	1.0767111	0.0061203
550	0.5732825	0.4765802	0.7948037	0.2292609	0.8945440	0.2907968	0.9934273	0.9725694	0.9851770	0.0174012
600	0.5491715	0.4532073	0.5645974	0.3687950	0.9412064	0.3711165	0.9441651	1.0602801	1.0028282	0.0471433
650	0.5247422	0.3386882	0.3406684	0.3743071	0.8828214	0.3823450	0.9745314	0.9277614	1.0779046	0.0576283
700	0.6189911	0.1895114	0.2967636	0.4714116	0.9832800	0.3778523	0.9714389	0.8929609	0.9285208	0.0565182
750	0.5686956	0.1424210	0.2697130	0.4747480	0.9831094	0.3083518	0.9509428	0.9223307	1.0011101	0.0353497
800	0.5896642	0.0728982	0.2552575	0.4089515	0.9976282	0.3505957	0.9174017	0.9887350	1.0307877	0.0418185
850	0.5668152	0.0393738	0.2819401	0.3899812	0.9882749	0.3606809	0.8526764	1.0315597	1.0563316	0.0435253
900	0.5745488	0.0299973	0.2379884	0.4113278	1.0590153	0.3244411	0.8952271	0.9323317	1.1462247	0.0466751
950	0.5424763	0.0337737	0.2331042	0.3757132	1.0380013	0.3358732	0.8660018	0.9422062	1.0196193	0.0399709
1000	0.6043495	0.0326835	0.2110100	0.3639320	1.0585536	0.3373436	0.9141995	0.9363790	0.9706189	0.0495051

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5808689	0.0375302	0.2336654	0.3382386	0.9505870	0.5873190	0.9186130	0.8890699	1.0583734	0.0294116
100	0.5336997	0.0319987	0.2854874	0.3715755	0.9518894	0.7793395	0.9061509	1.0520651	0.9932818	0.0396761
150	0.4894315	0.0359304	0.2816859	0.4070306	0.6007369	0.7832791	0.9069889	0.9160262	1.0146399	0.0330540
200	0.4693688	0.0243016	0.2542231	0.5920758	0.5324849	0.8329711	1.0038775	1.0009953	1.0109304	0.0229532
250	0.4563563	0.0246593	0.2280088	0.6989897	0.3674473	0.9243553	0.9582117	0.9422888	1.0335308	0.0355816
300	0.5058022	0.0502063	0.2078056	0.7453874	0.3228434	0.9859538	0.8848078	0.9127244	0.9460992	0.0432982
350	0.5289500	0.0429329	0.2065638	0.8591514	0.2722870	0.9714386	0.8909539	0.9698189	0.9824215	0.0468091
400	0.4874597	0.0355597	0.2099050	0.7297155	0.2679226	0.9065731	0.9606637	1.0066482	1.0047189	0.0286382
450	0.5173387	0.0250565	0.2373397	0.8535135	0.2577659	1.0554653	0.8828370	1.0095920	0.9460353	0.0493051
500	0.5230334	0.0284559	0.1698823	0.8321105	0.2466863	0.8741126	0.9928937	0.9935701	0.9780164	0.0416170
550	0.5442799	0.0453024	0.2096973	0.8427062	0.3137089	0.8976195	1.0317361	0.8987545	0.9624907	0.0673287
600	0.5504628	0.0376670	0.2310246	0.7852923	0.2735925	0.8554761	1.1428068	0.9765479	0.9931100	0.0780944
650	0.5762427	0.0341821	0.2162261	0.8112515	0.3909223	0.8910046	1.0673966	0.8904597	0.9794561	0.0405159
700	0.5905236	0.0327292	0.2228110	0.6410221	0.3985610	0.8092331	0.9623861	0.9201364	1.0071400	0.0541681
750	0.5719391	0.0270570	0.2335973	0.5840527	0.4203711	0.8142923	0.9450135	0.9772032	1.0114663	0.0672500
800	0.5181218	0.0249261	0.2379047	0.6948634	0.4243716	0.7410248	0.8293844	0.9963868	0.9331898	0.0660779
850	0.5153978	0.0384501	0.2583448	0.6108097	0.4449885	0.6983897	0.8654215	0.9389938	1.0203824	0.0621745
900	0.4924014	0.0336990	0.2364290	0.6152910	0.4337385	0.7631588	0.8448783	0.8991009	0.9781435	0.0462506
950	0.4698887	0.0354470	0.2158443	0.6261297	0.4300035	0.7380678	0.9076770	0.9086962	1.0334873	0.0451718
1000	0.4907154	0.0507336	0.1767415	0.6318349	0.4801159	0.7502353	0.9004270	0.8556000	1.0399612	0.0670377

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5360882	0.0285624	0.2622624	0.3036675	0.9810585	0.3708382	0.9772825	0.9503621	0.9605102	0.0208274
100	0.4691761	0.0495839	0.2252821	0.2025253	1.0624598	0.3614148	0.9219336	0.9152657	0.8660780	0.0370568
150	0.5486052	0.0773006	0.2715205	0.2189685	0.9923229	0.3432453	0.8290074	0.9526849	0.7873543	0.0277977
200	0.4907370	0.1027976	0.3150187	0.1687886	0.9928046	0.2393296	0.8305957	0.9252017	0.8633094	0.0294000
250	0.5216884	0.0683870	0.3219115	0.2175386	0.9948097	0.3192068	0.9396359	0.8394487	0.9084075	0.0326641
300	0.5497716	0.0885432	0.3213147	0.1892340	0.9941789	0.3194032	0.8554715	0.9376458	0.8600805	0.0293753
350	0.5580112	0.0787057	0.3363145	0.2024789	0.9347852	0.3710714	0.8400879	0.9768247	0.7987269	0.0295345
400	0.4782752	0.0644734	0.3052403	0.2343405	1.0468762	0.3664035	0.9208214	0.9093693	0.8387747	0.0360652
450	0.5222646	0.0761476	0.3251462	0.2086067	1.0801906	0.3138091	0.8712944	0.8617293	0.8386914	0.0519583
500	0.5837086	0.0798599	0.2842231	0.1929742	1.1404618	0.2719734	0.7993460	0.9472693	0.8995423	0.0497962
550	0.5281114	0.0843626	0.2884978	0.2451323	1.1007615	0.2747011	0.7418074	0.9300855	0.8894735	0.0326030
600	0.4967946	0.0517251	0.2445907	0.2633061	0.9138980	0.3161795	0.8722239	0.9067134	0.9072301	0.0389843
650	0.4946114	0.0511150	0.2734736	0.4034886	0.9378742	0.3676495	0.9173217	0.9322242	0.9393138	0.0432080
700	0.5296827	0.0571409	0.2533543	0.4054905	0.9554740	0.3503262	0.8766729	0.9420354	1.0084453	0.0604793
750	0.4957727	0.0740681	0.2601594	0.3937831	0.9568614	0.3177627	0.9398822	0.9478222	1.0392452	0.0663058
800	0.5210029	0.0730863	0.2327334	0.3830012	1.0465357	0.3777554	0.9202797	0.8898244	1.0121571	0.0690276
850	0.5889501	0.0601097	0.2431697	0.3169535	1.0349967	0.3285330	0.8085945	1.0711666	1.0681937	0.0469352
900	0.6565111	0.0565717	0.1904707	0.4046130	1.0315304	0.2916945	0.8633095	0.9302530	0.9806201	0.0482963
950	0.5914408	0.0630974	0.2147713	0.3841689	0.9208570	0.3179923	0.8757265	0.8649786	0.9413382	0.0469771
1000	0.5043894	0.0539897	0.2641146	0.3561475	1.0198910	0.3271737	0.9478778	0.8811457	0.9678746	0.0593543

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5583421	0.0143533	0.1890038	0.3542796	1.0426088	0.3013030	0.8892053	0.9582787	0.7123210	0.0498168
100	0.5017001	0.0142067	0.2115670	0.3336590	1.0463359	0.3235396	0.9899730	0.8628008	0.3679072	0.0677841
150	0.5293409	0.0259780	0.2531760	0.3734701	1.0239557	0.3262103	0.9223379	0.5476013	0.1986131	0.0570272
200	0.5109672	0.0354873	0.2141152	0.3150962	1.0034401	0.3184903	0.8582815	0.2184896	0.0644887	0.0542270
250	0.6119297	0.0398134	0.2442740	0.3648822	1.0231453	0.3304900	0.7449117	0.1045456	0.0362129	0.0315506
300	0.6458392	0.0318030	0.2596325	0.3899221	0.9420895	0.3009305	0.7391418	0.0951303	0.0239558	0.0292237
350	0.5644258	0.0421751	0.2262405	0.4537257	0.9642092	0.3098774	0.6623636	0.0711161	0.0089916	0.0289823
400	0.4918508	0.0333128	0.2195745	0.3989890	0.9291041	0.3810203	0.6478077	0.0526690	0.0035741	0.0273737
450	0.5114684	0.0415199	0.2054521	0.3771926	0.9109142	0.3639773	0.6938056	0.0648358	0.0026331	0.0457476
500	0.5593345	0.0490969	0.2095532	0.3537722	0.8796981	0.3058993	0.6753880	0.0804820	0.0034418	0.0469080
550	0.5725373	0.0468890	0.2081269	0.3225306	0.8695832	0.3900484	0.4389491	0.1064737	0.2091459	0.0483396
600	0.4816384	0.0177380	0.2461991	0.3519155	0.9713682	0.3135405	0.1776939	0.3583429	0.6071060	0.0258964
650	0.4827787	0.0365767	0.2123359	0.4236462	0.9804128	0.1954023	0.2440152	0.7363030	0.8564019	0.0469328
700	0.4946413	0.0410005	0.2348700	0.3570257	1.1356322	0.2108779	0.5107602	0.8866761	0.9343924	0.0281545
750	0.5314112	0.0542957	0.2854493	0.3632042	1.0256386	0.2119849	0.7052636	1.0304060	0.8870844	0.0338056
800	0.5221544	0.0311993	0.2543229	0.3603535	0.9443384	0.2403555	0.8759396	1.0226933	0.9268179	0.0380565
850	0.6013562	0.0360868	0.2470759	0.3821456	0.9394361	0.3293009	0.9046152	1.0073565	0.9062744	0.0504334
900	0.5189849	0.0444106	0.2483263	0.3889833	0.9867814	0.3585984	0.8870535	0.9492183	1.0314673	0.0490750
950	0.4925219	0.0519374	0.2508163	0.4204347	0.9764387	0.3282363	0.8476579	0.9855878	0.9616366	0.0457176
1000	0.5146960	0.0559869	0.2260491	0.3980366	1.0935415	0.3241375	0.8372772	0.8633512	0.9824258	0.0559832

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5978869	0.0414813	0.1795258	0.4357976	1.1147226	0.3359905	0.9186681	0.9471692	0.8213712	0.0525220
100	0.5214023	0.0431266	0.1206147	0.3765962	1.0343168	0.3686970	0.9321099	1.0377579	0.5346616	0.0490075
150	0.4674646	0.0355159	0.0742953	0.4133549	1.0010810	0.3482381	0.9185180	0.9283427	0.3235115	0.0486711
200	0.4905807	0.0606220	0.0467309	0.4020574	0.9602213	0.2870702	0.9124196	0.8057176	0.2685091	0.0519510
250	0.5675058	0.0583035	0.0393812	0.4498851	1.0706001	0.3096624	0.8234934	0.7366462	0.2014235	0.0281118
300	0.5597679	0.0409131	0.0226568	0.3785253	1.0839425	0.3169071	0.8333125	0.6738159	0.1795454	0.0349168
350	0.5145953	0.0446369	0.0232607	0.3225149	1.0854033	0.3172930	0.8209526	0.7485641	0.2062733	0.0578031
400	0.5070712	0.0219345	0.0076475	0.3520258	0.9780432	0.3897479	0.8129196	0.6983438	0.1730297	0.0473857
450	0.5693964	0.0234581	0.0105778	0.3788309	0.9277865	0.3595330	0.8178737	0.7284273	0.1703753	0.0416898
500	0.5223429	0.0298565	0.0211919	0.3774772	1.0558775	0.3529855	0.8006630	0.7122161	0.1931499	0.0486655
550	0.5359068	0.0367083	0.0788239	0.3854942	0.9845238	0.3249827	0.7435799	0.5027002	0.4036986	0.0710821
600	0.5269952	0.0560748	0.1189330	0.4027012	0.9764032	0.3419114	0.6095774	0.5270105	0.6651901	0.0453658
650	0.5483085	0.0487118	0.1927136	0.3948740	0.9605700	0.2791537	0.5609544	0.8426179	0.8358547	0.0674257
700	0.6037829	0.0316879	0.2411337	0.2826961	1.0073919	0.2569671	0.7433683	0.8102089	0.9419510	0.0450278
750	0.6214814	0.0617131	0.2270123	0.3635304	1.0463789	0.3057911	0.8307520	0.8609604	0.9469413	0.0335945
800	0.6258484	0.0404240	0.2260901	0.3416252	1.0659440	0.2962950	0.8656223	0.9376174	0.9562882	0.0420904
850	0.5619630	0.0286263	0.2434020	0.4099842	0.9169137	0.2981456	0.8332155	0.9115154	0.9825230	0.0518809
900	0.5336306	0.0281968	0.2174936	0.4193185	0.9542885	0.3378107	0.8942514	0.9797886	0.9240417	0.0329639
950	0.5483370	0.0322982	0.1899925	0.3910949	1.0632714	0.3373372	0.9625072	1.1048479	1.0224556	0.0414804
1000	0.5514161	0.0436048	0.2239269	0.3523956	1.0081463	0.2888537	0.9315179	0.9949181	1.0176288	0.0422101

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5619069	0.0607112	0.2010127	0.3720797	0.9514354	0.3506290	0.9011178	0.9586303	1.0205734	0.0280418
100	0.5720156	0.0331074	0.2510452	0.3758658	1.0121264	0.3351084	0.9557895	0.9168638	1.0614788	0.0166400
150	0.5787328	0.0298328	0.2808393	0.3659228	1.0025597	0.3385476	0.9690040	0.9746498	1.0911698	0.0007885
200	0.5984881	0.0239772	0.2987016	0.2880408	1.0886955	0.3191143	0.9585850	0.9708457	1.1142705	0.0006496
250	0.4969918	0.0358418	0.2842667	0.3739096	1.0071520	0.3136689	1.0398641	0.9565381	1.1787122	0.0014559
300	0.5545008	0.0379260	0.2306530	0.3460848	0.9291218	0.2973672	1.0218706	0.9410024	1.0130123	0.0017974
350	0.5092818	0.0253697	0.2275009	0.3650203	0.9207088	0.3772830	0.9397132	0.9514329	1.0377288	0.0000000
400	0.5266500	0.0391604	0.2355579	0.3644308	0.9505854	0.4152043	0.8710115	0.9335645	1.0011889	0.0018783
450	0.5347402	0.0260813	0.1999689	0.3707616	0.9408925	0.4432895	0.9025615	0.9843050	1.0271359	0.0020766
500	0.5649449	0.0227534	0.2235283	0.4463881	0.8660346	0.3743782	0.9555089	0.9939883	0.9455763	0.0003074
550	0.5946334	0.0376570	0.2505978	0.5053807	0.9093783	0.4103682	1.0140063	1.0295233	0.9517756	0.0214144
600	0.5127043	0.0333935	0.2031217	0.4369595	1.0468613	0.3780982	1.0087945	0.9014837	0.9587557	0.0354069
650	0.5106609	0.0326697	0.2318582	0.3435609	0.9808317	0.3257531	0.8900741	0.9590660	0.9400040	0.0495497
700	0.5142369	0.0465326	0.2175007	0.3860541	0.9813066	0.2961350	0.8271141	0.9380408	0.9587626	0.0374798
750	0.4914671	0.0479015	0.2455714	0.4152164	1.0646145	0.3216336	0.8602125	0.9610409	0.9235091	0.0190753
800	0.5836434	0.0504138	0.1719964	0.3783673	1.0500980	0.3358177	0.8083285	1.0454630	0.9356085	0.0309846
850	0.6007624	0.0450156	0.1915524	0.3138506	0.9615845	0.3046795	0.8861984	0.9791611	0.8730961	0.0417635
900	0.6273587	0.0479845	0.2610012	0.3059643	1.0537774	0.2574111	0.9759935	0.9118721	0.9759223	0.0345145
950	0.6680080	0.0514855	0.2755639	0.3454487	1.0901629	0.3003453	0.9923883	1.0277420	0.9422860	0.0289715
1000	0.6125928	0.0388709	0.2555834	0.3719517	0.9712041	0.3183554	0.9637819	1.0011504	1.0950755	0.0347063

0	0.5154486	0.0266467	0.2627964	0.4534948	0.9637543	0.2900246	1.0249771	0.9181995	0.9727290	0.0301068
50	0.5421707	0.0456804	0.1866053	0.4059402	0.9668782	0.3655698	0.8853716	0.9368951	1.1020753	0.0304042
100	0.5111892	0.0355893	0.1034339	0.4358835	0.9004761	0.4108240	0.9168067	1.0729838	1.0316007	0.0121582
150	0.5142861	0.0365976	0.0434759	0.3611559	0.8474073	0.4248085	1.0285919	1.0046967	1.0076054	0.0011974
200	0.5440003	0.0289926	0.0188649	0.4196262	1.1442973	0.3416778	0.9562692	1.0034541	0.9806209	0.0009040
250	0.5363758	0.0399701	0.0264373	0.3744896	1.1694874	0.2246975	0.9306487	0.9570013	1.0031598	0.0017459
300	0.4947588	0.0376493	0.0229115	0.3871911	1.0176920	0.3051600	0.8863583	0.9763900	1.0436549	0.0001425
350	0.4879408	0.0472267	0.0253541	0.3806853	1.1203345	0.2450345	0.9080916	0.9585705	0.9818782	0.0025664
400	0.4997821	0.0387814	0.0140049	0.3411834	1.0956855	0.2730629	0.9198446	0.9996646	0.9736079	0.0058708
450	0.5300863	0.0327464	0.0090750	0.2998213	0.9592199	0.2671486	0.8377721	1.0794732	0.9520539	0.0051596
500	0.4998438	0.0289705	0.0121750	0.4482319	0.8962904	0.3572807	0.9025781	1.0542912	0.8971682	0.0004157
550	0.5163300	0.0262636	0.0750889	0.5279352	1.0019169	0.3401891	0.9591191	0.9690505	0.9687488	0.0176195
600	0.5776316	0.0353937	0.1405898	0.3811155	0.9850411	0.3340476	0.9136462	1.0066220	0.9313839	0.0439875
650	0.5766085	0.0265389	0.1600405	0.3876343	0.9482864	0.3568629	0.9168820	0.9620779	0.8730264	0.0389284
700	0.5553176	0.0214052	0.2252871	0.4112601	0.9842750	0.3336247	0.8361251	0.9496702	1.0152202	0.0475745
750	0.5283258	0.0370318	0.2118038	0.3963339	0.8938528	0.4051207	1.0004022	0.9990698	0.9750652	0.0383983
800	0.5494643	0.0519774	0.2277292	0.4290460	1.0623253	0.2987823	0.9084588	0.9917187	0.9764510	0.0302924
850	0.5065873	0.0692031	0.2069151	0.3852848	1.0422401	0.2833404	0.9973946	0.9260077	0.9014022	0.0314450
900	0.5256819	0.0600673	0.2453863	0.4012688	1.0171336	0.2554674	0.9318422	1.0578911	0.9008768	0.0273667
950	0.5741925	0.0512431	0.2714552	0.3043213	1.0893445	0.3180057	1.0137633	0.8541370	0.9268323	0.0409525
1000	0.5708906	0.0384508	0.2148775	0.3312904	0.9930445	0.3203683	0.9579853	0.8797119	0.8896282	0.0259382
