YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.8728867	0.0921366	0.3478562	0.5876583	0.6396994	0.6243486	0.4277009	0.5772956	0.7688000	0.1071624
0.6886863	0.0612233	0.3940553	0.6086940	0.7270330	0.4789360	0.5094314	0.7647009	1.0290379	0.0765294
0.9614250	0.0010660	0.7514863	0.5155476	0.2647258	0.8270080	0.2990000	0.8286576	0.9495250	0.0038625
1.1314566	0.0035413	0.5169253	0.5782007	0.8125114	0.5911193	0.4782521	0.8606653	1.0372586	0.0418310
0.8659638	0.1007146	0.4826097	0.6888562	0.7445292	0.5629862	0.5104616	0.7689689	0.9922400	0.0841462
0.9666962	0.0001169	0.4413790	0.7895247	0.6519297	0.5616834	0.4900027	0.6749014	0.7719616	0.0552453
0.8380865	0.0705001	0.5964535	0.8713071	0.8593670	0.3940281	0.4647889	0.7713581	1.0519595	0.0079417
0.9605682	0.0773864	0.3923876	0.7892025	0.7312494	0.5054218	0.6441522	0.6638674	0.7016576	0.1098993
0.6381262	0.0860817	0.5928234	0.4517824	0.5504889	0.5197816	0.3093890	0.8233579	0.9923847	0.0490334
0.9677937	0.0773116	0.7628086	0.6154547	0.9036450	0.4260095	0.3214760	0.7807708	0.9824081	0.0337673
