YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0000000	0.7321143	0.8648980	0.0930106	0.9481423	0.0415144	0.9381719	0.0287587	0.0165114	1.0273384
0.0743663	0.0000000	0.3236820	0.3844752	0.6840175	0.1711558	0.1263714	1.0213367	1.0226278	1.0657484
0.1132901	0.1396120	0.0000000	0.4367846	0.5147638	0.1797629	0.1352662	0.9900393	0.5063396	1.0188145
0.6461045	0.8354649	0.9730534	0.0000000	1.0908651	0.0240633	0.9883301	0.0008524	0.0323377	1.0129179
0.6254032	0.6513535	0.9041117	0.1206809	0.0000000	0.0219615	1.0123558	0.0120090	0.0295288	1.1102118
0.7314729	0.8115335	0.9679675	0.1364373	0.9478171	0.0000000	1.1006507	0.0033559	0.0178518	1.0044600
0.2907285	0.3097569	0.3487248	0.3281680	0.0489572	1.0025443	0.0000000	0.0893843	0.0894222	1.0033638
0.6661492	0.7979867	0.9711404	0.1394658	0.9884711	0.0423668	0.9988081	0.0000000	0.0279073	0.9870925
0.6958801	0.8364537	0.8965035	0.1395665	0.8679534	0.0141212	0.9414961	0.0029988	0.0000000	1.0227236
0.2806594	0.2875076	0.3302033	0.3160374	0.7860239	0.1023289	0.1452728	0.9861559	0.9498575	0.0000000
