YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.9312792	0.9638549	0.9709015	0.9273159	0.3511025	0.1366789	0.9870564	0.1162685	0.9592974	1.0000000
0.6360223	0.9637478	0.9667667	0.9589345	0.1909846	0.1466246	0.8647834	0.3805941	0.9999394	0.8833221
0.8152626	0.9965196	0.9442316	0.7119168	0.0006463	0.0236901	0.9248414	0.2781352	0.8178214	0.9320035
0.9927354	0.9631080	0.9408062	0.5946612	0.4905078	0.1385182	0.9596626	0.0268472	0.7414606	1.0000000
0.8044988	0.9637641	0.9675204	0.8570385	0.1859565	0.0390716	0.8352597	0.4254555	0.6517809	1.0000000
0.7035558	0.9633397	0.9496222	0.7533375	0.1635544	0.0522464	0.7624080	0.3169172	0.9947783	1.0000000
0.6116099	0.9952845	0.9533049	0.7869938	0.2073745	0.1364566	0.9902038	0.1017746	0.9999568	0.6998721
0.6482783	0.9639743	0.9763571	0.8455195	0.4466811	0.1493032	0.8397642	0.4187583	0.8141679	1.0000000
0.6584011	0.9966591	0.9690666	0.9999576	0.0413328	0.1522679	0.8152386	0.4548604	0.6870561	1.0000000
0.6361700	0.9948776	0.9497342	0.7557335	0.0253782	0.0263784	0.9944388	0.0775062	0.6771797	0.9130004
