YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.1831069	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.1268489	0.4895761	0.3132973	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3645429	0.9956022	0.4648552	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3657982	0.9989996	0.6768472	0.0631770	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3661008	0.9997765	0.9903342	0.2671850	0.5000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.2331243	0.9997146	0.9307820	0.1263406	1.0000000	0.5000401	0.9920269	1.0000000	1.0000000	1.0000000
0.3660761	0.9997146	0.9307822	0.1263406	1.0000000	1.0000000	0.4961232	1.0000000	1.0000000	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9597822	0.5001308	1.0000000	1.0000000
0.3660761	0.9997146	0.9307822	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	0.5002351	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	0.5001087
