"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
750	0.1914712	0.5042616	0.6774389	0.9947061	0.0294613	0.0645612	0.3468001	0.2665211	0.0577466	0.9998353
800	0.1834493	0.4987581	0.6824066	0.9980159	0.0316230	0.1179842	0.2243592	0.1904626	0.0484547	0.9999703
850	0.1828115	0.4936631	0.6849960	0.9993204	0.0466423	0.2889377	0.1398775	0.1484575	0.0453670	0.9999946
900	0.1850956	0.4899657	0.6861597	0.9997764	0.1282456	0.5735465	0.0930539	0.1273640	0.0445014	0.9999990
950	0.1879677	0.4876615	0.6866263	0.9999274	0.3005960	0.7950368	0.0699985	0.1174304	0.0443763	0.9999998
1000	0.1904006	0.4863744	0.6867990	0.9999765	0.4577784	0.9087735	0.0593027	0.1129938	0.0444528	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1452632	0.4851350	0.6868905	1.0000000	0.7583381	0.9945946	0.0509773	0.1100727	0.0461636	0.8759961
100	0.1268141	0.4851350	0.6868905	1.0000000	0.7875119	0.9945924	0.0510511	0.1108176	0.0502140	0.8536188
150	0.1199017	0.4851350	0.6868905	1.0000000	0.7943004	0.9945653	0.0514446	0.1127068	0.0539618	0.8495806
200	0.1173118	0.4851350	0.6868905	1.0000000	0.7958722	0.9944547	0.0523139	0.1151789	0.0562783	0.8488519
250	0.1163414	0.4851350	0.6868906	1.0000000	0.7962118	0.9942048	0.0535029	0.1174567	0.0574500	0.8487204
300	0.1159778	0.4851350	0.6868906	1.0000000	0.7962371	0.9938145	0.0547094	0.1191500	0.0579794	0.8486967
350	0.1158416	0.4851350	0.6868906	1.0000000	0.7961626	0.9933422	0.0557083	0.1202415	0.0582026	0.8486924
400	0.1157906	0.4851350	0.6868906	1.0000000	0.7960493	0.9928704	0.0564224	0.1208779	0.0582925	0.8486916
450	0.1157715	0.4851350	0.6868905	1.0000000	0.7959270	0.9924645	0.0568802	0.1212226	0.0583276	0.8486915
500	0.1157643	0.4851350	0.6868905	1.0000000	0.7958152	0.9921547	0.0571500	0.1213991	0.0583410	0.8486915
550	0.1650032	0.4851350	0.6868905	1.0000000	0.6699729	0.9919401	0.0572953	0.1213755	0.0559927	0.9726953
600	0.1834517	0.4851350	0.6868905	1.0000000	0.6406039	0.9918083	0.0572380	0.1202672	0.0511949	0.9950727
650	0.1903639	0.4851350	0.6868905	1.0000000	0.6337206	0.9917885	0.0566624	0.1179107	0.0478337	0.9991108
700	0.1929537	0.4851350	0.6868905	0.9999999	0.6321178	0.9919610	0.0555446	0.1153076	0.0460836	0.9998395
750	0.1939240	0.4851350	0.6868905	0.9999999	0.6318147	0.9923449	0.0542372	0.1132070	0.0452832	0.9999710
800	0.1942876	0.4851350	0.6868905	1.0000000	0.6318857	0.9928502	0.0530846	0.1117932	0.0449430	0.9999948
850	0.1944238	0.4851350	0.6868905	1.0000000	0.6320848	0.9933542	0.0522352	0.1109472	0.0448051	0.9999991
900	0.1944748	0.4851350	0.6868905	1.0000000	0.6323142	0.9937745	0.0516817	0.1104809	0.0447511	0.9999998
950	0.1944939	0.4851350	0.6868905	1.0000000	0.6325228	0.9940843	0.0513518	0.1102391	0.0447304	1.0000000
1000	0.1945011	0.4851350	0.6868905	1.0000000	0.6326878	0.9942928	0.0511681	0.1101194	0.0447226	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1945048	0.4851350	0.6868905	1.0000000	0.6327997	0.9929310	0.0509756	0.1100138	0.0447180	1.0000000
100	0.1945052	0.4851350	0.6868905	1.0000000	0.6323580	0.9923163	0.0509765	0.1100142	0.0447180	1.0000000
150	0.1945053	0.4851350	0.6868905	1.0000000	0.6320202	0.9920889	0.0509769	0.1100144	0.0447180	1.0000000
200	0.1945054	0.4851350	0.6868905	1.0000000	0.6318380	0.9920048	0.0509771	0.1100145	0.0447180	1.0000000
250	0.1945054	0.4851350	0.6868905	1.0000000	0.6317540	0.9919737	0.0509772	0.1100145	0.0447180	1.0000000
300	0.1945054	0.4851350	0.6868905	1.0000000	0.6317185	0.9919621	0.0509772	0.1100146	0.0447180	1.0000000
350	0.1945054	0.4851350	0.6868905	1.0000000	0.6317042	0.9919579	0.0509772	0.1100146	0.0447180	1.0000000
400	0.1945054	0.4851350	0.6868905	1.0000000	0.6316986	0.9919563	0.0509772	0.1100146	0.0447180	1.0000000
450	0.1945054	0.4851350	0.6868905	1.0000000	0.6316965	0.9919557	0.0509772	0.1100146	0.0447180	1.0000000
500	0.1945054	0.4851350	0.6868905	1.0000000	0.6316957	0.9919555	0.0509772	0.1100146	0.0447180	1.0000000
550	0.1945054	0.4851350	0.6868905	1.0000000	0.6318909	0.9936190	0.0509772	0.1100146	0.0447180	1.0000000
600	0.1945054	0.4851350	0.6868905	1.0000000	0.6323361	0.9942336	0.0509772	0.1100146	0.0447180	1.0000000
650	0.1945054	0.4851350	0.6868905	1.0000000	0.6326744	0.9944607	0.0509772	0.1100146	0.0447180	1.0000000
700	0.1945054	0.4851350	0.6868905	1.0000000	0.6328564	0.9945446	0.0509772	0.1100146	0.0447180	1.0000000
750	0.1945054	0.4851350	0.6868905	1.0000000	0.6329401	0.9945755	0.0509772	0.1100146	0.0447180	1.0000000
800	0.1945054	0.4851350	0.6868905	1.0000000	0.6329754	0.9945870	0.0509772	0.1100146	0.0447180	1.0000000
850	0.1945054	0.4851350	0.6868905	1.0000000	0.6329896	0.9945912	0.0509772	0.1100146	0.0447180	1.0000000
900	0.1945054	0.4851350	0.6868905	1.0000000	0.6329951	0.9945928	0.0509772	0.1100146	0.0447180	1.0000000
950	0.1945054	0.4851350	0.6868905	1.0000000	0.6329972	0.9945934	0.0509772	0.1100146	0.0447180	1.0000000
1000	0.1945054	0.4851350	0.6868905	1.0000000	0.6329980	0.9945936	0.0509772	0.1100146	0.0447180	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1945048	0.4851350	0.6868905	0.9999999	0.6329530	0.9924642	0.1190560	0.4387674	0.0465732	0.8447938
100	0.1945052	0.4851350	0.6868903	0.9999953	0.6271055	0.8749746	0.3069953	0.5645805	0.0520077	0.8167858
150	0.1945053	0.4851356	0.6868782	0.9998790	0.5498294	0.4952632	0.4462170	0.6134576	0.0572468	0.8117316
200	0.1945043	0.4851473	0.6867665	0.9993417	0.3539562	0.2442698	0.5173385	0.6330913	0.0605683	0.8108195
250	0.1944932	0.4852174	0.6864250	0.9984241	0.1726666	0.1305398	0.5495536	0.6413507	0.0622710	0.8106549
300	0.1944423	0.4854131	0.6858971	0.9975285	0.0811212	0.0826431	0.5635833	0.6449837	0.0630389	0.8106252
350	0.1943094	0.4857449	0.6853639	0.9968915	0.0466264	0.0628392	0.5696649	0.6466313	0.0633450	0.8106198
400	0.1940765	0.4861453	0.6849541	0.9965161	0.0349967	0.0546769	0.5723289	0.6473864	0.0634380	0.8106189
450	0.1937699	0.4865260	0.6846921	0.9963215	0.0311548	0.0513037	0.5735110	0.6477278	0.0634378	0.8106187
500	0.1934435	0.4868301	0.6845455	0.9962314	0.0298533	0.0499020	0.5740382	0.6478747	0.0634026	0.8106187
550	0.1931481	0.4870430	0.6844794	0.9963519	0.0293958	0.0500033	0.5012979	0.3249395	0.0599300	0.9658248
600	0.1929134	0.4871612	0.6846760	0.9976226	0.0294254	0.0620454	0.3149498	0.2000969	0.0531948	0.9938329
650	0.1927628	0.4870938	0.6853764	0.9990184	0.0318202	0.1398242	0.1743279	0.1497098	0.0486461	0.9988871
700	0.1927518	0.4867547	0.6861173	0.9996642	0.0588706	0.3976342	0.1041335	0.1281284	0.0463360	0.9997992
750	0.1929271	0.4862683	0.6865643	0.9998903	0.1901185	0.6967129	0.0735828	0.1183983	0.0453102	0.9999638
800	0.1932475	0.4858243	0.6867674	0.9999645	0.3790826	0.8667601	0.0607054	0.1138778	0.0448997	0.9999935
850	0.1936103	0.4855114	0.6868470	0.9999885	0.5109551	0.9422248	0.0552300	0.1117617	0.0447544	0.9999988
900	0.1939274	0.4853245	0.6868757	0.9999963	0.5790194	0.9734117	0.0528530	0.1107815	0.0447125	0.9999998
950	0.1941611	0.4852247	0.6868856	0.9999988	0.6100752	0.9860337	0.0518029	0.1103381	0.0447058	1.0000000
1000	0.1943134	0.4851755	0.6868889	0.9999996	0.6234662	0.9911216	0.0513358	0.1101442	0.0447085	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1945048	0.4851350	0.6868905	0.9999986	0.7523597	0.9395625	0.2424253	0.1100138	0.0447180	1.0000000
100	0.1945052	0.4851352	0.6868871	0.9999715	0.7556940	0.6530706	0.2962025	0.1100142	0.0447180	1.0000000
150	0.1945050	0.4851379	0.6868675	0.9999058	0.6840465	0.4136539	0.3113081	0.1100144	0.0447180	1.0000000
200	0.1945029	0.4851488	0.6868313	0.9998436	0.5916275	0.2904607	0.3155512	0.1100145	0.0447178	1.0000000
250	0.1944955	0.4851701	0.6867954	0.9998056	0.5273088	0.2349636	0.3167431	0.1100144	0.0447171	1.0000000
300	0.1944811	0.4851963	0.6867705	0.9997871	0.4943725	0.2114076	0.3170778	0.1100141	0.0447158	1.0000000
350	0.1944614	0.4852204	0.6867566	0.9997791	0.4796959	0.2017658	0.3171717	0.1100134	0.0447141	1.0000000
400	0.1944405	0.4852385	0.6867499	0.9997759	0.4735314	0.1979181	0.3171979	0.1100124	0.0447123	1.0000000
450	0.1944223	0.4852502	0.6867470	0.9997747	0.4710115	0.1964112	0.3172050	0.1100111	0.0447107	1.0000000
500	0.1944083	0.4852570	0.6867458	0.9997743	0.4699981	0.1958295	0.3172066	0.1100098	0.0447096	1.0000000
550	0.1943988	0.4852605	0.6867534	0.9998556	0.1692159	0.2762159	0.1257567	0.1100087	0.0447088	1.0000000
600	0.1943935	0.4852555	0.6867994	0.9999479	0.1598950	0.5808643	0.0719798	0.1100078	0.0447083	1.0000000
650	0.1943952	0.4852336	0.6868467	0.9999829	0.3147701	0.8175371	0.0568740	0.1100072	0.0447085	1.0000000
700	0.1944077	0.4852027	0.6868728	0.9999944	0.4706222	0.9246047	0.0526308	0.1100070	0.0447097	1.0000000
750	0.1944287	0.4851753	0.6868840	0.9999982	0.5603797	0.9675781	0.0514388	0.1100074	0.0447115	1.0000000
800	0.1944516	0.4851566	0.6868883	0.9999994	0.6025427	0.9842814	0.0511042	0.1100083	0.0447135	1.0000000
850	0.1944712	0.4851457	0.6868898	0.9999998	0.6206771	0.9906864	0.0510106	0.1100096	0.0447152	1.0000000
900	0.1944853	0.4851400	0.6868903	0.9999999	0.6281271	0.9931218	0.0509848	0.1100109	0.0447164	1.0000000
950	0.1944943	0.4851372	0.6868905	0.9999999	0.6311034	0.9940420	0.0509780	0.1100121	0.0447171	1.0000000
1000	0.1944996	0.4851360	0.6868905	1.0000000	0.6322701	0.9943879	0.0509765	0.1100130	0.0447176	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1945048	0.4851350	0.6868905	1.0000000	0.6329946	0.9945946	0.0509850	0.1103738	0.0554576	0.4052226
100	0.1945052	0.4851350	0.6868905	1.0000000	0.6329972	0.9945793	0.0515985	0.1184945	0.1313638	0.2978909
150	0.1945053	0.4851350	0.6868905	1.0000000	0.6329787	0.9942711	0.0578451	0.1603011	0.2919037	0.2785222
200	0.1945054	0.4851350	0.6868905	0.9999999	0.6327369	0.9913908	0.0861641	0.2482675	0.4430244	0.2750269
250	0.1945054	0.4851350	0.6868905	0.9999995	0.6306127	0.9675373	0.1541813	0.3475005	0.5347491	0.2743962
300	0.1945054	0.4851350	0.6868899	0.9999941	0.6143038	0.8324450	0.2474752	0.4260746	0.5799755	0.2742824
350	0.1945053	0.4851357	0.6868835	0.9999545	0.5411504	0.5597813	0.3332283	0.4775224	0.5999919	0.2742619
400	0.1945047	0.4851404	0.6868509	0.9998165	0.3860480	0.3294090	0.3951106	0.5076674	0.6083027	0.2742581
450	0.1945008	0.4851608	0.6867596	0.9995531	0.2199906	0.1971199	0.4339082	0.5240785	0.6116094	0.2742575
500	0.1944859	0.4852153	0.6866006	0.9992254	0.1143638	0.1305110	0.4562181	0.5325428	0.6128745	0.2742574
550	0.1944479	0.4853151	0.6864051	0.9989220	0.0650233	0.0983523	0.4679720	0.5305669	0.4175267	0.8690347
600	0.1943771	0.4854521	0.6862196	0.9987078	0.0450150	0.0833126	0.4626922	0.4777440	0.1966437	0.9763664
650	0.1942746	0.4856014	0.6860945	0.9987119	0.0373331	0.0795603	0.4157338	0.3763969	0.1021801	0.9957352
700	0.1941540	0.4857247	0.6861098	0.9990505	0.0350315	0.0925807	0.3243957	0.2736796	0.0659705	0.9992304
750	0.1940427	0.4857702	0.6862959	0.9995053	0.0375718	0.1495570	0.2224349	0.1993780	0.0524687	0.9998611
800	0.1939772	0.4857083	0.6865409	0.9998012	0.0571298	0.3147347	0.1443844	0.1551601	0.0475008	0.9999749
850	0.1939842	0.4855704	0.6867235	0.9999300	0.1426363	0.5788660	0.0975813	0.1316671	0.0456932	0.9999955
900	0.1940579	0.4854201	0.6868214	0.9999766	0.3080076	0.7914738	0.0731271	0.1200181	0.0450456	0.9999992
950	0.1941662	0.4853008	0.6868644	0.9999923	0.4587063	0.9051240	0.0612202	0.1145022	0.0448199	0.9999999
1000	0.1942741	0.4852229	0.6868812	0.9999974	0.5498223	0.9566613	0.0556269	0.1119781	0.0447452	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.2000291	0.4416030	0.8377949	1.0000000	0.6329946	0.9945967	0.0508124	0.1069782	0.0168499	1.0000000
100	0.2290963	0.3892567	0.8670601	1.0000000	0.6330026	0.9946827	0.0491622	0.0986826	0.0075144	1.0000000
150	0.2860806	0.3528416	0.8727355	1.0000000	0.6330555	0.9950844	0.0459925	0.0912008	0.0047249	1.0000000
200	0.3542328	0.3334807	0.8738362	0.9999999	0.6332275	0.9958024	0.0428751	0.0865784	0.0041992	1.0000000
250	0.4126555	0.3244516	0.8740496	0.9999999	0.6335229	0.9965712	0.0406700	0.0842188	0.0043384	1.0000000
300	0.4527448	0.3205469	0.8740910	0.9999999	0.6338633	0.9971872	0.0393794	0.0831629	0.0045722	1.0000000
350	0.4765016	0.3189381	0.8740990	0.9999999	0.6341664	0.9976026	0.0387154	0.0827498	0.0047448	1.0000000
400	0.4892544	0.3182969	0.8741006	0.9999999	0.6343933	0.9978531	0.0384090	0.0826179	0.0048455	1.0000000
450	0.4956416	0.3180475	0.8741009	0.9999999	0.6345434	0.9979922	0.0382830	0.0825930	0.0048975	1.0000000
500	0.4986829	0.3179521	0.8741009	0.9999999	0.6346340	0.9980641	0.0382389	0.0826006	0.0049224	1.0000000
550	0.4876395	0.3523551	0.7231966	0.9999999	0.6346847	0.9980981	0.0383475	0.0858337	0.0464546	1.0000000
600	0.4341474	0.4010906	0.6939314	0.9999999	0.6347094	0.9980796	0.0398871	0.0967788	0.0562677	1.0000000
650	0.3569491	0.4408788	0.6882560	0.9999999	0.6346992	0.9978711	0.0436694	0.1074020	0.0548286	1.0000000
700	0.2904450	0.4644059	0.6871553	0.9999999	0.6346027	0.9972982	0.0480879	0.1130984	0.0512209	1.0000000
750	0.2463312	0.4761270	0.6869419	0.9999999	0.6343579	0.9963637	0.0512747	0.1146131	0.0483515	1.0000000
800	0.2208511	0.4814109	0.6869005	0.9999999	0.6339635	0.9953360	0.0527261	0.1140425	0.0465846	1.0000000
850	0.2073051	0.4836476	0.6868925	0.9999999	0.6335105	0.9945450	0.0529405	0.1128842	0.0456224	1.0000000
900	0.2005037	0.4845555	0.6868909	1.0000000	0.6331238	0.9941292	0.0525843	0.1118302	0.0451371	1.0000000
950	0.1972341	0.4849133	0.6868906	1.0000000	0.6328776	0.9940228	0.0521002	0.1110749	0.0449055	1.0000000
1000	0.1957163	0.4850513	0.6868905	1.0000000	0.6327719	0.9940885	0.0516871	0.1105984	0.0447995	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.1839563	0.3186163	0.6868905	1.0000000	0.6299879	0.9691283	0.0508728	0.1081473	0.0296223	1.0000000
100	0.2975200	0.2680909	0.6868905	1.0000000	0.6230403	0.9597714	0.0499133	0.1040850	0.0342354	1.0000000
150	0.4357315	0.2527604	0.6868905	0.9999999	0.6177082	0.9565203	0.0484878	0.1032697	0.0456763	1.0000000
200	0.5288031	0.2481088	0.6868905	0.9999998	0.6148905	0.9555705	0.0480937	0.1068378	0.0552557	1.0000000
250	0.5780351	0.2466974	0.6868905	0.9999998	0.6136804	0.9552838	0.0493630	0.1125789	0.0608843	1.0000000
300	0.6011843	0.2462691	0.6868904	0.9999997	0.6131954	0.9549393	0.0518297	0.1180845	0.0636418	1.0000000
350	0.6113583	0.2461392	0.6868903	0.9999996	0.6129062	0.9542901	0.0546098	0.1222049	0.0648593	1.0000000
400	0.6156411	0.2460998	0.6868903	0.9999994	0.6125694	0.9533575	0.0570187	0.1248524	0.0653633	1.0000000
450	0.6173918	0.2460879	0.6868902	0.9999993	0.6121245	0.9523039	0.0587791	0.1263861	0.0655631	1.0000000
500	0.6180928	0.2460843	0.6868901	0.9999991	0.6116117	0.9513152	0.0599185	0.1272107	0.0656401	1.0000000
550	0.5920883	0.4126020	0.6868900	0.9999990	0.6142631	0.9759405	0.0607295	0.1295674	0.0742520	1.0000000
600	0.4212040	0.4631272	0.6868899	0.9999991	0.6209244	0.9846544	0.0620333	0.1313047	0.0614250	1.0000000
650	0.3021447	0.4784577	0.6868900	0.9999994	0.6258715	0.9874166	0.0626224	0.1280267	0.0524405	1.0000000
700	0.2418783	0.4831093	0.6868902	0.9999996	0.6283692	0.9882770	0.0612542	0.1225533	0.0480007	1.0000000
750	0.2144786	0.4845206	0.6868903	0.9999998	0.6294672	0.9890593	0.0586613	0.1176752	0.0460467	1.0000000
800	0.2026880	0.4849487	0.6868904	0.9999999	0.6300940	0.9901936	0.0560405	0.1142922	0.0452380	1.0000000
850	0.1977890	0.4850786	0.6868905	0.9999999	0.6306716	0.9914390	0.0540167	0.1122524	0.0449166	1.0000000
900	0.1958030	0.4851179	0.6868905	0.9999999	0.6312590	0.9925159	0.0526783	0.1111289	0.0447924	1.0000000
950	0.1950122	0.4851299	0.6868905	1.0000000	0.6317911	0.9933129	0.0518786	0.1105484	0.0447455	1.0000000
1000	0.1947016	0.4851335	0.6868905	1.0000000	0.6322139	0.9938446	0.0514345	0.1102625	0.0447280	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.2565382	0.2398613	0.6868905	1.0000000	0.5721537	0.5432379	0.0509808	0.1102069	0.0500750	1.0000000
100	0.5131849	0.1654399	0.6868905	0.9999999	0.4012310	0.3764848	0.0512699	0.1136728	0.0777489	1.0000000
150	0.7506817	0.1428588	0.6868905	0.9999997	0.2561768	0.3148434	0.0535406	0.1279549	0.1282989	1.0000000
200	0.8745357	0.1360072	0.6868903	0.9999991	0.1784435	0.2918571	0.0615913	0.1573394	0.1784187	1.0000000
250	0.9293780	0.1339283	0.6868899	0.9999976	0.1439712	0.2825006	0.0792905	0.1948964	0.2116552	1.0000000
300	0.9523129	0.1332976	0.6868886	0.9999916	0.1293729	0.2760837	0.1060672	0.2295021	0.2291025	1.0000000
350	0.9616301	0.1331064	0.6868834	0.9999676	0.1217539	0.2656089	0.1358992	0.2552150	0.2371184	1.0000000
400	0.9653444	0.1330494	0.6868650	0.9998965	0.1141415	0.2464645	0.1621587	0.2717692	0.2405180	1.0000000
450	0.9668044	0.1330350	0.6868167	0.9997517	0.1032995	0.2205237	0.1816085	0.2814132	0.2418861	1.0000000
500	0.9673705	0.1330380	0.6867263	0.9995441	0.0899551	0.1944856	0.1943181	0.2866344	0.2424124	1.0000000
550	0.8810197	0.3783904	0.6866015	0.9993349	0.1158294	0.4413191	0.2016362	0.2854831	0.1762831	1.0000000
600	0.5889520	0.4529018	0.6864960	0.9993622	0.2043422	0.5111611	0.1984666	0.2577953	0.1017943	1.0000000
650	0.3781369	0.4755654	0.6865198	0.9996301	0.2734372	0.5485690	0.1744864	0.2122555	0.0674381	1.0000000
700	0.2737719	0.4824438	0.6866465	0.9998428	0.3230290	0.6249160	0.1374784	0.1712197	0.0534620	1.0000000
750	0.2273377	0.4844823	0.6867660	0.9999424	0.3846891	0.7428503	0.1034715	0.1432697	0.0480074	1.0000000
800	0.2076951	0.4850400	0.6868366	0.9999801	0.4614564	0.8526023	0.0798965	0.1269329	0.0459298	1.0000000
850	0.1996628	0.4851622	0.6868695	0.9999933	0.5304967	0.9236467	0.0659554	0.1182240	0.0451545	1.0000000
900	0.1964691	0.4851708	0.6868828	0.9999977	0.5778821	0.9612280	0.0584223	0.1138562	0.0448711	1.0000000
950	0.1952324	0.4851584	0.6868878	0.9999992	0.6053211	0.9792925	0.0545665	0.1117604	0.0447699	1.0000000
1000	0.1947663	0.4851476	0.6868896	0.9999997	0.6196785	0.9876324	0.0526643	0.1107887	0.0447348	1.0000000

0	0.1945039	0.4851350	0.6868905	1.0000000	0.6329850	0.9945935	0.0509739	0.1100128	0.0447179	1.0000000
50	0.0889080	0.4593592	0.8719521	0.9999998	0.6877843	0.9745321	0.1630732	0.1075674	0.0224155	1.0000000
100	0.0530487	0.4022587	0.9078414	0.9999994	0.6883742	0.8530364	0.1934702	0.1008218	0.0156763	1.0000000
150	0.0479423	0.3598073	0.9148014	0.9999992	0.6485092	0.7085627	0.2001412	0.0947988	0.0153683	1.0000000
200	0.0554820	0.3369285	0.9161512	0.9999990	0.5870178	0.6180909	0.2004893	0.0914548	0.0175315	1.0000000
250	0.0653548	0.3262200	0.9164129	0.9999987	0.5323762	0.5755952	0.1997719	0.0904272	0.0200386	1.0000000
300	0.0730677	0.3215837	0.9164636	0.9999981	0.4973522	0.5591426	0.1993270	0.0907682	0.0219572	1.0000000
350	0.0779088	0.3196727	0.9164733	0.9999976	0.4793325	0.5536570	0.1992886	0.0916447	0.0231494	1.0000000
400	0.0805876	0.3189110	0.9164752	0.9999971	0.4713740	0.5517465	0.1994952	0.0925430	0.0238000	1.0000000
450	0.0819534	0.3186147	0.9164755	0.9999968	0.4680946	0.5505918	0.1997786	0.0932463	0.0241255	1.0000000
500	0.0826112	0.3185014	0.9164755	0.9999967	0.4665848	0.5494614	0.2000374	0.0937209	0.0242786	1.0000000
550	0.3395632	0.3370802	0.7314123	0.9999935	0.3723974	0.6374296	0.0872104	0.0969933	0.0538781	1.0000000
600	0.3983361	0.3873907	0.6955217	0.9999953	0.4126395	0.8198828	0.0570981	0.1061080	0.0605605	1.0000000
650	0.3584746	0.4326231	0.6885623	0.9999980	0.5020528	0.9236230	0.0516745	0.1141554	0.0575438	1.0000000
700	0.2985562	0.4602711	0.6872138	0.9999992	0.5688270	0.9670593	0.0528333	0.1176307	0.0527838	1.0000000
750	0.2527403	0.4742611	0.6869528	0.9999997	0.6045361	0.9836866	0.0543537	0.1174898	0.0491788	1.0000000
800	0.2247109	0.4806215	0.6869025	0.9999998	0.6209263	0.9896848	0.0547091	0.1157790	0.0469974	1.0000000
850	0.2093696	0.4833276	0.6868928	0.9999999	0.6278102	0.9918288	0.0541689	0.1138860	0.0458195	1.0000000
900	0.2015332	0.4844295	0.6868909	0.9999999	0.6305587	0.9927368	0.0533134	0.1123853	0.0452279	1.0000000
950	0.1977232	0.4848647	0.6868906	0.9999999	0.6316681	0.9932798	0.0525165	0.1113718	0.0449460	1.0000000
1000	0.1959404	0.4850329	0.6868905	1.0000000	0.6321723	0.9936848	0.0519167	0.1107522	0.0448171	1.0000000
