YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.3320453	0.5892557	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9497271	0.3149674	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9891682	0.2038656	0.2965332	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9652252	0.2836475	0.3534011	0.5000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102008	0.6281031	0.5930656	1.0000000	0.5001291	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102005	0.6281032	0.5930656	1.0000000	1.0000000	0.5000873	1.0000000	1.0000000	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999466	0.5001199	1.0000000	1.0000000	1.0000000
0.6102008	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.5001806	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5002406	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	0.5002077
