YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.6165837	0.2979494	0.3401876	0.0000000	0.2841466	0.9024741	0.3573087	0.4833523	0.7568609
0.0000000	0.0553687	0.0229945	0.0000000	0.5400597	0.3180152	0.7808926	0.2039113	0.3231790	0.7846546
0.0000000	0.1493790	0.0173165	0.0004491	0.7466747	0.6554135	0.0000000	0.4407354	0.6920374	0.6263361
0.0000000	0.1997503	0.0169255	0.0003575	0.5423273	0.3508144	0.7565545	0.0000000	0.2627936	0.7968663
0.0000000	0.2585942	0.0141887	0.0001420	0.5638501	0.3858433	0.6275398	0.1965041	0.0000000	0.6711747
0.0000000	0.2040624	0.0178358	0.0021893	0.5335298	0.2344144	0.8494491	0.2121309	0.3989028	0.0000000
0.4660792	0.1877194	0.0297092	0.0000000	0.0000000	0.2559010	0.7177126	0.3186645	0.2001749	0.8286906
0.6893235	0.0423434	0.0167567	0.0000000	0.6289599	0.7629056	0.0000000	0.5467491	0.3523788	0.6567638
0.7120949	0.0520713	0.0041920	0.0000000	0.5468590	0.2717877	0.8967070	0.1336188	0.0000000	0.8678832
0.0198551	0.7990045	0.4158364	0.6620811	0.0000000	0.8029241	0.0000000	0.7313457	0.6902248	0.6572040
