YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0000000	0.9162161	0.5161375	1.0000000	0.6022302	0.1582593	0.1300014	0.1707378	0.9956664	1.0000000
1.0000000	0.0000000	0.5161375	1.0000000	0.6022295	0.1582585	0.1300014	0.1707378	0.9956664	1.0000000
0.5025960	1.0000000	0.0000000	1.0000000	0.4395363	0.4728335	0.0424383	0.0017304	0.9999009	1.0000000
0.9456039	0.3877433	1.0000000	0.0000000	0.2521362	0.8345555	0.2683416	0.2663428	0.9522384	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.0000002	1.0000000	0.1300014	0.1707378	0.9956664	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4088425	0.0000000	0.1300014	0.1707378	0.9956664	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.6773358	1.0000000	0.0000000	0.1706887	1.0000000	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4394714	0.4729645	0.0424374	0.0000000	0.9999009	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4257149	0.4031740	0.8029939	0.7256467	0.0000000	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4258028	0.4037312	0.1299438	0.1706887	1.0000000	0.0000010
