"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
350	0.1688641	0.5993076	0.8945662	0.7177235	0.1957160	0.3477036	1.0000000	1.0000000	0.0000161	1.0000000
400	0.1688514	0.5993076	0.8955393	0.7178929	0.1960280	0.3477036	1.0000000	1.0000000	0.0000160	1.0000000
450	0.1688474	0.5993076	0.8959375	0.7179489	0.1961335	0.3477036	1.0000000	1.0000000	0.0000160	1.0000000
500	0.1688461	0.5993076	0.8961000	0.7179675	0.1961691	0.3477036	1.0000000	1.0000000	0.0000160	1.0000000
550	0.2107655	0.5993076	0.8932721	0.2621430	0.2142030	0.3477036	1.0000000	1.0000000	0.0002458	1.0000000
600	0.2239451	0.5993076	0.8665567	0.1156880	0.1401535	0.3477036	1.0000000	1.0000000	0.0003176	1.0000000
650	0.2280888	0.5993076	0.7688716	0.0684763	0.1037614	0.3477036	1.0000000	1.0000000	0.0003401	1.0000000
700	0.2293916	0.5993076	0.6348661	0.0532772	0.0954943	0.3477036	1.0000000	1.0000000	0.0003471	1.0000000
750	0.2298011	0.5993076	0.5424722	0.0483909	0.0939460	0.3477036	1.0000000	1.0000000	0.0003493	1.0000000
800	0.2299299	0.5993076	0.4942159	0.0468207	0.0936593	0.3477036	1.0000000	1.0000000	0.0003499	1.0000000
850	0.2299704	0.5993076	0.4714686	0.0463161	0.0936022	0.3477036	1.0000000	1.0000000	0.0003502	1.0000000
900	0.2299831	0.5993076	0.4612477	0.0461540	0.0935893	0.3477036	1.0000000	1.0000000	0.0003502	1.0000000
950	0.2299871	0.5993076	0.4567838	0.0461019	0.0935859	0.3477036	1.0000000	1.0000000	0.0003502	1.0000000
1000	0.2299884	0.5993076	0.4548714	0.0460852	0.0935850	0.3477036	1.0000000	1.0000000	0.0003502	1.0000000

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2295671	0.5884909	0.5357611	0.0963581	0.0936805	0.3477036	1.0000000	0.5634190	0.0001886	1.0000000
100	0.2232740	0.5474131	0.5439260	0.1125078	0.0940822	0.3477036	1.0000000	0.4439362	0.0001381	1.0000000
150	0.2049602	0.4936732	0.5213731	0.1176950	0.0945453	0.3477036	1.0000000	0.4112363	0.0001223	1.0000000
200	0.1789423	0.4500569	0.4987658	0.1193611	0.0948417	0.3477036	1.0000000	0.4022871	0.0001173	1.0000000
250	0.1545334	0.4233399	0.4842336	0.1198962	0.0949827	0.3477036	1.0000000	0.3998378	0.0001158	1.0000000
300	0.1367358	0.4095245	0.4763229	0.1200681	0.0950398	0.3477036	1.0000000	0.3991675	0.0001153	1.0000000
350	0.1255868	0.4030950	0.4723698	0.1201234	0.0950611	0.3477036	1.0000000	0.3989841	0.0001152	1.0000000
400	0.1192285	0.4003025	0.4704967	0.1201411	0.0950686	0.3477036	1.0000000	0.3989339	0.0001151	1.0000000
450	0.1158233	0.3991463	0.4696411	0.1201468	0.0950712	0.3477036	1.0000000	0.3989202	0.0001151	1.0000000
500	0.1140827	0.3986840	0.4692606	0.1201486	0.0950720	0.3477036	1.0000000	0.3989164	0.0001151	1.0000000
550	0.1140497	0.4389532	0.4022434	0.0698684	0.0946065	0.3477036	1.0000000	0.8354964	0.0002768	1.0000000
600	0.1226867	0.5127428	0.4116882	0.0537188	0.0939643	0.3477036	1.0000000	0.9549789	0.0003273	1.0000000
650	0.1436109	0.5591543	0.4292740	0.0485317	0.0937027	0.3477036	1.0000000	0.9876787	0.0003431	1.0000000
700	0.1697807	0.5819144	0.4408915	0.0468656	0.0936210	0.3477036	1.0000000	0.9966279	0.0003480	1.0000000
750	0.1927675	0.5920793	0.4473126	0.0463305	0.0935961	0.3477036	1.0000000	0.9990771	0.0003496	1.0000000
800	0.2090019	0.5963930	0.4505823	0.0461586	0.0935883	0.3477036	1.0000000	0.9997474	0.0003500	1.0000000
850	0.2189489	0.5981602	0.4521623	0.0461034	0.0935858	0.3477036	1.0000000	0.9999309	0.0003502	1.0000000
900	0.2244808	0.5988647	0.4528975	0.0460856	0.0935849	0.3477036	1.0000000	0.9999811	0.0003502	1.0000000
950	0.2273517	0.5991395	0.4532299	0.0460799	0.0935847	0.3477036	1.0000000	0.9999948	0.0003502	1.0000000
1000	0.2287670	0.5992446	0.4533769	0.0460781	0.0935846	0.3477036	1.0000000	0.9999986	0.0003503	1.0000000

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.3475637	0.6274531	0.6595301	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0005097	0.4764119
100	0.3912655	0.6366948	0.7425893	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0019268	0.3143038
150	0.4100775	0.6397293	0.7760717	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0072628	0.2641134
200	0.4187503	0.6407261	0.7895689	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0170235	0.2485740
250	0.4227916	0.6410577	0.7950099	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0267072	0.2437628
300	0.4246479	0.6411840	0.7972032	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0331178	0.2422732
350	0.4254872	0.6412533	0.7980873	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0364652	0.2418120
400	0.4258669	0.6413008	0.7984438	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0379874	0.2416692
450	0.4260432	0.6413317	0.7985874	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0386233	0.2416250
500	0.4261286	0.6413494	0.7986453	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0388746	0.2416113
550	0.3130581	0.6131961	0.5926260	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0208339	0.7651952
600	0.2685736	0.6038818	0.5095766	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0073651	0.9273020
650	0.2482114	0.6008102	0.4760981	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0026675	0.9774920
700	0.2384642	0.5998010	0.4626024	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0011114	0.9930313
750	0.2338351	0.5994696	0.4571622	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0006002	0.9978424
800	0.2316911	0.5993608	0.4549691	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0004324	0.9993320
850	0.2307253	0.5993250	0.4540850	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003773	0.9997932
900	0.2303012	0.5993133	0.4537287	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003591	0.9999360
950	0.2301192	0.5993095	0.4535850	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003532	0.9999802
1000	0.2300425	0.5993082	0.4535271	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003512	0.9999939

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.3699850	0.8416670	0.5926866	0.5724805	0.1054432	0.3477036	1.0000000	0.7381387	0.0001828	1.0000000
100	0.4809420	0.9137857	0.7305776	0.7415568	0.1850815	0.3477036	1.0000000	0.6664729	0.0001304	1.0000000
150	0.5643617	0.9311063	0.7704946	0.7958776	0.2396324	0.3477036	1.0000000	0.6468595	0.0001141	1.0000000
200	0.6133555	0.9332611	0.7755853	0.8133872	0.2595482	0.3477036	1.0000000	0.6414917	0.0001090	1.0000000
250	0.6376292	0.9323973	0.7726807	0.8190968	0.2661221	0.3477036	1.0000000	0.6400227	0.0001074	1.0000000
300	0.6482696	0.9314922	0.7695510	0.8209914	0.2683012	0.3477036	1.0000000	0.6396207	0.0001069	1.0000000
350	0.6524686	0.9309642	0.7675620	0.8216304	0.2690358	0.3477036	1.0000000	0.6395106	0.0001067	1.0000000
400	0.6539535	0.9307080	0.7664992	0.8218486	0.2692863	0.3477036	1.0000000	0.6394805	0.0001067	1.0000000
450	0.6544074	0.9305949	0.7659793	0.8219238	0.2693722	0.3477036	1.0000000	0.6394723	0.0001067	1.0000000
500	0.6545124	0.9305477	0.7657380	0.8219498	0.2694018	0.3477036	1.0000000	0.6394700	0.0001067	1.0000000
550	0.5497757	0.6681474	0.7810520	0.2966829	0.2432214	0.3477036	1.0000000	0.9013307	0.0002742	1.0000000
600	0.4226007	0.6046287	0.8021236	0.1272524	0.1553961	0.3477036	1.0000000	0.9729964	0.0003265	1.0000000
650	0.3244579	0.5944490	0.7496924	0.0722490	0.1074518	0.3477036	1.0000000	0.9926097	0.0003428	1.0000000
700	0.2701906	0.5952468	0.6335542	0.0544934	0.0961739	0.3477036	1.0000000	0.9979774	0.0003479	1.0000000
750	0.2451566	0.5970721	0.5435287	0.0487821	0.0940652	0.3477036	1.0000000	0.9994465	0.0003495	1.0000000
800	0.2349740	0.5982500	0.4949706	0.0469465	0.0936810	0.3477036	1.0000000	0.9998485	0.0003500	1.0000000
850	0.2312958	0.5988463	0.4718495	0.0463565	0.0936065	0.3477036	1.0000000	0.9999585	0.0003502	1.0000000
900	0.2301539	0.5991165	0.4614210	0.0461670	0.0935903	0.3477036	1.0000000	0.9999887	0.0003502	1.0000000
950	0.2298873	0.5992312	0.4568589	0.0461061	0.0935862	0.3477036	1.0000000	0.9999969	0.0003502	1.0000000
1000	0.2298750	0.5992779	0.4549031	0.0460865	0.0935850	0.3477036	1.0000000	0.9999992	0.0003503	1.0000000

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2300010	0.5993077	0.4534918	0.0462111	0.3571466	0.3477036	1.0000000	1.0000000	0.0003565	0.9667765
100	0.2299938	0.5993076	0.4539251	0.0496612	0.3960504	0.3477036	1.0000000	1.0000000	0.0003728	0.9564901
150	0.2299909	0.5993076	0.4575138	0.0586306	0.4018048	0.3477036	1.0000000	1.0000000	0.0003873	0.9533054
200	0.2299897	0.5993076	0.4668001	0.0669938	0.4026840	0.3477036	1.0000000	1.0000000	0.0003961	0.9523193
250	0.2299893	0.5993076	0.4795335	0.0719432	0.4028525	0.3477036	1.0000000	1.0000000	0.0004005	0.9520141
300	0.2299891	0.5993076	0.4913992	0.0743079	0.4029097	0.3477036	1.0000000	1.0000000	0.0004025	0.9519195
350	0.2299890	0.5993076	0.5000632	0.0753203	0.4029382	0.3477036	1.0000000	1.0000000	0.0004033	0.9518903
400	0.2299890	0.5993076	0.5054661	0.0757287	0.4029526	0.3477036	1.0000000	1.0000000	0.0004036	0.9518812
450	0.2299890	0.5993076	0.5084981	0.0758880	0.4029594	0.3477036	1.0000000	1.0000000	0.0004037	0.9518784
500	0.2299890	0.5993076	0.5100797	0.0759492	0.4029623	0.3477036	1.0000000	1.0000000	0.0004038	0.9518775
550	0.2299890	0.5993076	0.5085609	0.0632008	0.1394556	0.3477036	1.0000000	1.0000000	0.0003965	0.9851008
600	0.2299890	0.5993076	0.4947795	0.0518519	0.1004574	0.3477036	1.0000000	1.0000000	0.0003790	0.9953871
650	0.2299890	0.5993076	0.4780334	0.0479442	0.0946357	0.3477036	1.0000000	1.0000000	0.0003650	0.9985718
700	0.2299890	0.5993076	0.4663103	0.0466786	0.0937524	0.3477036	1.0000000	1.0000000	0.0003570	0.9995578
750	0.2299890	0.5993076	0.4597001	0.0462708	0.0936137	0.3477036	1.0000000	1.0000000	0.0003531	0.9998631
800	0.2299890	0.5993076	0.4563548	0.0461395	0.0935903	0.3477036	1.0000000	1.0000000	0.0003514	0.9999576
850	0.2299890	0.5993076	0.4547672	0.0460973	0.0935859	0.3477036	1.0000000	1.0000000	0.0003507	0.9999869
900	0.2299890	0.5993076	0.4540452	0.0460837	0.0935849	0.3477036	1.0000000	1.0000000	0.0003504	0.9999959
950	0.2299890	0.5993076	0.4537264	0.0460793	0.0935846	0.3477036	1.0000000	1.0000000	0.0003503	0.9999987
1000	0.2299890	0.5993076	0.4535886	0.0460779	0.0935846	0.3477036	1.0000000	1.0000000	0.0003503	0.9999996

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2300010	0.5993077	0.6046179	0.5922493	0.1065693	0.3477036	1.0000000	1.0000000	0.0003743	0.8802189
100	0.2299938	0.5993076	0.7720406	0.7676752	0.1900983	0.3477036	1.0000000	1.0000000	0.0004475	0.8431334
150	0.2299909	0.5993076	0.8460270	0.8240350	0.2444005	0.3477036	1.0000000	1.0000000	0.0005221	0.8316514
200	0.2299897	0.5993076	0.8769743	0.8421961	0.2635990	0.3477036	1.0000000	1.0000000	0.0005719	0.8280965
250	0.2299893	0.5993076	0.8897685	0.8481075	0.2698189	0.3477036	1.0000000	1.0000000	0.0005985	0.8269958
300	0.2299891	0.5993076	0.8950301	0.8500603	0.2718584	0.3477036	1.0000000	1.0000000	0.0006108	0.8266550
350	0.2299890	0.5993076	0.8971865	0.8507141	0.2725413	0.3477036	1.0000000	1.0000000	0.0006161	0.8265495
400	0.2299890	0.5993076	0.8980678	0.8509352	0.2727729	0.3477036	1.0000000	1.0000000	0.0006183	0.8265169
450	0.2299890	0.5993076	0.8984273	0.8510106	0.2728520	0.3477036	1.0000000	1.0000000	0.0006191	0.8265067
500	0.2299890	0.5993076	0.8985736	0.8510365	0.2728790	0.3477036	1.0000000	1.0000000	0.0006194	0.8265036
550	0.2299890	0.5993076	0.8966992	0.3061543	0.2480370	0.3477036	1.0000000	1.0000000	0.0005739	0.9462838
600	0.2299890	0.5993076	0.8776910	0.1303802	0.1593070	0.3477036	1.0000000	1.0000000	0.0004791	0.9833689
650	0.2299890	0.5993076	0.7950075	0.0732684	0.1084840	0.3477036	1.0000000	1.0000000	0.0004122	0.9948508
700	0.2299890	0.5993076	0.6587574	0.0548220	0.0963674	0.3477036	1.0000000	1.0000000	0.0003774	0.9984058
750	0.2299890	0.5993076	0.5560657	0.0488878	0.0940992	0.3477036	1.0000000	1.0000000	0.0003614	0.9995064
800	0.2299890	0.5993076	0.5008105	0.0469804	0.0936872	0.3477036	1.0000000	1.0000000	0.0003547	0.9998472
850	0.2299890	0.5993076	0.4744694	0.0463675	0.0936078	0.3477036	1.0000000	1.0000000	0.0003519	0.9999527
900	0.2299890	0.5993076	0.4625676	0.0461705	0.0935906	0.3477036	1.0000000	1.0000000	0.0003509	0.9999854
950	0.2299890	0.5993076	0.4573518	0.0461072	0.0935863	0.3477036	1.0000000	1.0000000	0.0003505	0.9999955
1000	0.2299890	0.5993076	0.4551121	0.0460869	0.0935851	0.3477036	1.0000000	1.0000000	0.0003503	0.9999986

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2300010	0.5993077	0.5710309	0.4096435	0.0982985	0.3477036	1.0000000	1.0000000	0.0003518	0.9917689
100	0.2299938	0.5993076	0.7440127	0.5264178	0.1399701	0.3477036	1.0000000	1.0000000	0.0003556	0.9892204
150	0.2299909	0.5993076	0.8280552	0.5639311	0.1845624	0.3477036	1.0000000	1.0000000	0.0003588	0.9884314
200	0.2299897	0.5993076	0.8646476	0.5760083	0.2067770	0.3477036	1.0000000	1.0000000	0.0003608	0.9881871
250	0.2299893	0.5993076	0.8801836	0.5799362	0.2155533	0.3477036	1.0000000	1.0000000	0.0003617	0.9881115
300	0.2299891	0.5993076	0.8867040	0.5812409	0.2187613	0.3477036	1.0000000	1.0000000	0.0003622	0.9880880
350	0.2299890	0.5993076	0.8894202	0.5816854	0.2198985	0.3477036	1.0000000	1.0000000	0.0003623	0.9880808
400	0.2299890	0.5993076	0.8905454	0.5818403	0.2202967	0.3477036	1.0000000	1.0000000	0.0003624	0.9880785
450	0.2299890	0.5993076	0.8910095	0.5818951	0.2204357	0.3477036	1.0000000	1.0000000	0.0003624	0.9880779
500	0.2299890	0.5993076	0.8912002	0.5819148	0.2204843	0.3477036	1.0000000	1.0000000	0.0003624	0.9880776
550	0.2299890	0.5993076	0.8866201	0.2185443	0.1878904	0.3477036	1.0000000	1.0000000	0.0003609	0.9963087
600	0.2299890	0.5993076	0.8478893	0.1016157	0.1243515	0.3477036	1.0000000	1.0000000	0.0003570	0.9988571
650	0.2299890	0.5993076	0.7352359	0.0639374	0.1000707	0.3477036	1.0000000	1.0000000	0.0003538	0.9996462
700	0.2299890	0.5993076	0.6084946	0.0518171	0.0948147	0.3477036	1.0000000	1.0000000	0.0003519	0.9998904
750	0.2299890	0.5993076	0.5282101	0.0479216	0.0938250	0.3477036	1.0000000	1.0000000	0.0003509	0.9999661
800	0.2299890	0.5993076	0.4874271	0.0466698	0.0936367	0.3477036	1.0000000	1.0000000	0.0003505	0.9999895
850	0.2299890	0.5993076	0.4684088	0.0462676	0.0935974	0.3477036	1.0000000	1.0000000	0.0003504	0.9999967
900	0.2299890	0.5993076	0.4599098	0.0461384	0.0935881	0.3477036	1.0000000	1.0000000	0.0003503	0.9999990
950	0.2299890	0.5993076	0.4562104	0.0460969	0.0935856	0.3477036	1.0000000	1.0000000	0.0003503	0.9999997
1000	0.2299890	0.5993076	0.4546291	0.0460835	0.0935849	0.3477036	1.0000000	1.0000000	0.0003503	0.9999999

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2300010	0.5993077	0.6094591	0.0462342	0.3689310	0.1941466	1.0000000	1.0000000	0.0003503	1.0000000
100	0.2299938	0.5993076	0.6726170	0.0504603	0.4095626	0.1697401	1.0000000	1.0000000	0.0003503	1.0000000
150	0.2299909	0.5993076	0.7003888	0.0615731	0.4155610	0.1658609	1.0000000	1.0000000	0.0003503	1.0000000
200	0.2299897	0.5993076	0.7170455	0.0719553	0.4164573	0.1652443	1.0000000	1.0000000	0.0003503	1.0000000
250	0.2299893	0.5993076	0.7301320	0.0780944	0.4166056	0.1651463	1.0000000	1.0000000	0.0003503	1.0000000
300	0.2299891	0.5993076	0.7401940	0.0810192	0.4166416	0.1651307	1.0000000	1.0000000	0.0003503	1.0000000
350	0.2299890	0.5993076	0.7469982	0.0822636	0.4166558	0.1651283	1.0000000	1.0000000	0.0003503	1.0000000
400	0.2299890	0.5993076	0.7510852	0.0827601	0.4166625	0.1651279	1.0000000	1.0000000	0.0003503	1.0000000
450	0.2299890	0.5993076	0.7533286	0.0829506	0.4166656	0.1651278	1.0000000	1.0000000	0.0003503	1.0000000
500	0.2299890	0.5993076	0.7544808	0.0830220	0.4166669	0.1651278	1.0000000	1.0000000	0.0003503	1.0000000
550	0.2299890	0.5993076	0.6165593	0.0672063	0.1413903	0.3186848	1.0000000	1.0000000	0.0003503	1.0000000
600	0.2299890	0.5993076	0.5437249	0.0531878	0.1007431	0.3430913	1.0000000	1.0000000	0.0003503	1.0000000
650	0.2299890	0.5993076	0.4998340	0.0483746	0.0946836	0.3469705	1.0000000	1.0000000	0.0003503	1.0000000
700	0.2299890	0.5993076	0.4758158	0.0468169	0.0937619	0.3475871	1.0000000	1.0000000	0.0003503	1.0000000
750	0.2299890	0.5993076	0.4637785	0.0463152	0.0936160	0.3476851	1.0000000	1.0000000	0.0003503	1.0000000
800	0.2299890	0.5993076	0.4580832	0.0461538	0.0935910	0.3477006	1.0000000	1.0000000	0.0003503	1.0000000
850	0.2299890	0.5993076	0.4554926	0.0461019	0.0935861	0.3477031	1.0000000	1.0000000	0.0003503	1.0000000
900	0.2299890	0.5993076	0.4543471	0.0460852	0.0935850	0.3477035	1.0000000	1.0000000	0.0003503	1.0000000
950	0.2299890	0.5993076	0.4538512	0.0460798	0.0935847	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
1000	0.2299890	0.5993076	0.4536400	0.0460781	0.0935846	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000

0	0.2300186	0.5993079	0.4534866	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
50	0.2301170	0.6464860	0.7553292	0.4989711	0.0984208	0.1490849	1.0000000	1.0000000	0.0002859	1.0000000
100	0.2449035	0.6619773	0.8983860	0.6444362	0.1152207	0.1175162	1.0000000	1.0000000	0.0002658	1.0000000
150	0.2608152	0.6670640	0.9578012	0.6911588	0.1185512	0.1124986	1.0000000	1.0000000	0.0002595	1.0000000
200	0.2719922	0.6687342	0.9820655	0.7061661	0.1180629	0.1117011	1.0000000	1.0000000	0.0002576	1.0000000
250	0.2784586	0.6692827	0.9919362	0.7109864	0.1178209	0.1115744	1.0000000	1.0000000	0.0002569	1.0000000
300	0.2818043	0.6694628	0.9959444	0.7125347	0.1178142	0.1115542	1.0000000	1.0000000	0.0002568	1.0000000
350	0.2834147	0.6695219	0.9975699	0.7130319	0.1178471	0.1115510	1.0000000	1.0000000	0.0002567	1.0000000
400	0.2841518	0.6695413	0.9982285	0.7131917	0.1178689	0.1115505	1.0000000	1.0000000	0.0002567	1.0000000
450	0.2844771	0.6695477	0.9984951	0.7132430	0.1178790	0.1115504	1.0000000	1.0000000	0.0002567	1.0000000
500	0.2846167	0.6695498	0.9986029	0.7132595	0.1178830	0.1115504	1.0000000	1.0000000	0.0002567	1.0000000
550	0.2838583	0.6223721	0.9344756	0.2603752	0.1343405	0.3101691	1.0000000	1.0000000	0.0003210	1.0000000
600	0.2680672	0.6068810	0.8826790	0.1149173	0.1201269	0.3417378	1.0000000	1.0000000	0.0003411	1.0000000
650	0.2521911	0.6017944	0.7742918	0.0681937	0.1004769	0.3467554	1.0000000	1.0000000	0.0003474	1.0000000
700	0.2415546	0.6001241	0.6363930	0.0531826	0.0949937	0.3475529	1.0000000	1.0000000	0.0003494	1.0000000
750	0.2355921	0.5995757	0.5428823	0.0483599	0.0938704	0.3476796	1.0000000	1.0000000	0.0003500	1.0000000
800	0.2325699	0.5993956	0.4943197	0.0468106	0.0936478	0.3476998	1.0000000	1.0000000	0.0003502	1.0000000
850	0.2311345	0.5993365	0.4714907	0.0463128	0.0936004	0.3477030	1.0000000	1.0000000	0.0003502	1.0000000
900	0.2304832	0.5993171	0.4612501	0.0461529	0.0935890	0.3477035	1.0000000	1.0000000	0.0003502	1.0000000
950	0.2301975	0.5993107	0.4567825	0.0461015	0.0935859	0.3477036	1.0000000	1.0000000	0.0003502	1.0000000
1000	0.2300754	0.5993086	0.4548702	0.0460850	0.0935849	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
