"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C

0	0.8516384	0.7418788	1.0251357	0.0678391	0.9345353	0.9176116	0.9476679	0.0190507	0.2501391	0.9948906
50	0.8880461	0.6616342	0.9603135	0.0705492	0.8258128	0.8117399	0.9190592	0.0338340	0.2284908	1.0160639
100	0.8692807	0.6964973	0.9476361	0.0471066	0.7846548	0.9162213	0.9443409	0.0221673	0.2608594	0.9667545
150	0.9263669	0.6300555	1.0250804	0.0611266	0.7901021	0.9559877	0.9478474	0.0337648	0.1817425	1.0465216
200	0.7956831	0.6540672	1.0126274	0.0822867	0.8586674	0.9661900	1.0269028	0.0202686	0.2008164	0.9824005
250	0.8609709	0.7676404	0.9243340	0.0993682	0.8651301	0.9557148	0.9829459	0.0162300	0.1946423	0.9834633
300	0.9269411	0.6932260	0.9928938	0.0717843	0.9388427	0.8843444	0.9819895	0.0199208	0.2230782	1.0019339
350	0.9615919	0.7115146	0.9743959	0.0720524	0.8593105	0.8487313	1.0280338	0.0193353	0.2438197	1.0130480
400	0.8885149	0.6104053	0.8819332	0.0700878	0.8443096	0.9754823	0.9127442	0.0252083	0.2251995	0.9484768
450	0.9255575	0.5726312	0.9667515	0.0744078	0.8398924	0.9503765	0.9762252	0.0270450	0.2282441	1.0410282
500	0.8303326	0.5241841	1.0014882	0.0569820	0.9376616	0.8814395	1.0488258	0.0160361	0.2298062	1.0451394
550	0.8812864	0.5460934	1.0271074	0.0445300	0.9519829	0.9670658	1.0652072	0.0135647	0.1810199	1.0042939
600	0.8040107	0.6523964	1.0201099	0.0504465	0.9636310	0.8705254	1.0871443	0.0215746	0.1955767	0.9494472
650	0.8199778	0.6469041	1.0200689	0.0554787	0.9152297	0.8319155	1.0064079	0.0212378	0.1764118	0.9611256
700	0.9171282	0.6575787	0.9847415	0.0552244	0.8492712	0.7922073	0.9745585	0.0280175	0.2194750	1.0402251
750	0.8579479	0.5753230	0.8987431	0.0843061	0.9333030	0.8483329	1.0719518	0.0295691	0.2401059	0.9118113
800	0.8641215	0.6304746	0.8958941	0.0639049	0.9331899	0.9101824	1.0521572	0.0236514	0.1856833	1.0004082
850	0.7981157	0.6363465	0.9726167	0.0501687	0.8854585	0.8359793	1.0542996	0.0209177	0.2297771	0.9731625
900	0.8267583	0.6523404	0.9765312	0.0615475	0.9203976	0.7840187	0.9342570	0.0205116	0.2066354	1.0446143
950	0.8588254	0.6302654	1.0206977	0.0611558	0.9224399	0.8997396	0.9738767	0.0197879	0.2276535	1.1088059
1000	0.8519461	0.6080271	0.9594900	0.0768246	0.8481269	0.9338731	0.9201233	0.0160766	0.1738121	1.0396305

0	0.8516384	0.7418788	1.0251357	0.0678391	0.9345353	0.9176116	0.9476679	0.0190507	0.2501391	0.9948906
