"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
150	0.7264474	0.3412907	0.1187254	0.6058232	0.6841503	0.3648716	0.6494984	0.9877130	1.1586595	1.0764223
200	0.5116816	0.2342805	0.1377272	0.6742985	0.5920000	0.3226923	0.6637526	1.0542275	1.0820138	1.0089983
250	0.3720790	0.1751976	0.2952834	0.6613137	0.5540070	0.4460924	0.6331572	0.9437946	0.9194693	1.0206036
300	0.2544818	0.1466893	0.3642311	0.5519462	0.4295655	0.5935033	0.6744670	1.0160250	0.8983989	1.0636144
350	0.2197507	0.0993958	0.4191186	0.3870629	0.4735065	0.7240628	0.6401166	1.0676821	0.9627079	0.9565724
400	0.2028267	0.0935935	0.3766941	0.4379420	0.3674636	0.9011377	0.6079135	0.9330058	0.8796654	0.9778030
450	0.1867139	0.0837295	0.4248905	0.4843678	0.3087731	0.9682791	0.5334962	1.0682557	0.8186761	0.9971070
500	0.1808954	0.1169837	0.4696004	0.4740301	0.2608328	0.9458104	0.4831543	1.0067101	0.8084182	1.0012263
550	0.1233218	0.2892935	0.4317176	0.4806554	0.3530198	0.8993453	0.5245446	1.0396249	0.7540588	0.9749190
600	0.1648563	0.6412629	0.3437821	0.5128961	0.3264597	0.9655131	0.4592360	1.0343926	0.7222053	0.9889039
650	0.3053087	0.8458563	0.2438542	0.6890054	0.2884194	0.9694888	0.4440634	0.9692456	0.6665066	0.9286888
700	0.5294485	0.8964954	0.1653504	0.7133213	0.1960781	1.0535977	0.4351562	0.9321569	0.7647044	0.9643805
750	0.6847703	0.8893339	0.0699734	0.8848486	0.2880866	0.9421887	0.4766749	0.9253823	0.6722787	0.8946232
800	0.7013762	0.9657789	0.1042498	0.9056996	0.3476090	0.7255471	0.4728062	0.8947050	0.6999955	0.9273863
850	0.7873315	0.9792556	0.1162990	0.7762507	0.3591349	0.6968310	0.4938994	0.9631935	0.8177089	1.0083444
900	0.7928594	1.0144697	0.1072636	0.8735777	0.3610701	0.6749334	0.5189891	1.0112451	0.7984562	0.9772351
950	0.7921789	0.9359204	0.0868189	0.7992842	0.4645695	0.5840201	0.5359972	0.9264016	0.8156221	0.9689050
1000	0.8399824	0.9271710	0.0829171	0.8072804	0.3913467	0.4849522	0.5035742	0.9260286	0.7662998	0.9385207

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.8467719	0.8685417	0.1870859	0.5579494	0.5833238	0.3167461	0.5899870	1.0347337	0.9352946	1.0053195
100	0.7334544	0.6423403	0.2962866	0.5437635	0.6611152	0.3397461	0.5217405	0.8874378	0.8852904	0.9071832
150	0.5256804	0.4879159	0.3753564	0.4579243	0.6788386	0.3979127	0.6183333	0.9186615	1.0185612	0.8457993
200	0.4370662	0.4434263	0.4476010	0.3772227	0.5282351	0.4827250	0.7014565	0.9433131	0.9884810	0.8645846
250	0.4190104	0.3723094	0.4489650	0.3721127	0.4580053	0.4868513	0.7297218	0.9154134	1.0239921	0.9874563
300	0.3222874	0.2780120	0.5525987	0.2768514	0.4556728	0.5236752	0.6834977	0.9761154	0.9791810	1.0346663
350	0.2475644	0.2827873	0.5115832	0.3611963	0.4068117	0.6345855	0.6966911	0.9053096	0.8764141	1.0837683
400	0.1708045	0.2622110	0.4744797	0.2803724	0.4057390	0.7201008	0.6618919	0.9437505	0.8743746	1.1154516
450	0.1549653	0.2320881	0.4486495	0.5181467	0.3325035	0.8263910	0.6012766	0.8529872	0.8053052	0.9419782
500	0.1545607	0.2366966	0.5002430	0.4209072	0.3253807	0.9475065	0.5735217	0.8542697	0.8250791	0.9833990
550	0.1506351	0.3822807	0.4060894	0.3760496	0.3389048	0.9996430	0.5734875	0.8689332	0.7266116	0.9725576
600	0.1815659	0.6395282	0.2696567	0.5735629	0.3267179	0.9637185	0.5737133	0.9423226	0.6673283	1.0021400
650	0.3788110	0.9384128	0.1775241	0.8774399	0.2234596	0.9922716	0.5002428	0.9452733	0.7249790	1.0092612
700	0.5231866	0.9537792	0.1406935	0.9412164	0.2472847	0.9690690	0.4534252	0.9338697	0.7128915	0.9047323
750	0.6699917	1.0869986	0.0863276	0.8443818	0.3198501	0.8460409	0.4309882	0.9975855	0.8180472	1.0107477
800	0.7335526	1.0161554	0.0993902	0.8658223	0.3912568	0.8422434	0.4521648	1.0520231	0.7417174	1.0264025
850	0.7933417	1.0315041	0.0762132	0.8557850	0.3885032	0.6181485	0.5046069	1.0025719	0.8039243	1.0205361
900	0.8226912	1.0071610	0.0829329	0.8284319	0.3938151	0.4924725	0.5043987	0.9103268	0.8786466	1.0300568
950	0.7393708	1.0565230	0.0709722	0.8015344	0.4935213	0.5504463	0.5417630	0.9717761	0.8796979	1.0680125
1000	0.7857385	1.0257705	0.0731383	0.6954176	0.5259218	0.4823614	0.5887785	0.9706075	0.9399800	1.0688599

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.7700655	0.8828585	0.0723806	0.6188793	0.3299712	0.2115162	0.4976323	0.9390092	0.9436588	0.9200551
100	0.7896812	0.8669163	0.0656169	0.9586722	0.2541868	0.1533645	0.3341595	1.0554248	0.9851014	0.9815722
150	0.8070269	0.8530936	0.0604285	0.8960081	0.1720277	0.1276201	0.2582157	0.8568448	0.9753493	1.0611811
200	0.8285110	0.9161402	0.0559166	1.0551753	0.1881334	0.1217307	0.1938322	1.0072429	1.0297180	1.0484327
250	0.8338665	0.9472868	0.0794224	0.9940334	0.2296697	0.1120864	0.1707396	0.9334395	1.0322177	1.0956818
300	0.7704016	0.9585301	0.0753811	0.8525413	0.1840372	0.1113203	0.1443117	0.9248565	1.0175736	1.0882998
350	0.6722601	0.9179969	0.1263720	0.9166842	0.2216446	0.1358230	0.1334404	0.9059923	0.9853511	1.0797931
400	0.6344660	0.8008852	0.1017849	0.9692517	0.1919866	0.1126237	0.2101481	0.9260794	1.0742839	0.9944134
450	0.6317042	0.8847769	0.0821077	0.9741162	0.1783116	0.1128162	0.2549848	0.9648236	1.0544488	1.0720811
500	0.7091261	0.9828962	0.0769388	0.8957688	0.2286472	0.1136298	0.1882426	1.0610707	0.9750402	0.9874919
550	0.7671396	0.9635112	0.0879789	0.9504037	0.4983456	0.4028563	0.2565544	0.9768101	0.9103341	1.0161024
600	0.7731275	1.0291756	0.0657490	0.7708898	0.4601849	0.7501641	0.4135547	1.0116999	0.9322360	1.0110569
650	0.7352812	1.1367697	0.0575237	0.6837933	0.4240894	0.7905265	0.5312508	0.9000805	0.9347128	1.0137713
700	0.7302615	1.0469359	0.0951630	0.8601172	0.3311554	0.6246915	0.5153099	0.9244086	0.8910268	0.9129245
750	0.6826420	1.0253544	0.0795406	0.8712670	0.4122389	0.5616399	0.4848546	0.9461221	0.8203323	0.9317348
800	0.6979769	1.0491411	0.0884052	0.8542457	0.4170913	0.5355324	0.4823056	0.9581657	0.7923928	0.9392141
850	0.7720294	1.0455874	0.0842486	0.8445297	0.3763601	0.5937605	0.5796068	0.8620368	0.8130575	0.8710374
900	0.8031484	1.0516941	0.0855805	0.9007977	0.4156593	0.5231834	0.5345781	0.9145796	0.8432218	0.9699576
950	0.8932036	1.0386022	0.0857246	0.7816844	0.3958730	0.4197540	0.5475525	0.9373599	0.9237335	0.9974784
1000	0.8817508	0.9909526	0.1035034	0.8677590	0.5034546	0.4395088	0.5575788	0.9304101	0.8309251	0.8752476

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.7970917	0.8957717	0.2367617	0.3561707	0.5807729	0.3396987	0.6220505	0.9500443	0.6470898	1.0051802
100	0.8825056	0.9185790	0.3208048	0.2143317	0.5995959	0.3319355	0.6791881	0.9130669	0.3300145	0.8228056
150	0.8387669	0.8751840	0.3683428	0.1658242	0.6153185	0.2524265	0.7381031	0.7001357	0.1358415	0.8074389
200	0.8257865	0.9377457	0.3750194	0.1747523	0.6193076	0.2174750	0.8756691	0.4026425	0.1262163	0.7067936
250	0.9363668	1.0298909	0.5266155	0.1044823	0.7134281	0.1449375	0.9033903	0.1758372	0.0748576	0.8299370
300	0.8888056	1.0092447	0.4542368	0.0998207	0.7535632	0.0989426	0.9502936	0.0988189	0.0750510	0.7235939
350	0.8596518	1.0528217	0.4091721	0.0818692	0.8106401	0.0660101	0.9370622	0.0552906	0.0408670	0.8572603
400	0.8884222	0.8951662	0.4492287	0.0397016	0.9049036	0.0606575	1.1222028	0.0256012	0.0592455	0.8335486
450	0.8200363	0.9109158	0.4399284	0.0568498	0.7936841	0.1292808	1.1021464	0.0186128	0.0859379	0.8803315
500	0.9154992	0.8693163	0.5006748	0.0421096	0.8341828	0.0990074	1.1561181	0.0298587	0.1130208	0.8166988
550	0.8740003	0.9090615	0.4037971	0.1321341	0.8449103	0.0612568	1.0149591	0.0892623	0.4694237	0.8638655
600	0.8725262	1.0357511	0.2455409	0.3139304	0.8919418	0.0825589	1.0423224	0.3444021	0.7801980	0.9649814
650	0.8163810	1.0692210	0.1411706	0.3981968	0.8960622	0.0744638	0.9446699	0.6215703	0.8050376	0.9411526
700	0.7989578	1.0572958	0.1083005	0.4578183	0.9693103	0.0591413	0.8239374	0.7781671	0.8564366	1.0231334
750	0.7770363	0.9188941	0.0908612	0.4250784	0.9891260	0.1176019	0.8379021	0.8871287	0.9436168	0.9967519
800	0.6956034	0.8850896	0.1090839	0.5417022	0.8166373	0.1451767	0.8146090	0.9812749	1.0370937	1.0469047
850	0.7159285	0.9773094	0.0885133	0.5436874	0.8046612	0.1288728	0.7700773	0.9675496	0.9874895	0.9912411
900	0.8336360	1.0084033	0.0809850	0.4873887	0.8100064	0.1742444	0.7495867	0.9565226	1.0284563	0.9359965
950	0.7981703	0.9635671	0.0660257	0.5799790	0.8376309	0.1679091	0.6883201	1.0232301	0.9945352	0.9161355
1000	0.7201815	0.9459051	0.0709101	0.5486576	0.6677089	0.2192740	0.6726349	0.9498218	0.9949728	1.0206869

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.8484781	0.9943947	0.1526259	0.3176467	0.3487139	0.2904126	0.5012015	1.0023420	0.8844041	1.0872467
100	0.8088133	1.0844680	0.2215485	0.3584176	0.1233550	0.4173245	0.5702079	0.8791103	0.9170916	1.0401983
150	0.8055029	1.0307675	0.2064858	0.3860656	0.0781988	0.5258064	0.4550633	0.9251574	0.7105844	1.1815986
200	0.8135053	0.9725856	0.1690781	0.4460200	0.0628625	0.5430157	0.4530990	0.8496326	0.5922686	1.0325895
250	0.7866000	1.0412253	0.1701309	0.4054704	0.0422301	0.6034609	0.4775069	0.8548511	0.6766924	0.9141559
300	0.8049362	0.9524203	0.1575764	0.4947638	0.0359135	0.5813626	0.5506893	0.8856583	0.5501628	0.9465311
350	0.8324101	1.0248958	0.2002024	0.4827361	0.0392636	0.4650175	0.6297438	0.7788924	0.5244796	0.9621320
400	0.8562200	1.0325817	0.1934224	0.4378346	0.0639377	0.3700311	0.5258695	0.8506764	0.6224177	0.9039754
450	0.8119236	1.0023211	0.1789217	0.4077604	0.0771633	0.4142607	0.5431436	0.7813079	0.5874849	0.9454261
500	0.7546727	1.0007590	0.1514994	0.4097756	0.0593730	0.5208842	0.5081476	0.8368789	0.6868905	0.9000645
550	0.7440043	0.9871209	0.1185259	0.7492065	0.3066647	0.4924752	0.5861882	0.9353037	0.7713554	0.9217284
600	0.7392496	1.0455161	0.1190727	0.9620009	0.4392884	0.4381089	0.6217590	0.9031421	0.8751612	1.0286868
650	0.7916829	0.9602576	0.0890627	0.7817397	0.4834910	0.3978225	0.6322389	0.9090141	0.8921245	0.9705425
700	0.8642369	0.9785621	0.0902048	0.7213212	0.5347874	0.4101121	0.6453829	0.9797965	0.9059299	0.9737781
750	0.8342300	1.0113919	0.0780408	0.6445329	0.6366099	0.3059669	0.6353247	0.9972416	0.9605321	1.0171071
800	0.8241032	1.0047923	0.0817145	0.6589133	0.6025113	0.2667946	0.6297318	1.1110455	0.9626489	0.9710730
850	0.7772820	1.0012710	0.0803603	0.6416761	0.6928798	0.2684989	0.6111516	1.0609937	0.9348448	1.0099156
900	0.7602956	1.0343072	0.0639949	0.5695973	0.6512698	0.2837797	0.6149205	1.0297033	0.9185236	1.0365198
950	0.7851384	0.9676507	0.0565632	0.6233134	0.6077747	0.2460214	0.6905828	0.9556271	0.8998664	1.0763540
1000	0.7580299	0.8545557	0.0834893	0.5795325	0.6253428	0.2484339	0.6652159	0.9702700	1.0199485	1.0015441

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.8411451	0.8446602	0.0842955	0.4105059	0.6652945	0.2160000	0.5848131	1.0114170	1.0058303	0.9261630
100	0.7371830	0.6833498	0.1065175	0.2119298	0.6020068	0.1814612	0.5842774	1.0452225	0.9998665	0.6669770
150	0.7118671	0.6320447	0.0822949	0.1787839	0.7805605	0.1761867	0.5182011	0.9829339	0.9145660	0.6425921
200	0.6549509	0.5552784	0.0580086	0.1445823	0.7516852	0.2678772	0.5499502	0.9700933	1.0039510	0.6692544
250	0.5265722	0.5764640	0.0713466	0.2178150	0.6836356	0.2424811	0.5383722	0.9612545	0.9335974	0.5894040
300	0.5130842	0.6418954	0.0852082	0.2066253	0.6330331	0.3046124	0.4933207	0.9977755	0.8997673	0.7172477
350	0.5389882	0.5775546	0.0932579	0.2962427	0.5952533	0.2891734	0.5199014	0.9549953	0.9611759	0.6891814
400	0.5049954	0.5532215	0.0707824	0.2781689	0.5409350	0.2920187	0.5109463	0.9444482	1.0243829	0.6262806
450	0.5124643	0.5487573	0.1025806	0.2916919	0.6089381	0.2936740	0.4715370	1.0186057	1.0192282	0.6986264
500	0.4783187	0.5798197	0.1061827	0.2259482	0.6368296	0.2997740	0.5145782	0.9876643	0.9876453	0.6757507
550	0.4312456	0.6839172	0.1014807	0.5749495	0.5926459	0.5279745	0.5476645	1.0364367	0.9827043	0.8396756
600	0.5693314	0.8626490	0.0778044	0.5554340	0.5038822	0.6579695	0.5509627	0.8953019	0.9917242	1.0163140
650	0.6656635	0.9597752	0.0854150	0.7500413	0.3822479	0.5573761	0.5440273	0.9054336	0.9463420	1.0213724
700	0.7793507	1.1238437	0.0806180	0.7195766	0.4677873	0.5160215	0.5748421	0.9382875	0.9748271	1.0384706
750	0.7235895	1.0189385	0.0661389	0.7212345	0.4871309	0.4734832	0.5888541	0.9581046	0.9737202	0.9976174
800	0.7402281	0.9145048	0.0318934	0.6561911	0.4556895	0.3860779	0.5986710	0.9063477	0.9534612	0.9257167
850	0.7882327	0.9498920	0.0794949	0.7776212	0.4566632	0.3574102	0.6521766	0.9826553	0.9461811	0.8822679
900	0.8101000	1.0292279	0.0656597	0.8938581	0.4975990	0.3405963	0.6558850	0.9536999	1.0477153	0.9609649
950	0.8179217	0.9692708	0.0775315	0.6384201	0.5643103	0.3187273	0.5774853	0.9273863	0.9664107	1.0120112
1000	0.8591532	0.9310646	0.0994834	0.5244277	0.6439414	0.3378563	0.5947528	1.0074785	0.9324100	1.0596768

0	0.7514024	1.0418331	0.0710410	0.6085834	0.5653944	0.3509635	0.6878466	1.0235381	1.0443122	0.9691933
50	0.7796262	0.9966601	0.1566018	0.4972934	0.5725817	0.3113256	0.6570579	0.9765287	0.9311088	0.9200420
100	0.8092538	0.9535008	0.2663255	0.4203895	0.6239416	0.3222684	0.5691329	1.0559890	0.9490172	0.9995417
150	0.8078003	0.9391373	0.3123788	0.2988036	0.6215424	0.2687580	0.5807293	1.0066564	0.9651256	1.0342017
200	0.7951767	0.9630115	0.3565434	0.2640065	0.6039299	0.2029955	0.5909983	1.0266477	0.9305509	0.9656390
250	0.7567766	0.9506177	0.3336804	0.2661983	0.6887264	0.2801416	0.5476875	0.9640326	0.9093431	1.0150893
300	0.7748183	1.0282177	0.3632331	0.2924710	0.6325223	0.3376555	0.6150503	0.9875768	0.9448420	1.0325204
350	0.8352212	0.9668981	0.3548383	0.2554300	0.6143869	0.3412036	0.5246785	1.0390417	0.9040644	1.0350029
400	0.8183485	1.0158356	0.3345906	0.3427265	0.5379389	0.3592202	0.5158667	0.9646796	1.0122167	1.0019287
450	0.7697042	1.0017354	0.3441389	0.3838675	0.6018847	0.3045469	0.5536579	0.9818395	0.9731130	1.0241777
500	0.7314986	1.0394704	0.3858099	0.2823014	0.5136247	0.3426396	0.5529110	0.9275716	0.8770859	1.0418340
550	0.7703775	0.9290261	0.2298906	0.4036078	0.6046949	0.3394796	0.6077661	0.8713195	0.9581171	1.0254592
600	0.9172306	0.9478683	0.1816254	0.6609209	0.5490757	0.3936054	0.5046141	0.9491987	0.9644404	0.9314616
650	0.8695547	1.0606380	0.1246919	0.5972094	0.5960840	0.3754960	0.5307048	0.9209033	0.9628320	1.0254527
700	0.7262423	1.0863862	0.1125752	0.5168175	0.6191613	0.3950467	0.5438424	1.0104677	0.8927670	1.0823738
750	0.6994033	1.0407940	0.1099650	0.6396978	0.5727195	0.4105510	0.5679050	0.9924311	0.9020521	1.1239171
800	0.7745482	1.0713646	0.0929314	0.5697957	0.5519850	0.4296049	0.5633291	1.0065451	0.9168406	1.0522997
850	0.7891486	1.1228360	0.0920830	0.6122111	0.4614267	0.4249292	0.5308108	0.9388911	0.9400285	1.0332696
900	0.8090271	1.1473862	0.1009500	0.6727887	0.5125077	0.4138579	0.5013933	1.0182021	1.0218029	1.0541967
950	0.8436940	1.0085649	0.0867271	0.6874226	0.5469930	0.3924758	0.4738992	1.0190672	0.9520313	0.9757102
1000	0.8559667	0.9548402	0.0635317	0.6549318	0.5411854	0.4671433	0.5506001	0.9212528	0.8871159	1.0091049
