YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.8315573	0.1433576	0.0000000	0.0845109	0.3175433	0.0324604	0.0000000	0.1159038	0.7049958	0.7253764
0.8081779	0.0676602	0.0000000	0.0321551	0.0680594	0.0000000	0.0374604	0.1294513	0.7932931	0.6482086
0.5538151	0.1295044	0.0000000	0.3739907	0.6180330	0.2491628	0.4340640	0.8417824	0.0000000	0.8310157
0.6225710	0.4945866	0.7231072	0.0283142	0.0586022	0.0000000	0.0000000	0.0671317	0.7792800	0.6694498
0.6953672	0.5286996	0.6414381	0.0473700	0.0737363	0.0000000	0.3880341	0.6687610	0.0000000	0.7795568
0.4560397	0.4637192	0.5296685	0.4750802	0.5640941	0.1754494	0.0000000	0.7438209	0.0000000	0.8858777
