YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.1084757	0.1853896	0.5767260	0.6856089	0.6844049	0.3062492	0.7134994	0.3452635	0.2661903	0.7326237
0.0015296	0.0177923	0.6671505	0.3552949	0.3524677	0.5004688	0.7299829	0.3521338	0.2457164	0.6153710
0.1672077	0.3383226	0.7158668	0.7679122	0.7763372	0.2692431	0.8310873	0.4482511	0.3099576	0.5644917
0.1741643	0.4181475	0.7395276	0.6133313	0.3861160	0.4317978	0.7762632	0.6893469	0.4134442	0.4665131
0.1703878	0.3185268	0.6999635	0.8607405	0.7491603	0.1885076	0.8888175	0.5730480	0.3551179	0.4376456
0.2328198	0.2302421	0.6178893	0.6339493	0.6017819	0.0789183	0.8278272	0.1761622	0.1409887	0.6240007
0.1626862	0.3569545	0.6883977	0.7149354	0.6637107	0.1601638	0.7475463	0.5805641	0.3519184	0.3656870
0.5432284	0.7123020	0.7055945	0.3609500	0.4180902	0.7111854	0.7662287	0.5594392	0.5375330	0.3831658
0.4277121	0.4328891	0.7357491	0.3324295	0.3464061	0.5505226	0.7311256	0.8706130	0.5005662	0.1333137
0.4302580	0.4388296	0.5301253	0.6043746	0.4919889	0.3598858	0.5794311	0.2629558	0.2832278	0.5529782
