YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.9999858	0.3718352	0.4891776	0.0000000	0.3779689	1.0000000	0.4393090	0.6644873	1.0000000
0.0000000	0.0694328	0.0219680	0.0000000	0.6945856	0.3779689	1.0000000	0.2643166	0.4988575	1.0000000
0.0000000	0.0701230	0.0220262	0.0001217	0.9493667	1.0000000	0.0000000	0.6393509	0.8973131	1.0000000
0.0000000	0.0710689	0.0221057	0.0002661	0.6945856	0.3779689	1.0000000	0.0000000	0.4805695	1.0000000
0.0000000	0.0710689	0.0221057	0.0002661	0.6945856	0.3779689	1.0000000	0.2643166	0.0000000	1.0000000
0.0000000	0.0710689	0.0221057	0.0002661	0.6945856	0.3779689	1.0000000	0.2643166	0.4988575	0.0000000
0.9970391	0.0694328	0.0219680	0.0000000	0.0000000	0.3779689	1.0000000	0.4393107	0.2557599	1.0000000
0.9970391	0.0694328	0.0219680	0.0000000	0.9493667	1.0000000	0.0000000	0.6393510	0.4622270	1.0000000
0.9970391	0.0694328	0.0219680	0.0000000	0.6945856	0.3779689	1.0000000	0.2643166	0.0000000	1.0000000
0.0219241	0.9999975	0.5295034	0.8912646	0.0000001	0.9999998	0.0000000	0.9988625	0.9883819	1.0000000
