"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C

0	0.1617298	0.4212102	0.0424836	0.9974956	0.1022802	0.8506512	0.3935185	0.3204095	0.0227735	0.0219727
50	0.3871546	0.3732824	0.0130236	1.0314822	0.0659600	0.8767532	0.5199470	0.3603592	0.0330728	0.0460790
100	0.4997871	0.3748079	0.0069710	1.0163627	0.0658546	0.8566742	0.6617893	0.7975910	0.0259301	0.0478501
150	0.4949131	0.3984730	0.0121620	0.9019621	0.0880910	0.7287440	0.7816856	0.6035101	0.0148556	0.0398748
200	0.6336579	0.4261059	0.0056538	1.0775430	0.0781808	0.7103305	0.6858357	0.4405743	0.0167641	0.0411410
250	0.5784283	0.4018366	0.0040878	1.0385164	0.0563789	0.7257295	0.7497075	0.4583467	0.0122563	0.0361944
300	0.5874947	0.3904444	0.0003244	0.9702942	0.0956456	0.7302471	0.7086800	0.3820436	0.0174292	0.0505994
350	0.6284399	0.3849944	0.0066761	0.9674255	0.0902700	0.6594393	0.7479628	0.5035098	0.0261061	0.0496692
400	0.6160128	0.4311006	0.0096360	1.0412705	0.1104239	0.6587313	0.8209928	0.6381636	0.0210523	0.0392628
450	0.6286604	0.4091827	0.0091198	1.1008683	0.1123100	0.6102746	0.8301245	0.4983257	0.0199341	0.0264501
500	0.6591572	0.4151302	0.0103426	1.1173098	0.1215460	0.5844061	0.8314737	0.3813084	0.0096364	0.0350171
550	0.3524309	0.4432695	0.0324583	1.0239366	0.1038441	0.6034166	0.7038111	0.2128421	0.0298649	0.0298978
600	0.2341862	0.4669567	0.0285497	1.0093375	0.1051331	0.6153979	0.6726095	0.5459739	0.0166686	0.0305181
650	0.1964469	0.3649646	0.0345391	0.9757400	0.1129389	0.6832541	0.7114417	0.2381472	0.0251987	0.0352234
700	0.1744825	0.4099464	0.0466215	0.9993238	0.1074579	0.6552788	0.6399049	0.2193804	0.0185746	0.0445552
750	0.1336492	0.4738253	0.0357347	0.9600014	0.0896163	0.6806808	0.5836387	0.2103770	0.0232809	0.0475248
800	0.1595249	0.4667623	0.0501596	0.9160623	0.0591498	0.6836047	0.6210994	0.3627079	0.0178668	0.0400767
850	0.2016810	0.4855446	0.0322731	0.9467120	0.0937367	0.6307098	0.6063247	0.2966928	0.0267596	0.0471042
900	0.2562980	0.4151517	0.0381018	1.0712922	0.0745345	0.6973226	0.6343469	0.5331411	0.0300042	0.0398703
950	0.2520129	0.4564876	0.0350011	1.0056657	0.0694104	0.7909185	0.6458009	0.4230199	0.0224513	0.0552428
1000	0.1995408	0.4228395	0.0319283	0.9564443	0.0653963	0.7570416	0.6590239	0.2979805	0.0262656	0.0441426

0	0.1617298	0.4212102	0.0424836	0.9974956	0.1022802	0.8506512	0.3935185	0.3204095	0.0227735	0.0219727
50	0.1431049	0.4568957	0.0587194	0.5376266	0.4498031	0.7559384	0.5580941	0.0842445	0.0143313	0.0578360
100	0.1947657	0.5746156	0.1118983	0.4082403	0.5082141	0.7090146	0.4781648	0.2770337	0.0255516	0.0275301
150	0.3671927	0.7352321	0.2513277	0.3972327	0.5079724	0.8020905	0.5021714	0.1398933	0.0286535	0.0323269
200	0.5947679	0.8674135	0.3700781	0.3442408	0.5552548	0.8153316	0.4621308	0.3625589	0.0355589	0.0306146
250	0.7479750	0.8777590	0.5564370	0.3120916	0.5354199	0.8880990	0.6326936	0.7101137	0.0428175	0.0446569
300	0.8622265	0.9575349	0.6477709	0.3392800	0.5458348	0.7149449	0.8545324	0.7214876	0.0224271	0.0449774
350	0.8331460	1.0379777	0.7612525	0.4038067	0.4917988	0.6226341	0.8163162	0.5453024	0.0258459	0.0370258
400	0.9621668	0.9414561	0.6654021	0.2976377	0.5041854	0.5979655	0.7383424	0.5892221	0.0399744	0.0587691
450	0.9568435	0.8568718	0.5839394	0.3329509	0.4997330	0.7103740	0.8113474	0.8761586	0.0309286	0.0410666
500	0.8109928	0.9853923	0.6757092	0.3670215	0.4862213	0.5774988	0.7730403	0.9167523	0.0412009	0.0272075
550	0.7936753	1.0119580	0.5324496	0.8170543	0.1459456	0.6446981	0.8377783	0.8710868	0.0368049	0.0419904
600	0.8789637	0.9753861	0.2479477	0.9524852	0.0828038	0.5936310	0.8524972	0.4081975	0.0288047	0.0577277
650	0.8206710	0.7962574	0.1239460	0.9852058	0.0973394	0.6165475	0.8387506	0.4804790	0.0169300	0.0401007
700	0.7491364	0.6130736	0.0391288	1.0171169	0.0630919	0.6139592	0.7936041	0.3263120	0.0217013	0.0260336
750	0.5374252	0.4602496	0.0436058	1.0715192	0.0814319	0.6142893	0.7135935	0.2025698	0.0373569	0.0378969
800	0.3272700	0.4367337	0.0344076	0.9689257	0.0917642	0.6099685	0.6521561	0.1049735	0.0260038	0.0320057
850	0.2285815	0.4336466	0.0454399	1.0625340	0.1190605	0.7376225	0.4381500	0.1195799	0.0176758	0.0270144
900	0.2177965	0.4685489	0.0542997	0.9403727	0.0894129	0.8059016	0.3418315	0.1015631	0.0113517	0.0132866
950	0.2319707	0.5197391	0.0499775	1.0346148	0.0631092	0.9362248	0.3817182	0.3077815	0.0165109	0.0446646
1000	0.2676367	0.4243321	0.0368929	0.9799038	0.0586313	0.9395406	0.5763358	0.1163914	0.0185870	0.0372177

0	0.1617298	0.4212102	0.0424836	0.9974956	0.1022802	0.8506512	0.3935185	0.3204095	0.0227735	0.0219727
50	0.1801151	0.4704569	0.0486573	0.9638367	0.0981162	0.3644001	0.6882700	0.7932877	0.1650876	0.0359883
100	0.2059896	0.4027854	0.0382656	1.0335908	0.1769706	0.2020420	0.7339148	1.0223873	0.1995575	0.0529150
150	0.1717387	0.3843551	0.0365955	1.0771759	0.2194231	0.1826044	0.8280461	0.9726281	0.1814317	0.0634451
200	0.1618350	0.4252127	0.0220955	0.9383330	0.3228240	0.1546854	0.8374706	1.0642845	0.1900366	0.0968382
250	0.1430938	0.4313170	0.0504538	0.9835704	0.3485381	0.1399055	0.8681332	1.0150779	0.2183023	0.0755648
300	0.2060961	0.4581390	0.0477078	0.8917871	0.3040946	0.1341090	0.8505402	0.9762379	0.2385438	0.1303187
350	0.2138214	0.4521477	0.0445381	0.9732762	0.3486707	0.1183135	0.8371019	0.9799269	0.2223995	0.1217423
400	0.2043459	0.4780801	0.0524269	0.9846436	0.3889760	0.1302763	0.9032070	0.9922273	0.2320852	0.1149658
450	0.1884198	0.3781517	0.0453509	1.0378281	0.3951197	0.1131904	0.8636982	1.0476572	0.2458237	0.0984101
500	0.1533392	0.4068870	0.0338748	1.0207059	0.4219209	0.1340190	0.8877865	1.0134155	0.2555876	0.0908499
550	0.1606021	0.4529490	0.0547092	0.9689019	0.2969806	0.4010961	0.8575907	1.0581545	0.0733149	0.0871634
600	0.1468670	0.4815599	0.0401665	0.9803593	0.1984928	0.5349716	0.8176937	1.0142313	0.0445148	0.0637608
650	0.1698835	0.3953503	0.0458556	0.9452628	0.1146770	0.4701126	0.8363207	0.5277198	0.0364319	0.0353091
700	0.1475377	0.3945674	0.0456589	0.9705319	0.1012354	0.5431271	0.7950315	0.2640281	0.0214066	0.0311463
750	0.1110543	0.4523118	0.0320760	0.9957902	0.1134204	0.5076220	0.7240367	0.1178364	0.0277083	0.0336778
800	0.1321455	0.4587233	0.0470919	1.0726208	0.1019578	0.6268487	0.5487727	0.1436187	0.0224497	0.0346830
850	0.1514878	0.4135204	0.0298396	1.0315240	0.0939135	0.6943149	0.4424863	0.1530185	0.0217638	0.0597673
900	0.1116131	0.4328751	0.0479090	1.0069458	0.0732100	0.8234607	0.4895811	0.4340273	0.0342978	0.0519537
950	0.1173498	0.4434888	0.0507219	0.9434605	0.0622461	0.7540513	0.6799988	0.2170076	0.0357593	0.0329720
1000	0.1404163	0.4157970	0.0532999	0.9805291	0.0594483	0.7681062	0.6272424	0.1529160	0.0366725	0.0412885

0	0.1617298	0.4212102	0.0424836	0.9974956	0.1022802	0.8506512	0.3935185	0.3204095	0.0227735	0.0219727
50	0.3798844	0.4639773	0.0381123	0.8818504	0.0852508	0.6828147	0.6055630	0.2023326	0.0241044	0.0236002
