"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W

0	0.7167135	1.0565829	1.0498111	0.0506811	1.0809736	0.0453718	0.0585812	1.0388860	1.0360856	0.0154709
50	0.6751950	1.0344023	0.9471943	0.0615255	0.9174466	0.0325238	0.0251758	0.9397205	0.9803782	0.1001187
100	0.7354829	1.1210187	1.0247417	0.1175872	0.9455616	0.0270659	0.0111366	0.9161138	0.9150598	0.1507195
150	0.7676560	1.0423898	0.9886020	0.3676158	0.9926313	0.0089745	0.0077348	0.9182857	0.9619484	0.2355072
200	0.7683387	0.9355001	1.0196841	0.5517872	0.9917163	0.0046666	0.0062263	0.9687474	0.8958038	0.2367521
250	0.8265010	1.0239166	0.9978102	0.7987585	0.9998124	0.0026325	0.0072725	1.0116874	0.8545674	0.2947204
300	0.7822871	0.9520012	1.0235976	0.8800709	1.0644992	0.0001319	0.0028415	1.0283335	0.8201016	0.4101517
350	0.7876745	1.0321298	0.9268905	0.8955773	0.9822293	0.0009659	0.0019401	0.8170816	0.7622187	0.4122400
400	0.7942492	1.0232886	1.0187393	0.9535274	0.9631215	0.0012792	0.0027068	0.8625995	0.6769589	0.3993626
450	0.7426941	1.0392101	1.0384189	1.0502210	0.9016312	0.0050460	0.0013738	0.8422853	0.5547885	0.4597908
500	0.6589201	0.9713804	1.1071273	1.1495355	0.8290005	0.0031491	0.0009581	0.9138931	0.6670625	0.4991128
550	0.6914899	1.0147525	1.1220496	0.9991256	0.8667777	0.0086896	0.0095965	0.8923577	0.6009953	0.4360095
600	0.6592867	1.0584667	1.0503339	0.9946827	0.9382356	0.0319464	0.0375890	0.9257637	0.6170739	0.3577725
650	0.6418446	1.1475276	0.9918765	0.9456772	0.9054650	0.0214377	0.0425185	1.0188038	0.6680342	0.2894166
700	0.6764769	1.0425495	1.0116057	0.8850599	0.9855145	0.0226841	0.0317845	1.0151625	0.8267403	0.2355036
750	0.6315076	0.9658579	0.9674556	0.8826078	0.9827138	0.0337080	0.0282291	1.0006613	0.9037764	0.2194537
800	0.7567019	1.0438118	0.9757734	0.7689530	1.0876661	0.0661505	0.0342109	0.9797238	0.9226306	0.2149758
850	0.7381264	1.0589571	0.9827504	0.7014221	1.1109066	0.0805145	0.0436790	0.9156231	0.8953230	0.2029858
900	0.7729785	1.1436301	1.0379396	0.6659811	1.0054007	0.0466615	0.0781983	0.9766809	0.9197023	0.1591627
950	0.7973995	1.1576157	1.1352556	0.5945237	1.0140580	0.0447446	0.0695665	0.9400487	0.8672886	0.1419976
1000	0.7515252	0.9951918	1.0562833	0.4636258	0.9790700	0.0402502	0.0491813	1.0194019	0.8301246	0.0875264

0	0.7167135	1.0565829	1.0498111	0.0506811	1.0809736	0.0453718	0.0585812	1.0388860	1.0360856	0.0154709
50	0.6713862	0.8592540	0.9998325	0.1808069	0.9411790	0.0581959	0.0412885	1.0215087	0.9682178	0.0282448
100	0.5850964	0.6535846	1.0106808	0.3673848	1.0754937	0.0627310	0.0280977	1.0233154	0.9669482	0.0254392
150	0.6117048	0.4960171	1.0479522	0.3730625	0.9754057	0.0557359	0.0451909	0.9861749	0.9537633	0.0269164
200	0.4053577	0.4276400	1.0431607	0.5300191	0.9554753	0.0636960	0.0312202	0.9999418	0.9868932	0.0260482
250	0.3958167	0.4265736	1.0351124	0.5194574	0.9758268	0.0626650	0.0227730	0.9748064	0.9799341	0.0392190
300	0.3984273	0.4380161	0.9556685	0.5118507	0.9652776	0.0897194	0.0381594	0.9268220	1.0108862	0.0185562
