YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.0653953	0.0271439	0.0011690	0.7481590	0.3855184	0.9709649	0.2962986	0.5586521	0.9462348
0.9719771	0.0000000	0.4607152	0.6074090	0.6914916	0.3353291	1.0287272	0.2576824	0.1196041	1.0048034
0.9766157	0.0127450	0.0000000	0.5623663	0.7299832	0.4202221	0.9267594	0.2699665	0.1646068	1.0334337
0.9618772	0.0283327	0.0168331	0.0000000	0.7775417	0.3825166	1.0980574	0.2650688	0.1096437	1.0072385
0.0380942	1.0658983	0.4875203	0.8252263	0.0000000	0.3930069	0.8942145	0.4146968	0.6649001	1.0069742
0.0164627	0.9799659	0.4772759	0.6595352	0.0108636	0.0000000	0.9968431	0.3828231	0.6924032	0.9561114
0.0182707	0.9738037	0.2895746	0.5384058	1.0032086	1.1006866	0.0000000	0.6326338	0.9256886	0.8598768
0.0249180	1.0049537	0.3326013	0.2586862	0.7147856	0.4475566	0.9083696	0.0000000	0.5749756	1.0362994
0.0248917	0.9503331	0.3957319	0.5449493	0.6979000	0.4259221	0.9709952	0.2516066	0.0000000	0.9014078
0.0390094	1.0395777	0.2869233	0.3732350	0.7122810	0.4472025	0.9728023	0.2948591	0.4945973	0.0000000
