"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.7141544	0.5503591	0.7468612	0.2261170	0.3009611	0.3761098	1.0000000	0.3220570	0.6642139	1.0000000
50	0.7144452	0.5505970	0.7492105	0.2126492	0.3011467	0.3823022	0.7976772	0.2587412	0.6654924	1.0000000
100	0.7147519	0.5519238	0.7616075	0.1943222	0.3062304	0.4266319	0.5400407	0.1765098	0.6713048	1.0000000
150	0.7156639	0.5564163	0.7801040	0.1781846	0.3284361	0.5124086	0.3742113	0.1192407	0.6770311	1.0000000
200	0.7181765	0.5642979	0.8007213	0.1576140	0.3724634	0.6104006	0.2854142	0.0811601	0.6801070	1.0000000
250	0.7228337	0.5747808	0.8265159	0.1293912	0.4286848	0.6934897	0.2417903	0.0538557	0.6809341	1.0000000
300	0.7295817	0.5878644	0.8594908	0.0987918	0.4831975	0.7516373	0.2213909	0.0340215	0.6802737	1.0000000
350	0.7382273	0.6036224	0.8952902	0.0723346	0.5273022	0.7873893	0.2121475	0.0204300	0.6786143	1.0000000
400	0.7484688	0.6208913	0.9271759	0.0527072	0.5588306	0.8074761	0.2080482	0.0118355	0.6762287	1.0000000
450	0.7596118	0.6375805	0.9512687	0.0394628	0.5794588	0.8180539	0.2062579	0.0067956	0.6733108	1.0000000
500	0.7706197	0.6518855	0.9674272	0.0310095	0.5920896	0.8233636	0.2054848	0.0040130	0.6700868	1.0000000
550	0.7805070	0.6629771	0.9771550	0.0283517	0.5991350	0.8092380	0.4074766	0.0066559	0.6668365	1.0000000
600	0.7886632	0.6708325	0.9815464	0.0285205	0.5960035	0.7206475	0.6649723	0.0118276	0.6638312	1.0000000
650	0.7948960	0.6758419	0.9828545	0.0292006	0.5705636	0.6024487	0.8307421	0.0159146	0.6612636	1.0000000
700	0.7993184	0.6786925	0.9827218	0.0311472	0.5224191	0.5073930	0.9195141	0.0189150	0.6592222	1.0000000
750	0.8022288	0.6800728	0.9811705	0.0362985	0.4645960	0.4464604	0.9631275	0.0219746	0.6577057	1.0000000
800	0.8039812	0.6803541	0.9768266	0.0471517	0.4112913	0.4118655	0.9835224	0.0266915	0.6566517	1.0000000
850	0.8048535	0.6794267	0.9671653	0.0655586	0.3700143	0.3936134	0.9927640	0.0351011	0.6559716	1.0000000
900	0.8049447	0.6766668	0.9494378	0.0907989	0.3416921	0.3844410	0.9968625	0.0498181	0.6555834	1.0000000
950	0.8041181	0.6711142	0.9229257	0.1191990	0.3238777	0.3799891	0.9986525	0.0735970	0.6554344	1.0000000
1000	0.8020211	0.6619904	0.8905357	0.1462256	0.3133736	0.3778844	0.9994254	0.1071051	0.6554948	1.0000000

